feature_id	feature_mz	feature_rt	feature_spectrum_entropy	feature_pred_tax_cla_01kin_val	feature_pred_tax_cla_01kin_score	feature_pred_tax_cla_02sup_val	feature_pred_tax_cla_02sup_score	feature_pred_tax_cla_03cla_val	feature_pred_tax_cla_03cla_score	feature_pred_tax_cla_04dirpar_val	feature_pred_tax_cla_04dirpar_score	feature_pred_tax_npc_01pat_val	feature_pred_tax_npc_01pat_score	feature_pred_tax_npc_02sup_val	feature_pred_tax_npc_02sup_score	feature_pred_tax_npc_03cla_val	feature_pred_tax_npc_03cla_score	component_id	candidate_spectrum_entropy	candidate_structure_molecular_formula	candidate_count_sirius_peaks_explained	candidate_score_sirius_intensity	candidate_score_sirius_isotope	candidate_score_sirius_sirius	candidate_score_sirius_tree	candidate_score_sirius_zodiac	candidate_score_sirius_confidence	candidate_score_sirius_csi	candidate_library	candidate_count_similarity_peaks_matched	candidate_score_similarity	candidate_structure_exact_mass	candidate_structure_xlogp	candidate_structure_inchikey_no_stereo	candidate_structure_smiles_no_stereo	candidate_structure_tax_cla_chemontid	candidate_structure_tax_cla_01kin	candidate_structure_tax_cla_02sup	candidate_structure_tax_cla_03cla	candidate_structure_tax_cla_04dirpar	candidate_structure_tax_npc_01pat	candidate_structure_tax_npc_02sup	candidate_structure_tax_npc_03cla	candidate_structure_organism_occurrence_closest	candidate_structure_organism_occurrence_reference	candidate_structure_error_mz	candidate_structure_error_rt	rank_initial	rank_final	score_initial	score_biological	score_chemical	score_final
313	293.0319163793184	3.2811332	3.47258250427726	Organic compounds	0.0627234994264997	Organosulfur compounds	0.240096038415366	Isothiocyanates	0.240096038415366	Isothiocyanates	0.240096038415366	dummy	0.240096038415366	dummy	0.240096038415366	dummy	0.240096038415366	3	3.43019457428218|3.59764030575291|3.33244060356903|3.14142606603064|3.54141024184427|3.78761046364989	C10H16N2S4|C13H8O8|C13H8O8|C13H8O8|C13H8O8|C12H14Cl2O4	|||||	|||||	|||||	|||||	|||||	|||||	|||||	|||||	ISDB|ISDB|ISDB|ISDB|ISDB|ISDB	10|4|3|3|2|7	0|0|0|0|0|0.00675277784466744	292.01963|292.02192|292.02192|292.02192|292.02192|292.02691	4.1338|0.3494|0.2123|0.5017|0.6644|3.8732	WRUFJWLVOQYPJF|APOYITXPNFORST|OOMCXGFRBYKGAQ|DBBOJUGDRHJPND|JFJWMFPFMLRLMI|WLWLDMLTAFSEDI	S=C=NCCCCSSCCCCN=C=S|O=C(O)C1Cc2c(oc(=O)c3cc(O)c(O)c(O)c23)C1=O|O=C1CC(=O)C2=C1OC(C(=O)O)c1c2cc(O)c(O)c1O|O=C(O)Cc1c2c3c(cc(O)c(O)c3oc1=O)C(=O)OC2|O=C1CC(C(=O)O)c2c1oc(=O)c1cc(O)c(O)c(O)c21|CCCCCC(=O)c1c(O)c(Cl)c(O)c(Cl)c1O	0001234|0001890|0003477|0002644|0001890|0004298	Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds	Organosulfur compounds|Phenylpropanoids and polyketides|Organoheterocyclic compounds|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Organic oxygen compounds	Isothiocyanates|Isocoumarins and derivatives|Azaphilones|Coumarins and derivatives|Isocoumarins and derivatives|Organooxygen compounds	Isothiocyanates|Isocoumarins and derivatives|Azaphilones|7,8-dihydroxycoumarins|Isocoumarins and derivatives|Alkyl-phenylketones	|Shikimates and Phenylpropanoids||Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Polyketides	|Coumarins||Coumarins|Coumarins|Phloroglucinols	|Isocoumarins||Simple coumarins|Isocoumarins|Acyl phloroglucinols	Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida|Eukaryota	10.1021/JF960361R|10.1248/CPB.37.2531|10.1016/0031-9422(96)00110-0|10.3390/MOLECULES22101606 $ 10.1248/CPB.40.53 $ 10.1016/S0031-9422(00)00176-X $ 10.1248/CPB.47.1148|10.1002/JCCS.199700025 $ 10.5897/AJPP10.363 $ 10.1016/S0031-9422(02)00435-1 $ 10.1016/S0031-9422(96)00888-6 $ 10.38212/2224-6614.2935 $ 10.1007/S11418-009-0378-9 $ 10.1021/NP970336V $ 10.1007/BF02979129 $ 10.1016/0031-9422(92)80352-F $ 10.1515/ZNB-2006-0111 $ 10.3390/MOLECULES22101606 $ 10.1016/0031-9422(96)00110-0 $ 10.1248/CPB.47.536 $ 10.4268/CJCMM20100516 $ 10.1016/S0031-9422(00)89820-9 $ 10.1248/CPB.40.53 $ 10.1248/CPB.37.2624 $ 10.1248/CPB.37.2940 $ 10.1248/CPB.39.639 $ 10.1016/S0031-9422(00)00176-X $ 10.1055/S-2003-41107|10.1074/JBC.273.5.2669	-0.00499148800003013|-0.00270678400005409|-0.00270678400005409|-0.00270678399999724|-0.00270678399999724|0.00229028799992648	|||||	2|2|2|2|2|1	1|2|2|2|2|3	0|0|0|0|0|0.00675277784466744	0.4|0.4|0.4|0.4|0.4|0.1	1|0.25|0.25|0.25|0.25|0.25	0.366366366366366|0.241741741741742|0.241741741741742|0.241741741741742|0.241741741741742|0.0938425175398141
314	466.1063926478978	3.2814667	2.53521873637255	Organic compounds	0.35870513581142	Phenylpropanoids and polyketides	0.35870513581142	Flavonoids	0.35870513581142	5-hydroxyflavonoids	0.35870513581142	Shikimates and Phenylpropanoids	0.35870513581142	Flavonoids	0.35870513581142	Anthocyanidins	0.35870513581142	3	3.81589870123005|4.10667710859066|4.47550950840508	C21H21O12+|C21H21O12+|C21H21O12	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	261|273|213	0.296700835227966|0.25335904955864|0.230295076966286	465.10275|465.10275|465.1033	-0.7248|0.0876|-0.51101	BYVVSZFWJGRSIK|WCDLLXMXLHQESZ|OIZFQAFWYYKPMR	OCC1OC([O+]=c2cc3oc(-c4cc(O)c(O)c(O)c4)c(O)cc-3c(O)c2)C(O)C(O)C1O|OCC1OC(Oc2cc3c(O)c(O)c(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O|OCC1OC(OC2=C(c3cc(O)c(O)c(O)c3)OC3=CC(O)=C[C](O)C3=C2)C(O)C(O)C1O	0002992|0002996|0002207	Organic compounds|Organic compounds|Organic compounds	Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Organic oxygen compounds	Flavonoids|Flavonoids|Organooxygen compounds	5-hydroxyflavonoids|Anthocyanidin-3-O-glycosides|O-glycosyl compounds	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Anthocyanidins|Anthocyanidins|Anthocyanidins	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/S0031-9422(00)88156-X $ 10.1016/S0031-9422(00)94083-4|10.1016/S0031-9422(00)83139-8|10.1016/S0031-9422(99)00281-2 $ 10.4141/CJPS82-099	0.00362853208980596|0.00362853208991965|0.0041771119998657	||	1|2|3	1|2|3	0.296700835227966|0.25335904955864|0.230295076966286	0.4|0.4|0.4	1|1|1	0.465266644775688|0.450819382885913|0.443131392021795
315	903.2555954906144	3.287075	3.31623658918599	Organic compounds	0.639280340393909	Phenylpropanoids and polyketides	0.639280340393909	Flavonoids	0.639280340393909	Flavonoid-7-O-glycosides	0.639280340393909	Shikimates and Phenylpropanoids	0.639280340393909	Flavonoids	0.639280340393909	Flavonols	0.639280340393909	3	4.274245760969|4.61127763518336|4.63864343319842	C42H46O22|C42H46O22|C42H46O22	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	540|226|293	0.198526307940483|0.371401160955429|0.299267530441284	902.24807|902.24807|902.24807	-1.9497|-1.2165|-1.2165	CYMIHPZMEGGNPY|NFPUDFZBEBPMIG|ANVZNBJIZDKIGI	CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(OC2OC(COC(=O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)C1O|CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O|CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(C)C(O)C(O)C4OC4OC(COC(=O)C=Cc5ccc(O)c(O)c5)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O	0003533|0003533|0003533	Organic compounds|Organic compounds|Organic compounds	Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides	Flavonoids|Flavonoids|Flavonoids	Flavonoid-7-O-glycosides|Flavonoid-7-O-glycosides|Flavonoid-7-O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavonols|Flavonols|Flavonols	Ranunculaceae|Magnoliopsida|Magnoliopsida	10.1016/S0031-9422(01)00102-9|10.1016/S0031-9422(00)84498-2|10.3987/COM-07-11050 $ 10.1016/J.PHYTOL.2011.07.012	-0.000250887999754923|-0.000250887999527549|-0.000250887999754923	||	6|1|3	1|2|3	0.198526307940483|0.371401160955429|0.299267530441284	0.6|0.4|0.4	1|1|1	0.532641902446627|0.490166753351509|0.466122209846794
316	482.2601938114528	3.2891722	3.89158983047925	Organic compounds	0.379034548783216	Lipids and lipid-like molecules	0.261162985451654	Benzene and substituted derivatives	0.233402229109112	Tetralins	0.126344849594405	Terpenoids	0.379034548783216	notClassified	0.350103343663668	notClassified	0.350103343663668	3	3.41945751594855|4.39946472712653|4.535121594086	C28H35NO6|C27H35N3O5|C25H39NO6S	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	16|22|99	0|0.00353331374935806|0.0190441831946373	481.24644|481.25767|481.24981	4.3038|3.9644|4.4885	LDSYBWFFZOMEHD|RFULODNZOBWCJP|BGGYAYMMFYBWEX	CC(=O)OC12CC(C)C(OC(=O)c3cccnc3)C1C1OC1(C)CCC1C(C=C(C)C2=O)C1(C)C|COc1ccc2c3c1C(=O)CC(C)(C)N3C(=O)C21CC2([N+](=O)[O-])CN3CCCCC3CC2C1(C)C|CCCCCC=CCC=CC=CC=CC(SCC(NC(C)=O)C(=O)O)C(O)CCCC(=O)O	0001551|0001716|0000515	Organic compounds|Organic compounds|Organic compounds	Lipids and lipid-like molecules|Organoheterocyclic compounds|Lipids and lipid-like molecules	Prenol lipids|Quinolines and derivatives|Fatty Acyls	Diterpenoids|Hydroquinolones|Leukotrienes	Terpenoids|Alkaloids|Fatty acids	Diterpenoids|notClassified|Eicosanoids	Lathyrane diterpenoids|notClassified|Leukotrienes	Magnoliopsida|Eukaryota|Eukaryota	10.1016/S0031-9422(00)80273-3|10.3390/MOLECULES24020218|10.1007/S11306-021-01798-Z	-0.00648616000006541|0.00474722000001293|-0.00311503200015295	||	16|11|5	1|2|3	0|0.00353331374935806|0.0190441831946373	0.4|0.1|0.1	0.75|1|0.75	0.324824824824825|0.217393987466002|0.181022735739554
317	303.0510368136101	3.2925758	2.34294679211046	Organic compounds	0.344081062192963	Organoheterocyclic compounds	0.258060796644722	Benzopyrans	0.172040531096481	Xanthones	0.172040531096481	Shikimates and Phenylpropanoids	0.258060796644722	Xanthones	0.258060796644722	notClassified	0.152284465497639	3	3.6826797752211|3.77993310683302|3.53560625703096	C15H10O7|C15H10O7|C15H10O7	||	||	||	||	||	||	||	||	MassBank - 2023.11|MassBank - 2023.11|ISDB	644|69|111	0.675502836704254|0.420848250389099|0.446137338876724	302.04265|302.04265|302.04265	1.988|1.9825|1.988	REFJWTPEDVJJIY|JKHRCGUTYDNCLE|OCPPRKDZOZIIGQ	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12|[O-]c1c(O)cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1O|O=c1c(-c2ccc(O)c(O)c2)c(O)oc2cc(O)cc(O)c12	0001136|0002993|0000494	Organic compounds|Organic compounds|Organic compounds	Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides	Flavonoids|Flavonoids|Isoflavonoids	Flavonols|7-hydroxyflavonoids|Isoflavones	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Isoflavonoids	Flavonols|Anthocyanidins|notClassified	Anemoneae|Ranunculaceae|Magnoliopsida	10.1007/S10600-010-9697-Z|10.1016/0031-9422(95)00808-X|10.1016/J.BMC.2007.10.072	-0.00110000000000809|-0.00161950000000388|-0.00107134000000997	||	1|7|4	1|2|3	0.675502836704254|0.420848250389099|0.446137338876724	0.7|0.6|0.4	0.5|0.5|0.666	0.658601045668185|0.523666133513083|0.459579313159108
318	163.0398016963288	3.2915223	2.32630574303951	Organic compounds	0.53246821389765	Phenylpropanoids and polyketides	0.266234106948825	Cinnamic acids and derivatives	0.266872280159918	Coumaric acids and derivatives	0.266872280159918	Shikimates and Phenylpropanoids	0.53246821389765	Coumarins	0.53246821389765	Cinnamic acids and derivatives	0.266872280159918	3	1.8503833105315|3.06767436755299|3.13299406214883	C18H16O8|C9H6O3|C9H6O3	||	||	||	||	||	||	||	||	MassBank - 2023.11|ISDB|ISDB	8|21|25	0.284111768007278|0.431069135665894|0.370317190885544	360.08452|162.03169|162.03169	1.7613|1.4986|1.4986	DOUMFZQKYFQNTF|ORHBXUUXSCNDEV|CDHSCTCRBLLCBJ	O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O|O=c1ccc2ccc(O)cc2o1|O=c1ccc2c(O)cccc2o1	0000059|0002909|0002908	Organic compounds|Organic compounds|Organic compounds	Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides	Cinnamic acids and derivatives|Coumarins and derivatives|Coumarins and derivatives	Coumaric acids and derivatives|7-hydroxycoumarins|Hydroxycoumarins	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)|Coumarins|Coumarins	Cinnamic acids and derivatives|Simple coumarins|Simple coumarins	Anemoneae|Ranunculaceae|Magnoliopsida	10.1016/J.BMCL.2013.12.006|10.1007/BF00579802 $ 10.1007/BF00563973|10.1021/NP010091T $ 10.1016/S0031-9422(00)88808-1	-0.00010000000000332|-0.000829948000017566|-0.000829948000017566	||	9|1|2	1|2|3	0.284111768007278|0.431069135665894|0.370317190885544	0.7|0.6|0.4	1|1|1	0.611220439185609|0.610156178355098|0.489805429994881
319	135.04441385994505	3.2957625	3.63705067837639	Organic compounds	0.168348887494776	Benzenoids	0.26221971482593	Isocoumarans	0.332005779586491	Phthalides	0.332005779586491	Polyketides	0.332005779586491	Cyclic polyketides	0.332005779586491	Phthalide derivatives	0.332005779586491	3	2.30940759685279|2.23305839046079|2.9319524161487	C8H6O2|C8H6O2|C8H6O2	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	8|8|10	0.229912355542183|0.0553424097597599|0.113481558859348	134.03678|134.03678|134.03678	1.357|1.0682|2.1384	WNZQDUSMALZDQF|OJUGVDODNPJEEC|CFBCZETZIPZOGW	O=C1OCc2ccccc21|O=CC(=O)c1ccccc1|Oc1cccc2occc12	0001873|0001257|0000301	Organic compounds|Organic compounds|Organic compounds	Organoheterocyclic compounds|Benzenoids|Organoheterocyclic compounds	Isocoumarans|Benzene and substituted derivatives|Benzofurans	Phthalides|Phenylacetaldehydes|Benzofurans	Polyketides|Shikimates and Phenylpropanoids|Polyketides	Cyclic polyketides|Flavonoids|notClassified	Phthalide derivatives|Chalcones|notClassified	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1093/CHROMSCI/41.8.428 $ 10.1016/J.JEP.2008.07.027|10.1271/BBB1961.52.1013 $ 10.1080/00021369.1988.10868764|10.1007/BF02036742	-0.00034456800000271|-0.00034456800000271|-0.00034456800000271	||	3|6|5	1|2|3	0.229912355542183|0.0553424097597599|0.113481558859348	0.4|0.4|0.4	1|0.75|0.5	0.443003818213761|0.343272294744745|0.321110469569733
320	455.06105901533283	3.2962334	2.63126349137342	Organic compounds	0.558558305629305	Phenylpropanoids and polyketides	0.478764261967975	Flavonoids	0.319176174645317	Flavonoid-3-O-glycosides	0.20426426837874	Shikimates and Phenylpropanoids	0.478764261967975	Flavonoids	0.319176174645317	Flavonols	0.394404009344892	3	|||||||||	C26H24O14|C26H24O14|C24H22O15|C24H22O15|C21H18O15S|C21H18O15S|C21H18O15S|C26H24O14|C26H24O14|C24H22O15	|||||||||	|||||||||	|||||||||	|||||||||	|||||||||	|||||||||	|||||||||	|||||||||	[1M+(K)1]1+ + (H2O)1 - C9H6O3 (caffeoyl)|[1M+(K)1]1+ + (H2O)1 - C9H6O3 (caffeoyl)|[1M+(K)1]1+ + (H2O)1 - C7H4O4 (galloyl)|[1M+(K)1]1+ + (H2O)1 - C7H4O4 (galloyl)|[1M+(H)1]1+ - C2O4 (2xCO2)|[1M+(H)1]1+ - C2O4 (2xCO2)|[1M+(H)1]1+ - C2O4 (2xCO2)|[1M+(K)1]1+ + (H2O)1 - C9H6O3 (caffeoyl)|[1M+(K)1]1+ + (H2O)1 - C9H6O3 (caffeoyl)|[1M+(K)1]1+ + (H2O)1 - C7H4O4 (galloyl)	|||||||||	|||||||||	560.11661|560.11661|550.09587|550.09587|542.03664|542.03664|542.03664|560.11661|560.11661|550.09587	1.8126|1.8126|-0.5133|0.2199|-0.3251|-0.6762|-0.3251|1.5611|-0.0091|-0.5133	LSXFAPVYVSIPBK|UUUFLHFLFWPUFF|NBQPHANHNTWDML|CWVUNPMLIASKAC|RUJCBFMBNQPWBK|MSJQTZZHOBJVQR|YXRZGHMJJBESFR|GQJAWLOFGSZVBK|GQZSWAUXOGYGQA|GCZGYYNUSHMJGX	CC(=O)OC1COC(Oc2ccc(-c3oc4c(O)c(O)cc(O)c4c(=O)c3O)cc2)C(OC(C)=O)C1OC(C)=O|CC(=O)OC1COC(Oc2c(O)cc(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc23)C(OC(C)=O)C1OC(C)=O|O=C(O)CC(=O)OCC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O|CC1OC(Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1OC(=O)CC(=O)O|O=C(O)C1OC(Oc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)C(O)C(OS(=O)(=O)O)C1O|O=C(O)C1OC(Oc2c(-c3ccc(O)cc3)oc3cc(OS(=O)(=O)O)cc(O)c3c2=O)C(O)C(O)C1O|O=C(O)C1OC(Oc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)C(OS(=O)(=O)O)C(O)C1O|COc1cc2c(=O)oc3c(OC4OC(C)C(O)C(OC(C)=O)C4OC(C)=O)c(OC)cc4c(=O)oc(c1O)c2c34|O=C(C=Cc1ccc(O)c(O)c1)OC1C2OC(C(=O)O)(OC2CO)C(O)C1OC(=O)C=Cc1ccc(O)c(O)c1|O=C(O)CC(=O)OCC1OC(Oc2cc3oc(-c4ccc(O)c(O)c4)cc(=O)c3c(O)c2O)C(O)C(O)C1O	0001583|0003540|0003531|0003531|0003541|0003532|0003541|0001710|0000059|0003533	Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds	Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides	Flavonoids|Flavonoids|Flavonoids|Flavonoids|Flavonoids|Flavonoids|Flavonoids|Tannins|Cinnamic acids and derivatives|Flavonoids	Flavonoid O-glycosides|Flavonoid-8-O-glycosides|Flavonoid-3-O-glycosides|Flavonoid-3-O-glycosides|Flavonoid-8-O-glucuronides|Flavonoid-3-O-glucuronides|Flavonoid-8-O-glucuronides|Hydrolyzable tannins|Coumaric acids and derivatives|Flavonoid-7-O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids|Flavonoids|Flavonoids|Flavonoids|Flavonoids|Coumarins|Phenylpropanoids (C6-C3)|Flavonoids	Flavonols|Flavonols|Flavonols|Flavonols|Flavones|Flavonols|Flavones|Isocoumarins $ Simple coumarins|Cinnamic acids and derivatives|Flavones	Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida|Magnoliopsida|Streptophyta	10.1007/BF00567883|10.1007/BF00568460|10.1016/J.FOODCHEM.2012.08.018 $ 10.1021/JF071475D $ 10.1016/J.FOODCHEM.2007.08.038 $ 10.1016/J.FOODCHEM.2019.125629 $ 10.1002/JSSC.200900348 $ 10.1021/JF990347P $ 10.1016/J.JFF.2012.01.006 $ 10.1007/S10600-011-0069-0 $ 10.1016/J.JPBA.2017.04.043 $ 10.1021/NP50037A020|10.1248/CPB.49.768|10.1021/NP034002J|10.1016/S0031-9422(00)98620-5|10.3987/COM-94-6710|10.1016/S0031-9422(02)00232-7|10.1016/S0040-4039(02)02742-9|10.1515/ZNC-1985-7-802	-0.00241901533286182|-0.00241901533286182|-0.00242901533295026|-0.00242901533295026|0.0032009846671599|0.0032009846671599|0.0032009846671599|-0.00241901533286182|-0.00241901533286182|-0.00242901533295026	|||||||||	3|3|3|3|3|3|3|3|3|3	1|1|1|1|1|1|1|2|2|3	0|0|0|0|0|0|0|0|0|0	0.4|0.4|0.4|0.4|0.4|0.4|0.4|0.4|0.4|0.3	1|1|1|1|1|1|1|0.75|0.75|1	0.366366366366366|0.366366366366366|0.366366366366366|0.366366366366366|0.366366366366366|0.366366366366366|0.366366366366366|0.324824824824825|0.324824824824825|0.316316316316316
321	295.04815938415413	3.2955945	2.95427675432262	Organic compounds	0.261795008159271	Organoheterocyclic compounds	0.261795008159271	Indoles and derivatives	0.261795008159271	Indolecarboxamides and derivatives	0.130897504079635	Alkaloids	0.261795008159271	notClassified	0.261795008159271	notClassified	0.261795008159271	3	2.40907226881616|3.52071302566314|3.6634817614183	C13H14N2O2S2|C13H14N2O2S2|C13H10O8	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	60|37|21	0.0542800053954125|0.02279401011765|0.00190027907956392	294.04967|294.04967|294.03757	2.9219|3.0175|1.7051	NFGCTENDKLNJTI|JJQPWCPYNJNWID|RCFLHUOOZRSCPO	COn1cc(C(=O)N=C(SC)SC)c2ccccc21|CON1C(=O)C(=CN=C(SC)SC)c2ccccc21|O=C(O)c1cc(O)c(O)c(Oc2ccc(O)c(O)c2O)c1	0002014|0000211|0004155	Organic compounds|Organic compounds|Organic compounds	Organoheterocyclic compounds|Organoheterocyclic compounds|Benzenoids	Indoles and derivatives|Indoles and derivatives|Benzene and substituted derivatives	Indolecarboxamides and derivatives|Indoles and derivatives|Diphenylethers	Alkaloids|Alkaloids|Shikimates and Phenylpropanoids	notClassified|notClassified|Phenolic acids (C6-C1)	notClassified|notClassified|Gallotannins	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/0031-9422(91)83435-N $ 10.1016/J.PHYTOCHEM.2007.10.032|10.1016/J.PHYTOCHEM.2007.10.032 $ 10.1016/S0960-894X(99)00523-5 $ 10.1016/S0031-9422(03)00441-2|10.1016/J.FITOTE.2012.06.007 $ 10.1016/0031-9422(91)80105-A	0.00874568799997633|0.00874568799997633|-0.00335671999999931	||	2|4|6	1|2|3	0.0542800053954125|0.02279401011765|0.00190027907956392	0.4|0.4|0.4	1|1|0.25	0.38445970149817|0.373964369738916|0.242375168101596
322	516.1136031884444	3.2994833	3.9897677041351	Organic compounds	0.419626264440484	Phenylpropanoids and polyketides	0.395912017355732	Carboxylic acids and derivatives	0.170402677161019	Hydroxycinnamic acids and derivatives	0.160064025610244	Shikimates and Phenylpropanoids	0.279750842960323	dummy	0.167137804724017	notClassified	0.185927966192943	3	||3.93171588676892	C24H28N2O6|C26H26ClN3O8|C16H27N3O12P2	||	||	||	||	||	||	||	||	[1M+(Cu)1]1+ + (C2H3N)1 - C2H4 (2xCH2)|[1M+(H)1]1+ - C2H4 (2xCH2)|ISDB	||8	||0	440.19474|543.14084|515.107	2.9357|3.422|0.00862	VTMACKLIDOUCGC|BOGFADYROAVVTF|QBCDCCNQCPTNSU	COc1cc(C=CC(=O)N(CCCCN)C(=O)C=Cc2ccc(O)c(OC)c2)ccc1O|COC(=O)C1(C)Nc2c(O)cc3c(c2C1=O)C(CCl)CN3C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1|Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3CCC(N)C(C)O3)O2)c(=O)nc1O	0001391|0000394|0001296	Organic compounds|Organic compounds|Organic compounds	Phenylpropanoids and polyketides|Organic acids and derivatives|Nucleosides, nucleotides, and analogues	Cinnamic acids and derivatives|Carboxylic acids and derivatives|Pyrimidine nucleotides	Hydroxycinnamic acids and derivatives|Alpha amino acid esters|Pyrimidine nucleotide sugars	Alkaloids|Alkaloids $ Terpenoids|Carbohydrates	Ornithine alkaloids|Tryptophan alkaloids|Aminosugars and aminoglycosides	Polyamines|notClassified|Aminosugars	Magnoliopsida||Eukaryota	10.1016/0031-9422(80)85057-6||10.1371/JOURNAL.PONE.0175573	0.00543681155568265|0.00321681155560327|0.000672563999842168	||	1|1|1	1|2|3	0|0|0	0.4|0|0.1	1|0.666|0.25	0.366366366366366|0.110666666666667|0.0915915915915916
