ATTRIBUTE_genus	ATTRIBUTE_localisation	ATTRIBUTE_species	Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSGROUP:BK	GNPSGROUP:Clematis	GNPSGROUP:Clematis viticella	GNPSGROUP:cdhrc	GNPSGROUP:jbuf	GNPSGROUP:nan	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24490.015	24490.015	0.0	48980.03	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"249","main.cluster index_upperinput":"249"}	This Node is a Singleton	N/A	N/A	N/A	 	2.5387	2.5387	0	N/A	N/A	48980.03	1	249	-1	 	1	379.1004	1	379.1004	48980.03
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26319.992	26319.992	0.0	52639.984	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"250","main.cluster index_upperinput":"250"}	This Node is a Singleton	N/A	N/A	N/A	 	2.5387	2.5387	0	N/A	N/A	52639.984	1	250	-1	 	1	402.1764	1	402.1764	52639.984
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25293.600500000008	25293.600500000008	8030.357	42556.84400000001	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"251","main.cluster index_upperinput":"251"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=95&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.5374	2.5374	0	N/A	N/A	50587.201000000015	2	251	95	 	2	702.2971	1	702.2971	50587.201000000015
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60526.845	60526.845	121053.69	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"252","main.cluster index_upperinput":"252"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=137&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.5441	2.5441	0	N/A	N/A	121053.69	1	252	137	 	1	348.1808	1	348.1808	121053.69
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3362.57615	3362.57615	6725.1523	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"253","main.cluster index_upperinput":"253"}	This Node is a Singleton	N/A	N/A	N/A	 	2.5441	2.5441	0	N/A	N/A	6725.1523	1	253	-1	 	1	478.1702	1	478.1702	6725.1523
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2275.67285	2275.67285	4551.3457	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"254","main.cluster index_upperinput":"254"}	This Node is a Singleton	N/A	N/A	N/A	 	2.5522	2.5522	0	N/A	N/A	4551.3457	1	254	-1	 	1	487.1917	1	487.1917	4551.3457
BK,Clematis	nan,jbuf	BK,Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	26.59334	2827.6123	2827.6123	0.0	5655.2246	26.59334	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"255","main.cluster index_upperinput":"255"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	"InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/b4-3+"	SINAPIC ACID CollisionEnergy:102040	0.9023180000000001	 	2.5684	2.5684	0	COc1cc(C=CC(=O)O)cc(OC)c1O	CCMSLIB00010113343	5681.81794	2	255	5	 	2	225.0756	1	225.0756	5681.81794
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18021.492	18021.492	36042.984	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"256","main.cluster index_upperinput":"256"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.5705	2.5705	0	N/A	N/A	36042.984	1	256	34	 	1	256.1330	1	256.1330	36042.984
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10192.1075	10192.1075	0.0	20384.215	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"257","main.cluster index_upperinput":"257"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	InChI=1S/C26H34O12/c1-34-17-8-6-15(11-16(17)30)25(38-26-24(33)23(32)22(31)20(12-28)37-26)21(13-29)36-18-7-5-14(4-3-9-27)10-19(18)35-2/h3-8,10-11,20-33H,9,12-13H2,1-2H3/b4-3+/t20-,21?,22-,23+,24-,25?,26+/m1/s1	NCGC00381098-01_C26H34O12_3-Hydroxy-1-(3-hydroxy-4-methoxyphenyl)-2-{4-[(1E)-3-hydroxy-1-propen-1-yl]-2-methoxyphenoxy}propyl beta-D-glucopyranoside	0.835142	 	2.5903	2.5903	0	COC1=CC=C(C=C1O)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(CO)OC3=C(OC)C=C(\C=C\CO)C=C3	CCMSLIB00000853975	20384.215	1	257	83	 	1	521.2030	1	521.2030	20384.215
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82556.1775	82556.1775	5112.635	159999.72	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"258","main.cluster index_upperinput":"258"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.5909	2.5909	0	N/A	N/A	165112.355	2	258	83	 	2	556.2393	1	556.2393	165112.355
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19469.842	19469.842	0.0	38939.684	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"259","main.cluster index_upperinput":"259"}	This Node is a Singleton	InChI=1S/C26H34O12/c1-34-18-7-13(3-5-16(18)29)9-26(33)12-36-24(15(26)10-27)14-4-6-17(19(8-14)35-2)37-25-23(32)22(31)21(30)20(11-28)38-25/h3-8,15,20-25,27-33H,9-12H2,1-2H3/t15-,20-,21-,22+,23-,24+,25-,26-/m1/s1	NCGC00385271-01_C26H34O12_beta-D-Glucopyranoside, 2-methoxy-4-[(2R,3R,4S)-tetrahydro-4-hydroxy-4-[(4-hydroxy-3-methoxyphenyl)methyl]-3-(hydroxymethyl)-2-furanyl]phenyl	0.7127899999999999	 	2.5903	2.5903	0	COC1=C(O)C=CC(=C1)C[C@@]2(O)CO[C@H]([C@H]2CO)C3=CC=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(=C3)OC	CCMSLIB00000852570	38939.684	1	259	-1	 	1	561.1953	1	561.1953	38939.684
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13787.890500000003	13787.890500000003	0.0	27575.781000000006	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"260","main.cluster index_upperinput":"260"}	This Node is a Singleton	N/A	N/A	N/A	 	2.5903	2.5903	0	N/A	N/A	27575.781000000006	1	260	-1	 	1	584.2715	1	584.2715	27575.781000000006
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58437.08	58437.08	116874.16	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"261","main.cluster index_upperinput":"261"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.5915	2.5915	0	N/A	N/A	116874.16	1	261	4	 	1	411.1628	1	411.1628	116874.16
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288804.97	288804.97	0.0	577609.94	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"262","main.cluster index_upperinput":"262"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=111&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	InChI=1S/C21H22O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-3,5,12,14,17,19-24,26-30H,4,6H2	NCGC00384787-01!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one	0.8658299999999999	 	2.6036	2.6036	0	OCC1OC(C(O)C(O)C1O)C2=C(O)C=C3OC(CC(=O)C3=C2O)C4=CC(O)=C(O)C=C4	CCMSLIB00000847961	577609.94	1	262	111	 	1	451.1246	1	451.1246	577609.94
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17162.94	17162.94	0.0	34325.88	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"263","main.cluster index_upperinput":"263"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.6036	2.6036	0	N/A	N/A	34325.88	1	263	5	 	1	473.1065	1	473.1065	34325.88
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465304.05	465304.05	930608.1	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"264","main.cluster index_upperinput":"264"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.6136	2.6136	0	N/A	N/A	930608.1	1	264	7	 	1	234.1491	1	234.1491	930608.1
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5500.9355	5500.9355	11001.871	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"265","main.cluster index_upperinput":"265"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6136	2.6136	0	N/A	N/A	11001.871	1	265	-1	 	1	351.2280	1	351.2280	11001.871
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10386.71	10386.71	0.0	20773.42	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"266","main.cluster index_upperinput":"266"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6147	2.6147	0	N/A	N/A	20773.42	1	266	-1	 	1	307.0793	1	307.0793	20773.42
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14436.265	14436.265	0.0	28872.53	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"267","main.cluster index_upperinput":"267"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6147	2.6147	0	N/A	N/A	28872.53	1	267	-1	 	1	330.1553	1	330.1553	28872.53
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17790.332	17790.332	35580.664	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"268","main.cluster index_upperinput":"268"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6213	2.6213	0	N/A	N/A	35580.664	1	268	-1	 	1	232.1335	1	232.1335	35580.664
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36592.525	36592.525	73185.05	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"269","main.cluster index_upperinput":"269"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6213	2.6213	0	N/A	N/A	73185.05	1	269	-1	 	1	434.2388	1	434.2388	73185.05
BK,Clematis	nan,cdhrc	BK,Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	7.605651400000001	11990.7765	11990.7765	23981.553	0.0	7.605651400000001	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"270","main.cluster index_upperinput":"270"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6282	2.6282	0	N/A	N/A	23989.1586514	2	270	-1	 	2	147.0444	1	147.0444	23989.1586514
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4633.5445	4633.5445	9267.089	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"271","main.cluster index_upperinput":"271"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6396	2.6396	0	N/A	N/A	9267.089	1	271	-1	 	1	532.2041	1	532.2041	9267.089
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9541.956	9541.956	19083.912	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"272","main.cluster index_upperinput":"272"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6508	2.6508	0	N/A	N/A	19083.912	1	272	-1	 	1	394.2075	1	394.2075	19083.912
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4281.162	4281.162	8562.324	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"273","main.cluster index_upperinput":"273"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6508	2.6508	0	N/A	N/A	8562.324	1	273	-1	 	1	404.1551	1	404.1551	8562.324
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18840.814100000003	18840.814100000003	3496.4722	34185.156	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"274","main.cluster index_upperinput":"274"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6612	2.6612	0	N/A	N/A	37681.62820000001	2	274	-1	 	2	436.2907	1	436.2907	37681.62820000001
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17150.9475	17150.9475	0.0	34301.895	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"275","main.cluster index_upperinput":"275"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.6714	2.6714	0	N/A	N/A	34301.895	1	275	7	 	1	173.1330	1	173.1330	34301.895
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69309.275	69309.275	0.0	138618.55	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"276","main.cluster index_upperinput":"276"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.6714	2.6714	0	N/A	N/A	138618.55	1	276	7	 	1	175.1486	1	175.1486	138618.55
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8965.9375	8965.9375	0.0	17931.875	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"277","main.cluster index_upperinput":"277"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6714	2.6714	0	N/A	N/A	17931.875	1	277	-1	 	1	291.1742	1	291.1742	17931.875
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7012.3755	7012.3755	0.0	14024.751	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"278","main.cluster index_upperinput":"278"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6714	2.6714	0	N/A	N/A	14024.751	1	278	-1	 	1	337.0926	1	337.0926	14024.751
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104381.06	104381.06	0.0	208762.12	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"279","main.cluster index_upperinput":"279"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.6714	2.6714	0	N/A	N/A	208762.12	1	279	7	 	1	434.2755	1	434.2755	208762.12
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28880.668	28880.668	57761.336	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"280","main.cluster index_upperinput":"280"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6775	2.6775	0	N/A	N/A	57761.336	1	280	-1	 	1	563.2104	1	563.2104	57761.336
BK	nan	BK	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	5056.657	0.0	0.0	0.0	0.0	5056.657	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"281","main.cluster index_upperinput":"281"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6804	2.6804	0	N/A	N/A	5056.657	1	281	-1	 	1	268.1754	1	268.1754	5056.657
Clematis	jbuf,cdhrc	Clematis viticella	 	 	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227231.22000000003	227231.22000000003	182554.66	271907.78	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"282","main.cluster index_upperinput":"282"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	InChI=1S/C26H36O12/c1-34-18-11-15(6-7-16(18)29)22(30)20(12-27)37-17-8-5-14(10-19(17)35-2)4-3-9-36-26-25(33)24(32)23(31)21(13-28)38-26/h5-8,10-11,20-33H,3-4,9,12-13H2,1-2H3	NCGC00384841-01!2-[3-[4-[1,3-dihydroxy-1-(4-hydroxy-3-methoxyphenyl)propan-2-yl]oxy-3-methoxyphenyl]propoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	0.784656	 	2.6811	2.6811	0	COC1=C(O)C=CC(=C1)C(O)C(CO)OC2=C(OC)C=C(CCCOC3OC(CO)C(O)C(O)C3O)C=C2	CCMSLIB00000849029	454462.44000000006	2	282	83	 	2	558.2552	1	558.2552	454462.44000000006
Clematis	jbuf,cdhrc	Clematis viticella	 	 	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32352.19350000001	32352.19350000001	16498.293	48206.09400000001	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"283","main.cluster index_upperinput":"283"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.6811	2.6811	0	N/A	N/A	64704.38700000002	2	283	83	 	2	586.2865	1	586.2865	64704.38700000002
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21310.39015	21310.39015	7501.5703	35119.21	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"284","main.cluster index_upperinput":"284"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=83&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.6811	2.6811	0	N/A	N/A	42620.7803	2	284	83	 	2	331.1542	1	331.1542	42620.7803
Clematis	jbuf,cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13155.25785	13155.25785	6114.0557	20196.46	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"285","main.cluster index_upperinput":"285"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6811	2.6811	0	N/A	N/A	26310.5157	2	285	-1	 	2	361.1653	1	361.1653	26310.5157
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6127.329	6127.329	0.0	12254.658	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"286","main.cluster index_upperinput":"286"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6846	2.6846	0	N/A	N/A	12254.658	1	286	-1	 	1	500.1775	1	500.1775	12254.658
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13601.656	13601.656	27203.312	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"287","main.cluster index_upperinput":"287"}	This Node is a Singleton	N/A	N/A	N/A	 	2.6886	2.6886	0	N/A	N/A	27203.312	1	287	-1	 	1	638.3169	1	638.3169	27203.312
BK,Clematis	nan,cdhrc	BK,Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	59.12354000000001	234433.28	234433.28	468866.56	0.0	59.12354000000001	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"288","main.cluster index_upperinput":"288"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.7121	2.7121	0	N/A	N/A	468925.68354	2	288	7	 	2	207.1380	1	207.1380	468925.68354
Clematis	cdhrc	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16376.032	16376.032	32752.064	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=44b4c5a4382d4d03acc3bd9399e68106&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"289","main.cluster index_upperinput":"289"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=44b4c5a4382d4d03acc3bd9399e68106&show=true	N/A	N/A	N/A	 	2.7108	2.7108	0	N/A	N/A	32752.064	1	289	7	 	1	369.1909	1	369.1909	32752.064
