row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,
3150,211.05997542309913,2.1170373,,,,,,,,,,,0,0,0,0,7264.001,0,1348.159,40576.3,0,0,0,0,3591.1094,1255.5331,656.4719,1654.5657,0,2304.9658,
3152,296.0766828531153,2.103275,,,,,,,,,,,3375.7952,135296.38,157190.94,6462.3936,35368.094,7328.1606,5695.7275,3615.0854,112944.555,88763.32,0,8309.746,7399.554,15202.911,0,15959.596,0,2070.0088,
3153,293.1610951259075,2.1148396,,,,,,,,,,,0,0,0,0,0,0,2253.8533,5745.8096,0,0,776860.3,0,0,0,0,0,0,0,
3154,448.194259657996,2.1159325,,,,,,,,,,,0,0,61249.926,20942.805,0,2712.745,52561.55,45328.516,1781.0358,2683.3333,0,0,0,0,0,0,0,7246.0166,
3155,179.03400173322092,2.112895,,,,,,,,,,,13533.387,2496.9072,15435.941,11351.902,1937.6605,12082.504,11552.143,11119.999,9458.744,3844.832,13030.788,5944.9424,8220.932,1207.1708,14438.81,2740.3506,0,6496.8535,
3156,356.1556867675995,2.1314797,,,,,,,,,,,0,1122.479,0,0,0,37618.43,0,0,0,0,0,0,0,0,0,0,0,0,
3157,322.14996188237643,2.0762746,,,,,,,,,,,2367726.8,0,0,2559395.0,9857.015,490451.44,1581661.6,979092.56,0,0,1991547.5,1435876.1,786604.4,1360048.4,1449099.4,51076.777,0,2145490.5,
3158,323.1533815031551,2.0769067,,,,,,,,,,,328952.53,0,0,367531.47,0,71541.57,219907.48,143816.75,0,0,290805.2,251487.39,61834.42,196854.34,210603.06,913.26385,0,313392.28,
3159,260.1603196327931,2.1056106,,,,,,,,,,,0,0,0,0,8583.553,0,0,0,0,0,0,0,0,0,0,9873.079,0,0,
3160,332.21778825887054,2.1056106,,,,,,,,,,,0,0,0,0,7601.3096,0,0,0,0,0,0,0,0,0,0,10429.085,0,0,
3161,376.16028443131154,2.1363635,,,,,,,,,,,1089.6338,0,1627.9966,4419.646,12032.849,1205.7993,0,6256.429,0,0,0,0,1578.9792,0,0,8575.234,0,1954.0193,
3163,355.1026382350128,2.136413,,,,,,,,,,,8507.2295,10967.296,12860.941,66441.4,4225.6973,19792.281,56518.9,57797.293,7008.711,11048.38,37621.473,10344.338,10563.908,33588.09,18402.506,1601.3489,0,26416.842,
3164,377.0847097857345,2.1355128,,,,,,,,,,,0,0,0,899.53796,0,11616.487,627.8628,672.8675,0,0,0,0,0,0,0,0,0,0,
3165,291.14526620262905,2.082336,,,,,,,,,,,0,0,0,0,0,0,0,622.9656,0,0,83788.414,0,0,0,0,0,0,0,
3166,294.1647383809973,2.117105,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,107574.91,0,0,0,0,0,0,0,
3167,315.04794947920175,2.1443064,,,,,,,,,,,933336.1,0,0,1059575.5,27712.2,416399.0,830077.6,505646.0,0,0,547734.75,200752.45,251611.4,764870.5,845102.4,7520.3315,0,561157.5,
3168,714.2251898601489,2.1019964,,,,,,,,,,,2030.6583,0,0,15415.178,0,3201.435,11008.459,19125.32,0,0,1099.79,0,0,0,19924.465,0,0,13262.175,
3170,166.08652578267436,2.0717185,,,,,,,,,,,4796.264,26816.832,83965.734,8046.5903,36011.816,6041.687,4722.297,4378.0527,8823.379,7982.446,3022.4827,5740.817,7633.8315,42206.586,11695.661,52988.605,0,4349.303,
3171,308.134209242537,2.1016483,,,,,,,,,,,42900.562,0,0,22622.709,0,30382.66,6495.2163,5402.9443,0,0,4656.3955,19509.887,2844.5889,6301.9375,9783.188,0,0,21897.568,
3172,388.16043645405426,2.0988848,,,,,,,,,,,190210.88,46252.656,159290.38,156456.34,35440.926,328957.75,106305.08,124104.08,75260.13,183279.64,31570.883,245662.97,287935.78,179972.34,131422.83,52687.535,0,535036.2,
3173,300.0775014337556,2.1451967,,,,,,,,,,,97501.37,0,0,66431.125,0,47719.8,49251.88,10868.717,0,0,53508.855,8982.329,32555.037,50288.945,80919.0,0,0,51267.508,
3174,307.1689030476441,2.150202,,,,,,,,,,,48905.86,30483.4,86181.734,36876.84,34172.797,57508.25,89607.836,12519.338,43373.918,37585.25,12794.654,28353.074,22575.484,16651.215,75238.266,863.59235,0,67978.5,
3175,181.04969409928697,2.0800688,,,,,,,,,,,4838129.5,625140.75,1763146.4,2289579.8,108715.81,9151581.0,1500393.9,1140734.9,347465.28,3405659.5,135651.77,2859569.2,1211912.5,1846369.9,2661436.8,2897290.0,0,3159880.5,
3176,360.1292506413366,2.1147406,,,,,,,,,,,1807240.5,202538.3,671730.5,847225.44,317119.2,3239222.2,869391.6,819555.8,104396.91,1482559.8,384033.38,1052426.5,830916.25,684842.9,1136338.8,1060104.8,0,1086007.0,
3177,343.1027556203747,2.0812619,,,,,,,,,,,1328978.1,140009.9,498834.94,629739.4,126017.85,2378433.8,393275.84,390316.5,165201.45,324352.22,35204.156,770588.0,285300.94,506911.06,710989.5,664904.06,0,829980.7,
3178,130.05013379725096,2.0866606,,,,,,,,,,,12503.343,37429.824,48895.582,23863.914,4844.093,34771.918,11646.347,17985.035,72980.93,48993.88,1024.5967,3641.7175,19068.953,43237.137,38576.906,49681.105,0,39737.023,
3180,302.1236916240374,2.138928,,,,,,,,,,,20689.13,8889.234,24042.658,35594.703,8606.154,18842.229,21610.39,29578.354,13859.868,11041.3125,33042.02,23663.213,13545.011,10259.1875,16469.896,11642.946,0,13666.622,
3181,296.1857476593525,2.132481,,,,,,,,,,,0,0,57082.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3182,375.09247394949836,2.1226933,,,,,,,,,,,0,625.6526,29468.225,861.89905,0,0,0,4450.1543,0,584.0361,0,0,0,2696.936,0,0,0,0,
3183,420.15056895627146,2.177012,,,,,,,,,,,0,0,7038.738,0,0,0,0,832.6743,0,0,0,0,0,0,0,0,0,0,
3184,702.2244622104656,2.0753288,,,,,,,,,,,101145.375,2396.456,22778.775,40682.55,0,91441.28,79927.8,18363.994,13545.88,9046.058,5422.224,68566.62,26469.719,23870.482,3125.3296,13003.746,0,118100.7,
3186,310.149742650824,2.12947,,,,,,,,,,,19996.3,0,14198.868,1452.8445,187674.0,0,0,0,0,0,0,0,440868.3,0,0,106444.98,0,0,
3188,361.09104520319994,2.181841,,,,,,,,,,,0,0,0,0,0,0,2836.5366,4014.2422,0,0,0,3660.4805,0,0,31584.053,1346.9255,0,0,
3189,368.1920209978648,2.1370215,,,,,,,,,,,1044.5681,0,1497.5793,0,647.9068,0,624.43915,590.868,0,0,0,7898.1855,0,0,60513.79,924.66345,0,0,
3190,361.15353314504745,2.1105905,,,,,,,,,,,26918.42,5156.113,18233.107,39513.316,23604.291,28354.95,14584.395,35614.434,19333.266,16184.67,14786.975,28717.887,6335.0693,21794.121,17879.69,8703.819,0,5418.294,
3191,303.0501685064425,2.1532323,,,,,,,,,,,46200.582,0,0,15459.809,0,3570.9568,0,0,0,0,11020.288,578.4625,0,0,22722.992,0,0,9657.309,
3192,759.198129563585,2.1464274,,,,,,,,,,,0,0,0,883.87646,10305.126,0,0,0,0,0,247935.08,0,0,0,235101.06,831.65607,0,143629.25,
3193,308.11315464515366,2.1380112,,,,,,,,,,,1435.3052,6606.2827,0,0,0,0,2846.3647,0,60666.316,136240.4,0,11170.176,0,0,0,0,0,0,
3194,325.09206891011934,2.143639,,,,,,,,,,,719746.3,14121.055,12986.257,78690.336,20982.68,55671.87,189422.66,60753.535,306141.78,368684.5,13231.229,16716.959,386522.47,31019.6,47838.703,80493.65,0,54277.36,
3195,188.07081279744912,2.119569,,,,,,,,,,,718.0211,19088.295,120186.89,30856.582,20464.568,87800.125,12634.672,11736.273,1911.8071,14826.144,516.1743,7563.3584,39755.367,34246.98,16306.822,29824.943,0,3391.5193,
3196,325.1130807074226,2.1058362,,,,,,,,,,,27053.605,21582.373,12728.256,30048.639,43538.34,19575.166,69612.99,56614.957,17700.973,13785.919,26359.084,19868.486,14889.764,38581.43,33040.31,28731.412,0,15657.17,
3197,163.03909008383093,2.113821,,,,,,,,,,,3316137.2,788251.6,402859.06,1584727.8,408439.2,5947905.5,1368601.9,896949.2,841519.94,1213834.1,108492.555,103359.75,961603.06,366399.28,1745756.4,1580481.2,0,1061955.9,
3198,422.2391716297748,2.1336465,,,,,,,,,,,3232.9797,6577.1914,0,7774.0786,0,1387.0012,0,2985.6892,1569.074,0,638.4407,2292.7666,0,649.91406,1462.8518,0,0,0,
3199,540.1716882107731,2.154154,,,,,,,,,,,631.50543,0,2709.967,3451.4932,572.39075,8111.2017,19524.818,10322.197,0,458.70026,2014.8467,8738.749,31129.402,0,9005.526,15338.905,0,2845.4565,
3201,278.1695167177198,2.149509,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,406458.62,0,0,0,0,0,0,0,
3202,320.13434209366085,2.1588526,,,,,,,,,,,16438.21,0,0,20890.445,0,10273.351,7270.6646,6101.238,0,0,16258.448,3000.6843,9500.433,0,3674.897,0,0,2072.3247,
3203,307.1688020082728,2.148861,,,,,,,,,,,48735.88,29227.027,83882.93,35235.61,33974.19,58583.484,91715.58,49891.234,44516.586,42166.723,39627.082,47267.047,26031.139,15656.331,72987.984,28329.879,0,68713.94,
3204,277.1661651761035,2.1506042,,,,,,,,,,,0,0,0,0,0,0,0,9392.444,0,0,2742331.2,0,0,0,0,0,0,0,
3205,317.0458493681342,2.153033,,,,,,,,,,,33479.973,0,0,78169.414,0,71047.8,57024.348,39092.13,0,0,22246.64,4460.103,16173.889,86954.44,60270.11,0,0,76350.51,
3206,465.1031990021399,2.1758301,,,,,,,,,,,408970.47,0,0,16168.958,1163.4512,22800.37,0,0,0,0,63619.168,0,318563.28,0,55998.47,5102.8594,0,43384.36,
3207,365.10576539151276,2.1485775,,,,,,,,,,,28672.34,17063.107,36234.117,67840.47,64592.77,42383.83,83630.086,52036.445,40238.32,12373.18,85052.56,39249.09,26450.176,72949.24,20832.145,32703.252,0,25223.064,
3208,150.0550962662099,2.115377,,,,,,,,,,,8947.558,102941.21,0,0,610.0721,0,0,1800.4996,0,0,0,38358.234,0,1345.14,0,0,0,0,
3209,968.2676193279743,2.1708925,,,,,,,,,,,37368.945,0,0,0,0,1169.2803,0,0,0,0,0,0,53987.16,0,0,0,0,2836.7732,
3210,147.0441742172007,2.181466,,,,,,,,,,,1623.3383,0,0,27914.117,31897.586,0,90925.23,125863.125,30600.475,0,25760.805,1948.8512,9637.793,6920.0527,5351.357,40221.273,0,3552.5918,
3211,299.07410945264655,2.157474,,,,,,,,,,,834874.25,0,0,644443.56,6769.143,808826.0,439284.12,304570.94,0,0,351594.1,167927.84,372360.38,472144.75,699834.5,7665.5845,0,754319.2,
3212,340.1605285708293,2.1595147,,,,,,,,,,,1579.7498,0,3299.7583,0,10421.598,1001.2713,11814.68,2355.611,0,0,1387.315,32686.287,4068.2417,0,80150.96,26166.281,0,6559.2725,
3213,307.0810838585703,2.1449602,,,,,,,,,,,19322.576,0,0,0,0,0,5825.0737,597.8013,6419.347,10497.259,0,0,8191.9365,0,0,1492.5234,0,0,
3214,146.16531246695988,2.160586,,,,,,,,,,,0,13565.844,6930.124,137537.2,10176.468,85746.5,61852.527,98998.03,10921.71,5158.6924,10401.322,0,9884.834,223940.78,26363.309,0,0,16078.447,
3215,287.073825000077,2.1811085,,,,,,,,,,,1241.2933,0,0,0,71476.58,0,0,0,0,0,0,0,125670.414,0,0,28545.768,0,0,
3216,266.13865057663946,2.13214,,,,,,,,,,,0,0,0,0,5287.4907,1717.6147,0,0,0,0,0,0,0,0,0,67336.45,0,0,
3217,374.10854910636664,2.1449354,,,,,,,,,,,0,0,0,0,23396.9,0,0,0,0,0,643.7329,0,2152.1584,0,575.1682,29478.293,0,548.40356,
3218,331.10047300534325,2.1493933,,,,,,,,,,,6194.908,0,1179.1964,631.4221,0,21863.49,0,0,0,0,2957.4968,0,0,549.78015,2026.882,0,0,1609.0596,
3219,347.07470160775443,2.1225824,,,,,,,,,,,4222.6606,0,0,3582.9878,0,17887.73,1820.8035,0,0,0,2709.639,0,0,0,569.94257,0,0,874.6657,
3220,354.1764759405922,2.1036928,,,,,,,,,,,15351.614,4298.9585,3502.7844,5147.1567,0,25421.213,1029.2258,635.59204,598.93,0,5450.6675,8540.483,857.6637,0,3756.2158,2510.2764,0,7182.8784,
3221,707.1795934215988,2.1395767,,,,,,,,,,,20585.604,0,1930.0679,5865.2803,4750.6914,91340.3,26150.318,24514.354,8816.72,32485.814,9498.493,2924.7258,37891.855,8776.226,51908.36,13485.501,0,28066.879,
3222,394.24434958419874,2.1687384,,,,,,,,,,,0,0,5913.091,0,0,0,0,0,0,0,24978.488,0,0,0,0,0,0,0,
3223,575.1589515159171,2.1679716,,,,,,,,,,,116794.22,0,0,63443.285,0,90362.5,30602.639,5297.9023,0,0,41009.996,4611.86,4613.8164,37325.633,71438.0,0,0,84680.09,
3224,303.0485089431365,2.1789975,,,,,,,,,,,2780.684,0,0,0,146981.88,954.75146,3719.2996,0,0,0,0,0,175469.58,0,0,51214.17,0,2171.9846,
3225,312.217031986686,2.1657767,,,,,,,,,,,0,0,347655.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3226,315.04790557379124,2.16413,,,,,,,,,,,283945.22,0,0,1176470.5,24333.662,1081736.0,874339.06,588180.94,0,0,318864.38,185084.2,384471.28,1230048.8,716040.8,29065.1,0,1132631.2,
3228,276.2074163735552,2.1668437,,,,,,,,,,,0,0,0,104050.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3232,179.03395269335385,2.1814365,,,,,,,,,,,15380.482,4032.5823,11037.526,10483.757,8946.209,31080.693,17407.043,14262.096,8244.373,5285.7925,10200.49,11336.121,17799.78,4088.272,18481.379,7555.382,0,18099.188,
3233,368.09767358615477,2.157231,,,,,,,,,,,0,0,0,0,0,0,10536.292,7315.108,0,12587.004,0,0,4516.2153,0,0,0,0,0,
3234,135.04433270677262,2.1820927,,,,,,,,,,,21138.727,8961.628,16299.631,14496.725,14342.721,44103.926,12044.194,78191.39,18075.637,31873.482,20878.428,12181.87,26160.96,8192.912,14026.348,10215.524,0,60527.348,
3240,361.13271939808385,2.1989272,,,,,,,,,,,96883.31,3958.8457,29364.45,47237.68,56069.64,217625.64,91898.8,134550.48,25440.252,76799.27,68501.7,13913.389,157400.73,37184.598,220532.9,60954.055,0,229976.2,
3241,641.1741205178598,2.1721911,,,,,,,,,,,0,0,0,606.29926,0,5635.208,5950.4355,3761.4727,0,0,6997.404,0,0,0,15106.995,0,0,17833.902,
3242,326.14498717714616,2.1345472,,,,,,,,,,,21514.264,4427.799,0,3165.6516,0,33719.105,1538.7925,0,0,0,16626.191,3509.1152,0,0,6744.894,2074.958,0,3606.9624,
3243,198.0973864248751,2.1164608,,,,,,,,,,,44731.047,756.22034,4055.482,5634.0186,18975.133,63348.105,44203.188,29594.932,7181.5796,4138.8936,35436.17,25931.19,52576.047,27435.334,34309.633,26748.537,0,40901.625,
3244,316.05154372624804,2.1508453,,,,,,,,,,,43202.457,0,0,142014.88,0,100339.6,79592.75,13718.401,0,0,12593.26,13533.212,30235.941,61508.79,108401.56,0,0,61966.336,
3245,365.0845376930233,2.1769044,,,,,,,,,,,52097.69,12794.33,42227.59,95785.516,68450.55,317741.2,146694.67,134783.36,97615.64,158550.6,55447.754,65654.95,137747.12,55358.004,148682.19,124718.81,0,141042.47,
3247,346.1501018397439,2.2149973,,,,,,,,,,,13800.21,52144.254,19776.318,29560.303,16143.077,57706.496,35571.684,47733.75,9301.143,1838.0914,37940.89,3711.798,20784.154,41383.87,110080.43,15721.418,0,72723.1,
3249,951.241550588059,2.1602945,,,,,,,,,,,649920.7,0,0,0,962.2057,37374.688,0,0,0,0,1046.7764,0,375785.6,0,5660.2695,2916.254,0,14614.278,
3250,522.1821879819506,2.1786497,,,,,,,,,,,15251.795,4763.156,0,1698.702,3584.778,11249.809,21551.604,20028.148,3319.7969,3851.0156,3081.0251,1706.9941,2629.7776,616.40344,4553.706,13376.681,0,4698.6323,
3251,365.1235109976115,2.2083,,,,,,,,,,,0,0,9470.719,2821.7544,6193.4165,0,0,0,60007.71,96811.375,0,554.47107,11662.113,0,0,597.1376,0,0,
3252,381.05850686470615,2.1900861,,,,,,,,,,,19976.203,3096.1865,45149.215,20569.877,71969.7,152715.14,110111.086,101446.88,129321.484,182796.89,21470.186,40114.742,67561.12,45322.2,75467.69,77433.586,0,87880.266,
3253,261.1443593078639,2.184747,,,,,,,,,,,0,0,0,0,2807.2883,0,0,0,0,0,0,0,721.3706,0,0,9766.419,0,0,
3254,180.08685546687488,2.1956196,,,,,,,,,,,43022.37,5134.0435,25105.027,37732.703,32824.86,83414.69,57865.695,37750.594,25092.545,17400.71,39809.38,43635.574,58913.508,34242.27,36073.703,59305.527,0,53565.18,
3255,190.05011101103085,2.1898053,,,,,,,,,,,46305.91,7583.111,68188.28,52179.793,0,11565.025,4573.096,3153.3503,20136.459,42124.41,0,21611.395,3117.4224,2826.975,8754.989,0,0,4972.2324,
3257,627.1562442096982,2.2401273,,,,,,,,,,,63514.906,7223.5664,58109.656,675982.56,267750.47,2502.144,17161.34,3383.9316,5422.448,5994.933,117297.7,8271.0,64881.164,5733.2437,322785.47,76824.34,0,464405.4,
3258,358.1137176406642,2.2008917,,,,,,,,,,,32600.127,6930.59,16195.382,15457.676,24273.258,73632.38,45678.297,41026.656,10353.836,20092.799,21215.762,21543.217,50360.17,10831.287,51423.93,20332.775,0,51224.324,
3259,360.1293290687675,2.1995814,,,,,,,,,,,562338.06,91124.58,253109.64,271976.6,356763.1,1258716.4,977483.3,812801.75,161006.28,499761.44,410392.0,418787.75,989134.4,220156.39,1303279.6,425025.25,0,1325007.9,
3261,212.1644171583736,2.199885,,,,,,,,,,,0,0,286889.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3262,300.21686154696346,2.199885,,,,,,,,,,,0,0,184716.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3264,386.14491318406994,2.2014747,,,,,,,,,,,14160.332,6026.87,29427.93,13639.628,27040.79,65749.78,66189.19,63476.094,15484.006,38281.23,18963.12,36670.785,58830.926,11505.613,61103.254,27167.871,0,56920.055,
3266,388.160481850173,2.2006001,,,,,,,,,,,56524.062,15585.091,56552.945,33637.723,74036.25,125516.75,141371.27,126313.45,122188.94,291863.8,35608.695,74430.34,184685.84,28032.424,163529.45,118099.49,0,158398.25,
3267,295.1221564159205,2.1631296,,,,,,,,,,,106682.47,0,0,52675.34,0,125616.28,27957.664,18665.234,0,0,70211.11,10735.207,20165.832,15400.693,43944.09,0,0,23454.814,
3269,326.09568431758714,2.178094,,,,,,,,,,,142209.38,0,0,11931.914,2416.3542,11812.594,35651.684,10092.604,63716.84,79102.11,0,0,62392.895,3872.346,5789.374,9691.2705,0,4956.172,
3270,365.10588141129074,2.1620817,,,,,,,,,,,13345.236,11575.146,25019.14,36081.523,33226.71,25370.816,66711.016,39690.633,8025.5938,3832.6729,29838.688,21342.475,26450.176,24980.98,26077.188,3116.1436,0,14618.398,
3271,277.0920640761061,2.158951,,,,,,,,,,,1188495.9,0,0,531853.8,6039.126,1595002.9,478233.28,76918.96,0,0,923065.3,412882.22,270325.8,355247.12,911515.5,7265.954,0,865741.25,
3272,430.17085180045143,2.1827826,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,53164.3,668.739,0,0,0,0,0,
3273,266.17485986227246,2.2108848,,,,,,,,,,,0,0,21488.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3274,595.1876855751817,2.2534418,,,,,,,,,,,0,1179.0864,11928.922,23367.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3275,346.1500225131148,2.2127326,,,,,,,,,,,13800.21,75516.16,122062.695,29560.303,16143.077,55264.273,87466.33,73717.29,9301.143,9436.681,38037.266,21833.135,19516.156,41680.023,110563.1,15721.418,0,69762.61,
3276,339.10832532286713,2.228467,,,,,,,,,,,0,0,0,50806.73,0,687.1677,39957.285,57613.797,0,0,0,0,0,0,0,0,0,0,
3277,641.1708566750552,2.186413,,,,,,,,,,,9857.259,0,0,762.4988,0,32060.594,4944.9463,6376.713,0,0,2179.748,2849.8242,2700.2703,4479.7266,4660.917,0,0,5193.223,
3278,181.04967007181435,2.1850865,,,,,,,,,,,276177.47,66661.586,199271.08,306637.88,216426.31,2250556.0,498069.38,540446.56,170242.92,718506.75,195246.58,213834.55,508340.62,125721.29,768477.9,404415.22,0,746454.56,
3279,348.9956492695278,2.224928,,,,,,,,,,,0,0,6360.997,777.6533,10446.759,0,0,0,1833.6398,602.2417,0,5270.117,4897.1807,0,0,3967.6816,0,0,
3280,376.1607107444076,2.1899383,,,,,,,,,,,983.1969,0,1627.9966,0,16101.163,521.73645,0,6256.429,0,0,0,0,1578.9792,0,2093.8098,27961.508,0,1954.0193,
3281,392.1554948113832,2.2308984,,,,,,,,,,,74633.32,0,0,8652.472,2950.3857,12831.321,7828.417,1187.0114,0,0,11841.78,7675.1377,3426.841,7428.0137,36016.67,1073.0524,0,9896.134,
3283,477.1606663087842,2.2118142,,,,,,,,,,,0,25182.434,0,0,0,0,0,0,0,1495.3884,0,0,0,2577.4155,0,0,0,0,
3284,707.179405541919,2.1890826,,,,,,,,,,,14427.691,0,1418.3995,1256.134,4750.6914,27764.387,28490.12,28181.064,8154.6846,10551.864,4601.9805,2924.7258,10394.093,2005.8889,28477.691,5492.23,0,28399.307,
3285,420.18695851440566,2.2235131,,,,,,,,,,,61769.15,0,0,8735.728,8624.339,3283.6572,4856.693,0,0,0,9540.651,16671.768,7431.9077,0,25742.324,5539.626,0,5810.5645,
3286,381.058534481224,2.195008,,,,,,,,,,,27577.955,3096.1865,49883.395,19957.88,71969.7,77115.74,121498.45,127333.984,95058.984,197256.14,22119.34,40114.742,71008.66,38676.23,13867.756,77433.586,0,94633.6,
3287,299.07409790092277,2.171183,,,,,,,,,,,329784.06,0,0,318014.03,2189.547,388102.75,280516.66,111599.41,0,0,397334.7,110790.49,225464.5,229173.17,413226.25,7665.5845,0,315743.44,
3288,575.1590579873927,2.1789339,,,,,,,,,,,39821.848,0,0,42015.594,0,61563.62,15192.158,5297.9023,0,0,41754.26,1709.0549,4613.8164,26870.092,30276.72,0,0,38286.715,
3289,356.09753893571525,2.2303689,,,,,,,,,,,0,7636.481,20662.309,5941.582,81392.72,0,0,0,4636.622,6449.5757,0,30703.887,33855.22,0,0,48157.613,0,0,
3290,288.1806860608792,2.2249782,,,,,,,,,,,0,72789.12,4461.378,0,37883.78,670.8262,11991.893,21279.111,14529.78,26825.35,0,1285.3988,21231.555,8160.442,1560.1711,13824.967,0,0,
3291,294.1187379800025,2.179808,,,,,,,,,,,791507.3,0,0,502828.2,584.06104,1331377.5,327799.97,174356.84,0,0,583958.3,251947.67,138125.39,209281.25,605231.9,4079.751,0,220143.22,
3294,311.0397544791733,2.231589,,,,,,,,,,,0,9909.24,20185.496,11029.548,39932.7,0,0,0,3269.4575,2503.777,0,27630.57,28837.912,0,0,23473.559,0,0,
3295,328.06636787479664,2.217021,,,,,,,,,,,6157.123,55184.324,112252.17,30386.816,193081.02,587.76685,3791.105,0,31883.14,20665.898,0,144511.3,150990.61,673.3356,0,137092.34,0,0,
3296,231.1703202438353,2.2311568,,,,,,,,,,,0,3932.7996,0,0,101720.266,752.69586,2539.7634,0,2414.474,0,0,5578.647,0,0,0,113391.914,0,0,
3297,325.0921098907672,2.2241483,,,,,,,,,,,868152.44,19852.578,8640.536,83800.43,29803.736,120137.664,217757.17,60411.098,419769.16,623618.44,20649.074,10585.451,314066.66,44115.906,54984.246,83687.87,0,52253.945,
3298,165.05463548841087,2.2355325,,,,,,,,,,,0,2465.18,993.44885,3462.1023,1977.2996,0,14694.03,12655.971,5142.6226,5759.953,0,1815.0488,2280.8892,0,0,4329.5566,0,703.44104,
3299,207.10183317683953,2.223829,,,,,,,,,,,0,49954.582,6051.2695,1924.6912,24454.654,10658.049,31179.598,25762.871,7128.8984,15895.382,0,1406.4954,16208.753,13634.132,2272.215,8189.17,0,622.01404,
3300,300.0774558741703,2.1952918,,,,,,,,,,,48398.95,0,0,32901.098,0,112283.96,29350.367,17283.844,0,0,54330.67,8982.329,44571.168,56885.805,52147.15,0,0,17241.352,
3302,144.10192861548336,2.2325866,,,,,,,,,,,0,0,602528.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3304,314.2323262414404,2.2325866,,,,,,,,,,,0,0,3186062.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3305,315.23569442533784,2.2325866,,,,,,,,,,,0,0,592948.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3307,324.1542841391166,2.2553728,,,,,,,,,,,41590.324,0,0,19777.62,603.39136,19614.014,26826.79,9915.699,0,0,59835.887,30791.959,8683.548,9569.056,27578.775,2185.81,0,24293.98,
3308,504.22354118623025,2.2300286,,,,,,,,,,,14704.418,0,0,1338.2107,4575.907,0,0,5398.2036,0,0,0,0,56231.465,0,5351.114,9120.329,0,16885.83,
3309,328.0667802827839,2.232672,,,,,,,,,,,4254.6987,21430.46,1134.4858,53517.113,141762.95,587.76685,1061.9873,0,5252.1777,3919.0884,0,16457.89,12729.23,610.19714,0,6197.496,0,0,
3311,330.0821839305143,2.234963,,,,,,,,,,,2768.197,90932.1,157537.5,17157.238,196433.8,0,0,0,62380.758,71241.78,0,149934.64,99241.78,0,0,125072.46,0,0,
3312,335.03747935706986,2.234963,,,,,,,,,,,1186.9572,62365.5,81603.195,5207.074,95940.445,0,0,0,43451.113,54486.555,0,89328.72,52867.883,0,0,59061.926,0,0,
3313,351.01160109764646,2.2351365,,,,,,,,,,,0,14129.015,62172.137,3119.046,52886.48,0,0,0,34931.336,33554.37,0,35283.09,12156.393,0,0,23511.143,0,0,
3314,313.0555454021565,2.2362807,,,,,,,,,,,0,29244.035,54207.723,6637.76,64525.79,0,0,0,20216.932,26184.727,0,48119.64,29509.34,0,0,37555.508,0,0,
3315,323.15339166118423,2.2455668,,,,,,,,,,,256223.72,0,0,392455.34,650.9977,112448.26,152748.17,87974.7,0,0,368306.75,224518.52,135583.48,72598.83,218034.25,3084.6821,0,450064.72,
3316,641.1351108478194,2.2361999,,,,,,,,,,,0,2420.5464,88907.12,9066.711,268115.4,134326.05,264327.47,34431.11,4681.7876,3931.8684,162641.45,1475.1375,90087.84,2775.663,195148.81,246575.14,0,223862.39,
3317,302.0872103062347,2.237731,,,,,,,,,,,24373.44,5290.507,85588.12,2350025.0,0,4808.668,2321.201,2493.0122,1054.5612,3805.3638,6587.1147,37908.54,0,0,3058.6147,0,0,2175.7627,
