row ID,row m/z,row retention time,1685365277_ALC_01_neg.mzML Peak area,1685365277_ALC_02_neg.mzML Peak area,1685365277_ALC_dbgi_001139_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001140_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001141_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001142_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001143_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001144_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001145_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001146_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001147_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001148_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001149_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001150_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001152_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001153_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001156_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001157_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001158_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001159_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001160_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001161_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001162_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001163_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001166_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001169_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001173_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001174_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001175_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001176_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001177_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001178_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001182_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001183_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001184_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001185_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001186_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001187_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001188_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_BK00_neg.mzML Peak area,1685365277_ALC_dbgi_QC00_neg.mzML Peak area,1685365277_ALC_dbgi_QC01_neg.mzML Peak area,1685365277_ALC_dbgi_QC02_neg.mzML Peak area,1685365277_ALC_dbgi_QC03_neg_20230530152214.mzML Peak area,1685365277_ALC_dbgi_QC04_neg.mzML Peak area,1685365277_ALC_dbgi_QC05_neg.mzML Peak area,1685365277_ALC_dbgi_QC06_neg.mzML Peak area,1687161692_PMA_ALC_11_neg.mzML Peak area,1687161692_PMA_ALC_12_neg.mzML Peak area,1687161692_PMA_ALC_13_neg.mzML Peak area,1687161692_PMA_ALC_14_neg.mzML Peak area,1687161692_PMA_BK_ALC_01_neg.mzML Peak area,
1836,471.02406687918955,2.351851685416667,60942.886256987455,907408.8369664418,1558134.2216778037,106371.38163536525,780682.6425842104,171218.6429698298,372343.2078519832,13151.421188965136,453152.4292150787,236530.47316615027,904970.7037610695,249257.92481690727,123182.00914168595,216301.59827000374,105604.35791028451,524511.3996042059,0,183843.39051890097,36816.68839837531,223076.1004738998,44392.501904249475,46440.830154573894,67039.54159985171,1748824.6062948743,1254618.685542566,2731049.582514051,127887.69949573277,737769.1780242842,1409445.8820000968,2455004.826292375,494938.0937817209,185042.25473842915,0,810865.6350164139,617821.909377934,107431.2690182863,33445.172650793,219103.98668142717,39092.52881259318,0,648509.0487642908,463956.0287227363,509564.07446175057,124804.598051814,482105.6944978556,560992.3441289404,614389.6347768758,739576.1589094942,3777271.6524164234,4214173.303515694,303266.4096149476,0,
1636,547.2787044182667,4.0209510085106395,0,1414310.7063376817,1701013.001658923,31164.387007680496,0,26083.584956633975,799369.5579959161,5185760.211644786,590341.4846587317,2799825.7473875983,0,157704.86965318603,1188796.6439480023,47833.38816539514,41061.67267826008,39514.27715561895,538663.6800175308,236025.40227086708,850116.9908067748,277634.31226882053,1241109.3170367659,73039.23926650404,8678.705740376925,199685.44204121426,430901.1190671058,579509.2636086562,9453.281025579783,9408.723072459627,195253.77793146294,1300690.473324633,4600.663672807645,237424.2966432251,895690.6973113359,417549.73464369384,780253.5659859814,214052.54529030452,55341.429919912545,861364.4947973026,6460.621718960609,0,438978.37983744824,494144.10087398003,487402.3244313543,431347.58030058467,461248.3177218104,490715.389567771,476881.45527163177,334185.3695236884,63356.6200557322,61580.95346274604,90698.01904533853,0,
1057,223.13361692149843,5.6098152500000005,513434.1323201245,2854770.38705238,96635.69075871813,135517.8499671777,149547.28011114788,122744.79847638139,231034.7185910331,105488.4555121979,100519.65222720844,66899.19333249464,89991.89945192734,93806.99846326586,162499.07145502247,65600.98913540434,73511.27044251874,69331.03161440662,74645.29029181927,115117.1905483671,181934.93003662236,124565.59272723901,153800.66252359588,123078.57435867614,51628.45786044517,174798.75210997774,2.881019883766175E7,1350296.1648288467,125849.39362553711,789804.922415318,43466.7255433665,259000.43813053422,218924.77484078385,32525.1147885286,138073.79460708567,101582.68841759916,70414.7954706945,77865.73004845512,82412.64947248637,80232.66936306552,94584.88722855048,36407.86066338159,457786.87225010234,474121.39910446806,488301.6893813922,275262.96344988205,389390.10433259833,367867.67857863347,445420.36051947426,1.784739618081172E7,67928.54925235396,41851.26909407679,253547.87977774697,15466.325620625907,
2467,270.9858787919587,1.48564326,31392.624845800226,0,850117.2844906176,0,1059962.982737162,13382.594192504794,972585.3757996471,821116.8034332608,110438.39571343346,0,2065909.4711836113,2050242.886435453,0,0,47295.32836612473,306983.1516020914,664205.9630823508,1472317.105208087,3220641.3108786447,1176000.7838048097,0,9531980.38866611,0,1267663.8978706282,1369225.2290897567,840829.5664107305,0,1588270.7589069137,7061702.799269469,2241994.670588309,563751.6552417203,1014382.0050535727,1030197.1572685962,1709310.6684118074,697969.3298634551,2941719.630175117,6629015.7531090295,3060009.3143245606,0,0,701078.8854246567,831772.1722284063,826449.1324218543,1488496.3422613274,794728.415354397,831068.2350910371,892833.9798321613,12976.554093213846,0,15588.166789945251,285402.46077607636,0,
4855,415.140114010732,4.367005311111111,76465.42858377598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6901493.038298029,0,0,32994.94955879777,2531.2535620679773,0,0,0,270895.80305261794,0,0,0,0,0,0,0,9358.063332925236,12455.51984756847,0,0,0,22477.92105631555,9587.326628619036,0,0,0,0,0,
2888,396.98718432648076,2.143571033333333,0,0,0,0,1.0473315552194081E7,0,0,0,559303.4634643638,0,0,0,0,0,0,0,0,108199.62235386288,0,794282.9698795349,1070555.2756530396,0,0,0,961064.2715826054,0,0,1.2147477015937548E7,0,0,0,0,0,54560.15628974945,0,0,0,1808770.0560047054,0,0,413730.5419023983,399850.82066585147,428411.304620765,57586.361189004296,337386.0722906795,431906.1291773667,273030.03399140824,122949.45990346331,0,59305.035276386145,0,0,
2271,373.1351799676331,2.4377058947368426,0,5803863.809461452,1332025.1366743026,0,1577287.2979575319,0,0,0,619300.6157011937,0,1061693.9045367974,0,1659575.7261573803,0,0,0,0,495660.7092373594,0,2399799.8002998387,0,0,0,1790850.1999201342,6537445.332073559,518654.54842368443,0,3507405.0878711315,0,6664304.532148434,0,0,0,0,1450406.957153658,0,0,724144.5789311405,0,0,0,0,0,7493788.579755336,912347.2352306127,0,809542.8963498835,2622036.768544048,0,0,0,0,
871,539.2357803586362,2.7973611476190485,438122.72790798056,1794773.4081480321,3727897.327401376,213469.73223339714,6398638.321710882,101538.22012481203,3253269.32584491,0,166663.1257300432,17993.993833055334,6856066.464690711,117476.17526094089,5741900.293785281,0,0,0,6961.774822628746,8638.81481939058,234825.6612907021,285684.92860291526,25949.192754015534,65397.885683426044,0,1.8866599343794957E7,6513523.817489987,3420965.6849079663,0,3155789.6083369167,65509.15852840392,2491486.1851161593,273171.0834236208,19466.135088153198,69773.62142928023,2113438.281481468,2718656.391317445,57617.38026628399,41305.54936181347,259262.86381974566,0,0,1267618.901543018,1184813.5189981586,1258442.743309838,758488.1768801046,1161966.4923514687,1082121.0731902753,1238163.8032875014,6932326.584785439,107349.87253566759,383931.6426054555,0,0,
4576,385.2385010542059,8.7745459,8200.824923321732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312042.2591358199,0,0,0,162853.6244635309,0,0,0,0,0,0,2914.45409024782,0,0,0,0,1474957.7329478809,2543.726497953217,0,0,0,0,0,0,31180.627547503653,40216.4363851872,48588.90495048508,31212.16246014284,41717.47423677865,37252.02572396832,87708.9092969288,2512.8314423907673,23280.214816090378,163235.1088287208,0,0,
2949,639.1706949044715,2.1668325200000003,0,0,0,0,3680519.9106295663,7211477.792573773,0,51990.10179673084,374566.208630788,0,0,0,0,74991.55909737338,83826.88944517505,14520.282126872899,64206.74176768237,0,0,667453.6367971078,7013467.37444208,0,1116568.6638771112,0,301690.67152251553,0,219289.18654673934,2224147.7946217437,0,0,0,0,143653.59810554452,63186.98938057003,0,0,0,1079058.9821250045,38197.48211507777,0,553788.2521401095,426469.9547651968,445514.4090699294,664549.034246628,258917.98943626118,375490.74401184265,484565.9924995309,0,0,0,0,0,
4155,803.1920060168013,2.1331274217391303,0,9835.554478024962,0,0,0,0,0,0,0,14144.203482422325,0,4.995375609755571E7,0,0,0,0,60939.990925675345,0,10273.980089299874,0,0,0,1721759.469747342,0,157913.7948197219,0,2345333.821998879,0,39407.13699635127,0,365893.20880621934,5.872285812162327E7,0,172510.5181982803,0,0,0,0,1462366.2832612756,0,4119699.070729481,4311860.849599486,4550182.237382537,3384548.827350076,3979267.7654813286,4411620.123759063,4517001.610869951,0,29381.317831851797,0,2060287.922610523,14041.991795323194,
2766,535.1460559906185,3.131385490909091,498699.7070201329,7090059.196904284,1181893.4751352044,273801.7857643383,0,28998.265244355924,212510.20481283896,50982.2752429453,0,0,218592.24784368704,28805.02265139852,0,174152.4523907629,9472.05130812585,117397.52888167421,40512.28845179832,0,0,0,398512.1818696798,6256.295940674001,237410.32963336434,2.0837746519342393E7,0,200255.20650604687,0,0,65580.85962611643,1279205.0745613582,14568.717825526981,0,272253.71270255034,0,0,99976.47275923783,266929.4910745082,0,144466.30756062566,0,416522.3505081793,497327.82691558363,509446.55655004,291175.9920781863,320725.83492116176,336707.4427814996,326712.47251453635,105266.99756347011,0,0,0,0,
2412,287.0764604939994,1.1287245774999997,1005819.3896522701,272895.0643668283,1510307.3288339765,502892.2408789447,0,253904.66452820503,0,125447.21517659466,175896.9146380314,604916.8068424925,6310287.670841809,55358.491752808884,22494.228556793518,0,1707842.7601257176,0,27270.964125199236,117002.8988006954,0,0,168446.0251841364,60934.94586569526,54676.30114237438,453384.63005844684,3870664.901034974,1153534.3418835117,956604.8698717045,38370.61252901953,313624.78892539407,0,0,106904.77233308218,270900.2745849252,2522361.9710444985,149050.08185866385,0,157144.87190974233,138046.97330961336,58478.92814467974,0,427948.2884389982,436287.50931738835,282467.63920665235,200458.39618150148,344409.7381794839,130873.65924532102,376304.5082514371,163487.2762791268,372404.23796513694,0,83590.00430312692,0,
1674,427.3793989348129,10.503730769230769,0,1613474.7001951074,5360.050236972729,0,0,0,16627.509980917588,0,0,0,0,0,660496.5752306291,0,0,0,0,0,0,0,0,0,0,13052.861673778236,0,0,0,0,0,105767.91984408771,0,0,0,0,0,0,0,0,0,0,17404.640110429566,20265.888124233556,27318.014294252458,11713.968557284474,20133.001410446643,10187.426264209253,15864.175267441566,0,0,0,0,0,
2316,457.07546182267936,2.440468478125001,0,391968.9757242154,2433403.6834198525,0,553809.3971242062,11883.72883363459,1372763.8078900226,0,309719.19185095344,8591.808090878934,566262.1351005371,0,515641.61307985,0,6621.689492636693,0,0,0,0,621952.0284555911,0,23925.62605263313,0,1971420.063182544,0,1893002.6726730282,0,470704.32223153167,98996.20878632826,1752802.8159324015,0,0,0,295919.48017171875,1264930.3564464385,0,17892.798403365006,539178.3757342529,0,0,894609.0533117437,700388.4874171431,821176.5918566476,770380.4802901096,903114.8588641529,936833.2604512477,914441.2564500457,1038077.460398159,63886.04400167255,14096.10146895702,94911.58123078098,0,
678,957.58269432218,11.149610419999997,1549318.3210640613,242076.9648871871,3015581.088267718,3221584.4766562544,2294029.4042240684,1907706.6422151437,2725206.0847936138,2713663.18345332,2732013.792406117,1892665.925020092,91274.16488570745,1399299.2436250749,1812581.900869456,3081642.5111756115,1376497.7633708157,3129277.464170913,2136631.476410289,434294.52520113206,1345255.697516022,2106270.6337644523,2043939.5171109338,2744317.6844859435,2645195.640821706,1385758.4437884507,5630.855905678616,760210.8699968092,1791712.0942973439,2325054.4627299546,3935446.1920965486,1876730.5870311249,1047066.2099643608,1756574.7694312343,2349233.0305661755,293883.0154089719,93478.75755287032,1831386.9758343636,2908016.370315009,2356850.4133765996,2361030.9757206216,0,2474173.8391324338,2805517.360014356,2203543.8899681345,1751900.2424580683,1924573.972643663,1838933.5642935794,1783502.0262204967,233625.22774002398,4049120.622650413,2664242.5366251185,420236.7285046841,0,
3245,412.1107824889018,8.949489146938774,62622.05605586058,78056.52436905462,170512.83042887266,36929.47701091267,129462.23595140196,15420.900340421664,377146.41319083143,42084.018942563474,103819.7258725168,0,29394.265399213335,88416.17481043692,470037.5015834163,46887.893224446096,8110.5321582923825,57214.69503931005,90395.9112982103,301648.9803054319,312791.42141369224,279326.39925960853,29385.07633487281,14962.324959416179,15403.981584190828,231123.4768070733,354790.1753177343,283130.644164484,2363.6578412649174,115617.87483435376,9780.977829861355,188055.03676581098,344482.51934667805,17472.49769271146,166350.86032642392,106811.49956761875,2582.2789856410554,13637.087389529217,5775.860410292096,11740.798496861493,33977.051761327915,0,236710.69414067504,294207.901650979,254140.9287565626,424135.41087494715,171245.70992198083,166832.85339919466,198265.47573750472,3497029.2199202063,279737.202378318,161471.60061417508,461738.50189749635,0,
1978,284.09856187667026,0.5854762993617021,1324684.7141401207,207024.1792863746,57322.95082788049,1.1228024838970255E7,2140275.0684736418,230938.89310353517,1951832.0506510888,41799.831129345665,1.3842590003924774E7,1389075.8135365928,229185.26423397003,77269.44325043935,2291050.8135826145,4533891.9563095225,2625118.201153009,3643760.5915425844,9383959.73702198,71214.60338433739,1.2385049449646067E7,1879644.8592588045,5313277.361994538,6365572.219112006,5076031.028342611,393036.3800063974,2673874.355522346,17186.884505768052,2845463.897281283,3083008.961232805,2316594.3997071628,3103260.9944006237,853286.1192109397,0,3.380122297303618E7,0,1604027.8136929572,2669433.0409020386,2550639.2016782635,1941423.4429119187,5247435.038302706,0,2237833.884316219,2370748.8664557673,2481852.252902601,2372842.8201607508,2114122.8919310523,2537018.11525232,2320652.022793415,0,995591.0405683918,602480.6283663971,383802.0245550371,0,
1992,429.18642279502563,7.107845879545456,599413.2326444152,720971.0258438659,0,55223.35837671084,13979.099370996802,85436.66037544819,83224.91663137364,22068.98300912815,7320.8721274501495,46509.11213306745,3962.6649598944314,0,14090.477731044448,22650.850140925482,55864.743813570196,30327.890770793176,53488.25867697323,5235.172424068783,55936.73855255654,30883.242942260953,27622.796498125117,31543.627940940474,38170.74371266873,47194.76081449186,2400246.408443789,88597.61056358209,32318.670171830126,115263.32726198739,0,56102.92514929206,42597.28113273995,0,49302.33806989269,6299.175797835861,0,23955.573076117667,13992.887515870047,0,71018.93928904783,0,71168.82611265393,149632.54563697797,85796.73011463527,62774.475889103705,111864.47916633938,63316.04883206188,131989.6755245813,3887902.194113975,92225.01689533658,74906.41086294438,508989.37721256795,0,
1737,840.5568257883764,10.95705058064516,8830.366813125713,1244562.803293156,816101.2079147823,0,1315700.5404212202,0,1136443.9849106208,0,1717868.9948763228,0,27122.86603816325,1368112.8503195983,1239235.0851173983,0,0,0,0,3305247.1618241747,820589.2083731062,1392088.8951496838,0,0,0,801965.6779272755,259544.33358140299,791225.7846732304,0,1556990.2937607786,0,1009612.5156871806,590677.4144684585,1073388.7432696987,0,49527.989401405044,114380.55314619321,0,0,1131210.6500230746,0,0,715646.5532328613,580790.506910393,661807.6245654015,469636.6141810539,462298.7910581194,617196.6256993408,660395.25579628,3426592.667364766,0,0,2140346.593711069,0,
4039,853.2833809826825,3.193834313636364,0,0,0,0,120487.05280183599,0,518409.1098693786,0,0,14771.857030628853,1.5820270601220144E7,0,526794.1475930188,0,0,272823.42187059316,0,0,297386.77970627265,0,0,0,0,59533.32025103582,100006.53690082007,24221.55105817422,0,0,280410.5195035557,188502.39631836928,0,0,0,3321817.3807618124,148114.277708694,0,0,0,0,0,825658.0289606799,825770.0503011984,938049.4823551483,679413.5085398247,876867.2669105205,938456.3905212348,919437.0712374914,0,0,66743.00211485082,0,0,
4597,675.1970236806467,2.245843525,0,0,5003143.316526609,0,151332.96495989192,0,543242.5523536856,0,1.0443749570637861E7,0,0,0,49399.36787045206,0,0,94838.07182551158,0,1.2425544121428506E8,0,858790.7910133984,0,0,0,1026582.204837365,0,0,0,274378.2528776462,126213.36121085228,0,0,0,0,0,0,0,0,1992757.0277261313,0,0,61177.00760145685,37711.60920416073,115496.43838636017,146559.40491131291,122019.49149585923,127729.72865659058,175788.01896152442,0,0,0,15742.43509130861,0,
3269,326.1983117959114,2.8097591,0,0,0,0,0,4.3916130372010696E8,7388.11416359163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9196897.555848312,9466451.288625255,9291149.231572594,7348202.1172034675,8608720.848835396,8990822.340874974,8926422.053193353,0,0,0,0,0,
265,816.4963477836721,10.974411645833333,4697895.744143406,1904665.8305690524,0,4263.708851923361,21989.806908662504,3903712.6453603087,5538587.212330801,4154613.473794206,6005008.517011854,5582.74601771494,6212542.278008424,2205444.73405712,11173.111994486397,13650.716957519779,0,0,2011412.0753179747,2838468.2471383377,1794302.0099232448,2460431.5217936607,1207216.8903145813,2544788.5711544473,1555199.9611816895,202499.56300171977,1555758.9894679661,212685.61929656536,1761905.5017730088,1924071.0304525634,2916327.1967388378,2661015.4549446222,22413.454384893972,32680.034668227094,2541366.271702038,5867364.6282627955,4322926.285288128,1018599.0302369618,3589292.3018835974,699009.638466092,1649193.6455372,0,919272.2314877894,81071.75299179263,5919.746711895088,9975.508790712453,782998.5421840502,4218985.291440658,2366221.269980411,362966.6495144527,26333.169337966425,97295.83487009502,210913.0386490152,504020.7654936908,
188,255.12213412426047,3.8179280673076934,6139513.500797005,2687473.1149313347,204572.20477650443,300532.7854314467,212883.41420086048,1050696.941618894,200784.2379852305,238242.16096579153,201482.16110266154,208356.16869544997,239494.53434138678,122690.15110813995,235025.7063443955,50085.01062019363,151346.81112038207,188154.1806992899,240558.60295126165,153511.10318354293,205316.23451296287,206568.38102964262,273464.8215894615,343657.3791783065,164851.2201652674,298495.2064892935,1482633.8234628462,233379.22878310466,127944.52724169451,221069.1102092593,199939.89292490587,190943.90583394855,167395.88926812916,172604.21249168267,234378.89868925014,231472.71559905482,188230.88912851235,187099.03193358117,187167.17374118895,176759.39670440604,193202.48863481535,140038.47848020482,246207.7282659088,295812.1520667918,265749.5457644308,422073.8924152891,253065.40802881375,191772.03862252337,229158.24377403353,964412.4341070674,158416.0546421573,182616.56043631423,315364.09693328774,80771.0060246082,
4380,523.1217216640566,2.850252468421053,0,0,0,1613890.668625677,0,0,0,0,0,0,0,0,0,1947102.5901608218,3463068.180884528,844853.1490414971,0,0,0,0,0,4718.467883039049,38145.69700115564,0,0,0,46617.719651062594,0,47191.89760232512,0,59360.50073965969,0,0,0,0,913481.1224993026,8402.505372861333,0,143043.74100495674,0,0,46066.22253073768,0,275268.221792285,66715.4449555667,82775.95727827695,70304.69033259957,0,64659.46639304939,15716.382399416623,0,0,
2453,645.2573802644959,7.135680594,64375.52049977011,501802.4916588349,274155.19737555424,111761.03037776887,229827.9164773662,159446.73038480553,2751533.325445163,56402.0057425275,144972.10101347687,27812.03230804158,340657.21447929385,15303.470180683693,1155693.5108272803,53280.94836242391,22427.9692006604,55102.836463406704,71914.71267077986,165261.9177115639,1560698.5025760722,272686.8354054361,70832.56384753133,51456.55516644775,70450.73777649544,2180510.9046961875,3389239.018131491,4306943.227397093,25331.481841449484,364549.6901367136,23104.00240585831,557671.7117505831,38570.14184395573,1395.7584294610745,105561.8425925469,96283.84553207786,15350.347123150921,27330.201367450238,7205.198944292853,32595.026122777297,55623.324375949385,0,684036.3764475984,754855.6153324974,669458.0606421496,250827.4495283611,492469.44958431117,538028.615788757,545537.4817820843,4781533.078718796,397092.31855597463,253415.18851277098,248466.32776122674,0,
1179,379.2116887611017,6.68903963478261,140325.62072850057,130669.58626384483,0,0,3938.6689672530256,928.1060254116175,1804.6393996932152,0,5702.249675112982,0,0,0,5093.456444830081,0,0,0,6280.765867043698,1086.6845754959636,0,0,0,0,0,4863.162776453775,327624.3490742479,0,0,0,0,0,9741.340628850776,0,3922.54881558096,1606.6604289374686,0,0,0,0,0,0,13809.901550291663,10060.294275168986,9722.774053003415,0,1373.966444145324,5556.958681642961,4352.673966667165,991656.0633788962,22679.95034673469,0,140080.54099666546,0,
2348,430.1004395778715,2.935514479545455,142364.57383087213,310847.26126812963,637022.3851906818,17602.41295996837,165596.80645484634,0,484514.3142869988,63436.04152987785,711287.0741684765,0,219766.09991462278,158016.44188800713,17011.950062343363,41376.666739798064,7781.937478066608,130786.16522990608,27964.219693848376,57663.50976207124,864137.6244483837,543272.8680141056,7441.514750812358,6142.415644579141,26424.39416410285,600907.2841349712,210797.46923878393,1281153.8738820078,0,399098.96699153434,55707.29729932281,277166.7273608464,399191.116007496,168919.2460829493,0,425078.97014596954,424162.18826872855,0,0,514144.4648869084,14205.637237455854,0,3.561880266970575E7,3.532693401843384E7,3.5825646875472635E7,4.293765073003109E7,3.730181322881971E7,3.506493342995498E7,3.61962949734885E7,134216.6333348324,68612.20506826827,58653.70083243743,105111.99424343035,0,
266,859.5390450747474,11.253916823529414,9423834.535782887,2720512.331136546,6913214.238752126,6643993.090420505,7207208.482992195,6953343.938937348,5721026.571004522,7129703.130273308,6725110.974821059,1.3575905294701137E7,801789.9534087413,1.1488753552721217E7,1.836289515146464E7,2.0851858448971096E7,1.7864015364843413E7,1.693106053392998E7,1.5521585649947617E7,1.318160736155002E7,1.2924194299503623E7,1.8691419240510512E7,1.2108142170377757E7,1.6828930077625684E7,1.4965872937317194E7,1.377586842536862E7,353618.7291059733,8729454.81791077,1.2054324877031604E7,9156312.934229612,1.3531349669606835E7,1.1330928582072949E7,1.2709094903136363E7,1.1920961734304376E7,1.0233553437569384E7,4277332.914900201,2112035.3931989223,1.239771126157611E7,1.223655084686431E7,1.3210390078855677E7,1.354651905544731E7,8019.838712592273,6266316.128489781,6169237.115252929,6681113.121534729,2.3481243918809813E7,1.2428109696933009E7,1.1688679965645418E7,1.077887198103823E7,1133802.457998499,1.3646620616443569E7,9970497.371755745,2983772.1055097743,0,
2908,577.121788387495,2.5611231291666674,3080035.2558440045,0,0,76605.85549108546,6346027.5488401735,0,0,0,72478.6363654924,0,0,0,0,114045.29764198192,13483.679542593574,266058.8945514247,10235.619408093706,63179.552202773135,0,24486.53929349966,0,0,0,0,114162.56094672973,0,0,1957527.28257039,0,0,0,769623.9665490666,0,2076807.4129586257,0,0,0,102229.97658313898,0,0,266419.99872517947,196885.7207281224,32627.485384656975,51346.44376565538,266405.81731627096,106364.81641908255,166955.70134316993,0,3219181.8654986047,0,614483.486098581,0,
267,258.91727217185866,0.5405846951923077,5234300.686842413,1.153665114917281E7,2.3086065207896624E7,1.3276852216948178E7,7872949.887385606,1.6818488609103628E7,7937904.053483562,6075853.853719913,5231342.735127884,1.9791875183371417E7,8747033.030947886,1.1471491664227279E7,6147586.418063488,1.2270541364067644E7,8476072.286517218,1.4076391661131015E7,2979512.734578197,7498262.542172998,2370533.787006048,4852663.784727685,8275745.502009577,1.0576849089713836E7,6800262.650238007,8126764.945300764,6242708.175217803,5151604.310055063,1.4368578845972853E7,6853479.63666712,2467168.942516193,6563772.799317465,6470658.430471794,1.1309868044097781E7,3305378.664770564,1.1217837018955303E7,1.5132829443634922E7,1.4029730192210395E7,1.957804985295534E7,9073330.06820638,6713959.288003994,1.896771999454425E7,1.0833345242339484E7,1.1063267211199926E7,1.0138843655223478E7,1.1711689270224445E7,1.09379324499872E7,1.0862085952992188E7,1.0419135206896767E7,1.981463308413259E7,1.763957212964217E7,1.7229497576865327E7,8194367.1286535645,2.127103510431861E7,
287,817.5093646503599,11.00877071153846,4701190.549156346,2137267.5022509326,1834742.253567853,3452654.9072210337,783041.2595610381,973341.5255203375,2284258.890404288,1936108.5718537208,3510696.68990205,9.04479793193555E7,2162087.7360979663,1650340.496710199,591422.8063676867,3555804.825973074,3307249.163251796,2272185.2316337675,1.0854991971234454E7,1052149.9633860902,1092335.4013476549,1531175.2583402384,1.0894135951980576E7,1190592.8803256121,4754988.906724423,1529076.2158293722,566635.7494575585,856050.1051482386,3828554.4996496546,1108591.909961605,2255630.523802612,1588845.0278425796,861809.1111792504,741559.1680952472,5429108.452239836,1762603.947295776,1335173.0116188352,759036.6403842317,2067303.6676874945,2625290.4754888997,5391585.818606114,43882.54615199663,2.095815693027178E7,2.082549485429808E7,971913.1933231605,1.2503416327645043E7,424690.9507755642,1.7127965090338677E7,1.588818537801741E7,187500.43447564566,1310375.6163843211,1.3191238898709957E7,217388.26965257942,262326.9971708789,
3105,672.1213072786604,3.71142605,0,0,0,0,828670.2053510536,0,1640787.8532655642,0,0,0,1855538.8749085835,0,1681287.3101596371,3315.84563875775,0,0,0,0,916156.319118756,0,0,0,0,34662.7360217142,1016693.8596264519,36318.54015218024,0,690511.4830745404,0,469080.29300813866,0,0,0,0,0,0,0,0,0,0,375183.6025314301,393991.7876272355,347676.64306763286,396614.4458970812,327828.9053101744,330681.38603044336,394742.8778307643,0,0,0,0,0,
2390,581.1824822505731,8.113774103999999,12740.312214720223,121179.43980860288,819556.2900768537,488976.83468203817,400929.04492467426,109797.32355626288,2.9200285891161054E7,485550.4640452019,209502.42862131432,53863.42474071031,350037.6481669389,36009.94887753568,1800699.233380061,55536.017142638375,69447.88630211358,177111.6651284914,370729.6499823556,4478.862417140482,6939162.617880231,702582.4823920105,168630.93940534847,252638.78226863683,83598.45824016306,1.5440469700586988E7,3.615637919140618E7,2.7198231154871892E7,120363.97787852614,522051.8112413515,45691.938389126895,910584.0465086702,53539.87320307459,15558.97655357209,509651.9635112738,362380.36318115843,32248.17776945542,192594.96334079144,104086.96346174233,57222.89182150461,202539.0307016644,0,1279956.959927078,1411090.3676191098,1410779.1751640309,668668.5125315989,994312.9421640477,1148777.5899704052,1205315.3984642362,3009698.4095034925,180558.6792310933,233577.22861506612,33859.20470864274,0,
