row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,
10764,506.2239788858526,2.5102007,,,,,,,,,,,0,0,0,0,0,0,0,0,11311.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11538.126,0,0,0,0,0,0,10443.711,0,
10765,500.2706243800648,2.5103507,,,,,,,,,,,0,0,0,5471.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11594.121,0,0,0,0,0,0,0,0,0,0,0,0,
10767,220.06056716605303,2.511208,,,,623,283,[M-H2O+H]+,,1,10768,237.06389,0,0,0,0,0,0,0,0,0,0,0,13386.915,0,0,0,0,0,0,0,0,0,0,0,0,17075.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10768,260.05311039228127,2.511208,,,,623,283,[M+Na]+,,3,10767;10819;10768,237.06389,0,0,0,0,0,0,0,0,0,0,0,24252.887,0,0,0,0,0,0,0,0,0,0,0,0,38373.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10769,494.15059862363546,2.511208,,,,623,,,,,,,0,0,0,0,0,0,0,0,0,0,0,20456.484,0,0,0,0,0,0,0,0,0,0,0,0,73912.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10773,479.1762649220864,2.5123534,,,,,,,,,,,0,0,0,0,0,13654.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17324.342,0,0,0,0,0,
10775,265.15471861439283,2.513246,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,20899.5,0,0,0,15981.653,0,0,0,0,0,0,0,0,0,16684.807,23173.8,0,0,0,0,0,39303.625,0,0,17059.652,0,0,
10776,575.1588746760062,2.5135627,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48592.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20962.457,0,0,0,0,
10777,524.2129320420452,2.5138102,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23258.71,0,0,0,
10778,449.1081203979256,2.5144737,,,,876,,,,,,,0,0,0,0,0,0,0,0,0,43817.07,0,0,32133.363,0,22104.77,0,0,0,0,0,68972.89,0,0,3698.222,0,0,0,0,0,0,0,0,0,0,141672.02,0,0,0,0,
10780,315.04779015378904,2.5145807,,,,,,,,,,,0,104922.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82300.516,0,0,0,0,0,0,0,
10782,243.12269146807554,2.5147898,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,12818.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9171.877,0,0,129980.914,0,0,0,0,0,
10783,394.2439585957207,2.5150406,,,,,,,,,,,0,0,0,0,0,0,0,0,20322.97,0,0,93501.89,0,0,0,0,0,0,0,0,0,0,0,0,45250.934,0,7091.1846,0,0,0,0,0,0,0,0,0,0,0,0,
10784,486.12048546097304,2.515039,,,,1177,284,[M+K]+,,2,10919;10784,447.15666,0,0,0,0,0,11496.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35589.086,0,0,0,0,0,0,0,0,0,26555.693,0,0,0,
10785,287.0552451501708,2.5153008,,,,876,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,17298.643,0,16423.697,0,0,0,0,0,29570.832,0,0,0,0,0,0,0,0,0,0,0,0,0,45608.75,0,0,0,0,
10786,424.25440757450616,2.5156748,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10568.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10792,130.0860745139623,2.5167305,,,,,,,,,,,0,0,0,26482.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10794,444.25977561957393,2.5167305,,,,,,,,,,,0,0,0,2651708.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10795,466.2415569017969,2.5167305,,,,,,,,,,,0,0,0,52774.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10799,306.19080908817284,2.5179486,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66664.375,0,0,0,0,0,
10802,241.10688176704684,2.5181992,,,,,,,,,,,0,0,0,0,0,10696.773,0,0,0,0,0,0,0,0,0,0,0,9418.41,0,0,0,0,174740.19,0,0,12209.827,0,0,0,0,0,0,26874.236,0,0,0,0,0,0,
10803,291.1627366009477,2.518221,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72558.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61987.176,0,0,0,0,0,
10806,285.1447217003573,2.5183163,,,,,,,,,,,11011.456,0,0,0,0,0,0,0,48023.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10808,394.2445792101161,2.5183644,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29922.9,0,0,0,0,0,0,0,0,0,0,0,0,
10812,229.10722252105347,2.5193794,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8244.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188781.6,0,0,0,0,0,3109.1055,
10814,379.099810816206,2.519384,,,,,,,,,,,0,0,0,0,62130.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10819,238.07120195911463,2.519809,,,,623,283,[M+H]+,,2,10819;10768,237.06389,0,0,0,0,0,0,0,0,0,0,0,314222.3,0,0,0,0,0,0,0,0,0,0,0,0,387942.62,0,71745.42,0,0,0,0,9580.899,0,0,0,0,0,0,0,
10824,921.2300393574219,2.5208776,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10608.518,0,0,0,13859.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18120.27,0,0,0,0,
10827,324.20159146840854,2.5219488,,,,,,,,,,,0,0,0,0,43451.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5820.0767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10828,395.07404771714914,2.522037,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19126.037,0,0,0,0,0,0,0,12945.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10829,283.0577213042578,2.5221102,,,,451,291,[M+K]+,,8,10834;10829;10881;11014;11033;11012;10965;11001,244.09465,0,0,0,0,0,0,182671.25,137110.81,0,0,0,0,0,0,0,0,0,52916.83,0,0,0,0,0,132592.58,0,15785.666,0,0,150219.53,230035.12,761057.3,0,0,46956.28,0,0,120465.98,0,0,
10830,494.1866671304018,2.5221052,,,,,,,,,,,0,0,0,0,0,0,51409.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13702.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10831,499.14199557772827,2.5221052,,,,,,,,,,,0,0,0,0,0,0,33258.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14470.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10834,511.1785835945573,2.5234652,,,,451,291,[2M+Na]+,,4,10834;10829;11033;10965,244.09465,0,0,0,0,0,0,88561.72,45732.133,0,0,0,0,0,0,0,0,0,31188.357,0,0,0,0,0,69352.03,0,0,0,0,35923.22,50040.848,241698.53,0,0,0,0,0,68516.77,0,0,
10843,297.0945467434123,2.5238945,,,,451,285,[M+Na]+,,2,10843;10943,274.10524,0,0,0,0,0,0,14181.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13289.632,0,68531.61,0,0,0,0,0,0,0,0,
10844,357.1185271116599,2.5241814,,,,,,,,,,,0,12740.408,0,0,109837.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10851,895.3191202510121,2.5247383,,,,,,,,,,,0,0,0,0,0,15934.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23002.21,0,0,0,0,0,0,0,0,0,29150.414,0,0,0,
10856,307.176615762588,2.525439,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,17138.812,0,0,0,0,0,0,0,539301.75,0,0,0,0,0,10233.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10858,146.16529941629494,2.525516,,,,,,,,,,,46431.742,22981.379,0,0,0,0,0,0,0,0,16715.133,0,0,0,41010.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63311.45,0,0,0,0,0,0,0,
10859,290.159722518203,2.5256538,,,,451,,,,,,,0,0,0,0,0,221153.8,834002.5,949731.56,0,0,0,0,0,0,0,0,0,512577.25,0,0,0,0,32732.643,731091.75,0,183604.58,0,0,718487.9,661694.4,1180801.0,0,11449.279,450815.53,0,0,1322899.1,0,0,
10864,687.174297106953,2.5269225,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,20568.238,0,0,0,0,18869.37,0,0,0,0,0,0,0,32592.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10866,408.1803043957921,2.5274365,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,10055.606,0,18471.684,0,0,0,0,0,0,0,0,0,0,0,0,12330.011,0,0,0,0,0,0,0,0,0,0,0,
10868,343.1380279181069,2.5279918,,,,,,,,,,,0,0,0,0,5367.6274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14464.087,0,0,0,0,0,0,0,0,0,0,0,
10870,280.1542765289122,2.5281868,,,,,,,,,,,0,0,0,0,0,0,0,168897.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51970.457,48344.51,0,0,0,0,0,0,100644.48,0,0,14303.004,0,0,113989.016,0,0,
10873,244.11773939739695,2.528554,,,,451,,,,,,,0,0,0,0,0,0,77657.63,101185.91,0,0,0,0,0,0,0,0,0,32168.738,0,0,0,0,0,61639.11,0,0,0,0,38897.098,56372.105,187982.36,0,0,15981.569,0,0,78760.87,0,0,
10875,722.2648165723593,2.528711,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74258.516,0,0,0,0,0,
10879,439.1219144292288,2.5298114,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8991.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100811.08,0,0,0,0,0,0,0,
10880,320.17054502578964,2.529863,,,,451,,,,,,,0,0,0,0,0,0,37498.273,21303.05,0,0,0,0,0,0,0,0,0,9231.065,0,0,0,0,5953.3374,17879.4,0,0,0,0,47680.906,19514.594,42590.402,0,11041.543,0,0,0,0,0,0,
10881,267.08383229205265,2.530372,,,,451,291,[M+Na]+,,7,10829;10881;11014;11033;11012;10965;11001,244.09465,0,0,0,0,0,55767.617,473335.53,379634.72,0,0,0,0,0,0,0,0,0,216041.39,0,0,0,0,17699.814,346644.97,0,52954.582,0,0,221217.95,338576.12,998460.4,0,0,205850.03,0,0,466641.53,0,0,
10887,434.1665026826547,2.5307732,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13761.309,27134.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143909.88,0,0,0,0,0,0,0,
10888,322.1499493535439,2.530814,,,,,,,,,,,0,1125487.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10893,396.16469656972146,2.5312655,,,,,,,,,,,0,0,0,0,0,0,18260.664,72756.336,0,0,0,0,0,0,0,0,0,26472.621,0,0,0,0,0,0,0,0,0,0,9420.43,0,14866.342,0,0,0,0,0,21640.803,0,0,
10895,360.1497325113768,2.5318284,,,,,,,,,,,0,0,0,0,0,0,181440.94,0,0,0,0,0,0,0,0,0,0,183644.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132400.05,37801.883,15741.189,0,0,0,0,
10900,205.06853412674616,2.5330963,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23285.555,0,63096.492,0,0,0,0,0,0,0,0,0,0,0,0,
10901,151.03900047469685,2.5331733,,,,451,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97210.83,0,0,0,0,0,0,0,954308.0,0,0,0,0,0,464521.06,0,0,
10903,436.1813201457473,2.5332482,,,,,,,,,,,0,0,0,0,0,0,4197.4014,45669.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10750.215,0,0,0,0,9070.231,0,43956.36,0,0,0,0,0,0,0,0,
10905,404.1556829227326,2.5341363,,,,161,287,[M+NH4]+,,3,11067;10759;10905,386.12158,161747.11,0,0,0,0,0,0,0,0,0,8930.856,0,0,296564.06,0,0,0,0,0,0,0,0,0,22666.553,0,0,0,0,0,0,0,0,0,0,0,0,0,236207.94,0,
10906,432.1867531079273,2.5341363,,,,161,,,,,,,107053.72,0,0,0,0,0,0,0,0,0,16489.658,0,0,192896.8,0,0,0,0,0,0,0,0,0,6411.2773,0,0,0,0,0,0,0,0,0,0,0,0,0,213917.77,0,
10915,243.0864569909089,2.5345416,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102573.53,0,0,0,0,0,0,0,47007.54,0,10179.67,0,0,0,8385.793,0,0,
10918,374.1449701404329,2.5349734,,,,468,292,[M+NH4]+,,2,10918;10979,356.11114,19840.328,93418.78,15655.031,0,0,11851.211,0,0,103491.734,0,68256.266,0,0,0,30666.707,29892.535,0,0,90631.65,0,21937.41,71999.445,0,0,0,8893.858,20844.258,14505.507,0,8232.218,27658.861,18088.99,5606.1914,0,23211.295,0,0,0,0,
10919,470.14521239751383,2.5350485,,,,1177,284,[M+Na]+,,2,10919;10784,447.15666,0,0,0,0,0,153621.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118080.28,0,0,0,47169.766,0,0,0,0,0,100642.93,0,0,0,
10920,402.1763010911655,2.5352802,,,,468,,,,,,,5616.6895,46900.984,14768.388,0,46611.41,0,0,0,52390.656,0,69616.16,0,8260.822,13564.301,30666.537,36444.832,0,0,55461.824,0,20191.404,51846.836,0,0,0,0,7740.2837,12079.255,0,0,0,17188.86,9653.445,0,39732.062,0,0,0,0,
10921,380.1914325287624,2.5354843,,,,,,,,,,,0,0,0,5421.8174,0,0,9627.026,0,0,0,0,0,0,0,0,0,0,13677.725,0,0,0,0,0,21532.744,0,0,0,0,12227.485,0,52708.742,0,5566.802,8906.207,0,0,0,0,0,
10922,270.1911091680128,2.5356348,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9601.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10923,177.05476227687893,2.5357904,,,,451,288,[M+H]+,,3,10904;10923;10892,176.04749,0,99864.13,23851.656,10214.517,0,222357.75,0,1204847.0,85685.7,0,111000.2,0,0,0,0,57899.195,0,0,111727.51,0,35234.97,53159.0,0,729332.94,0,175013.06,12986.53,114539.83,0,482663.3,3261039.5,26360.559,35423.707,0,89583.0,24193.045,1269456.2,0,0,
10925,455.20253256946353,2.5362468,,,,,,,,,,,0,0,0,0,0,9480.943,0,0,0,0,0,0,0,0,0,0,0,47438.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10927,193.08574314593935,2.5364668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5587.99,0,0,0,0,0,29251.094,0,70964.78,0,0,0,0,0,0,0,43707.535,0,64991.887,0,0,4477.2734,
10928,245.1860733395969,2.536469,,,,,,,,,,,0,0,0,0,0,0,0,6902.661,0,0,0,0,7610.597,0,0,0,7317.176,0,0,0,0,0,0,0,0,0,0,17704.836,0,0,0,0,0,19491.871,0,0,0,0,0,
10931,195.06540234118788,2.536657,,,,451,,,,,,,5356.991,161018.53,45359.07,0,0,0,0,374082.7,133739.67,12055.019,202740.23,0,15450.188,11076.033,0,89229.06,0,0,0,0,44555.434,79978.38,0,0,0,45762.914,0,29845.746,0,142753.75,1189841.4,36833.0,0,0,153836.39,0,654669.0,22996.354,0,
10936,405.13886694427504,2.5370913,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94850.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10939,584.2183565645201,2.5370913,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708706.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10940,589.1732243669984,2.5370913,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194406.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10942,612.2489132303356,2.5370913,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51278.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10943,257.1018714545942,2.5375018,,,,451,285,[M-H2O+H]+,,1,10843,274.10524,0,0,0,0,0,0,15610.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134019.64,0,0,0,0,0,26538.863,0,0,
10946,372.1448612308918,2.5376086,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14123.312,
10947,412.2540842916505,2.5376086,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11263.939,
10949,398.1085806091294,2.538027,,,,,,,,,,,74315.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10950,420.09052776682023,2.538027,,,,,,,,,,,35547.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10952,455.09442859005384,2.5384703,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23899.832,0,0,0,0,0,0,0,
10953,460.25445473876533,2.5386407,,,,,,,,,,,0,0,0,17500.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10957,325.091850314027,2.5392683,,,,,,,,,,,0,0,5663.061,0,0,0,0,0,0,0,0,0,0,6154.2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120752.41,0,
10960,281.1857103640416,2.5396838,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66668.77,0,0,0,0,0,
10961,702.297251722324,2.5397758,,,,,,,,,,,0,63183.496,0,30614.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41629.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10962,446.14861053679607,2.5400734,,,,,,,,,,,0,0,0,0,0,93254.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40353.816,0,0,0,0,0,0,0,0,0,66753.23,0,0,0,
10965,209.08081266127672,2.540451,,,,451,291,[M-2H2O+H]+,,5,10834;10829;10881;11012;10965,244.09465,0,0,0,0,0,753475.94,2041512.9,3730540.0,0,0,0,0,0,0,0,0,0,1146529.5,0,0,0,0,0,1806633.4,0,571333.25,0,0,1128582.9,1655228.0,5605242.5,0,48243.695,796546.75,0,12688.459,2627309.2,0,0,
10966,694.2348292257205,2.5404506,,,,,,,,,,,0,0,0,0,13314.662,46205.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39251.406,0,0,0,0,0,0,0,0,0,45229.656,0,0,0,
10968,425.08497054960156,2.5411432,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,65746.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10973,302.1500974081203,2.5415232,,,,161,,,,,,,12028.706,0,0,0,0,0,0,0,0,0,0,0,0,13853.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19447.812,0,
10974,223.09669760415036,2.5416117,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10591.296,0,0,0,0,0,0,43040.574,0,0,0,0,0,0,
10975,506.15085953058133,2.541767,,,,513,299,[M+NH4]+,,2,11037;10975,488.11619,0,0,0,0,0,0,0,0,0,0,0,896828.9,0,0,0,0,118519.17,0,0,0,0,0,0,0,373632.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10976,363.1586064464468,2.5419755,,,,588,294,[M+H]+,,1,10977,362.15135,0,0,0,0,0,0,0,0,0,0,0,0,33798.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43043.754,0,0,0,0,0,0,0,0,0,0,0,
10977,385.1405951535189,2.5419755,,,,588,294,[M+Na]+,,2,10976;10977,362.15135,0,0,0,0,0,0,0,0,0,0,0,0,32225.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51024.027,0,0,0,0,0,0,0,0,0,0,0,
10978,408.21580804923394,2.5419755,,,,588,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9666.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11394.615,0,0,0,0,0,0,0,0,0,0,0,
10979,379.1003425985966,2.5425348,,,,468,292,[M+Na]+,,2,10918;10979,356.11114,0,73238.26,18269.297,0,54318.445,0,0,0,57199.594,0,73794.93,0,12514.965,0,40680.15,40217.477,0,0,85296.82,0,35672.82,48293.5,0,0,0,0,10183.35,20206.955,0,0,0,19903.395,0,0,53424.695,0,0,0,0,
10980,265.11843484660614,2.5425694,,,,,,,,,,,0,0,0,0,0,0,0,0,552339.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10981,287.100218491938,2.5425694,,,,,,,,,,,0,0,0,0,0,0,0,0,94013.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10982,303.07416981490286,2.5425694,,,,,,,,,,,0,0,0,0,0,0,0,0,24804.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10983,310.1761780448291,2.5425694,,,,,,,,,,,0,0,0,0,0,0,0,0,83871.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10985,402.20260064314823,2.5425694,,,,,,,,,,,0,0,0,0,0,0,0,0,27944.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10986,418.1973593174618,2.5425694,,,,,,,,,,,0,0,0,0,0,0,0,0,127786.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10987,510.1976030612439,2.5425694,,,,,,,,,,,0,0,0,0,0,0,0,0,17958.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10988,165.05463441757553,2.5426211,,,,,,,,,,,0,30345.89,0,19582.125,39474.137,0,0,0,46020.836,15094.118,28438.283,10009.422,0,0,16138.115,9373.737,21907.912,314180.38,0,0,11543.813,9092.982,108044.48,0,0,0,10190.701,0,0,0,0,0,68764.51,254473.17,4991.658,48666.805,1074814.6,0,10586.942,
10993,309.09716303553165,2.544583,,,,,,,,,,,0,0,0,0,0,0,0,0,0,28314.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10994,919.2509680135231,2.544583,,,,,,,,,,,0,0,0,0,0,0,0,0,0,14318.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
