row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,
7683,476.2035604812411,2.365746,,,,1538,,,,,,,0,0,0,0,0,0,0,12157.955,0,0,0,0,0,0,0,99012.03,0,0,0,0,0,0,0,31309.885,0,0,0,0,0,0,0,19134.469,0,0,0,0,0,0,0,
7699,349.0894904119864,2.3685493,,,,1450,,,,,,,44255.383,22085.814,66748.44,32605.152,23615.152,20545.504,13264.948,27355.11,31250.742,34956.36,6575.4365,139941.34,33906.453,117029.92,99720.21,23059.904,0,45021.086,18439.324,28782.31,0,22592.617,0,14188.199,32544.982,232903.47,224048.12,29623.094,148472.64,46518.12,11310.681,36580.562,74850.53,0,50571.973,20156.525,39397.96,110773.2,21048.78,
7700,372.16543018233034,2.3685927,,,,1450,,,,,,,42413.99,54754.902,119184.766,0,28871.443,12833.199,36438.793,17677.887,79751.72,73780.17,13712.58,181138.3,40348.527,150603.06,161945.5,18603.598,47511.17,48197.312,19192.074,17795.666,0,36524.56,0,28232.465,22995.7,346415.4,268478.84,76728.68,172676.16,42007.93,8816.767,24037.617,203376.44,19823.191,99574.71,20791.002,95578.55,54730.17,33873.715,
7701,376.16010686859363,2.3686378,,,,,,,,,,,0,11212.537,0,0,0,0,0,48548.92,0,0,0,7640.6284,0,0,0,0,0,0,0,26991.732,0,0,0,0,0,0,0,0,10932.025,0,0,0,50846.8,0,81510.89,39946.273,0,0,0,
7703,365.06356768948456,2.3693845,,,,,,,,,,,19113.598,11350.119,86255.68,14318.408,16440.836,0,17473.693,0,26519.85,51177.7,0,68602.58,25250.33,58179.742,66006.01,0,14380.914,21873.934,7788.4375,0,0,14157.494,0,0,28400.953,0,169744.03,35091.004,63235.08,47494.688,0,17236.084,0,9471.556,0,0,35181.67,95234.95,13214.47,
7706,344.1341289895117,2.369918,,,,,,,,,,,429318.62,223469.42,488359.9,240289.44,216344.36,351375.28,216171.86,436885.16,307315.78,301241.25,51884.152,816050.56,199731.88,696801.06,466938.22,385534.1,290410.4,194303.83,150213.92,436878.6,179847.86,162141.4,0,355681.6,593887.94,1959204.2,4667430.0,244942.22,962741.7,280872.16,175725.27,420061.44,1300825.1,99011.54,1250839.0,381599.9,601523.7,2965560.5,199424.05,
7708,284.1490636525712,2.3704336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12151.846,0,0,77493.08,0,0,0,0,0,0,0,166945.17,0,0,11332.577,0,0,99129.07,0,
7714,883.2074900625183,2.3736548,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,34628.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7715,399.17654008229465,2.3742507,,,,385,584,[M+H]+,,2,7716;7720,398.1691,0,0,168330.64,0,38249.336,0,0,0,0,0,0,0,0,23771.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7717,973.2228505194112,2.374445,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12652.838,8074.7305,15427.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7722,165.05466933567484,2.3749218,,,,550,,,,,,,0,0,58954.66,25129.826,0,0,12046.086,0,0,12077.339,0,130841.48,0,0,234510.4,1605924.4,57406.117,38622.03,22813.229,303583.28,0,16465.459,0,0,0,48308.28,115375.1,14833.95,146948.64,0,0,0,36610.227,16436.496,79994.836,183039.5,0,0,0,
7725,312.16527184840777,2.375422,,,,,,,,,,,9250.577,120183.016,207826.7,0,39431.215,74607.016,118318.38,118404.66,41006.4,47777.27,63109.047,0,96272.83,0,81107.08,78035.445,18768.72,56555.832,5215.769,61247.99,77744.84,103252.97,0,75139.56,43464.94,6689.8525,62661.996,177176.88,0,77428.25,65203.22,114679.62,76779.0,59147.69,174564.69,44606.22,86867.945,25772.293,0,
7727,366.2121589417809,2.376131,,,,547,,,,,,,0,0,0,0,0,0,0,0,0,0,0,104364.61,0,0,0,0,0,0,0,0,0,0,0,0,0,15131.341,0,0,43709.867,0,0,0,42373.004,0,5716.36,0,0,0,0,
7729,391.20102882772926,2.3763754,,,,536,,,,,,,0,0,0,0,0,0,0,0,0,0,82473.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88109.43,0,0,0,0,0,
7741,322.12848294160807,2.3778024,,,,1086,582,[M+Na]+,,2,7673;7741,299.14242,0,0,0,0,0,0,0,42313.51,0,0,0,0,0,0,0,68104.234,0,0,0,0,28017.656,0,0,0,0,0,39443.918,0,0,0,0,16514.379,0,0,0,0,0,0,0,
7744,434.20243024093014,2.3782797,,,,,,,,,,,0,24168.395,10682.095,8613.925,8777.257,0,30678.316,0,0,60588.992,11669.865,0,0,7722.008,6802.426,17465.012,0,0,0,0,0,0,0,51863.836,0,0,0,35448.18,7826.8887,0,0,0,54586.555,0,36359.184,0,0,20829.69,0,
7748,206.08118425314714,2.3794339,,,,,,,,,,,0,0,0,0,0,151516.75,0,414466.94,0,0,0,0,0,0,0,258867.77,0,0,0,36573.38,342159.06,0,0,48339.66,0,0,0,0,0,0,154774.03,148733.14,0,0,7561.268,0,0,33977.28,0,
7749,802.2585987841779,2.379376,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5367.179,0,0,0,0,21024.285,0,0,0,
7755,436.21756413020154,2.3813605,,,,,,,,,,,0,0,0,12297.231,0,0,0,11276.059,0,0,0,0,0,0,0,0,0,0,0,0,69869.7,0,0,0,0,0,0,0,0,0,0,0,438245.72,0,34833.45,0,132454.61,0,0,
7763,575.1591714089383,2.3842757,,,,,,,,,,,188578.83,0,0,97201.71,0,0,0,0,0,0,0,0,11170.765,0,0,0,68387.05,0,145745.88,0,0,0,0,0,0,0,0,0,0,29696.305,0,0,0,0,0,0,0,0,69422.84,
7766,526.2130638324455,2.3847454,,,,1200,588,[M+NH4]+,,2,7766;7844,508.17921,0,0,0,0,0,153399.33,634913.2,207176.12,0,0,0,0,0,0,0,35179.6,0,0,0,226033.44,517992.3,0,0,20694.531,0,0,350577.2,0,0,0,25282.244,0,53371.02,0,155375.4,226556.48,237311.14,68393.414,0,
7788,586.2342521503369,2.3896368,,,,,,,,,,,0,0,0,0,0,0,0,717851.0,0,0,0,0,0,0,0,653922.56,0,0,0,55652.855,995922.94,0,0,179859.83,0,0,0,0,0,0,178472.52,228854.02,0,0,49756.387,0,0,0,0,
7803,951.2414017634791,2.3919945,,,,,,,,,,,70653.11,0,0,0,0,0,0,0,0,0,466955.28,0,0,0,0,0,504146.75,205979.95,365813.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528316.1,0,0,0,0,494870.28,
7804,727.2076660293633,2.3927712,,,,646,590,[M+H]+,,2,7870;7804,726.20034,0,0,0,0,0,0,0,0,0,0,0,701722.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481162.34,0,0,0,0,0,0,0,0,0,0,
7807,556.2231751905549,2.3939316,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268024.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7813,579.1496400148412,2.3947806,,,,2198,,,,,,,0,0,0,0,0,0,0,0,80794.5,0,0,0,0,36459.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84027.93,0,0,0,917548.8,0,0,0,0,0,0,
7815,181.0857670867429,2.3951876,,,,,,,,,,,0,0,0,0,0,0,31236.582,80811.805,0,0,0,0,0,0,0,125390.734,0,0,0,49904.965,114374.83,0,0,59388.03,0,0,57952.93,0,0,0,68119.93,0,69735.086,0,67914.52,41276.543,225796.75,0,0,
7820,438.2334205072089,2.39621,,,,898,,,,,,,0,0,0,0,0,181814.5,35607.336,0,0,0,0,0,0,0,0,46936.855,0,0,0,45334.613,71464.5,0,0,47941.605,0,0,28613.04,0,0,0,40022.996,18548.232,0,0,0,55429.445,187203.44,0,0,
7842,342.1761550188658,2.40007,,,,,,,,,,,72054.83,80928.15,95891.94,126970.32,83855.98,40140.668,27139.66,0,158699.7,139922.98,106005.79,0,47169.55,0,45202.9,0,74661.98,73143.45,61695.992,25152.436,0,84406.875,0,0,60079.27,0,139873.2,96077.04,0,22441.184,0,0,0,69641.99,0,77422.555,0,0,98488.05,
7846,303.0494299554162,2.4019299,,,,773,,,,,,,3394.4404,0,0,0,0,0,0,0,0,0,124410.66,0,0,0,0,0,51384.67,121225.26,41022.215,0,0,0,0,0,0,79303.5,0,0,0,0,0,0,0,83485.516,0,0,0,0,61620.004,
7847,465.10322079895565,2.4019299,,,,773,,,,,,,118797.12,0,0,0,0,0,0,0,0,0,74069.05,0,0,0,0,0,105163.99,41517.688,92678.74,0,0,0,0,0,0,155086.94,0,0,0,0,0,0,0,104397.7,0,0,0,0,132718.36,
7850,213.1118218690547,2.4026392,,,,,,,,,,,0,0,0,0,0,445757.9,135945.97,150977.92,0,0,0,0,0,0,0,193336.6,0,0,0,120358.3,0,0,0,185776.69,0,0,107868.8,0,0,0,119197.25,74869.23,155544.78,0,0,105234.08,0,0,0,
7852,441.17378811059905,2.403285,,,,,,,,,,,14085.659,0,0,21867.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7855,410.20190222430983,2.403833,,,,898,596,[M+NH4]+,,3,8014;7866;7855,392.16799,0,0,36434.93,0,0,568352.9,161183.67,138696.83,0,0,0,0,0,0,0,251161.83,0,0,0,170050.6,228592.88,0,0,233122.25,0,0,109142.24,0,0,0,165983.77,74707.84,197733.12,0,0,142665.92,335728.34,0,0,
7857,464.24935182003514,2.4040473,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141007.53,0,0,0,0,0,0,
7877,396.25938843381095,2.4068995,,,,,,,,,,,0,0,0,0,7342.741,0,0,0,13082.019,39051.637,6540.2666,204640.31,0,78281.92,0,0,0,0,0,0,0,0,0,0,0,140742.31,35026.88,0,139178.28,0,0,0,194713.06,0,61188.598,0,0,0,0,
7884,351.20132298265634,2.4091816,,,,,,,,,,,0,0,0,0,0,5619.527,0,0,0,0,0,60007.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20279.117,0,0,0,0,0,120488.47,0,23074.818,13213.833,0,
7885,209.08079652739139,2.4092748,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475277.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7889,389.1574595346055,2.409333,,,,823,606,[M+K]+,,2,8129;7889,350.19433,0,0,0,0,0,0,0,0,0,0,4757.315,68942.91,0,0,0,0,0,0,0,0,0,0,0,0,0,36687.812,11625.135,0,43646.8,0,0,0,44745.086,0,0,0,0,0,0,
7892,581.1504981962688,2.4108963,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11087.404,196258.52,0,0,0,0,355696.62,0,23339.543,0,0,0,0,0,0,0,0,0,171858.61,0,0,0,0,0,0,0,0,0,382753.44,
7893,396.16490246636505,2.411013,,,,,,,,,,,0,0,0,0,0,0,0,28503.916,0,0,0,0,0,0,0,93658.72,0,0,0,0,47891.184,0,0,15319.92,0,0,0,0,0,0,0,12116.683,0,0,0,0,0,14470.229,0,
7904,315.0836719151116,2.414815,,,,1001,593,[M+K]+,,4,7859;7864;7904;7863,276.12058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120119.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7907,662.1923051558459,2.4154058,,,,2097,,,,,,,0,0,0,0,0,0,47586.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187560.31,0,0,20173.703,0,0,0,0,0,68216.336,0,257906.4,0,24755.432,28782.934,0,
7908,406.24333108262414,2.4156437,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16494.512,0,0,0,39905.605,0,0,0,82745.586,17764.926,0,0,0,0,0,15954.743,0,38976.785,0,17958.465,0,39407.266,13261.01,0,
7909,625.1403600523092,2.4160495,,,,,,,,,,,0,0,0,0,0,0,0,0,207102.56,0,24603.434,0,370025.5,0,0,0,153862.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165025.22,
7910,175.14813861859702,2.4162054,,,,,,,,,,,0,0,30809.51,0,5551.834,154403.64,0,60255.71,0,0,0,0,0,0,0,81622.66,0,0,0,168649.25,89582.34,0,0,0,84983.83,0,64477.992,0,0,0,73885.195,88225.26,208569.3,0,89968.555,0,173647.3,76618.04,0,
7912,476.1762409271999,2.4172008,,,,,,,,,,,0,127394.53,0,0,0,28349.852,13124.756,0,26582.012,21631.03,0,0,0,0,0,0,0,0,0,30119.68,0,0,0,0,59131.773,0,0,35202.33,0,23007.643,0,0,35441.445,0,77381.88,13376.849,36265.68,17330.54,0,
7913,278.1022579686365,2.4173179,,,,,,,,,,,0,0,0,0,0,315624.9,0,0,0,0,0,0,0,0,0,0,0,0,0,159189.98,779370.8,0,0,231399.95,13030.81,0,0,0,0,0,366737.1,0,0,0,104826.84,0,0,644802.6,0,
7917,458.23853037373357,2.4188855,,,,,,,,,,,0,0,681415.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7927,611.1607943065567,2.419783,,,,,,,,,,,104795.19,0,0,0,0,0,0,0,0,0,116893.42,49260.29,36852.35,0,55117.31,0,663957.2,68375.31,0,0,0,53453.39,0,0,0,0,0,0,14252.988,0,0,0,84077.95,12035.858,11721.886,0,0,0,831672.0,
7932,153.12739925688135,2.4205663,,,,823,595,[2M+H]+,,2,7875;7932,76.0583,0,59251.4,0,5224.5635,5946.3413,0,71663.6,10883.654,8463.131,38163.414,0,429921.53,0,84714.3,0,5414.1724,0,0,0,0,29828.297,0,0,0,51641.527,167187.64,164804.22,0,252921.78,0,32055.93,0,271261.3,0,37215.723,17641.277,12080.41,0,0,
7940,690.2083389474645,2.4220843,,,,860,585,[M+NH4]+,,2,7940;7658,672.17466,0,0,0,0,0,0,0,0,0,0,0,61491.68,0,128183.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195352.48,0,0,0,0,0,0,0,0,0,0,
7944,368.13391299658576,2.4234254,,,,1492,,,,,,,0,0,0,0,0,0,0,25863.492,0,0,0,0,0,0,0,35720.594,0,0,0,0,0,0,0,11873.897,0,0,0,0,0,0,22778.826,37202.414,0,0,0,0,48912.21,116994.99,0,
7947,364.1236007777321,2.424241,,,,2165,597,[M+NH4]+,,2,7948;7947,346.08982,0,0,0,0,0,0,0,0,0,0,0,678611.6,0,80199.15,0,0,0,0,0,0,0,0,0,0,0,295836.94,0,0,520667.75,0,0,0,0,0,0,0,0,0,0,
7953,713.1914171461741,2.4252503,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,110497.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165069.81,0,0,0,0,0,0,0,0,0,0,
7968,322.18630748765077,2.4278505,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7507.158,0,0,0,0,0,312033.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7969,392.15512334334693,2.4278731,,,,1635,599,[M+NH4]+,,2,7969;7974,374.12126,0,0,0,0,0,220767.5,0,856706.56,0,0,0,122014.2,0,0,0,583971.2,0,0,0,173330.23,857876.1,0,0,1059304.2,0,64233.71,773373.6,0,96930.75,0,444408.94,251312.73,251353.2,0,1213976.5,118721.03,442426.47,551216.7,0,
7970,299.0740958692392,2.4287264,,,,,,,,,,,1896232.1,0,0,1104441.4,377175.1,0,0,0,0,0,0,0,281342.25,0,290382.75,0,917287.3,246163.36,1472875.1,0,0,418045.44,0,0,0,0,0,0,0,221666.7,0,0,0,17917.52,0,0,0,0,1104642.8,
7972,357.11836153417204,2.4292486,,,,446,,,,,,,0,0,0,0,0,36626.85,402386.84,135657.64,0,0,0,0,0,0,0,107472.41,0,0,0,27570.215,124086.92,0,0,193892.6,0,0,131795.7,0,0,0,66168.375,0,0,0,227769.81,0,0,0,0,
7973,133.02850926950413,2.4293509,,,,446,,,,,,,0,0,0,0,0,25058.87,255252.27,112107.01,0,0,0,0,0,0,0,89710.734,0,0,0,25053.738,105405.65,0,0,182423.6,0,0,126314.49,0,0,0,56004.277,37398.54,33084.16,0,213266.83,12072.641,64149.92,84907.0,0,
7974,375.12849890234713,2.4297996,,,,1635,599,[M+H]+,,2,7969;7974,374.12126,0,0,0,0,0,499275.56,0,1947868.9,0,0,0,0,0,0,0,1496417.4,0,0,0,406657.56,1673784.9,0,0,2611536.5,0,0,1878402.8,0,0,0,943771.6,623204.94,575322.3,0,2960303.2,254054.03,1007385.94,1324362.6,0,
7976,213.07571955584135,2.4307039,,,,,,,,,,,0,0,0,0,0,1292073.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1080516.5,4500693.5,0,0,7214592.5,0,0,0,0,0,0,2543813.2,1706632.8,1483646.5,0,8089682.5,671707.25,2688113.0,3678098.0,0,
7980,151.03901889640173,2.4310234,,,,446,601,[2M-3H2O+H]+,,2,7985;7980,102.03299,0,0,0,0,0,513676.84,4425259.0,2018529.8,0,0,0,0,0,0,0,0,0,0,0,435948.94,1830174.4,0,0,3280172.2,0,0,2248359.8,0,0,0,1186870.9,1549503.6,531716.25,0,3720398.0,239345.28,999211.94,2587738.2,0,
7985,125.02348282913547,2.431447,,,,446,601,[M+Na]+,,2,7985;7980,102.03299,0,0,0,0,0,39083.527,267022.16,138769.64,0,0,0,0,0,0,0,118117.15,0,0,0,29394.291,132970.47,0,0,219994.77,0,0,156520.02,0,0,0,87743.086,47852.977,37750.66,0,233196.02,16946.627,77469.49,168940.33,0,
7993,713.2283599585944,2.4319785,,,,446,604,[M-2H2O+H]+,,3,8020;8002;7993,748.24209,0,0,0,0,0,0,73612.77,22373.18,0,0,0,0,0,0,0,12357.068,0,0,0,0,20807.65,0,0,44369.535,0,0,22737.709,0,0,0,0,0,0,0,51325.305,0,0,13262.355,0,
7994,731.2386863178514,2.4320016,,,,446,604,[M-H2O+H]+,,3,8020;7994;8002,748.24209,0,0,0,0,0,0,492429.9,173812.03,0,0,0,0,0,0,0,93205.41,0,0,0,15762.86,153065.12,0,0,267878.4,0,0,156496.25,0,0,0,51945.414,22282.385,26087.637,0,315779.53,0,61598.41,84482.76,0,
7999,569.1863239757014,2.432465,,,,446,,,,,,,0,0,0,0,0,0,102786.69,34431.53,0,0,0,0,0,0,0,18879.773,0,0,0,0,29271.22,0,0,56107.742,0,0,32534.047,0,0,0,0,0,0,0,69882.16,0,14447.497,18562.166,0,
8000,749.2494112354893,2.432559,,,,446,604,[M+H]+,,3,8020;8000;8002,748.24209,0,0,0,0,0,45530.977,940322.44,397558.03,0,0,0,0,0,0,0,203635.77,0,0,0,0,316396.1,0,0,547026.0,0,0,318742.84,0,0,0,115428.15,48686.137,58825.742,0,638452.7,0,140145.0,186155.45,0,
8001,420.18593556892705,2.4328558,,,,,,,,,,,0,0,0,0,0,77393.055,0,173634.33,0,0,0,0,0,0,0,148380.62,0,0,0,74007.625,207027.69,0,0,236206.84,0,0,254626.34,0,0,0,159788.45,112374.305,0,0,375810.75,61320.9,248562.6,130448.06,0,
8002,766.275847738792,2.4328492,,,,446,604,[M+NH4]+,,5,8020;8000;7994;7993;8002,748.24209,0,0,0,0,0,0,918565.0,382715.75,0,0,0,0,0,0,0,191349.19,0,0,0,0,315930.53,0,0,509246.8,0,0,308747.0,0,0,0,120584.49,46018.43,61716.637,0,615606.3,0,143655.03,181559.33,0,
8003,295.16545160985766,2.4334404,,,,,,,,,,,0,0,0,0,0,45797.73,0,0,0,0,27160.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12793.4375,0,35476.69,0,0,0,0,0,
8004,397.1104578055491,2.4335268,,,,446,605,[M+Na]+,,2,8005;8004,374.12121,0,0,0,0,0,86878.91,422914.94,247848.86,0,0,0,0,0,0,0,235019.83,0,0,0,74153.66,234483.8,0,0,244372.22,0,0,252079.05,0,0,0,164232.2,165987.5,97342.02,0,312347.97,46487.703,177547.47,169922.23,0,
8005,413.0843472270608,2.4335356,,,,446,605,[M+K]+,,2,8005;8004,374.12121,0,0,0,0,0,14677.157,288690.78,89847.805,0,0,0,0,0,0,0,91456.0,0,0,0,27802.71,44053.836,0,0,89412.53,0,0,146081.33,0,0,0,83707.29,47664.883,39372.64,0,83306.88,12494.893,95679.33,119864.29,0,
8007,267.20663681591185,2.4336195,,,,,,,,,,,0,0,0,0,0,160278.83,0,12863.819,0,0,0,0,0,0,0,113984.98,0,0,0,0,335421.88,0,0,0,0,0,0,0,0,0,47845.28,127208.336,0,0,25124.863,0,0,11436.823,0,
8014,415.1572133023329,2.4350626,,,,898,596,[M+Na]+,,2,8014;7855,392.16799,0,0,0,0,0,173773.77,32492.785,25049.004,0,0,0,0,0,0,0,28618.678,0,0,0,31475.44,123911.19,0,0,26826.748,0,0,25704.432,0,0,0,46844.145,40406.426,91106.16,0,33838.246,0,219469.45,0,0,
8015,597.1815377659736,2.435379,,,,,,,,,,,0,0,0,11296.587,0,48740.65,0,0,19307.744,0,0,63678.93,6322.508,19350.363,8821.069,0,0,0,0,37228.953,23279.756,0,0,59603.426,19891.94,43997.074,13583.218,0,79603.87,0,0,13692.662,162665.25,0,92747.766,57354.605,0,0,0,
8019,921.2307025502761,2.4365919,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210694.02,0,345744.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271618.53,
8020,771.2313314137089,2.436723,,,,446,604,[M+Na]+,,5,8020;8000;7994;7993;8002,748.24209,0,0,0,0,0,25108.77,278792.2,129738.414,0,0,0,0,0,0,0,85046.445,0,0,0,0,116671.3,0,0,134444.34,0,0,123612.15,0,0,0,61439.945,37666.312,30339.557,0,151797.58,0,77359.16,57511.793,0,
8025,720.3078453745483,2.4375124,,,,,,,,,,,8995.071,0,14415.456,14725.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28244.736,0,0,0,0,0,0,0,10076.811,0,0,0,0,0,0,0,0,0,0,0,0,
8034,163.03900902883686,2.4414418,,,,1092,586,[M-H2O+Na]+,,2,7622;8034,158.06355,0,0,0,0,0,0,0,0,618741.44,0,169535.77,0,0,0,0,351470.12,0,0,0,0,0,0,0,313942.56,0,0,0,0,0,0,0,448509.6,0,307917.7,0,0,0,0,0,
8037,787.2046344393204,2.4429393,,,,446,,,,,,,0,0,0,0,0,0,58427.387,18152.91,0,0,0,0,0,0,0,0,0,0,0,0,8065.754,0,0,12107.003,0,0,22394.969,0,0,0,13076.302,0,0,0,0,0,11543.154,12820.624,0,
8039,292.11783880147584,2.4436903,,,,,,,,,,,0,0,0,0,0,464521.22,0,0,0,4416.706,0,0,0,0,0,1031184.6,0,0,0,322805.44,1500191.6,0,0,239129.78,0,0,0,0,0,0,172854.34,0,0,0,50352.664,0,0,42954.2,0,
8043,260.13134197758325,2.4449625,,,,2103,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84105.625,0,0,0,0,0,0,0,0,0,0,21160.393,0,0,0,0,0,0,0,0,
8045,167.0702428009117,2.4455037,,,,,,,,,,,0,0,166961.45,0,0,0,42365.23,37314.4,0,0,0,0,0,0,0,0,0,0,0,0,24929.521,0,0,111926.18,0,0,0,0,0,0,0,0,11191.326,0,54608.63,0,14269.068,0,0,
8046,568.2236030703332,2.4461513,,,,733,608,[M+NH4]+,,2,8046;8047,550.18988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152981.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84412.85,0,0,0,0,0,0,0,
8049,345.1178721542393,2.446299,,,,600,610,[M+H]+,,3,8051;8052;8050,344.11051,0,0,0,0,0,0,0,0,0,0,0,54894.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111408.164,0,0,0,0,0,0,0,0,0,0,
8050,362.1444194252106,2.446299,,,,600,610,[M+NH4]+,,4,8051;8052;8050;8049,344.11051,0,0,0,0,0,0,0,0,0,0,0,2438972.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5070112.0,0,0,0,0,0,0,0,0,0,0,
8051,367.09960479633594,2.446299,,,,600,610,[M+Na]+,,4,8051;8052;8050;8049,344.11051,0,0,0,0,0,0,0,0,0,0,0,430308.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776512.4,0,0,0,0,0,0,0,0,0,0,
8052,383.0736157471331,2.446299,,,,600,610,[M+K]+,,4,8051;8050;8052;8049,344.11051,0,0,0,0,0,0,0,0,0,0,0,135762.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205358.89,0,0,0,0,0,0,0,0,0,0,
8064,943.2429878899546,2.4489899,,,,,,,,,,,9132.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
