ATTRIBUTE_genus	ATTRIBUTE_localisation	ATTRIBUTE_species	G1	G2	G3	G4	G5	G6	GNPSGROUP:Clematis	GNPSGROUP:Clematis a	GNPSGROUP:Clematis alpina	GNPSGROUP:Clematis b	GNPSGROUP:Clematis chinensis	GNPSGROUP:Clematis flammula	GNPSGROUP:Clematis heracleifolia	GNPSGROUP:Clematis recta	GNPSGROUP:Clematis tangutica	GNPSGROUP:Clematis terniflora	GNPSGROUP:Clematis vitalba	GNPSGROUP:Clematis viticella	GNPSGROUP:Euonymus	GNPSGROUP:Euonymus alatus	GNPSGROUP:Euonymus europaeus	GNPSGROUP:Euonymus fortunei	GNPSGROUP:Lonicera	GNPSGROUP:Lonicera alpigena	GNPSGROUP:Lonicera caerulea	GNPSGROUP:Lonicera caprifolium	GNPSGROUP:Lonicera caucasica	GNPSGROUP:Lonicera etrusca	GNPSGROUP:Lonicera implexa	GNPSGROUP:Lonicera japonica	GNPSGROUP:Lonicera kamtschatica	GNPSGROUP:Lonicera nigra	GNPSGROUP:Lonicera periclymenum	GNPSGROUP:Lonicera tatarica	GNPSGROUP:Lonicera xylosteum	GNPSGROUP:jbn	GNPSGROUP:jbuf	GNPSGROUP:nan	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3275.0","main.cluster index_upperinput":"3275.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=62&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	11.6330	11.6330	0	N/A	N/A	38522873.3226761	41	3275	62	41	-764.6300	-1	766.6300	38522873.3226761
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4470.0","main.cluster index_upperinput":"4470.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=403&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	3.0732	3.0732	0	N/A	N/A	38527290.07451269	16	4470	403	16	-693.1567	-1	695.1567	38527290.07451269
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"394.0","main.cluster index_upperinput":"394.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=271&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	1.8442	1.8442	0	N/A	N/A	40303710.286733	30	394	271	30	-865.2250	-2	434.1125	40303710.286733
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2231.0","main.cluster index_upperinput":"2231.0"}	This Node is a Singleton	N/A	N/A	N/A	4.6897	4.6897	0	N/A	N/A	12764122.623631397	46	2231	-1	46	-251.1442	-1	253.1442	12764122.623631397
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3528.0","main.cluster index_upperinput":"3528.0"}	This Node is a Singleton	N/A	N/A	N/A	0.8959	0.8959	0	N/A	N/A	65868854.69365801	37	3528	-1	37	-312.1208	-1	314.1208	65868854.69365801
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3903.0","main.cluster index_upperinput":"3903.0"}	This Node is a Singleton	N/A	N/A	N/A	7.0942	7.0942	0	N/A	N/A	10197957.525592254	45	3903	-1	45	-319.0841	-1	321.0841	10197957.525592254
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4134.0","main.cluster index_upperinput":"4134.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=260&task=cc18fce73f9c4067aa9b752eaace9333&show=true	"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2"	"EPIGALLOCATECHIN, (-)-"	0.9359190000000001	2.1300	2.1300	0	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O	CCMSLIB00011427834	760928921.8511461	22	4134	260	22	-303.0681	-1	305.0681	760928921.8511461
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3298.0","main.cluster index_upperinput":"3298.0"}	This Node is a Singleton	N/A	N/A	N/A	10.0330	10.0330	0	N/A	N/A	8804916.426799793	37	3298	-1	37	-644.4329	-1	646.4329	8804916.426799793
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3653.0","main.cluster index_upperinput":"3653.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=111&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	2.9034	2.9034	0	N/A	N/A	19914236.26953473	21	3653	111	21	-873.3030	-1	875.3030	19914236.26953473
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1791.0","main.cluster index_upperinput":"1791.0"}	This Node is a Singleton	N/A	N/A	N/A	2.9917	2.9917	0	N/A	N/A	35005827.58218989	35	1791	-1	35	-517.0856	-1	519.0856	35005827.58218989
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4237.0","main.cluster index_upperinput":"4237.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=438&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	1.3757	1.3757	0	N/A	N/A	839871190.5890607	45	4237	438	45	-163.0387	-1	165.0387	839871190.5890607
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4408.0","main.cluster index_upperinput":"4408.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=571&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	3.5153	3.5153	0	N/A	N/A	7374979.533244728	15	4408	571	15	-1089.2478	-2	546.1239	7374979.533244728
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3211.0","main.cluster index_upperinput":"3211.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=566&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	9.8855	9.8855	0	N/A	N/A	476297102.2688351	42	3211	566	42	-739.4708	-1	741.4708	476297102.2688351
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3987.0","main.cluster index_upperinput":"3987.0"}	This Node is a Singleton	N/A	alpha,alpha-Trehalose - 40.0 eV	0.851391	4.9978	4.9978	0	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O	CCMSLIB00006125720	53605099.75112094	46	3987	-1	46	-385.1147	-1	387.1147	53605099.75112094
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"122.0","main.cluster index_upperinput":"122.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=21&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	6.8689	6.8689	0	N/A	N/A	440653287.1122775	46	122	21	46	-472.2643	-1	474.2643	440653287.1122775
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"227.0","main.cluster index_upperinput":"227.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=46&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	2.4949	2.4949	0	N/A	N/A	136524835.09541756	40	227	46	40	-513.1411	-1	515.1411	136524835.09541756
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2900.0","main.cluster index_upperinput":"2900.0"}	This Node is a Singleton	N/A	N/A	N/A	8.0702	8.0702	0	N/A	N/A	2923587.353968366	38	2900	-1	38	-809.4785	-1	811.4785	2923587.353968366
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1561.0","main.cluster index_upperinput":"1561.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=539&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	3.2978	3.2978	0	N/A	N/A	65952117.25385577	45	1561	539	45	-715.2782	-1	717.2782	65952117.25385577
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4384.0","main.cluster index_upperinput":"4384.0"}	This Node is a Singleton	N/A	N/A	N/A	2.8327	2.8327	0	N/A	N/A	62749907.12137237	11	4384	-1	11	-943.2062	-2	473.1031	62749907.12137237
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3130.0","main.cluster index_upperinput":"3130.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=166&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	2.3451	2.3451	0	N/A	N/A	16238730.123707261	19	3130	166	19	-719.2596	-1	721.2596	16238730.123707261
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3234.0","main.cluster index_upperinput":"3234.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=111&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	2.7010	2.7010	0	N/A	N/A	37822735.76872787	25	3234	111	25	-693.2200	-1	695.2200	37822735.76872787
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3949.0","main.cluster index_upperinput":"3949.0"}	This Node is a Singleton	N/A	N/A	N/A	3.2336	3.2336	0	N/A	N/A	13105990.848243995	15	3949	-1	15	-599.2526	-1	601.2526	13105990.848243995
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3485.0","main.cluster index_upperinput":"3485.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=524&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	3.2038	3.2038	0	N/A	N/A	15751622.189290527	30	3485	524	30	-245.0821	-1	247.0821	15751622.189290527
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5241.0","main.cluster index_upperinput":"5241.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=24&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	6.7708	6.7708	0	N/A	N/A	107940176.1323318	46	5241	24	46	173.9248	1	173.9248	107940176.1323318
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"58.0","main.cluster index_upperinput":"58.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=178&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	(Z)-Aconitic Acid - 40.0 eV	0.936306	0.8097	0.8097	0	C(/C(=C/C(=O)O)/C(=O)O)C(=O)O	CCMSLIB00006112874	7495616770.711186	46	58	178	46	-171.0076	-1	173.0076	7495616770.711186
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4572.0","main.cluster index_upperinput":"4572.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	3.2028	3.2028	0	N/A	N/A	11114115.855381811	17	4572	14	17	-470.1109	-1	472.1109	11114115.855381811
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4176.0","main.cluster index_upperinput":"4176.0"}	This Node is a Singleton	N/A	N/A	N/A	2.0777	2.0777	0	N/A	N/A	7126905.5414342955	11	4176	-1	11	-369.1374	-1	371.1374	7126905.5414342955
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"373.0","main.cluster index_upperinput":"373.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=190&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	3.4213	3.4213	0	N/A	N/A	28979464.485220674	13	373	190	13	-1107.2826	-1	1109.2826	28979464.485220674
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4364.0","main.cluster index_upperinput":"4364.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=447&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	9.4357	9.4357	0	N/A	N/A	11042300.329703836	19	4364	447	19	-693.3679	-1	695.3679	11042300.329703836
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3338.0","main.cluster index_upperinput":"3338.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=178&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	(E)-Aconitic Acid - 40.0 eV	0.940066	0.8097	0.8097	0	C(/C(=C\C(=O)O)/C(=O)O)C(=O)O	CCMSLIB00006122606	9577894275.509762	46	3338	178	46	-171.0077	-1	173.0077	9577894275.509762
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3549.0","main.cluster index_upperinput":"3549.0"}	This Node is a Singleton	N/A	N/A	N/A	1.5388	1.5388	0	N/A	N/A	79722534.57036754	43	3549	-1	43	421.1389	1	421.1389	79722534.57036754
 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=cc18fce73f9c4067aa9b752eaace9333&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3967.0","main.cluster index_upperinput":"3967.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=137&task=cc18fce73f9c4067aa9b752eaace9333&show=true	N/A	N/A	N/A	4.8556	4.8556	0	N/A	N/A	11082661.245428883	21	3967	137	21	-769.3081	-1	771.3081	11082661.245428883
