	feature_id_timar	feature_mz_timar	feature_rt_timar	candidate_structure_molecular_formula_timar	candidate_library_timar	candidate_count_similarity_peaks_matched_timar	candidate_score_similarity_timar	candidate_structure_exact_mass_timar	candidate_structure_xlogp_timar	candidate_structure_inchikey_no_stereo_timar	candidate_structure_smiles_no_stereo_timar	candidate_structure_tax_cla_chemontid_timar	candidate_structure_tax_cla_03cla_timar	candidate_structure_tax_cla_04dirpar_timar	candidate_structure_tax_npc_01pat_timar	candidate_structure_tax_npc_02sup_timar	candidate_structure_tax_npc_03cla_timar	candidate_structure_organism_occurrence_closest_timar	candidate_structure_organism_occurrence_reference_timar	candidate_structure_error_mz_timar	candidate_structure_error_rt_timar	rank_initial_timar	rank_final_timar	score_initial_timar	score_biological_timar	score_chemical_timar	score_final_timar	first_score_final_timar
1420	1421	259.2380747762034	4.872053599999999	C19H30|C18H28N+|C14H30N2O2	ISDB|ISDB|ISDB	2|1|2	0.0733020082116127|0|0.0380168184638023	258.23475|258.22163|258.23073	5.5853|4.5973|4.916	ZSZRRSWODAXOPL|GXMFNZNPCVZZCK|XLTXPTGAYGVGIQ	C=C1CC23CCC4C(C)CCCC4(C)C2CCC1C3|C1=CCCCCC[n+]2cccc(c2)CCCCCC1|CC(C)CCCCCCCCCCCN(O)N=O	0003782|0001764|0004777	Prenol lipids|Pyridines and derivatives|Organonitrogen compounds	Kaurane diterpenoids|Pyridinium derivatives|Organic N-nitroso compounds	Terpenoids|Alkaloids|	Diterpenoids|Nicotinic acid alkaloids|	Norkaurane diterpenoids|Pyridine alkaloids|	Magnoliopsida|Eukaryota|	10.1016/S0031-9422(00)91035-5 $ 10.1016/0031-9422(80)83072-X|10.1021/NP400661C|	0.00392696000000115|-0.00919768390997433|-9.57999999968706e-05	||	2|6|4	1|2|3	0.0733020082116127|0|0.0380168184638023	0.4|0.1|0	1|0.25|0.25	0.390800369103571|0.0915915915915916|0.054213814362809	0.390800369103571
1421	1422	974.5321970140884	4.875361																									
1422	1423	236.1618241331411	4.884126	C14H21NO2|C14H21NO2|C14H21NO2|C14H21NO2|C14H21NO2	ISDB|ISDB|ISDB|ISDB|ISDB	1|1|1|1|1	0|0|0|0|0	235.15723|235.15723|235.15723|235.15723|235.15723	1.5652|1.5652|1.5652|2.3144|1.1487	AJJJRSKTRLDSEB|QGPUVHJCWMROIW|UNYWUKPRXHBHNV|DQHMITDFLUTHSW|HZSZGECQJDGGRQ	CN1CC(O)CCC1CC(O)c1ccccc1|CN1CCC(O)CC1CC(O)c1ccccc1|CN1CCCC(O)C1CC(O)c1ccccc1|CC1CC=C(CCCN2CCCC2=O)C(=O)C1|CC=CC=C1C=CC2NCC(CC)C(O)C12O	0003899|0003899|0003899|0004325|0000195	Organonitrogen compounds|Organonitrogen compounds|Organonitrogen compounds|Organooxygen compounds|Piperidines	Aralkylamines|Aralkylamines|Aralkylamines|Cyclohexenones|Piperidines	Alkaloids|Alkaloids|Alkaloids|Alkaloids|Alkaloids	Lysine alkaloids|Lysine alkaloids|Lysine alkaloids|Lysine alkaloids|Lysine alkaloids	Piperidine alkaloids|Piperidine alkaloids|Piperidine alkaloids|notClassified|Piperidine alkaloids	Magnoliopsida|Magnoliopsida|Magnoliopsida|Streptophyta|	10.1016/S0040-4020(01)90031-6|10.1016/S0031-9422(00)97554-X $ 10.1007/BF00937658 $ 10.1016/S0040-4020(01)96612-8|10.1016/S0040-4020(01)90031-6|10.1016/S0040-4039(00)00893-5|	0.00270491200001288|0.00270491200001288|0.00270491200001288|0.00270491200001288|0.00270491200001288	||||	1|1|1|1|1	1|1|1|2|3	0|0|0|0|0	0.4|0.4|0.4|0.3|0	1|1|1|1|1	0.366366366366366|0.366366366366366|0.366366366366366|0.316316316316316|0.166166166166166	0.366366366366366
1423	1424	855.1168504329249	4.8816037	C45H26O18|C45H26O18|C45H26O18|C45H26O18|C45H26O18	[1M+(H)1]1+|[1M+(H)1]1+|[1M+(H)1]1+|[1M+(H)1]1+|[1M+(H)1]1+	||||	||||	854.11191|854.11191|854.11191|854.11191|854.11191	6.808|6.808|6.808|6.808|6.808	BQGQFLPFTCDLPF|ZEFMSWXBNQLXHU|CLGAJNQRFDJQID|JQAYMJNPARHCKF|BJZXAZGGXGMMFL	O=c1cc(-c2cc(O)c(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5cc(O)c(O)c(-c6c(O)cc7oc(-c8ccc(O)c(O)c8)cc(=O)c7c6O)c5)oc34)c2)oc2cc(O)cc(O)c12|O=c1cc(-c2ccc(O)c(O)c2-c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)c(O)c6)oc45)oc23)oc2cc(O)cc(O)c12|O=c1cc(-c2ccc(O)c(O)c2-c2c(O)cc3oc(-c4ccc(O)c(O)c4-c4c(O)cc5oc(-c6ccc(O)c(O)c6)cc(=O)c5c4O)cc(=O)c3c2O)oc2cc(O)cc(O)c12|O=c1cc(-c2ccc(O)c(O)c2-c2c(O)cc3oc(-c4ccc(O)c(O)c4-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)c(O)c6)oc45)cc(=O)c3c2O)oc2cc(O)cc(O)c12|O=c1cc(-c2ccc(O)c(O)c2-c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4-c4c(O)cc5oc(-c6ccc(O)c(O)c6)cc(=O)c5c4O)oc23)oc2cc(O)cc(O)c12	0001586|0001615|0001615|0001615|0001615	Flavonoids|Flavonoids|Flavonoids|Flavonoids|Flavonoids	Biflavonoids and polyflavonoids|Flavones|Flavones|Flavones|Flavones	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids|Flavonoids|Flavonoids	Flavones|Flavones|Flavones|Flavones|Flavones	Streptophyta|Streptophyta|Streptophyta|Streptophyta|Streptophyta	10.1016/0031-9422(95)00340-D|10.1515/ZNC-2000-11-1203 $ 10.1016/0031-9422(95)00481-L $ 10.1016/0031-9422(94)00951-O|10.1515/ZNC-2000-11-1203|10.1515/ZNC-2000-11-1203|10.1515/ZNC-2000-11-1203 $ 10.1016/0031-9422(95)00481-L	0.00233956707495508|0.00233956707495508|0.00233956707495508|0.00233956707495508|0.00233956707495508	||||	1|1|1|1|1	1|1|1|1|1	0|0|0|0|0	0.3|0.3|0.3|0.3|0.3	1|1|1|1|1	0.316316316316316|0.316316316316316|0.316316316316316|0.316316316316316|0.316316316316316	0.316316316316316
1424	1425	855.366793775911	4.8838787																									
1425	1426	1139.8208811161314	4.8846445																									
1426	1427	1147.1474774286726	4.8922133																									
1427	1428	246.24281559442628	4.9006557																									
1428	1429	449.21478804463936	4.908452	C24H32O8|C24H32O8|C24H32O8	ISDB|ISDB|ISDB	15|13|20	0.0366271920502186|0.00892418529838324|0.00818361435085535	448.20972|448.20972|448.20972	2.2791|2.5849|1.991	MESLDFVKOWKXTR|FOQUQAGAAHKGMV|SXORLAASMMVJPZ	CC(=O)OC1C2C(Cc3occc3C2(C)O)C2(C)C(=O)CCC(C)(C)C2(O)C1OC(C)=O|CC(=O)OCC(C)C1=C(O)C2=C(C(=O)C1=O)C1(C)CCCC(C)(C)C1C(O)C2OC(C)=O|CC(=O)OC1C2C(Cc3occc3C2(C)O)C2(C)C(O)CC(=C(C)C)C2(O)C1OC(C)=O	0001551|0001551|0001634	Prenol lipids|Prenol lipids|Naphthofurans	Diterpenoids|Diterpenoids|Naphthofurans	Terpenoids|Terpenoids|Terpenoids	Diterpenoids|Diterpenoids|Diterpenoids	Cassane diterpenoids|Abietane diterpenoids|Cassane diterpenoids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1248/CPB.54.213 $ 10.1021/NP070330Y $ 10.1002/(SICI)1097-458X(199802)36:2<124::AID-OMR218>3.0.CO;2-S|10.1016/0031-9422(89)85035-6|10.3987/COM-98-8159	0.00219398399985948|0.00219398399997317|0.00219398399985948	||	6|13|14	1|2|3	0.0366271920502186|0.00892418529838324|0.00818361435085535	0.4|0.4|0.4	1|1|1	0.378575430383106|0.369341094799161|0.369094237816651	0.378575430383106
1429	1430	335.19695193489173	4.934929	C16H30O7|C16H30O7|C18H26N2O4|C20H27FO3	ISDB|ISDB|ISDB|ISDB	9|6|2|1	0|0|0|0	334.19915|334.19915|334.18926|334.19442	-0.4537|-0.4537|1.2506|3.4096	BTUZVFURXAOVBC|DTOXLDOZAOLTHK|JTJYZGTVZHYAHW|FIJZLOOHEQMRJW	C=CC(C)(O)CCCC(C)COC1OC(CO)C(O)C(O)C1O|CC(C)=CCC(O)C(C)CCOC1OC(CO)C(O)C(O)C1O|CC1CC2CC(NC(=O)C(=O)O)=C3CCCN4CCCC2(O)C34C1|C=C1C2CCC3C4(C)CCCC5(C)C(=O)OC(C54)C(O)C3(C2)C1F	0003861|0002049|0001550|0001538	Fatty Acyls|Prenol lipids|Prenol lipids|Prenol lipids	Fatty acyl glycosides of mono- and disaccharides|Terpene glycosides|Sesquiterpenoids|Diterpene lactones	Terpenoids|Terpenoids|Alkaloids|Terpenoids	Monoterpenoids|Monoterpenoids|Lysine alkaloids|Diterpenoids	Acyclic monoterpenoids|Acyclic monoterpenoids|Quinolizidine alkaloids|Kaurane and Phyllocladane diterpenoids	Magnoliopsida|Magnoliopsida|Streptophyta|Eukaryota	10.1016/S0031-9422(01)00176-5|10.1248/CPB.55.1505 $ 10.1248/CPB.56.612|10.1002/HLCA.200900365|10.1039/P19810001918	0.00942930000002207|0.00942930000002207|-0.000466688000017257|0.00469894399998339	|||	3|3|3|3	1|1|2|3	0|0|0|0	0.4|0.4|0.3|0.1	1|1|0.75|0.75	0.366366366366366|0.366366366366366|0.274774774774775|0.174674674674675	0.366366366366366
1430	1431	262.237703117283	5.0028367	C14H31NO3|C16H27N3	ISDB|ISDB	15|7	0.115271255373955|0.00749841472133994	261.23039|261.2205	|	QDBLJDVWLXPWOQ|OWEHMVZHDWOFAG	CCCCCCCCCCC(O)C(O)C(N)CO|CCCCCCCCCc1cc2n(c(=N)n1)CCC2	|	|	|	|	|	|	|	|	-3.01480000075571e-05|-0.00992613599999004	|	1|2	1|2	0.115271255373955|0.00749841472133994	0|0	0|0	0.0384237517913183|0.00249947157377998	0.0384237517913183
1431	1432	292.2269612316939	5.0063157	C18H29NO2|C18H29NO2|C18H29NO2	ISDB|ISDB|ISDB	12|7|5	0.0421223714947701|0.0345354676246643|0.0333421230316162	291.21983|291.21983|291.21983	4.1092|3.5345|3.6786	OBNIDIWJYWROBE|GXRQZKLWHNBLTO|HSFPMLIZJAVYHM	CCC(=O)CCC=CCCC=CC=CC(=O)NC(C)CC|CCC(O)C=CC=CCCC=CC=CC(=O)NCC(C)C|CCC=CCC=CCCC=CC=CC(=O)NCC(C)(C)O	0000118|0001661|0001670 $ 0001096	Organooxygen compounds|Organooxygen compounds|Organooxygen compounds $ Fatty Acyls	Ketones|Secondary alcohols|Tertiary alcohols $ N-acyl amines	Fatty acids|Fatty acids|Fatty acids	Fatty amides|Fatty amides|Fatty amides	N-acyl amines|N-acyl amines|N-acyl amines	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/S0031-9422(99)00175-2|10.1002/1522-2675(20010418)84:4<830::AID-HLCA830>3.0.CO;2-D|10.1021/NP980471N $ 10.1016/S0031-9422(99)00175-2 $ 10.1016/S0031-9422(97)84398-1 $ 10.1248/CPB.36.2362	0.00010516800006144|0.00010516800006144|0.000105168000004596	||	1|2|3	1|2|3	0.0421223714947701|0.0345354676246643|0.0333421230316162	0.4|0.4|0.4	1|1|1	0.380407156864623|0.377878188907921|0.377480407376905	0.380407156864623
1432	1433	179.1431259448426	5.017668700000001	C12H18O|C12H18O|C12H18O	ISDB|ISDB|ISDB	30|35|28	0.508200407028198|0.50894170999527|0.521887540817261	178.13577|178.13577|178.13577	2.6698|3.102|3.102	FIZZAWTVIDYQPI|CHQSBPSGBSLDOC|NBHKNHAIXORYMW	C=C1CCC=CC2C1CCC2(C)O|CC(C)=C1CC2CCCC(=O)C2C1|CC1=CCCC2(C)CC(=O)CCC12	0001670|0001564|0003487	Organooxygen compounds|Prenol lipids|Organooxygen compounds	Tertiary alcohols|Bicyclic monoterpenoids|Cyclic ketones	Terpenoids|Terpenoids|Terpenoids	Sesquiterpenoids|notClassified|Sesquiterpenoids	Guaiane sesquiterpenoids|notClassified|Eudesmane sesquiterpenoids	Magnoliopsida|Magnoliopsida|Streptophyta	10.1248/CPB.41.923 $ 10.1016/S0031-9422(97)00541-4|10.4103/0973-1296.137364|10.1016/S0031-9422(03)00298-X	-5.88040000195633e-05|-5.88040000195633e-05|-5.88040000195633e-05	||	5|4|2	1|2|3	0.508200407028198|0.50894170999527|0.521887540817261	0.4|0.4|0.3	1|0.75|1	0.535766502042432|0.494472061489915|0.49027882992207	0.535766502042432
1433	1434	215.1643945551913	5.018076000000001	C12H22O3|C12H22O3|C12H22O3	ISDB|ISDB|ISDB	14|17|13	0.111364990472794|0.15445713698864|0.116978645324707	214.15689|214.15689|214.15689	1.0814|2.2232|2.4505	GSDRPXSKFIANKI|WKBJUXWGTKOEAQ|SZNQPFAEOXCITM	CC(O)C=CC1C(O)CC(O)CC1(C)C|CCCC1OCCC2(CCC(O)CC2)O1|CCC(C=CC(C)(O)CC(=O)O)C(C)C	0002647|0001314|0000299	Organooxygen compounds|Dioxanes|Hydroxy acids and derivatives	Cyclohexanols|1,3-dioxanes|Medium-chain hydroxy acids and derivatives	Terpenoids||Fatty acids	Apocarotenoids||Fatty Acids and Conjugates	Megastigmanes||Branched fatty acids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1021/NP050001A|10.1016/0031-9422(94)00939-Q|10.1016/0031-9422(73)80688-0	-0.000229436000012129|-0.000229436000012129|-0.000229436000012129	||	23|11|20	1|2|3	0.111364990472794|0.15445713698864|0.116978645324707	0.4|0.4|0.4	0.5|0.25|0.25	0.320404946774215|0.293227454071288|0.280734623516644	0.320404946774215
