row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,
487,436.2911454438939,2.8253973,,,,,,,,,,,0,23603.814,4340.65,0,0,122477.24,0,0,34185.156,0,0,
488,459.1973294663763,2.8266292,,,,,,,,,,,0,0,0,0,0,0,42747.97,0,0,0,0,
489,507.23413373665784,2.8289998,,,,,,,,,,,0,0,0,14861.449,0,48.00409,0,1961.2046,0,0,635.7408,
490,456.1503513507953,2.8330235,,,,,,,,,,,0,0,0,16227.405,0,0,0,1819.8479,0,0,0,
491,477.07929882655606,2.8330235,,,,,,,,,,,0,0,0,8347.0,0,0,0,873.30853,0,0,0,
492,393.1163494425018,2.8318934,,,,,,,,,,,0,0,0,0,0,5959.0264,0,0,50.80049,0,0,
493,612.2288509281138,2.8322194,,,,,,,,,,,0,0,64934.453,0,0,0,0,0,0,91.19743,0,
494,617.184372284373,2.834314,,,,,,,,,,,0,0,8318.866,0,0,0,0,0,0,0,0,
495,561.3879262339874,2.836216,,,,,,,,,,,0,0,0,0,85413.75,0,0,0,0,0,0,
496,730.2888589311598,2.8342333,,,,,,,,,,,0,0,154.21368,1983.3115,48796.297,0,0,26.384083,960.371,0,2035.8582,
497,413.2144018302216,2.8382409,,,,,,,,,,,0,0,110888.086,982.85516,0,91834.11,0,0,604.57587,0,150.13336,
498,586.2858228223002,2.839899,,,,2,,,,,,,0,0,16132.296,119411.22,28400.943,0,0,47754.5,0,30795.566,30779.516,
499,439.12385934286823,2.8434634,,,,37,,,,,,,0,510073.47,2238.1099,97335.266,0,0,0,6178.877,2075.6753,809706.1,417.22784,
500,899.2246388146826,2.8399792,,,,,,,,,,,0,0,0,0,0,0,0,32.36519,0,20832.756,0,
501,280.19006601801743,2.8481638,,,,,,,,,,,0,0,0,0,4872551.0,0,0,0,0,0,0,
502,460.28898028043545,2.8481638,,,,,,,,,,,0,0,0,0,24798.844,0,0,0,0,0,0,
503,559.3725571560655,2.8481638,,,,,,,,,,,0,0,0,0,29900.027,0,0,0,0,0,0,
504,454.13581332749015,2.848502,,,,37,,,,,,,0,35778.92,0,0,0,0,0,0,344.70422,63340.457,22.583504,
505,488.2338767828623,2.8486078,,,,,,,,,,,0,0,0,0,0,0,0,0,26783.602,0,0,
506,516.2652535746037,2.8486078,,,,,,,,,,,0,0,0,0,0,0,0,0,24988.744,0,0,
507,702.2964275499107,2.8500698,,,,,,,,,,,0,58264.45,16826.715,30640.229,28751.338,0,547.22406,24271.148,0,0,28926.826,
508,401.1443936143032,2.851283,,,,0,25,[M+H]+,,2,509;510,400.13738,0,0,0,0,0,14557.76,22533.652,0,0,0,0,
509,418.1712059099291,2.8503532,,,,0,25,[M+NH4]+,,3,508;509;510,400.13738,0,0,0,0,0,37177.47,56245.406,0,0,0,347.52133,
510,423.12686809335725,2.8517046,,,,0,25,[M+Na]+,,3,508;509;510,400.13738,0,0,0,0,0,49625.473,85533.88,0,0,0,261.5437,
511,446.2025088800432,2.851283,,,,0,,,,,,,0,0,0,0,0,35898.066,53763.137,0,0,0,0,
512,707.2530202455634,2.8532786,,,,,,,,,,,0,9638.428,5753.291,0,0,0,232.25294,9130.725,3965.975,654.32434,11464.049,
513,485.1272958205391,2.8517046,,,,,,,,,,,0,0,0,0,0,378.89618,512.78394,0,0,0,6106.5366,
514,192.065467147757,2.8600438,,,,,,,,,,,0,0,0,0,380.83386,7316.972,0,0,0,0,858.9016,
515,572.2329774690261,2.8578372,,,,,,,,,,,0,0,88.9202,1421.2771,15429.819,0,0,0,0,207.65118,0,
516,231.12277877692617,2.8615062,,,,,,,,,,,12.153183,5259.6504,1116.1835,0,34484.734,31733.857,3152.6228,0,0,0,43992.242,
517,579.18397268963,2.8627567,,,,2,26,[M+K]+,,2,517;519,540.22061,0,0,0,25092.656,0,0,0,14846.805,0,0,0,
518,523.2174631128626,2.8693893,,,,,,,,,,,0,28933.03,0,30162.0,14576.418,0,0,11606.321,0,2420.5813,0,
519,563.2096254990678,2.8714445,,,,2,26,[M+Na]+,,2,517;519,540.22061,0,0,0,177820.02,45508.875,3588.6511,0,117374.71,0,16155.199,138798.33,
520,430.13426799136914,2.8748398,,,,,,,,,,,0,0,0,379.4099,0,111.12067,6774.547,0,0,0,0,
521,356.191476001932,2.8737392,,,,,,,,,,,21.79917,2958.9517,11202.555,0,0,0,3279.4268,0,0,0,2338.7603,
522,263.08952042974465,2.8759243,,,,,,,,,,,0,149.34984,0,0,0,5716.937,7754.1055,0,0,0,791.65674,
523,170.11751540318411,2.8778484,,,,,,,,,,,3133.654,7766.982,2515.6265,0,6173.3975,3374.7437,0,13687.756,14267.751,27054.174,6581.6816,
524,188.12811938580876,2.878136,,,,,,,,,,,1846.7823,0,0,0,3478.4785,2665.4434,0,8703.125,15888.2,19753.951,3893.4844,
525,788.2446869926683,2.8767784,,,,,,,,,,,0,1906.4622,4110.98,0,0,1319.072,0,0,18324.33,242.7645,11924.71,
526,241.1067081133447,2.8794308,,,,,,,,,,,9.921915,0,0,0,0,5122.5884,0,0,0,684.0809,1074.6346,
527,286.1648884227542,2.8772576,,,,,,,,,,,0,0,0,0,0,6426.0166,0,79.955284,110.88321,1175.1646,466.15762,
528,233.18582785355596,2.8794556,,,,,,,,,,,1716.2949,0,0,0,3075.2847,3994.6455,0,18482.475,14387.285,28629.076,4727.3125,
529,296.18470042290915,2.880797,,,,,,,,,,,0,0,0,0,2450201.5,0,0,0,0,0,0,
530,318.1663211975288,2.880797,,,,,,,,,,,0,0,0,0,38513.336,0,0,0,0,0,0,
531,554.3173692814846,2.8829846,,,,,,,,,,,0,0,0,16873.803,0,27123.943,0,0,0,0,0,
532,305.1608621033954,2.8834424,,,,,,,,,,,0,0,0,25346.742,0,0,0,0,0,0,0,
533,609.1451299060859,2.8862762,,,,,,,,,,,0,0,0,130991.63,0,0,0,6473.0225,0,0,2641.5674,
534,222.11255130174627,2.8845358,,,,,,,,,,,73.95438,0,0,293.20117,0,134.90387,6398.908,0,2399.7861,58.580986,0,
535,625.1388966004886,2.885519,,,,,,,,,,,0,0,0,0,52824.52,0,0,430.4837,10392.38,0,55491.656,
536,356.1335525601092,2.8884091,,,,51,,,,,,,0,0,0,159384.56,26894.738,51.29147,0,77915.19,0,0,46.99589,
537,361.1471605065282,2.8862479,,,,,,,,,,,0,0,3496.3784,0,0,2087.5156,0,0,19799.748,0,0,
538,147.0439827294652,2.8914216,,,,51,,,,,,,8.570045,0,0,727379.3,128531.37,766.2262,2862.441,371736.78,0,0,0,
539,361.08915143057936,2.8944304,,,,,,,,,,,0,0,0,84757.734,24814.672,166.62062,656.80927,0,0,0,0,
540,699.1882208195007,2.8930259,,,,,,,,,,,0,0,0,55881.766,1416.595,0,0,0,0,0,0,
541,345.18977068770573,2.8987277,,,,,,,,,,,0,0,0,39805.17,13014.273,24.677128,0,192.0175,0,0,434.93237,
542,384.1654652880797,2.8991315,,,,,,,,,,,0,11479.361,2283.1504,0,13842.861,144.01576,545.5171,0,3154.6626,19754.02,36.34227,
543,455.13165400720067,2.9009519,,,,88,27,[M+K]+,,2,557;543,416.16849,0,0,0,0,0,0,20585.822,34088.867,0,16733.37,245.8635,
544,249.10960463121404,2.9034162,,,,,,,,,,,0,0,0,0,238.14536,804.9375,20506.395,0,0,2030.508,12274.495,
545,444.18673357614745,2.9026604,,,,,,,,,,,0,0,0,0,0,18232.916,0,0,262.4125,0,2849.9158,
546,559.2726757560988,2.9041078,,,,,,,,,,,0,0,0,0,0,9344.637,0,0,0,0,0,
547,188.16464516327042,2.9045198,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11444.476,
548,595.1663505880299,2.9073822,,,,,,,,,,,0,0,0,11571.072,0,0,0,6124.376,0,0,26914.156,
549,422.2021149825226,2.9096706,,,,,,,,,,,0,2227.5964,2251.5107,0,27701.494,0,0,0,528.4033,746.3999,10664.988,
550,586.2488478521215,2.90779,,,,,,,,,,,0,0,13527.195,0,0,9152.771,3887.1826,0,12021.945,5059.9663,1889.5542,
551,630.2972892887824,2.9079165,,,,,,,,,,,0,5072.414,16353.225,2412.8228,0,0,0,26314.5,0,0,0,
552,391.23303107208335,2.908952,,,,,,,,,,,0,16912.916,0,0,0,11590.995,0,0,0,0,538.7199,
553,543.2419106279261,2.9086628,,,,,,,,,,,0,1109.788,71.49975,0,143838.75,521.0024,0,11514.21,0,0,778.4776,
554,760.3018425147444,2.9146893,,,,,,,,,,,0,0,0,0,6045.5103,69.68497,12504.992,0,0,0,2864.8477,
555,765.2575085771532,2.9135265,,,,,,,,,,,0,0,0,0,2199.753,50.790516,8239.804,0,433.59,607.32495,3322.6396,
556,789.1864302557301,2.9197714,,,,,,,,,,,0,0,0,0,17152.4,0,0,72898.914,0,0,80809.98,
557,439.1577118126806,2.9212208,,,,88,27,[M+Na]+,,2,557;543,416.16849,0,0,0,0,0,0,62103.03,97353.664,0,34842.41,24199.303,
558,435.1287311300281,2.9205651,,,,,,,,,,,0,0,486.4203,0,0,0,0,0,30413.92,249.56519,81.56894,
559,384.22300069746456,2.9273317,,,,,,,,,,,0,0,0,0,0,8533.904,0,0,17029.426,0,83.96461,
560,433.2086511556081,2.924282,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5547.543,
561,133.10132918909923,2.9240675,,,,,,,,,,,10.572527,0,4499.909,0,59291.637,3042.359,1552.428,0,2379.0835,914.03546,554.1234,
562,503.24829283233953,2.9233823,,,,,,,,,,,0,0,0,0,110742.48,0,0,0,99.20433,0,0,
563,521.2597068052247,2.9243884,,,,,,,,,,,0,0,0,0,40723.555,0,0,0,0,0,0,
564,566.3159862825516,2.9247584,,,,,,,,,,,0,0,0,0,37648.29,48.401554,0,0,0,0,0,
565,314.1767121074321,2.9291508,,,,,,,,,,,6.7331376,0,0,6550445.5,0,0,0,0,0,0,0,
566,434.2027961304453,2.9304624,,,,30,,,,,,,9.867378,0,403745.8,83688.77,0,0,186245.11,267542.47,260408.08,181569.97,77768.78,
567,401.18094301730525,2.9340708,,,,,,,,,,,0,0,0,0,0,0,9979.617,0,0,0,86.36081,
568,419.1918276679513,2.9317908,,,,,,,,,,,0,0,170.59778,0,0,0,13424.066,0,0,0,0,
569,454.22947898790636,2.9317908,,,,,,,,,,,0,0,90.61623,0,0,0,20592.23,0,0,0,0,
570,459.1840082337401,2.93367,,,,,,,,,,,0,0,0,0,0,0,31253.607,0,0,0,0,
571,537.2085496831509,2.9356947,,,,,,,,,,,0,1947.9395,31976.828,8262.888,75480.35,830.4899,2667.2827,11255.035,1659.0508,0,5971.9224,
572,519.1980819974672,2.936303,,,,,,,,,,,0,455.01776,0,0,29768.71,213.03448,0,0,434.44135,572.40326,1253.0282,
573,258.17016278046617,2.9410262,,,,,,,,,,,44.857227,491.44373,867.0106,0,0,0,0,0,0,7964.527,1683.6945,
574,519.2452420200109,2.9471612,,,,,,,,,,,0,0,0,0,46219.3,0,0,0,0,0,0,
575,536.2714830087499,2.947061,,,,,,,,,,,0,0,0,0,1736993.9,0,0,0,0,0,287.31528,
576,541.2270996749365,2.9471612,,,,,,,,,,,0,0,0,0,62669.703,0,0,0,0,0,0,
577,475.1941767219018,2.9479978,,,,,,,,,,,0,1371.3643,1573.8306,2292.5132,0,84.44577,812.90967,9634.299,5432.2056,0,7005.087,
578,462.2337248030943,2.9497552,,,,30,,,,,,,0,0,61467.2,17714.73,0,0,0,51831.305,75340.22,0,18904.436,
579,476.3072705415079,2.9536712,,,,,,,,,,,8552.959,0,3797.684,5928.981,0,0,3181.3975,0,3850.6528,0,3537.615,
580,493.03896296244284,2.9524443,,,,,,,,,,,0,0,0,5805.4453,0,3386.879,0,0,0,10274.205,0,
581,623.1255963449205,2.95303,,,,,,,,,,,0,0,13418.488,0,0,0,0,0,0,0,0,
582,437.1420359553226,2.957397,,,,,,,,,,,0,0,0,0,0,11338.711,17243.322,0,0,0,0,
583,389.21734571989043,2.9576228,,,,,,,,,,,0,45721.484,100975.05,0,9608.455,883.088,7559.9106,17390.02,6073.5625,187.75143,33853.926,
584,964.1786466041235,2.9580219,,,,,,,,,,,0,0,0,0,0,81204.836,0,0,0,0,0,
585,385.1864002824443,2.9570022,,,,,,,,,,,0,174.73936,0,0,92881.164,0,0,81.28772,67.16313,0,0,
586,1113.2718099672002,2.9638722,,,,,,,,,,,0,118902.96,0,0,0,0,0,10217.124,0,0,0,
587,619.1264652716256,2.9662054,,,,,,,,,,,0,0,0,0,0,0,0,15547.322,0,0,82.353195,
588,294.15519817567986,2.966285,,,,,,,,,,,0,0,0,70221.53,507.88657,0,0,0,0,376.81116,0,
589,477.1872851216988,2.965407,,,,55,,,,,,,0,10711.059,12400.177,0,727.6179,0,1368.5505,1539.8254,1348.2114,321.396,4150.394,
590,741.2241035101623,2.9668713,,,,,,,,,,,0,0,0,56550.16,0,0,0,0,55681.29,0,0,
591,593.2204885271934,2.965223,,,,,,,,,,,0,13333.811,0,0,0,0,222.211,8299.81,2936.9297,0,15408.424,
592,475.0882109088542,2.9666955,,,,,,,,,,,0,0,0,2492.8665,0,62903.152,0,0,0,0,0,
593,588.266154643766,2.9682257,,,,55,,,,,,,0,23686.18,16760.463,0,1282.9147,0,0,10914.908,0,3311.7427,14777.736,
594,488.08331498255,2.9714181,,,,31,,,,,,,0,0,0,625387.25,777408.06,805691.0,113832.01,0,47887.227,1058448.9,0,
595,278.102980725736,2.971136,,,,,,,,,,,0,0,82.4343,228.05518,7060.086,12373.333,117742.266,0,0,0,147.95721,
596,475.2518598571317,2.9736843,,,,,,,,,,,0,0,13188.098,0,0,0,222.03012,0,0,0,36209.785,
597,771.2343842116067,2.9750988,,,,,,,,,,,0,0,0,0,0,0,0,0,11608.589,0,0,
598,933.2317173336633,2.974863,,,,,,,,,,,0,0,0,104967.78,0,0,0,0,0,0,59.67572,
599,443.29805974494985,2.9773247,,,,,,,,,,,0,5411.9893,0,5600.118,0,21607.09,41181.695,5676.7686,14956.95,0,105037.85,
600,295.0453227281609,2.9792085,,,,31,,,,,,,0,120.732605,0,191834.95,914678.1,1383777.0,40592.785,0,0,883770.1,516.9225,
601,492.24506823201995,2.9803128,,,,,,,,,,,0,52946.547,0,0,0,0,0,100.86206,0,0,0,
602,547.215465480581,2.9805245,,,,,,,,,,,0,0,0,0,0,0,0,13423.058,0,0,0,
603,492.114499306297,2.9811308,,,,31,,,,,,,0,0,0,314840.56,1685318.1,2802261.2,52011.906,0,18149.225,1724096.9,0,
604,542.2603312835287,2.982079,,,,,,,,,,,0,0,0,18451.688,0,0,568.6219,20484.842,0,176025.53,0,
605,135.0443717929792,2.9797006,,,,31,,,,,,,40.71139,0,0,0,15662.863,91347.38,1589.8674,1108.6427,0,65351.277,533.70337,
606,811.1699184611707,2.9855943,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,23190.8,
607,163.0391392236541,2.9860296,,,,,,,,,,,0,0,0,0,242445.28,1621497.4,26331.984,0,9044.021,0,6009.0107,
608,520.1442970868821,2.9860916,,,,,,,,,,,0,0,0,0,0,118430.18,0,0,218.83978,0,0,
609,966.1925887520044,2.9847665,,,,,,,,,,,0,0,0,0,0,329059.78,740.41644,0,0,0,0,
610,570.2915986534388,2.9874852,,,,,,,,,,,0,2186.9312,335.30072,0,0,0,0,0,392.3975,32690.781,1378.364,
611,144.10220448849424,2.987012,,,,,,,,,,,0,0,129.20221,0,1465579.5,0,0,0,0,0,0,
612,296.2226384650686,2.9870806,,,,,,,,,,,0,0,0,0,1.9283106E7,0,0,0,0,0,151.68391,
613,591.4390884009142,2.9990003,,,,,,,,,,,0,0,0,0,28337.656,0,0,0,0,0,0,
614,359.17055268644236,3.0021284,,,,,,,,,,,0,12772.273,33363.066,20939.623,9962.6,8763.146,27850.19,7204.6963,19531.186,8395.876,0,
615,408.2601255771239,3.0024085,,,,,,,,,,,0,77147.49,0,0,0,0,0,1574.171,0,0,0,
616,633.1437536969341,3.0062997,,,,29,28,[M+Na]+,,2,616;620,610.15449,10.302089,0,0,26321.94,0,0,114759.875,0,0,12915.912,0,
617,350.21798942252866,3.0043786,,,,,,,,,,,0,4282.625,0,0,0,0,14970.437,4145.2188,0,0,2366.2915,
618,412.21848655900413,3.0064006,,,,39,30,[M+NH4]+,,2,623;618,394.18408,0,0,16864.422,66788.336,30953.738,13498.799,0,216391.12,11813.312,59566.023,70570.31,
619,497.0700316134171,3.0073986,,,,,,,,,,,0,0,0,0,99805.27,189006.6,0,0,0,0,0,
620,611.1617185963948,3.008751,,,,29,28,[M+H]+,,2,616;620,610.15449,69.17017,0,374677.75,607720.75,457163.9,18607.531,2574988.8,0,1697986.1,511249.3,1212.5795,
621,219.10179508846835,3.0079715,,,,89,,,,,,,7.9027405,0,409754.53,3472.8196,42711.613,0,1687.0275,0,5935.8975,1029.135,5597.295,
622,284.22321321776997,3.0098982,,,,,,,,,,,0,0,0,0,634255.25,0,0,0,0,0,0,
623,417.172709521104,3.0149708,,,,39,30,[M+Na]+,,2,618;623,394.18408,0,176.74905,0,0,0,0,0,66813.44,0,0,25235.594,
624,440.24911297140494,3.0147953,,,,39,,,,,,,0,0,0,0,0,211.19678,0,43625.938,0,0,6459.4766,
625,366.21262828936096,3.01606,,,,,,,,,,,0,16307.726,0,0,0,1777.531,0,0,0,0,0,
626,371.168542528829,3.0161228,,,,,,,,,,,0,38910.566,0,0,0,456.58032,4999.833,3276.8179,0,0,0,
627,394.24442422126145,3.016957,,,,,,,,,,,0,24282.127,0,0,1508.4537,5483.2773,2990.6274,2792.1736,0,0,0,
628,270.20740847614985,3.020294,,,,,,,,,,,0,0,0,0,21618.684,0,0,0,0,0,0,
629,919.2491386730812,3.024014,,,,,,,,,,,0,0,0,74420.83,0,0,0,42.35298,0,0,0,
630,518.2603255039517,3.028331,,,,,,,,,,,0,2193.2593,0,0,0,8790.011,9043.472,0,0,0,0,
631,416.1919951620322,3.0287976,,,,,,,,,,,0,11141.209,0,0,534.20374,595.3021,0,2646.4,0,0,2899.9753,
632,189.12758076623786,3.0297527,,,,,,,,,,,0,0,5392.3604,0,0,5007.1074,28448.873,0,0,0,0,
633,490.2293289171718,3.0300705,,,,,,,,,,,0,0,0,0,0,6322.201,30225.938,0,476.09244,0,0,
634,495.18538249441525,3.030346,,,,,,,,,,,0,3475.9631,0,0,0,0,16529.785,0,81.328445,0,0,
635,321.0971170952138,3.0311112,,,,,,,,,,,0,0,515.3429,54588.59,0,0,0,0,8030.554,0,7535.5977,
636,302.15995098095397,3.029709,,,,,,,,,,,22.020355,1713.9304,74096.414,0,917.74475,0,24606.396,0,0,0,3500.227,
637,330.1914829796946,3.032489,,,,,,,,,,,0,0,15888.889,0,0,0,5062.659,0,2890.8562,268.51212,994.9915,
638,615.2261397106564,3.042728,,,,95,32,[M+Na]+,,2,638;641,592.23701,0,13178.316,13451.748,1654.5479,0,0,0,8699.908,0,0,0,
639,310.2021554645052,3.0411668,,,,,,,,,,,0,0,0,0,2403568.5,0,0,0,0,0,0,
640,312.2073519909096,3.0411668,,,,,,,,,,,0,0,0,0,27748.217,0,0,0,0,0,0,
641,610.2709173676609,3.0455759,,,,95,32,[M+NH4]+,,2,638;641,592.23701,0,71779.88,133539.8,14785.889,0,0,0,51175.516,0,0,0,
642,181.1224448467595,3.0482259,,,,,,,,,,,155.12689,77764.56,70905.85,0,292926.97,751363.7,84518.266,56270.438,84887.85,259897.67,128695.61,
643,125.05995779392791,3.0480425,,,,,,,,,,,33.251804,405.07916,0,0,977.27203,8720.56,551.3461,236.86354,0,1841.9141,949.33264,
644,465.1381329139559,3.0503378,,,,,,,,,,,0,517.3495,0,0,0,0,0,0,20247.547,0,0,
645,550.2878526733458,3.0520937,,,,,,,,,,,0,0,0,0,49547.44,0,0,0,0,0,0,
646,333.1666245006843,3.0545757,,,,,,,,,,,0,0,150.18588,0,0,0,0,161690.3,1131.982,0,0,
647,313.06962093179703,3.05594,,,,,,,,,,,0,0,0,0,0,0,0,0,9780.058,0,0,
648,455.0945538838126,3.0559566,,,,,,,,,,,0,0,0,0,0,0,598.90283,0,59382.38,0,411.68707,
649,433.11307458268664,3.0562575,,,,,,,,,,,78.88735,0,238.29741,0,0,40490.15,0,163.08853,2010541.8,13364.258,3714.8013,
650,364.19760695172135,3.0609481,,,,,,,,,,,0,0,0,0,0,0,41185.96,0,0,0,38449.76,
651,273.0759319217468,3.0634022,,,,,,,,,,,0,46.14595,348.11127,8785.523,364.89487,0,0,0,0,0,0,
652,378.24888862278016,3.063653,,,,,,,,,,,0,1145.582,3339.9229,0,1881.1538,12786.853,78406.77,2737.9412,6720.1094,5508.043,811.4421,
653,1097.2786802527319,3.0715668,,,,,,,,,,,0,63726.156,0,0,0,0,0,14654.629,0,0,91.033066,
654,425.10887967051247,3.0739262,,,,,,,,,,,0,0,0,0,85632.6,0,83568.805,0,0,0,0,
655,566.244961316204,3.073486,,,,,,,,,,,0,5763.8696,7412.45,15094.324,37316.418,574.98285,170.30914,4031.2092,141472.19,0,434.9536,
656,470.1667999448283,3.0734773,,,,,,,,,,,0,108.68727,0,0,9445.393,0,14927.649,87.6891,0,641.6724,0,
657,520.3333711605663,3.0740805,,,,,,,,,,,5630.3413,2982.4275,2546.5522,0,2766.4644,2902.8457,2977.9917,2772.0664,3708.923,0,0,
658,448.2180172294067,3.075162,,,,,,,,,,,9.954636,363.16092,290537.88,738.4977,0,0,2774.875,303.69366,5482.0103,0,1417.3617,
659,476.24951071687207,3.0763257,,,,,,,,,,,0,0,26398.656,0,0,0,505.71887,0,1622.781,0,0,
660,594.2757909266118,3.0748239,,,,,,,,,,,0,0,329.1401,0,0,140.60078,0,282.87048,24872.945,0,0,
661,501.0646189685877,3.0792408,,,,,,,,,,,0,26.155878,0,0,125606.67,71258.44,68152.04,5894.947,0,146657.56,3489.7173,
662,312.1086864084155,3.0803213,,,,,,,,,,,0,36.997185,0,0,0,0,0,101.92204,0,0,26827.309,
663,404.22820071590746,3.0805545,,,,,,,,,,,0,5415.625,0,0,0,414.5538,0,2737.209,1008.03534,0,21633.578,
664,479.08290738461466,3.0814922,,,,,,,,,,,0,175.73756,0,2421450.5,4776791.5,1631320.0,1303447.4,32644.016,761280.56,6058481.0,73428.98,
665,301.03464014170066,3.0839212,,,,92,,,,,,,0,0,88390.48,154502.78,38957.492,0,133518.45,0,88621.125,130638.24,5257.5117,
666,303.04990988443114,3.0833886,,,,57,,,,,,,0,0,334694.72,0,421337.34,102708.766,334749.28,0,174523.17,442657.4,3214.2383,
667,477.06761232087615,3.084501,,,,,,,,,,,0,0,0,18849.975,0,0,18992.98,0,0,13043.443,576.91986,
668,494.093423985273,3.086598,,,,92,,,,,,,0,0,0,235860.17,160780.73,0,134556.2,0,0,200349.19,8070.095,
669,524.1406577409246,3.0872014,,,,,,,,,,,0,0,0,0,0,21217.918,0,0,0,88150.96,258.77487,
670,446.1670299940813,3.0947258,,,,,,,,,,,0,0,0,0,0,3876.7358,0,0,0,10253.074,133.28682,
671,487.08510195173216,3.0970418,,,,57,34,[M+Na]+,,2,671;675,464.09612,0,0,258000.62,0,48352.49,0,81132.37,12445.78,23535.248,32639.115,0,
672,280.17585275471646,3.0969317,,,,,,,,,,,22.304108,324.64447,0,474.83066,0,0,0,6943.667,0,0,0,
673,473.20124430085195,3.1001322,,,,,,,,,,,0,15966.552,0,0,51070.824,0,0,0,0,0,0,
674,285.13119988061055,3.104701,,,,,,,,,,,13.829624,419.97784,1660.3788,0,0,0,0,10639.226,0,0,8855.575,
675,465.1036247800097,3.1021857,,,,57,34,[M+H]+,,1,671,464.09612,0,7907.0293,2210771.2,115953.45,1381728.6,291777.84,859546.5,8907.357,173045.5,1232462.0,182477.64,
676,471.22051471637116,3.1047115,,,,,,,,,,,0,854.9484,11990.304,0,0,0,0,0,0,0,0,
677,324.18925426115277,3.1063352,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,9734.169,
678,510.161422871807,3.1075315,,,,,,,,,,,0,0,0,0,5144.995,1128.5796,8530.013,71.15986,1356.7773,0,495.6131,
679,369.15226589943677,3.1180675,,,,,,,,,,,0,4570.2627,0,4297.2603,0,0,2563.2153,1331.6326,4379.287,0,55034.47,
680,518.1298339716014,3.1176665,,,,79,,,,,,,0,0,0,0,56686.336,162933.88,0,0,60.360622,0,0,
681,370.2437030239659,3.1203444,,,,,,,,,,,11.138746,0,3832.2341,1597.8342,2939.602,0,0,4762.6714,4173.9937,2863.2114,0,
682,759.1767460890374,3.1179278,,,,,,,,,,,0,0,0,0,0,0,0,22742.26,0,0,0,
683,781.158630768346,3.1179278,,,,,,,,,,,0,0,0,0,0,0,0,8398.214,0,0,0,
684,490.0978461388973,3.1188626,,,,79,,,,,,,0,16.507256,129.9059,0,278101.72,357814.28,7275.4746,0,2628.4756,355736.03,0,
685,279.0861430775922,3.1194835,,,,,,,,,,,0,2123.0493,0,18824.51,0,0,0,827.5319,1089.408,569.5544,0,
686,368.098055133564,3.1227448,,,,,,,,,,,0,0,0,188684.84,0,0,0,2245.1765,0,0,0,
687,458.16615835881026,3.1208808,,,,,,,,,,,0,2589.562,94.54844,22925.729,0,0,0,970.98157,1358.4121,573.59644,0,
688,482.2377211836197,3.118985,,,,,,,,,,,0,0,0,0,50697.32,0,0,0,0,0,0,
689,347.1680846779138,3.1208935,,,,,,,,,,,0,3852.6123,10430.183,1142.3325,953.81146,0,3417.9927,12071.625,7723.2725,640.9299,3792.792,
690,392.2281447888812,3.1190038,,,,,,,,,,,0,1670.7351,1125.0146,9936.799,0,0,4276.1772,466.04053,6715.7812,4174.5366,8242.235,
691,402.1768138144678,3.1204283,,,,75,,,,,,,0,0,0,468.9958,0,134750.7,22780.814,0,868.0067,0,0,
692,498.2541048900508,3.121634,,,,,,,,,,,0,0,0,0,0,0,0,0,80.73529,9668.88,0,
693,374.145153990547,3.1237597,,,,75,,,,,,,44.803738,239.64754,6588.795,0,75659.32,140959.28,67592.42,0,3538.1687,0,647.41254,
694,379.1004043356768,3.1290317,,,,,,,,,,,0,0,0,0,3714.1768,0,10891.679,51.32111,606.5086,0,0,
695,540.2446207463735,3.1297288,,,,89,,,,,,,0,185088.56,1551102.1,258159.5,160146.69,0,0,288256.25,0,113409.62,160251.44,
696,298.0926544837602,3.132801,,,,,,,,,,,0,0,0,13037.059,0,0,0,232.99864,0,0,838.40985,
697,616.2970102370025,3.1299899,,,,,,,,,,,0,1581.5975,108.549614,17082.02,4399.258,0,728.9851,110.93758,0,1490.015,1491.8503,
698,252.1570179239054,3.1293423,,,,,,,,,,,3993.296,615.6052,10130.371,0,0,0,809.8275,734.5848,326.75586,0,0,
699,275.2330639773357,3.1316037,,,,,,,,,,,2800.5867,706.1156,12332.019,0,0,0,1698.69,0,573.6886,0,0,
700,212.16464490836105,3.1305428,,,,,,,,,,,8532.061,0,33697.68,0,1123.625,0,4181.252,1665.8522,1358.6674,1160.6439,0,
701,422.20240222191006,3.1327999,,,,,,,,,,,0,2690.7056,11004.369,2601.0913,0,0,0,9048.264,0,0,966.6124,
