row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,
3568,627.1562424728339,2.2527952,,,,,,,,,,,191218.77,6536.0674,681002.94,0,0,322785.47,0,0,158164.94,65198.938,294071.8,16621.604,0,9463.74,0,0,335531.16,477086.44,
3569,375.0927490038245,2.252915,,,,188,314,[M+H]+,,3,3569;3573;3579,374.08529,0,107836.89,145565.1,0,0,0,0,0,0,1623887.8,0,0,68602.76,0,0,1816999.2,0,0,
3573,397.07457051378975,2.254007,,,,188,314,[M+Na]+,,3,3569;3573;3579,374.08529,0,11562.0205,0,0,0,0,0,0,0,147366.06,0,0,0,0,0,440507.4,0,0,
3579,413.04820430823804,2.255099,,,,188,314,[M+K]+,,3,3569;3573;3579,374.08529,0,0,0,0,0,0,0,0,0,88516.72,0,0,0,0,0,202196.88,0,0,
3580,420.1501445419363,2.255099,,,,188,,,,,,,0,0,0,0,0,0,0,0,0,144570.42,0,0,0,0,0,133308.05,0,0,
3589,559.1102228688154,2.2572722,,,,803,,,,,,,0,0,0,52444.812,0,43065.305,0,0,0,0,0,38136.406,0,0,0,0,0,42514.406,
3591,400.161708428849,2.2595143,,,,670,,,,,,,0,0,551126.25,0,0,1068068.4,0,0,0,0,0,0,0,0,0,0,0,0,
3598,353.0877671767834,2.2629387,,,,803,,,,,,,12842.515,0,11313.576,41962.566,0,36205.977,0,13364.147,0,0,0,32237.258,0,0,0,0,0,31357.43,
3600,726.224936060757,2.2634654,,,,,,,,,,,0,0,17616.998,51883.25,0,0,15895.649,0,0,0,0,38841.504,0,0,0,0,0,48312.76,
3602,393.05889869212547,2.2635877,,,,803,,,,,,,52444.25,0,95792.914,248506.19,0,138189.95,84522.71,53328.098,0,29070.875,0,228147.08,0,0,0,0,0,143821.95,
3608,400.160563127362,2.2647517,,,,,,,,,,,386150.8,0,0,1382445.4,0,0,476278.25,263771.12,0,65579.15,0,1124062.8,0,0,0,0,0,1079335.6,
3609,372.1297030331733,2.264843,,,,368,,,,,,,67030.984,0,84782.73,0,0,147784.3,73883.85,40118.996,0,0,0,135215.78,0,0,0,0,0,148143.45,
3615,381.0592489663557,2.266002,,,,,,,,,,,0,0,0,0,0,13867.756,0,0,0,0,0,0,0,0,116320.164,0,0,0,
3625,731.1800071675007,2.2700756,,,,793,,,,,,,0,0,0,0,0,0,62291.695,0,0,0,0,105373.234,0,0,0,0,0,95124.05,
3629,595.1866499131513,2.2752428,,,,,,,,,,,0,0,0,0,0,0,0,0,0,199880.4,0,0,0,0,0,0,0,0,
3634,773.2138910581467,2.276421,,,,,,,,,,,0,0,198534.27,0,0,0,0,0,0,36059.99,0,85577.46,0,0,0,0,0,0,
3635,355.10268725118976,2.2766023,,,,,,,,,,,0,79996.55,0,0,0,1.0571276E7,0,0,8092.56,576387.1,8435.748,0,48403.754,311310.44,24860.713,169844.11,0,1.0268539E7,
3636,127.03900017982082,2.277003,,,,188,,,,,,,0,0,0,0,0,0,0,0,0,150612.45,0,0,0,0,0,174664.88,0,0,
3637,952.2700975181767,2.2776458,,,,,,,,,,,0,0,0,0,0,0,0,0,33935.137,0,0,0,0,0,0,0,0,0,
3644,377.0850628031648,2.2828104,,,,,,,,,,,143869.28,0,190650.1,0,0,294674.84,0,155673.2,0,0,0,0,0,17516.615,0,0,0,278750.78,
3649,369.1653974288594,2.2862864,,,,,,,,,,,0,0,0,0,0,0,0,0,0,89100.31,0,0,0,0,0,0,0,0,
3651,743.2049731016164,2.2865021,,,,,,,,,,,0,0,0,0,0,149818.61,0,0,0,0,0,0,0,0,0,0,0,57613.492,
3656,510.1247922087817,2.29124,,,,872,,,,,,,0,0,0,0,0,0,14156.094,0,0,47185.48,0,0,123019.53,0,90363.42,16741.578,0,0,
3658,475.0878094946192,2.2925622,,,,1023,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,34024.336,0,17190.184,3201.2695,0,0,
3659,295.08168742863825,2.2930765,,,,954,,,,,,,0,0,0,0,0,0,617395.4,0,0,0,0,0,0,0,0,0,0,4650.333,
3662,597.1460991785797,2.2959888,,,,,,,,,,,0,0,0,0,0,257901.86,0,240135.84,0,0,30507.162,0,0,0,0,0,0,373102.34,
3667,387.1255805666269,2.297157,,,,,,,,,,,0,0,0,0,0,0,0,0,0,64383.695,0,0,0,0,0,0,0,0,
3669,410.2017468148287,2.297157,,,,,,,,,,,0,0,0,0,0,0,0,0,0,36434.93,0,0,0,0,0,0,0,0,
3670,455.1156642008352,2.297157,,,,,,,,,,,0,0,0,0,0,0,0,0,0,107548.77,0,0,0,0,0,0,0,0,
3671,471.0897430402618,2.297157,,,,,,,,,,,0,0,0,0,0,0,0,0,0,76557.98,0,0,0,0,0,0,0,0,
3676,508.1089626267396,2.2988107,,,,1023,,,,,,,0,0,0,0,0,0,0,0,0,20015.25,0,0,45570.176,0,36006.29,0,0,0,
3677,506.0936653242138,2.2988565,,,,872,,,,,,,0,0,0,0,0,0,39910.58,0,0,22762.547,0,0,27748.068,0,34734.734,51394.25,0,0,
3680,433.1340797914628,2.2990105,,,,,,,,,,,0,32610.598,0,0,0,0,0,0,0,912169.6,0,0,0,0,0,0,0,0,
3681,177.05462990722592,2.2996778,,,,,,,,,,,0,0,0,0,0,0,0,8727.777,27911.553,0,122233.35,0,0,0,0,0,137230.97,0,
3685,478.19250346159174,2.302526,,,,,,,,,,,0,0,12556.218,0,0,0,0,0,0,343958.5,0,0,0,0,0,0,0,0,
3689,325.0920052994775,2.3047714,,,,72,,,,,,,663318.75,0,0,0,0,0,0,0,354109.84,0,0,0,0,0,0,0,0,0,
3690,935.2455298980844,2.3047714,,,,72,318,[M+H]+,,2,3690;3705,934.23822,509011.44,0,0,0,0,0,0,0,256338.33,0,0,0,0,0,0,0,0,0,
3701,365.0845358709659,2.3093996,,,,,,,,,,,19238.025,26502.557,0,98425.695,0,64514.06,134220.23,0,0,54884.598,37291.793,81863.77,219112.45,0,124969.2,0,0,81450.03,
3704,322.15007876072247,2.3098023,,,,,,,,,,,3980365.2,0,0,1571001.5,0,3145394.5,4770709.0,0,0,0,0,2068315.2,0,0,0,1819903.6,0,3215786.8,
3705,957.2274090560022,2.3102326,,,,72,318,[M+Na]+,,2,3690;3705,934.23822,11164.813,0,0,0,0,0,0,0,15480.781,0,0,0,0,0,0,0,0,0,
3711,307.17683062522326,2.3127594,,,,,,,,,,,0,0,0,15387.021,0,0,0,692102.0,0,0,0,0,0,0,0,0,0,0,
3717,449.1085634187808,2.3166134,,,,72,,,,,,,461107.44,0,0,0,0,50387.44,0,6321.8604,258684.66,0,0,0,0,0,0,0,0,37140.676,
3728,381.05855013433444,2.3239238,,,,,,,,,,,5146.086,0,0,47644.305,0,0,30646.852,0,0,54945.2,0,46650.023,0,0,0,0,0,18185.225,
3730,360.12921365056036,2.324456,,,,,,,,,,,317368.0,344629.9,359649.5,0,0,0,0,0,0,662172.94,273922.75,658459.4,0,0,0,212795.38,0,491637.5,
3732,388.1605667546087,2.3246682,,,,,,,,,,,0,27998.555,24196.836,0,0,58324.35,63669.28,0,0,45729.855,0,0,0,0,0,0,0,72455.68,
3739,356.14967952041235,2.3283525,,,,,,,,,,,0,0,0,0,0,0,0,58405.957,0,0,0,0,0,0,0,0,0,70525.9,
3748,422.2389803242458,2.3300862,,,,,,,,,,,107893.44,86713.195,27228.514,0,0,0,35089.33,0,55313.355,0,29283.861,6201.0674,0,59581.785,0,0,0,10438.67,
3749,460.25364994554377,2.3300943,,,,,,,,,,,0,0,0,0,0,0,0,0,0,562211.56,0,0,0,0,0,0,0,0,
3750,299.07394321591875,2.3302803,,,,800,,,,,,,0,0,0,0,0,0,0,0,282310.16,0,0,0,0,0,0,412137.0,0,0,
3758,611.1610429707163,2.3331714,,,,,,,,,,,66805.64,0,0,0,0,0,0,0,68375.31,0,0,0,0,53453.39,0,0,12035.858,0,
3762,556.2394177602764,2.3370163,,,,,,,,,,,0,0,245293.34,27813.008,0,0,40851.09,11493.68,34348.56,56261.555,52853.668,0,0,31533.791,0,0,40840.766,0,
3763,561.1953511877587,2.3374019,,,,,,,,,,,0,0,47438.434,0,0,0,0,0,0,0,0,0,0,4490.1567,0,0,0,0,
3773,165.05479785440528,2.351247,,,,706,,,,,,,0,0,0,234510.4,0,57406.117,25129.826,22813.229,38622.03,58954.66,0,0,14833.95,16465.459,12077.339,0,16436.496,0,
3774,718.2927842375464,2.3519278,,,,,,,,,,,0,0,17546.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3785,278.16970599932483,2.3557532,,,,,,,,,,,0,0,0,0,0,0,0,364447.7,0,0,0,0,0,0,0,0,0,0,
3790,404.1189432837482,2.3587189,,,,,,,,,,,0,0,0,0,0,0,0,0,12126.316,0,47649.08,0,0,0,0,0,57006.098,0,
3794,315.0479879445394,2.3626175,,,,,,,,,,,900865.44,0,341092.75,283494.72,0,687259.75,689032.3,0,191990.17,0,0,428071.56,0,189654.1,0,722767.2,0,750135.6,
3804,349.0898299900735,2.3683536,,,,,,,,,,,44255.383,22085.814,23615.152,99720.21,0,30839.791,32605.152,18439.324,45021.086,66748.44,6575.4365,33906.453,29623.094,22592.617,34956.36,46518.12,0,21048.78,
3805,365.06368008974124,2.369835,,,,,,,,,,,19113.598,11350.119,16440.836,66006.01,0,14380.914,14318.408,7788.4375,21873.934,86255.68,0,25250.33,35091.004,14157.494,51177.7,47494.688,9471.556,13214.47,
3806,372.16562401421356,2.3699598,,,,,,,,,,,42413.99,54754.902,28871.443,161945.5,0,47511.17,0,19192.074,48197.312,119184.766,13712.58,40348.527,76728.68,36524.56,73780.17,42007.93,19823.191,33873.715,
3807,344.1343335685569,2.3708143,,,,,,,,,,,429318.62,223469.42,216344.36,466938.22,0,290410.4,240289.44,150213.92,194303.83,488359.9,51884.152,199731.88,244942.22,162141.4,301241.25,280872.16,99011.54,199424.05,
3808,312.16558863727454,2.3718274,,,,657,,,,,,,9250.577,120183.016,39431.215,81107.08,0,18768.72,0,5215.769,56555.832,207826.7,63109.047,96272.83,177176.88,103252.97,47777.27,77428.25,59147.69,0,
3809,973.2228505194112,2.374445,,,,,,,,,,,0,0,0,0,0,12652.838,0,15427.011,8074.7305,0,0,0,0,0,0,0,0,0,
3810,399.17664612160314,2.3745484,,,,326,320,[M+H]+,,2,3811;3814,398.16918,0,0,38249.336,0,0,0,0,0,0,168330.64,0,0,0,0,0,0,0,0,
3817,391.20102882772926,2.3763754,,,,511,,,,,,,0,0,0,0,0,0,0,0,0,0,82473.75,0,0,0,0,0,88109.43,0,
3825,575.1591714089383,2.3842757,,,,,,,,,,,188578.83,0,0,0,0,68387.05,97201.71,145745.88,0,0,0,11170.765,0,0,0,29696.305,0,69422.84,
3843,465.1033773174349,2.3919945,,,,511,,,,,,,118797.12,0,0,0,0,105163.99,0,92678.74,41517.688,0,74069.05,0,0,0,0,0,104397.7,132718.36,
3844,951.2414017634793,2.3919945,,,,833,,,,,,,70653.11,0,0,0,0,504146.75,0,365813.0,205979.95,0,466955.28,0,0,0,0,0,528316.1,494870.28,
3857,342.1762543301059,2.4017882,,,,,,,,,,,72054.83,80928.15,83855.98,45202.9,0,74661.98,126970.32,61695.992,73143.45,95891.94,106005.79,47169.55,96077.04,84406.875,139922.98,22441.184,69641.99,98488.05,
3860,441.17378811059905,2.403285,,,,,,,,,,,14085.659,0,0,0,0,0,21867.45,0,0,0,0,0,0,0,0,0,0,0,
3874,458.23853037373357,2.4188855,,,,,,,,,,,0,0,0,0,0,0,0,0,0,681415.7,0,0,0,0,0,0,0,0,
3881,581.1507987945666,2.4199586,,,,,,,,,,,0,0,0,0,0,355696.62,0,23339.543,0,0,11087.404,0,0,0,0,0,0,382753.44,
3882,625.140367797825,2.4205317,,,,,,,,,,,0,0,0,0,0,153862.16,0,0,0,0,24603.434,370025.5,0,0,0,0,0,165025.22,
3888,299.07409586923933,2.4287264,,,,,,,,,,,1896232.1,0,377175.1,290382.75,0,917287.3,1104441.4,1472875.1,246163.36,0,0,281342.25,0,418045.44,0,221666.7,17917.52,1104642.8,
3890,295.16542160036414,2.4306293,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,27160.977,0,0,0,0,0,35476.69,0,
3892,720.3078856163669,2.4309573,,,,,,,,,,,8995.071,0,0,0,0,0,14725.112,28244.736,0,14415.456,0,0,0,0,0,0,0,0,
3898,921.2307025502761,2.4365919,,,,,,,,,,,0,0,0,0,0,210694.02,0,345744.34,0,0,0,0,0,0,0,0,0,271618.53,
3909,943.2429878899546,2.4489899,,,,,,,,,,,9132.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3910,757.2183337017198,2.4492798,,,,,,,,,,,0,0,0,76768.67,0,0,0,0,0,0,0,125945.84,0,0,0,0,0,0,
3913,436.2182681188211,2.4522269,,,,994,323,[M+NH4]+,,2,3922;3913,418.18441,0,0,0,20281.154,0,12142.6455,12297.231,0,0,0,0,37691.895,43123.664,0,11653.587,19659.756,0,9543.267,
3922,441.173584476408,2.4602287,,,,994,323,[M+Na]+,,2,3922;3913,418.18441,20269.203,0,0,38659.758,0,22271.86,25052.588,12743.314,10418.696,0,0,72176.18,47217.15,0,16609.73,43331.1,0,15425.387,
3924,611.1613020789076,2.4603748,,,,,,,,,,,104795.19,0,0,55117.31,0,663957.2,0,0,228497.19,0,116893.42,36852.35,0,53275.29,0,0,50606.465,831672.0,
3940,476.17682937492935,2.4679523,,,,,,,,,,,0,127394.53,0,0,0,0,0,0,0,0,0,0,35202.33,0,21631.03,23007.643,0,0,
3943,464.2493270339462,2.4690375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,52868.06,0,10351.623,0,0,0,
3948,344.0980679205585,2.471067,,,,,,,,,,,0,16528.725,13024.889,26321.484,0,0,0,0,50747.855,0,70657.11,40472.58,50932.32,25010.812,24028.73,21663.693,64122.215,0,
3962,471.0902165075233,2.4743762,,,,125,327,[M+K]+,,2,3969;3962,432.12719,0,83442.56,0,0,0,0,0,0,0,504188.1,0,0,17264.516,0,0,30803.564,0,0,
3963,455.1162749564066,2.4746513,,,,,,,,,,,0,915007.1,895287.9,0,0,0,0,0,0,1504809.6,0,0,91405.766,0,0,178338.05,0,0,
3965,127.03889545651066,2.4753067,,,,125,,,,,,,0,108596.99,129924.82,0,0,0,0,0,0,849295.6,0,0,0,0,0,0,0,0,
3966,484.1818691960137,2.475678,,,,849,,,,,,,29137.943,0,27954.969,0,0,28085.412,34337.297,0,0,0,0,0,0,8166.5625,0,8695.372,0,39377.64,
3969,433.13459625718326,2.476644,,,,125,327,[M+H]+,,2,3969;3962,432.12719,0,2861969.8,3133185.0,0,0,0,0,0,0,2.1336832E7,0,0,223719.47,0,0,369398.38,0,0,
3985,349.0895438389911,2.486207,,,,558,,,,,,,13401.361,0,0,32594.043,0,0,0,0,11892.279,0,0,0,0,0,0,0,0,9360.091,
3989,586.2138914547584,2.487375,,,,196,,,,,,,0,31178.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3990,478.19252612711136,2.487824,,,,,,,,,,,0,204277.69,0,0,0,0,0,0,0,258660.1,0,0,68672.91,0,24278.908,51827.953,0,0,
3996,449.10794751519916,2.490517,,,,944,,,,,,,0,0,0,0,0,159817.69,0,8619.915,97804.22,0,32133.363,0,0,0,0,0,56088.168,162917.03,
4000,935.2455187969623,2.492592,,,,944,,,,,,,0,0,0,0,0,401991.78,0,22722.146,338601.06,0,134376.0,0,0,0,0,0,90592.77,407121.44,
4001,409.1129316022414,2.49275,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,28181.73,0,0,0,0,
4012,952.2708633546476,2.496569,,,,1013,,,,,,,0,0,0,0,0,51896.67,0,0,0,0,25197.36,0,0,0,0,0,0,0,
4015,325.0920428438085,2.4973662,,,,23,,,,,,,121578.46,97702.44,54978.195,23353.08,0,24194.285,61879.223,13646.474,0,0,0,27818.883,127171.84,0,150054.66,6096.454,11221.989,48173.72,
4019,177.0548016468529,2.5026777,,,,,,,,,,,0,41442.7,145754.0,195295.94,0,75155.61,23851.656,159098.94,103491.33,10214.517,118747.45,145325.22,204998.22,89161.74,74705.664,68001.914,124395.805,94653.914,
4024,300.15955751319365,2.5049813,,,,,,,,,,,130155.57,0,0,1175434.2,0,0,0,0,0,0,0,106972.97,0,0,0,0,0,0,
4029,167.07042408877925,2.5099244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,166961.45,0,0,0,0,0,0,0,0,
4034,439.122662926941,2.5156665,,,,346,329,[M+Na]+,,2,4034;4053,416.13309,29442.047,0,30781.77,15233.424,0,8991.41,25345.365,0,0,0,0,27731.557,0,0,0,116626.45,0,5305.4907,
4039,444.2597482966208,2.5167305,,,,397,328,[M+H]+,,2,4040;4039,443.25241,0,0,0,0,0,0,0,0,0,2743552.8,0,0,0,0,0,0,0,0,
4041,181.04965996106276,2.518298,,,,27,,,,,,,0,42406.76,0,0,0,0,0,0,0,18931.809,103222.73,0,69722.625,0,62777.734,0,209824.47,0,
4042,163.0391059920406,2.5188668,,,,,,,,,,,0,170243.05,0,841004.4,0,0,0,0,0,0,169535.77,0,216879.42,123276.74,217930.19,0,307917.7,0,
4044,307.1765383372922,2.522037,,,,,,,,,,,0,0,0,17138.812,0,0,0,590577.5,0,0,0,0,0,0,0,0,0,0,
4051,398.2022355912921,2.5263975,,,,,,,,,,,0,0,0,0,0,0,367216.0,0,0,33554.7,0,0,0,0,0,10370.773,0,0,
4053,434.1665584708093,2.5307732,,,,346,329,[M+NH4]+,,2,4034;4053,416.13309,0,0,0,0,0,13761.309,0,0,0,0,0,27736.385,0,0,0,146342.67,0,0,
4055,322.14994249935626,2.530814,,,,,,,,,,,0,0,1278585.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4058,195.06545864506404,2.5323884,,,,533,,,,,,,12055.019,5356.991,183422.67,229529.78,0,129237.62,45359.07,214863.75,44555.434,0,33616.938,117036.49,49470.836,79978.38,11076.033,42825.207,45051.074,180103.23,
4059,374.1449075762432,2.5336587,,,,,,,,,,,0,19840.328,93418.78,68256.266,0,30666.707,0,92803.62,21937.41,0,0,29892.535,0,71999.445,0,18088.99,14505.507,23211.295,
4060,379.10030144617195,2.5355635,,,,533,,,,,,,0,0,73238.26,74507.25,0,40680.15,18269.297,85296.82,35672.82,0,12514.965,41063.914,0,48293.5,0,19903.395,20206.955,53424.695,
4062,402.1762936777865,2.5377777,,,,533,,,,,,,0,5616.6895,50480.434,72809.484,0,30666.537,14768.388,55461.824,20191.404,0,8260.822,36444.832,0,51846.836,13564.301,17188.86,12079.255,41019.977,
4075,425.08497054960156,2.5411432,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65746.13,0,0,0,
4084,387.12902525054045,2.5451877,,,,23,334,[M+H]+,,3,4085;4084;4099,386.12179,0,61354.902,0,0,0,0,0,0,0,0,0,0,84856.51,0,108968.33,0,0,0,
4085,404.1557009340384,2.5451877,,,,23,334,[M+NH4]+,,3,4084;4085;4099,386.12179,0,237164.38,0,0,0,0,0,0,0,0,0,0,277317.6,0,339536.22,0,0,0,
4086,432.18693741224547,2.5451877,,,,23,,,,,,,0,107053.72,0,0,0,0,0,0,0,0,0,0,254766.1,0,222277.25,0,0,0,
4091,425.14234049956235,2.5530405,,,,,,,,,,,0,0,0,0,0,23566.625,12529.674,18152.371,0,0,0,9381.483,0,7162.106,18210.729,47395.42,0,17233.232,
4093,935.2093887454757,2.5544038,,,,,,,,,,,0,0,0,0,0,0,12711.208,0,0,0,0,0,0,0,0,0,0,0,
4099,409.1109616403289,2.5568566,,,,23,334,[M+Na]+,,3,4085;4084;4099,386.12179,4756.214,111889.6,0,14305.869,0,0,0,0,19030.596,0,5249.85,0,189891.95,0,213974.45,0,6589.303,0,
4106,416.11864462470265,2.560162,,,,,,,,,,,0,57323.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4107,472.25421934237073,2.5602076,,,,,,,,,,,0,0,0,0,0,0,0,0,0,127545.31,0,0,0,0,0,0,0,0,
4111,420.1868381776321,2.5616496,,,,66,,,,,,,67329.74,39017.91,66876.39,26042.32,0,115795.97,58488.742,74917.69,0,0,6957.6646,43677.53,73129.49,67809.234,0,235944.3,13309.101,76740.14,
4116,225.07592579100535,2.56378,,,,742,,,,,,,15551.803,19102.316,0,60590.188,0,0,0,21983.574,31552.5,28200.613,9883.486,7499.3027,67236.375,0,40659.086,17734.28,12925.243,0,
4130,298.20146197547183,2.5710845,,,,128,336,[M+H]+,,3,4132;4130;4133,297.19413,0,0,0,0,0,0,0,0,0,7649295.5,0,0,0,0,0,0,0,0,
4136,905.2354550064271,2.5721047,,,,343,,,,,,,0,0,0,0,0,408827.12,0,45877.03,0,0,0,0,0,0,0,0,0,473831.03,
4153,163.03905962250386,2.5760438,,,,,,,,,,,0,0,284244.78,0,0,0,0,201104.17,0,50680.86,0,725656.9,0,0,0,0,0,0,
4154,372.1293832635041,2.5761378,,,,344,,,,,,,207873.9,0,267679.06,588262.3,0,399271.94,173657.88,178601.62,0,20117.486,0,437869.25,0,0,0,0,0,315214.03,
4156,353.0870881950698,2.5767298,,,,344,338,[M+H]+,,3,4137;4158;4163,352.07988,12452.773,0,15234.43,40763.32,0,31177.229,10877.539,11160.625,0,0,0,26656.006,0,0,0,0,0,23540.445,
4157,398.14502504476246,2.5767298,,,,344,,,,,,,76307.7,0,105803.805,338006.0,0,156968.86,65742.664,75590.74,0,0,0,263146.3,0,0,0,0,0,120028.56,
4158,375.06905390213973,2.5767858,,,,344,338,[M+Na]+,,4,4156;4137;4163;4158,352.07988,37574.066,0,41116.96,100753.68,0,81814.35,37693.824,39077.258,0,0,0,77699.77,0,0,0,0,0,55423.164,
4160,922.2627826036938,2.5768607,,,,493,337,[M+NH4]+,,2,4121;4160,904.22891,0,0,0,0,0,39821.67,0,0,0,0,0,0,0,0,0,0,0,0,
4162,377.0847728293633,2.5772307,,,,1040,,,,,,,43376.29,0,56360.33,0,0,0,0,39943.707,0,0,0,0,0,0,0,0,0,60036.137,
4163,370.1137487448002,2.5773067,,,,344,338,[M+NH4]+,,4,4156;4137;4158;4163,352.07988,152781.45,0,163613.39,424946.78,0,347937.84,145339.56,139273.3,0,8079.464,0,302922.44,0,0,0,0,0,271924.72,
4173,396.2593848170016,2.5853112,,,,97,,,,,,,0,377609.22,5021.424,0,0,0,0,0,0,0,0,14178.803,40116.613,12294.105,63317.77,28932.053,0,0,
4183,296.185947342794,2.5927908,,,,711,,,,,,,0,0,0,0,0,0,0,0,0,829228.2,0,0,0,0,0,0,0,0,
4186,445.1612995018544,2.5929036,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,22824.062,0,44325.6,0,0,0,
4187,427.1362874884656,2.5947065,,,,41,,,,,,,0,82531.125,0,3433.8782,0,0,92696.414,0,0,0,36828.92,73574.29,86046.65,0,85323.664,28644.947,0,0,
4188,561.1952294580838,2.594894,,,,34,341,[M+Na]+,,4,4188;4189;4196;4182,538.20584,0,0,88770.93,0,0,0,0,0,0,0,0,0,0,43612.8,0,0,0,0,
4190,584.2711723614896,2.594894,,,,34,,,,,,,0,0,39657.266,0,0,0,0,0,0,0,0,0,0,29645.074,0,0,0,0,
4193,153.1274216329525,2.5971093,,,,97,345,[2M+H]+,,2,4193;4247,76.05828,0,382871.06,0,0,0,0,0,0,0,0,0,10945.327,29178.066,0,50799.043,0,0,0,
4195,286.0921802752515,2.598465,,,,,,,,,,,28225.2,0,297363.75,0,0,0,134690.98,10933.331,0,94431.93,0,0,0,0,0,0,0,0,
4196,556.2392903484481,2.59901,,,,34,341,[M+NH4]+,,3,4188;4189;4196,538.20584,19876.777,34079.58,314901.78,6385.759,0,0,77207.96,0,0,0,0,0,10451.231,159082.22,35200.31,16612.424,0,0,
4200,209.11720572386056,2.5994928,,,,41,,,,,,,0,55308.477,0,17536.758,0,0,72165.734,0,0,0,0,47776.75,15491.017,0,13399.92,0,0,0,
4205,361.0895039067111,2.6016593,,,,490,344,[M+Na]+,,2,4229;4205,338.10032,0,0,0,176881.64,0,92269.72,28982.828,13488.466,0,17631.314,0,39667.094,0,0,0,11961.581,0,72931.49,
4207,411.1626614652853,2.6021702,,,,41,342,[M+Na]+,,2,4227;4207,388.17343,14078.745,632981.2,16130.368,296495.97,0,18520.867,628482.4,0,62659.082,0,115140.24,395013.8,242155.08,0,8250.271,110130.38,62729.656,0,
4208,384.16548843131034,2.6022863,,,,490,,,,,,,11065.324,0,0,358059.78,0,134878.36,24599.18,15939.85,0,25922.336,0,77822.16,0,0,0,13173.142,0,127148.83,
4209,411.1623147045586,2.6023805,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209091.75,0,0,0,
4213,299.0740193234857,2.6029387,,,,514,335,[M+Na]+,,2,4043;4213,276.08476,0,0,327267.28,114588.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4216,451.1245739705498,2.6035762,,,,615,343,[M+H]+,,2,4217;4216,450.11729,0,0,0,0,0,0,0,0,0,0,0,0,0,635888.3,0,0,0,0,
4218,373.1832909891008,2.6036508,,,,97,,,,,,,0,316835.62,0,10508.947,0,13588.242,0,0,0,0,9596.955,12646.397,16730.924,0,31681.328,39322.492,18419.55,0,
4224,542.2594129400694,2.603868,,,,,,,,,,,0,25160.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4229,339.1076344058434,2.605713,,,,490,344,[M+H]+,,2,4205;4229,338.10032,72071.984,0,0,1856487.2,0,735541.7,344730.12,101523.27,0,141287.77,0,391787.75,14958.301,46731.754,0,90653.81,0,696084.25,
4230,330.15477266133644,2.6063457,,,,,,,,,,,0,0,36173.785,8121.513,0,0,0,10054.43,8637.643,0,0,40835.418,0,28351.219,0,26123.832,0,27086.863,
4233,302.123527126772,2.6077766,,,,,,,,,,,0,0,48170.83,0,0,66807.89,19589.846,14914.992,14192.599,0,0,57343.2,0,27031.605,0,36801.9,13617.877,36804.082,
4236,434.2385848847544,2.6086283,,,,41,348,[2M-2H2O+NH4]+,,2,4236;4251,226.1167,6795.7573,436365.9,11392.947,277880.84,0,0,342725.12,0,20262.393,47020.81,57671.496,392573.78,345661.62,0,249731.83,68397.305,28113.492,0,
4237,147.04411517709534,2.6089952,,,,490,,,,,,,51201.906,0,26949.568,639522.2,0,285044.88,127304.555,37833.227,0,153759.42,0,143680.02,24321.053,88041.875,0,28265.43,16190.039,249067.83,
4238,787.1931160070471,2.609763,,,,,,,,,,,0,0,0,38126.71,0,0,0,0,0,0,0,114086.414,0,0,0,0,0,0,
