row ID,row m/z,row retention time,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_QC00.mzML Peak area,1685365277_ALC_dbgi_QC01.mzML Peak area,1685365277_ALC_dbgi_QC02.mzML Peak area,1685365277_ALC_dbgi_QC03.mzML Peak area,1685365277_ALC_dbgi_QC04.mzML Peak area,1685365277_ALC_dbgi_QC05.mzML Peak area,1685365277_ALC_dbgi_QC06.mzML Peak area,
3329,461.07181527577677,3.1602949000000002,0,0,0,0,0,0,0,746397.7540460596,0,0,0,0,975404.9335171138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1822,506.2961847200102,5.1557790666666685,0,27396.74249532597,1730501.195594078,18552.710664295173,298434.724914425,90667.82036359538,0,7176.038558595792,0,12843.098739485738,82579.7295790317,51026.02638580207,10694.628518077585,1443.9942206697588,46651.53386886041,78977.9084901118,0,114428.56424309709,5713.13904322546,77416.51847986481,70042.17938036784,5239.6705689955525,28145.848837032325,0,63139.88100748068,0,212817.3982190022,3881.486100910314,11031.658029560387,9572.213483949448,36297.122321447045,82952.61483140587,16236.18105602517,16736.533072924212,15457.437966406458,28003.051995624843,6695.8686413829,10867.51163114577,0,87723.70948000257,84740.61812343705,100829.59650618362,78092.56468475905,71662.45414834669,87442.34059576482,82291.53494129768,
1401,346.1298126640193,2.1982527551724136,0,411916.00792574254,3135510.0413858467,153012.1018993419,247310.96306362463,141965.01923668344,0,10822.054067601837,986993.6116164338,38460.15528208858,132419.28464177213,161708.21832532028,204306.11241587068,0,65259.770860406614,0,0,1275469.5494912101,0,11986.616251962952,156048.33192207682,20899.767449660736,125552.77329311229,0,369444.7380604699,0,384703.81385948067,0,13243.095037968835,18117.966801272156,0,0,0,0,0,204929.75461162732,0,0,0,399008.76541905064,358808.17635752604,358384.646697135,406142.8434865782,356037.831706011,411272.07918889954,325754.66346283694,
4452,426.1970150527331,1.8952242520000002,233400.9047182877,0,498139.43793645926,0,228539.0724376207,0,1086125.7129768187,0,408253.98403151945,0,603473.1838943557,0,0,0,0,0,84624.94554840823,3883802.1560892346,471142.036549875,0,0,0,209798.4248542855,840269.6271577743,105689.73686177883,0,258174.28450034748,0,666014.1997124539,0,0,87523.95377540035,397726.4426240625,1705328.0880894857,0,0,432068.9947572482,0,0,284675.55256110977,322180.2619260352,351213.5650604416,311785.40627991245,230487.89400532644,185559.11110013112,221304.005793399,
1557,139.03902469341475,2.9393935521739127,4667932.4689532565,805761.1849202564,6.1828641297510736E7,203874.36601027113,9.120011600836317E7,569896.712044213,7.792423103209613E7,529528.6007800407,7.949936206803624E7,363293.63874199864,9.409686982381834E7,937913.8762820883,1055493.0301705324,921078.022050985,566909.2538652087,484522.66757792275,624384.8357134745,3.93754303994129E7,5.336570578428185E7,651445.875393531,844690.8850718358,657024.1811411603,7.467654175382864E7,4.183671513033083E7,8.414748497473472E7,661698.5651624965,3.454888327518309E7,650858.855444887,9.604980211067922E7,302513.2711827925,717540.5755102262,516057.21661461814,2.0944266439426523E7,6.2948248422039434E7,690922.2126186882,901067.4859377359,4.385987780042439E7,724096.9634393376,18301.59392899846,4.125457975110661E7,4.346566103894882E7,4.169214870460565E7,4.134638890279004E7,3.9371697423960015E7,3.8116125812778436E7,3.701680772350592E7,
2607,546.2177207849448,2.221981685714286,0,0,132835.58287373566,0,2074916.4810224646,0,2184132.432417666,0,118772.3258432125,0,2091079.5290814876,0,0,0,0,0,0,384988.3817704915,2069351.5559277616,0,0,0,2090592.053538175,1529589.7519783305,0,0,37449.84895207075,0,511417.3522704774,0,0,0,1366935.2450743446,245947.2959174867,0,0,1016312.5333427859,0,0,531966.1660505882,508808.98320399754,607640.6060016309,620211.2257138141,724029.6939370818,638629.6605687465,681453.2462846464,
2686,471.2348123302155,5.079748671428571,0,2727.5604488043377,0,611.0004071080571,732755.5957025632,0,32309.060588830813,1272.2950466798434,67368.78859622717,0,355182.8986944459,0,0,0,723.8576733575674,0,0,0,26976.38440919299,0,0,556.6235862875596,499036.4486580287,0,368489.91424061934,2696.2225498071066,0,0,1150.3198168220774,0,0,585.5539833076432,4568.629930221025,13380.837445203864,677.5388781738891,2138.0048970497687,2192.891187311318,1262.4838311920723,0,15840.667782026807,16603.36958964984,13850.435791879063,33423.40434949905,37800.47781932415,39902.48134042469,39305.35226566781,
2361,439.23044710921465,4.033456686666668,8819008.490680225,8604708.820224104,4356687.212255652,3555083.9623594475,5378227.805553702,3.676235691809567E7,3060761.9873997685,2.0617363145138655E7,3902890.9687984223,1.1535865472544493E7,8402628.552337525,8960287.879058324,5818930.82643342,4886584.591978526,7472990.480015974,1.294759535053263E7,1.0559356866317147E7,2.6568752314141504E7,9607657.21853787,2.095777212076798E7,1.335672223120905E7,9916236.171384463,1497198.9375911516,2.2780580625372633E7,2.1283474931481086E7,3853241.765929112,3738718.51882417,3885324.6161483466,1.713699137541173E7,805754.2672288228,4674037.826641055,1.8154612009066083E7,1.9859681056076277E7,4628479.114717855,9285702.713378992,1530959.0632465077,8401432.287690135,6576316.6154456595,0,1.503644210769069E7,1.507250499779458E7,1.4888049700053912E7,1.4420660295050208E7,1.3592804342059752E7,1.2560413495805275E7,1.2050114365831744E7,
861,520.2679444600756,6.801684924444445,213666.23854701145,62387.440417655314,150503.75588894507,34171.95436506421,1985722.4714044754,61386.66504319984,123443.89022892812,60399.32097706105,49937.35756581719,41490.34644341955,487050.4114477075,21562.860700727248,12976.47395667622,6420.813035308684,60726.61231381235,198396.4237996349,80956.11443631403,2882118.4679329875,623486.8029859215,44270.21932370531,68137.18864151648,28271.14497082121,823389.8977905404,3865891.633645003,1497159.1557142064,38873.67338227084,261953.30421114873,73213.1433546412,701509.4913971239,36419.84395035327,20889.514328086087,129448.64682726676,73431.14362809986,40084.69527550756,13584.051526285633,19340.535327838952,24547.502640001818,28243.944859035906,0,428477.57982887264,445200.3783616336,459826.9394616657,430579.27354974067,407587.6686524916,383850.90892835194,373606.86349774624,
4940,553.1763455875447,1.4766899055555558,0,1.5138593478279186E7,0,0,0,0,0,7263741.5795403095,0,0,0,3444206.4584382772,0,2.3604839043769673E7,1501431.49764014,0,0,0,0,1410232.4099347948,0,1.1858759812119855E7,0,0,0,1.6249464989389777E7,0,2627369.511843211,0,0,0,0,0,0,2179153.7120270506,0,0,1.4326513914352544E7,0,967248.871617832,913338.9401404333,1188209.839144559,905453.8842818096,644169.4916337423,883037.9294040354,735551.3453606189,
3429,258.1486823100872,3.351819327272727,0,0,0,0,0,4086.811895523915,0,0,9544659.393391106,0,0,0,25114.52155769855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29692.528512632365,163955.34750570598,157238.94137288674,112119.16969745877,136516.85110345282,136860.38873891652,126529.23633813189,142337.46573251448,
1723,445.11049260233085,2.285729210714286,1344087.6476809117,68582.6027884804,1.1046580061195962E7,0,1.1058312597515523E7,21343.08989541796,3958708.8071635305,0,3769836.579176401,0,5967853.068279433,0,0,0,0,0,0,8.48575291049016E7,3898832.7515303404,0,19538.543707861678,0,7779070.223042454,1900563.0417447132,4143782.5598885743,0,3708393.863743073,0,1.475352593342712E7,0,0,0,944750.4341903932,6736232.215666903,13275.647258879872,98326.22064010875,2377378.759354814,0,0,1.1792778324830495E7,1.072564016925243E7,1.1948674395335305E7,1.0844188777992178E7,1.0245434306185646E7,1.0678714937415518E7,9942327.300756628,
729,204.12329016251192,0.78978245075,2106066.674297913,381946.68156914914,2841934.1542336727,3979837.674046397,4333257.494823399,0,1192858.7341950506,1068072.2413917414,3849663.779700207,92548.59489954144,765475.1655787858,336729.7607930242,0,0,833798.4054563881,474029.8538974933,0,2447029.8380816835,925793.3418763924,0,1531331.393399997,125487.88677509697,1.2078480488312883E7,1222434.4379079132,1691253.2221785088,0,5970263.628009063,1547742.0627185,2222708.7590619735,265221.95635824726,143357.624613411,697145.68064132,1490715.5832879404,1621624.3710220344,55210.222990220645,513771.36307350453,1036934.970333199,814832.9855564988,21499.764533246303,1115376.8845007773,1151445.6468084347,1041570.2123967243,1016935.1766380183,1053947.642729417,1019629.379916403,817142.824880357,
1520,439.35710292990916,6.8606946833333335,0,0,2.6960606714064278E7,22100.59975092648,0,370504.1367316038,0,0,264083.8806540866,0,0,0,0,0,0,0,23138.416561842674,0,0,0,0,0,0,0,0,0,2.8209583416940585E7,7772.430268774246,1101.1791162744578,0,683.1724014484855,0,0,10620.144187978498,7859.43239542743,0,0,0,0,5925928.520714745,6705133.57292709,6995158.07821948,6325908.959350559,5607657.116502607,4926688.035152255,5434719.109452288,
403,371.074006439905,1.7280984731707316,1975139.458189617,0,888092.4687101967,2271666.2489609723,2397715.830853866,575039.4095898046,1631073.3334544834,80142.96387866052,5264281.277392045,88026.38059774518,967858.0855429261,21692.698563902337,99932.24562469883,0,150841.80073068678,469394.0693729774,238971.56946104256,996177.5755815572,3586201.1770858597,87975.44836783582,1215341.0145553981,48008.70085928862,413421.8299097343,3683682.7254962157,2343204.8841287293,0,569304.4996848648,134782.49133950367,1147761.4440593626,153150.65486551204,107340.59759091788,541105.1770177993,9950718.281830499,6244206.5334856035,59960.9339493982,3460701.8257907173,5474972.602823832,0,0,621759.4730955437,377311.5566102573,515689.835965241,472409.54026078765,320666.09601821285,372275.3774237344,327719.54543441103,
4696,522.2908741413262,3.728819048387097,1.2000482188660484E7,21011.80882874712,0,264538.3964364099,1012496.4413585535,0,25292.567795765688,788.7247073950191,42803.60818185935,0,906381.0117590138,3995.872510681683,0,15961.971455442032,0,8089.410931102947,0,0,39181.59075980872,8698.85888109958,0,41474.484418788685,913837.1988627888,262200.22156659246,0,13197.949839575109,0,18448.485763001143,0,28980.910158738392,0,879.9869841709321,125527.95353559635,1557221.2209344527,0,0,5944.743669023697,25826.75549525564,0,428808.3300738279,409071.85665855627,329949.7262670465,380955.5211948808,331893.7668914553,320799.86896839686,290882.4379976288,
2142,411.1989510140361,3.799311388888888,276586.0584095152,438697.70476702,308726.6242014634,235607.22042816126,164695.99061910255,344625.4947385554,304360.92046694626,1288597.3177913236,991932.8879241564,59874.32168558312,291319.5328210381,417341.4719322428,661444.176845953,302390.22601773357,552998.4258745431,109036.3265545546,25863.361922859145,88366.95415654845,240660.18087514478,134377.9722015468,123829.20220513473,263431.758397562,233579.63504408483,575879.4008732778,327375.3852812114,736931.1821054039,329346.77497361123,1202652.3743186635,88601.86962323262,100531.66974993919,99690.39010465091,573171.7268392486,470824.70150415425,413759.42362153163,160690.96490556523,127905.9503241533,254718.72360070574,167841.50323305745,0,495938.43569216493,449707.9262048033,448327.3667162335,447723.52993487724,416905.7835642315,406619.24110835965,385938.6074721862,
5098,201.97403607704504,0.51057361,385789.4004654304,226649.73343478626,701297.5817431821,383163.09193441446,864410.0156592962,1053170.572465521,1549288.1719551007,179842.10205368875,1841080.0157070756,559867.606628362,793934.2169328576,385862.17405361956,210533.59009701957,249401.18704590586,288080.0093771114,416430.43113863276,454678.1768725121,464782.2137737924,1016377.2222687366,444156.8590584415,325936.35996091005,1009893.1845838308,241813.52546288364,1525170.757351482,440896.2137181747,226927.64093699804,888379.4230525012,458104.39193845703,379932.75900800095,1196594.9529959655,355089.5706001556,146093.2975697986,1367058.207051589,211380.48478158814,193562.58029622072,230808.37648912822,851930.4397882338,426707.6627324631,0,564041.5528395912,758671.2509304177,667748.5613116849,799545.0041202349,674355.7062225286,427357.0463013008,562844.1119869727,
4073,945.264531445827,3.6513010333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2342895308141327E7,0,86794.95730767223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368860.7008466366,412000.4588214664,387075.6518006242,384460.1505141397,358339.36641260376,340721.1844809148,284103.46252761973,
862,313.17712096636825,4.7325840488888895,139319.8828269211,361534.4127674687,189256.20662109237,416719.57081936527,122606.40054284695,147550.57354021916,195091.31779118336,230451.87340907034,97573.91298313855,36206.32947516186,112440.38405543174,334581.463827149,86063.67045548478,101989.24917914726,263420.4251112438,231144.42070750197,173059.97564060654,14713.544465590132,134643.0252748702,200876.59545118615,145689.4064630975,158527.14593439354,208321.0672212098,146472.2756639514,85795.81807316006,168816.52569814623,246641.13786944578,117799.2004388669,125940.70498495309,190727.8095675934,43964.54567435328,251235.4546622752,225398.5993635265,245230.42575111435,262082.4567482342,151028.36085999876,178671.53341931308,301064.06354373286,0,271882.7493851436,261557.7796367454,258072.1397697056,295278.2777374085,263571.06925161596,250005.98020262245,215462.0578308984,
4393,590.2806980778091,4.020913927272728,0,0,12397.34958534691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.364472247760919E7,0,0,0,0,0,0,0,0,908.8692204067843,0,0,5378.457120665851,0,0,0,0,0,0,0,0,0,832241.2766286738,819362.5953137049,753742.4557021392,717081.496645929,685721.1462116761,632400.577123138,660803.3818970274,
863,347.2371724636743,6.901594657777778,185452.95899234098,396283.94824464706,406731.865559196,332383.951529555,227119.56685877527,207072.167976094,254148.8016333574,284626.008914918,144415.87150769398,95268.70031735062,205549.4762957443,593703.4498038148,138987.3270657007,142633.50720498516,353185.60448284977,436883.7767711429,222069.43263130964,344500.4182495901,233437.75849878,225991.6176021192,101667.51977124542,239309.80056855927,298645.88079449855,179312.1151062686,207750.24669201908,179604.95283486228,370219.7122464433,153964.4296789852,430354.33754082536,381712.5101541848,93916.05293638472,783824.591811503,307277.3319272391,291621.42757134803,360187.00660757883,229017.39180715085,280190.8268955881,434328.48095016804,0,574600.2435706285,504725.44324074156,542029.1998621286,529005.5910917992,438823.99198193516,473885.8687193712,482858.761372121,
3171,628.2264097791174,3.5628782600000006,0,15313.224461047681,0,0,0,0,8382066.300195871,3386.958828398426,13940.944442443772,0,0,0,0,0,0,9674.601885767292,0,0,6978778.869103382,0,0,0,0,0,0,0,0,13356.020798566171,0,0,0,0,0,0,0,0,8942247.986446759,0,0,1302428.82676477,1483597.3824190912,1384716.5724230665,1152140.892471891,1281422.0207300999,1116976.2753391806,1111712.817131171,
1643,593.1289890198096,3.973739205882353,0,0,453968.09126918943,0,2221052.716192166,1467.5494693052144,0,0,111223.5759774957,0,1172912.5317092347,0,0,0,0,0,0,37910.14555153123,0,0,0,0,0,479647.69050835166,29749.649539580794,0,259168.9892482722,0,97081.99756563279,0,0,0,0,0,0,0,0,0,0,139330.25009535858,123016.99322876887,117302.93587657095,131859.96123982678,128371.90161336209,94147.24005827091,80170.04720703479,
4336,871.2926941993509,6.880186175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800563.8257633443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10081.133365413698,11068.742601058239,16624.722329245684,15824.891002916484,10630.440839601804,11146.326565735766,20401.922309160575,
5018,546.2177844776351,3.980229011111111,0,0,8279.477185148564,3188.230907106971,0,2559.849011860811,0,0,0,3237346.9620772135,0,0,0,0,0,0,4527208.782225108,188309.99055860337,3792.7808741278527,0,0,10955.542014696573,0,10636.41205466014,0,3086.340794620784,0,0,0,0,1.4989368161849344E7,0,0,0,0,0,0,0,0,464215.2429066227,435760.6837623195,406841.71077125124,559823.8377132481,629520.0953247502,550339.0149275257,538069.349282456,
2044,295.2264187829779,5.915539313043479,30077.762949827353,22202.18156836145,612605.2048916543,30591.613456891355,539567.0811194751,33403.165248874466,77033.30215555146,20631.360953770512,92029.63752023557,57456.86235810938,209943.21877867408,23176.900633212794,20461.215331924875,21289.205470718967,25013.053049200957,26608.620368770644,154523.74027344194,82624.69622271854,83825.80612397399,24227.77494872826,27206.4670183785,24554.909355996257,870756.0853509125,247230.25620442946,89294.86785015896,23929.93942917771,442120.17789056734,22678.779950451568,60551.570601620704,184253.06268082093,34421.372072988386,23811.90018169345,64494.828140187936,152690.5063073385,23275.479444052417,32028.692157760164,84604.56948697014,25815.341002652916,20632.37082663938,119607.07089169405,126217.40931008177,118442.60135433413,100657.9145828904,104086.05248740931,109271.19471660935,98826.76747496941,
1881,421.23405597166317,5.46747998235294,0,0,2601009.1998070036,0,43112.03072209087,0,5734.419300841175,0,472193.75258995354,0,21559.100239078394,0,0,0,0,0,0,26605.6805082133,2027.2587652220825,0,0,0,11134.916460109978,254124.89893583138,0,0,149577.55703041423,0,0,0,0,0,0,0,0,0,0,0,0,74263.55917092822,69044.11262022844,68374.78667418756,70186.42517484305,66519.98069545397,65772.28434077637,60083.90704107948,
5036,322.14954317439515,3.292261150000001,0,2000787.968961365,0,0,0,1535.1851025182284,0,743515.7435650253,0,0,0,742090.3845057165,32312.481092355338,993177.1063440088,482007.30414736096,9238.73246776454,0,0,0,210328.50758355466,0,591788.6345183433,0,0,0,813920.8181635316,0,439706.9314536103,0,8760.130073752549,0,19190.62140825415,1327059.435611454,0,941633.5806047586,0,0,707442.9964655609,0,121590.36425664861,184855.07084912798,80024.30385341158,129259.54756015984,69086.02541536943,59215.487171530796,90234.08427164091,
4376,415.3054357501767,6.080210354545454,0,0,0,0,0,0,0,0,0,10380.651083210189,0,0,0,0,0,0,470333.11793044413,0,0,0,0,0,0,0,0,0,0,0,0,31077.20873471813,2493.257674760677,0,0,0,0,0,0,0,0,9619.902850812003,12126.028317112645,15841.503866734902,12014.962271846169,7214.895013804851,9645.731482202807,10397.05616788601,
2769,491.2766277626491,7.883976381818186,71601.08721002605,67765.38055173664,109300.92151884745,65488.38820529432,648081.362622333,40200.25107734294,115358.83774833835,32958.80351938262,47976.615330772394,0,80886.73323769968,65785.99608250942,38679.01555861202,43725.60148927809,61218.768434074846,219970.184980798,10145.945253892813,334266.7904216012,314384.19651489204,43471.33437550419,57701.57999595798,32986.662664988085,424867.49321439886,398216.12166419555,1035831.6472290598,40158.33432543281,145164.30024718196,40469.22215664423,241968.14948332572,12801.232221138907,4705.0713305564495,260232.5171726761,68354.85855828515,34187.33626066638,46047.88656205068,43258.670364569065,34957.20883774936,46701.98396548814,0,166298.94417884783,166647.32567326777,156490.32240307558,133963.12138239224,137654.76611482076,121095.84446483885,106672.89793055883,
4897,369.1813133426552,5.873744349999998,0,0,38399.979273180055,0,2240.1033690102786,0,0,0,75914.52457692324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9053.237149302258,817773.4563493571,0,49496.31434037672,0,1623.1745594305203,0,0,0,0,0,0,0,0,0,0,22470.45952543963,18641.615702310013,21098.07430952333,22084.416962366104,17340.19550550149,18630.349745586253,17297.614783984263,
4776,420.18787088965644,3.445028773809524,621383.8921299377,0,44859.17516770885,140741.86658947318,831165.4553139063,44323.91194609276,1376063.3927336666,552707.7557542729,327142.74526365247,12226.99906274457,851798.1570251463,11446.334289710736,15510.970705426978,42308.37275283989,0,163404.3790413989,10844.05685061576,73807.26941241811,1259461.212603969,5388.534445334595,23007.10783748012,6140.616702245263,681408.4006202319,5757031.575533491,145854.0965287513,0,35831.583213045116,45432.20594279913,452635.41072173626,11567.321895751455,26274.918376787165,27680.020918806218,187682.4785376791,1036261.2540834622,8041.15879272663,13655.396733823021,817223.691802499,5906.837113696218,0,521588.4568010635,460549.7550718246,466655.37886258704,393487.38103528286,297766.0014089772,387500.0592593909,272808.13024650124,
4254,611.1414678972726,1.5339048647058824,0,0,0,0,0,0,0,0,0,306027.902920681,0,51322.88181901147,284564.29628020327,87461.34993147712,0,0,8453663.23298134,0,0,143497.02989864003,0,0,0,0,0,0,0,126575.9754150584,0,0,158096.41784172071,96108.59632563268,0,0,0,0,0,76294.79499862509,0,150426.78531757055,153445.9886666718,132388.08725266485,253339.88591124577,115980.59331657432,159452.40264043375,155282.4865962889,
1865,540.1713386043565,1.873119373333333,0,0,1284332.3050363134,0,0,0,0,0,0,0,0,13290.252337089827,0,0,0,0,0,0,0,44590.880230751856,0,56620.9587637091,0,0,29151.915390398397,0,1549906.4320298946,0,0,0,25154.944731401465,19211.101679472526,0,0,0,0,0,0,0,49931.51250178155,21593.6560354629,89686.90917391948,26620.62397188287,33887.00424049817,51224.991422923114,50788.33141873243,
2729,435.2742492917353,6.521416765714286,0,4858.695803694152,99798.03474144833,7486.593746636492,631277.0487864187,2563.4227842422943,214232.773996679,1937.834017790027,1821.0313777708216,71768.91018118824,167208.6399189281,0,0,44245.85484978121,789.9387598768577,0,29104.755583849026,164855.99904540257,320122.06527659803,0,0,0,6032932.520020927,674249.9507599416,112276.67471761323,2403.3353462146906,215388.6487647178,0,17831.91307080445,826181.5613323695,57023.43622084853,0,126746.158707974,73428.71668537617,23610.760590016205,15367.249368420276,175627.65952514985,0,0,542980.6225410684,637183.0801782283,541432.2996432967,485405.8080997421,466482.5251542424,417135.16516359826,555590.1380870482,
1464,317.20897428277306,7.682563506521742,127193.3679336178,194839.51524295786,517520.66988915956,160760.1339761418,1270769.809088957,192442.96940454334,286552.10936349526,153624.66454387576,205341.79270299562,239744.044376926,471858.45655268093,272207.29385983525,138469.30735112098,171124.05622683512,164534.35632165146,331864.9191101892,78813.80019601088,591837.6564160931,165091.5251375344,226007.95197025515,207986.22467757593,252960.84454659768,731716.8516655939,1.3256722342977414E7,1674977.9923614105,173565.4658228602,1341242.9724858012,136157.79824522432,395348.2753293101,1074544.1504021694,77197.81124608946,672103.5120239317,220133.1307380117,171479.42784250222,98117.0054146915,97747.91220417983,113011.8905831943,160027.26641742213,60170.86030615353,610150.0724814816,682886.2860700313,704869.4615939031,619587.7615981656,623698.3267687265,605587.9653363753,601261.8320720627,
4620,425.27534196219216,3.2580677818181814,0,0,0,0,0,15397.718313196288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558547.0778512732,0,0,0,0,0,0,0,0,3987.025801154413,0,0,0,0,32250.566251687214,562655.2070879901,0,1390.2664692194917,0,17025.956095124664,21758.113526953894,14737.141415847023,0,15553.05161299786,0,33427.253218031154,
4733,822.3384555320786,3.4729699625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13300.439273648368,0,0,0,0,2.0828154351332474E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30732.47940126517,12676.162948189427,44717.342309731175,35407.25954109334,0,12305.666602552737,14577.53384363098,
4714,463.21776471473515,4.109556535714286,0,0,0,0,0,0,11242.237828113957,0,0,0,11811.803291859456,0,0,0,0,0,0,0,0,0,0,0,433382.61668914877,0,8479427.69405298,0,0,0,6604.408510722409,0,0,0,79879.63582627641,2598549.4826484355,0,0,0,0,0,325752.42064317217,334469.26288821915,336697.27120237227,294976.013542292,275728.19037033804,281160.5366067162,252453.29324069465,
4981,1035.2613658129978,2.915505377777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7140.167467189241,0,0,0,5485334.443332158,0,0,0,0,0,0,0,0,0,120435.87543937468,233057.86563267402,216481.26153724472,181863.72086608192,212965.1560618914,78262.9293316429,140311.2358018341,
4757,579.1509476682432,2.7516266526315794,0,0,0,0,27507.539828507706,0,0,0,282524.05201526295,98451.61525571515,12307.609612547056,0,3312640.953892376,0,0,0,24654.819370037032,20808.729619962833,0,0,0,0,59182.88086606675,3140878.2100185007,0,0,0,0,0,0,878174.3099430096,0,6514887.11087731,56525.701340636806,0,0,0,0,0,333384.98521242413,261217.32290073505,289635.2793711822,268604.4556298863,306947.78628515283,250822.53863661102,239798.15035835232,
3270,557.1634967149773,4.366144827272726,0,0,0,0,70405.76908771212,0,1354660.7232080293,0,0,0,0,0,0,0,0,0,0,0,1046717.9271368197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607277.5875629411,0,0,125578.30336205824,119804.12903698286,118560.66430496157,121527.8926716109,118293.03488242134,109020.40063778215,104865.06887000396,
2863,622.3434995213407,4.654338788888888,124419.76959378085,865.4580394168867,6605.450573812399,0,80723.22056268653,0,22028.287224320415,0,49128.85838458495,0,39587.88715226817,0,0,0,0,0,0,0,46173.84191641369,0,2921.9333132914862,629.9339007967162,41354.63813864087,32853.086255653645,55578.78946834166,0,7752.393458959101,0,28362.60736322897,0,0,0,0,515736.73447937705,4152.485735568602,723.308085979972,110738.41325969507,1361.08350968188,0,40948.75772918889,49566.21462932005,51849.50733728499,40581.5279366441,35188.60726894626,27927.99288622815,36524.660218984296,
2687,249.14830762747047,5.892966167391304,28717.274693898333,33570.80761499718,95345.05110848323,22470.73658801442,1016239.1030884113,23311.335659723045,101029.03148044657,26512.656019013637,76261.34925556478,66291.0921709174,181610.38794848527,28415.061091564476,7983.953187630647,15225.981876870128,24990.913370137332,25202.284409432465,81373.46524776515,111549.83604658459,168159.07678755102,26913.98850145327,15802.482658203007,44481.021110488866,663744.551625701,1118510.7475300396,269893.68991826,20399.78815863719,129070.96001381277,8631.092342249653,74989.45615143815,1321628.501313266,28491.408098075044,41192.821323555094,106689.650176471,23129.016081397058,35995.3886911494,17405.677759161557,70255.79560665615,40878.959194669966,6061.939655604744,190200.85632109252,199727.44246527625,175528.52180710708,190043.4104005651,181544.0394653672,179417.00044143008,174323.37177031656,
