row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1687161692_PMA_BK_ALC_01_20230619131304.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,Unnamed: 32
4215,303.04904422116385,1.9686484,,,,,,,,,,,42817.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7221.670999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4216,522.1834803830201,1.9689578,,,,,,,,,,,0.0,0.0,0.0,0.0,59735.51,0.0,0.0,0.0,0.0,31777.332000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49929.33,
4218,430.17131243633514,1.9691783999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204665.36,0.0,0.0,0.0,0.0,0.0,
4224,270.16998043991106,1.9730217,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16825.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4226,591.1320896589157,1.9735767,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33158.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4227,206.04490110950482,1.9741693999999999,,,,,,,,,,,0.0,12606.8545,0.0,30351.507999999998,16796.756,0.0,8282.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8541.386,0.0,6269.2080000000005,0.0,0.0,
4229,518.1529371482138,1.9746061999999998,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12083.473999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4230,789.2085185869203,1.9757810000000002,,,,440.0,,,,,,,275627.97,0.0,123133.766,0.0,0.0,0.0,0.0,0.0,104873.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56121.31,99649.555,46402.547,
4233,327.04771367522363,1.9777843999999998,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40430.207,0.0,0.0,0.0,
4234,315.04854973316964,1.9795638,,,,,,,,,,,0.0,0.0,0.0,0.0,717499.9,0.0,0.0,0.0,0.0,618072.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904044.44,
4239,253.117982839148,1.9846833,,,,,,,,,,,0.0,13177.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22559.593999999997,0.0,
4240,302.2072170898138,1.9846833,,,,,,,,,,,0.0,21480.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28707.531000000003,0.0,
4241,480.20739171478124,1.9846833,,,,,,,,,,,0.0,10216.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13200.906,0.0,
4242,325.09187722444324,1.9862131999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,61404.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47384.004,0.0,0.0,14056.686000000002,0.0,14603.788,0.0,
4243,218.0811777105339,1.9869576,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15232.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4244,264.0865675004021,1.9869576,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15043.091999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4245,550.1765193432503,1.9884001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17418.018,0.0,9738.649,0.0,0.0,0.0,0.0,
4246,789.2098258800917,1.9886224,,,,,,,,,,,0.0,0.0,35824.32,0.0,0.0,0.0,0.0,0.0,0.0,149832.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4250,518.1507573797231,1.9900576,,,,,,,,,,,21661.451,0.0,25996.928,31054.553,33337.37,10098.617,9735.22,10510.568000000001,4797.3745,0.0,0.0,0.0,57121.426,8996.464,22021.84,0.0,23603.371,13966.741000000002,5978.116,
4251,303.04747455041763,1.9917616999999999,,,,,,,,,,,0.0,191974.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230043.77,87377.07,0.0,
4254,465.102998558788,1.9930198000000001,,,,440.0,,,,,,,122596.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8970.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21924.737999999998,45807.227,23644.346,
4255,299.07413856266146,1.9933580000000002,,,,,,,,,,,0.0,0.0,370885.47,181505.08,238156.11,0.0,0.0,0.0,0.0,334543.72,0.0,0.0,0.0,272023.94,0.0,0.0,260919.81,0.0,420849.5,
4258,248.1491460307666,1.9958571,,,,,,,,,,,0.0,26440.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42314.155999999995,0.0,
4261,315.0474876635223,1.9962376,,,,,,,,,,,0.0,26412.88,1119112.1,667769.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906018.0,0.0,1177754.4,469129.28,32745.197,0.0,
4263,298.09812269485167,1.9964414000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220390.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4265,184.0370888250349,1.9971803,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15364.222,0.0,18905.467,0.0,0.0,0.0,0.0,
4266,591.1330817108937,1.9984665000000001,,,,480.0,,,,,,,0.0,0.0,29048.672000000002,10698.063999999998,16810.924,0.0,0.0,0.0,19847.953,18172.53,0.0,0.0,0.0,23956.9,0.0,23337.959,0.0,0.0,29446.027000000002,
4267,287.07341912893287,2.0013747,,,,,,,,,,,0.0,69558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33734.93,0.0,
4276,198.1237474417168,2.004673,,,,,,,,,,,0.0,18116.195,0.0,114174.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32409.672000000002,0.0,23400.889,0.0,0.0,48197.477,
4277,229.15477104105025,2.005099,,,,,,,,,,,0.0,108428.484,0.0,25622.718999999997,17411.965,0.0,17258.828,0.0,0.0,0.0,0.0,0.0,0.0,24671.183999999997,9995.913,0.0,0.0,152051.4,0.0,
4279,522.1815830831712,2.0066047,,,,,,,,,,,0.0,0.0,0.0,76985.375,0.0,40755.914,6338.0747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12811.638,0.0,
4280,299.09926370560925,2.0086303,,,,,,,,,,,0.0,0.0,0.0,40030.08,0.0,0.0,0.0,0.0,16781.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4281,575.1584071836005,2.0086584,,,,,,,,,,,0.0,0.0,44032.312000000005,12272.763,0.0,0.0,0.0,0.0,83002.98,0.0,0.0,0.0,0.0,24083.926,0.0,23731.0,0.0,0.0,55918.727,
4284,146.1652071341463,2.0104990000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,115251.12,53515.234000000004,85410.75,31000.941000000003,0.0,0.0,0.0,38121.19,0.0,40605.387,341727.28,0.0,0.0,0.0,
4290,243.05293636851692,2.0145464,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12496.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4291,338.17244411660664,2.0145464,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37243.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4297,205.098080484412,2.0177473999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165916.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4300,547.1946408118272,2.0177473999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85101.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4306,375.0921259730768,2.0215235000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39483.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68517.81,0.0,0.0,0.0,
4307,746.2348060650634,2.0224599999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,19887.385,13416.291000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22305.576,0.0,0.0,0.0,10684.751,0.0,
4308,298.0969684044517,2.0225844,,,,,,,,,,,106917.3,129286.0,147194.77,355084.12,246577.95,188839.05,222240.03,122007.33,144882.81,0.0,0.0,0.0,269424.1,97764.26,473188.94,178734.25,247661.9,123306.945,193182.88,
4309,150.0551090907123,2.0250093999999996,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,430190.97,0.0,0.0,0.0,0.0,0.0,0.0,66881.61,0.0,0.0,0.0,0.0,0.0,
4312,130.08639719099756,2.0253568,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418813.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4313,300.21690363716186,2.0253568,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3256663.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4314,322.19863015370964,2.0253568,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19651.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4316,541.1104860659111,2.0271863999999997,,,,,,,,,,,0.0,0.0,0.0,16637.234,0.0,0.0,0.0,0.0,0.0,25008.417999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4324,163.03971686093368,2.0285599999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5823920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4327,181.05034341698962,2.0285599999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8694078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4331,325.0932771959307,2.0285599999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159531.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4332,343.10390070556883,2.0285599999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173162.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4334,360.13050850223203,2.0285599999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2849248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4335,361.1338201530868,2.0285599999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468518.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4336,365.08582026528353,2.0285599999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421765.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4339,381.0598203959562,2.0285599999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291940.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4340,388.16173980574206,2.0285599999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510672.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4344,707.1823220951924,2.0285599999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161742.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4345,132.04463778663919,2.0290656000000005,,,,,,,,,,,0.0,0.0,0.0,24186.576,22951.09,0.0,151460.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10384.214,0.0,0.0,0.0,
4347,530.3303168757117,2.0307112000000003,,,,,,,,,,,0.0,46915.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4353,481.1822663936738,2.0337311999999996,,,,,,,,,,,34355.574,0.0,83535.43,26733.932,43175.805,46573.18,0.0,0.0,18018.578,58158.824,0.0,0.0,0.0,15875.993,0.0,39734.582,36430.37,0.0,19956.354,
4358,312.1082780768916,2.035872,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,50336.312000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4359,329.13492905702077,2.035872,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,52008.914000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4360,334.0901989154481,2.035872,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,44189.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4362,357.1662892168106,2.035872,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,48693.234000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4368,188.07068313542285,2.0371253,,,,45.0,96.0,[M+H]+,,1.0,4369,187.06345,39488.887,158227.47,214038.97,133256.02,122982.48,105132.15,156949.03,418695.3,29426.389,0.0,0.0,0.0,19444.494,75672.305,38732.09,238228.48,224822.98,205792.17,44401.977,
4369,205.09730866205933,2.0371253,,,,45.0,96.0,[M+NH4]+,,2.0,4369;4368,187.06345,59892.465,235722.66,313258.25,191580.7,173912.0,174178.8,242281.2,631439.9,44126.652,0.0,0.0,0.0,39572.15,104110.05,61073.69,319624.34,325361.4,290563.53,60281.405999999995,
4370,392.15539232057404,2.0378435,,,,,,,,,,,3033.522,0.0,0.0,0.0,17650.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44112.05,0.0,0.0,0.0,
4371,547.1920653657019,2.0379386000000004,,,,,,,,,,,20417.7,62245.11,72410.59,86625.27,69887.86,71481.72,0.0,156188.58,0.0,0.0,0.0,0.0,0.0,26164.64,0.0,0.0,127210.59,86339.97,0.0,
4379,702.2269285313522,2.0395079,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234513.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4385,846.2887638719499,2.0419679,,,,,,,,,,,53300.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72529.48,
4387,707.1795832054921,2.0423169999999997,,,,422.0,97.0,[2M+Na]+,,3.0,4387;4407;4408,342.09526,87410.7,80781.55,60327.24,159552.73,129679.27,122117.54,0.0,64250.36,75242.5,0.0,0.0,0.0,64541.085999999996,67383.72,0.0,0.0,108949.445,64470.785,174700.88,
4390,145.02850416160476,2.0433323,,,,422.0,,,,,,,24350.283,9949.442,0.0,30611.744,31945.362999999998,39388.996,0.0,8646.042,0.0,38916.297,0.0,0.0,20865.57,13341.202,0.0,7099.561,21218.897999999997,11976.926000000001,0.0,
4393,381.05831331382655,2.0443509,,,,163.0,,,,,,,137935.28,402382.72,195137.56,474394.1,560697.9,364681.0,0.0,476262.16,139922.56,0.0,0.0,0.0,417483.94,266326.28,315581.12,298819.75,315086.06,325537.34,412953.9,
4394,641.1687427638217,2.0444686,,,,,,,,,,,0.0,0.0,22899.627,24254.873,0.0,0.0,0.0,0.0,39152.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8689.383,0.0,0.0,
4395,180.08693257026616,2.0446703,,,,422.0,,,,,,,45212.137,0.0,0.0,69335.68,92906.195,58540.348,0.0,45524.76,0.0,69800.15,0.0,0.0,81009.555,0.0,32822.78,31156.117000000002,0.0,0.0,68837.125,
4396,135.0443073415195,2.0447557,,,,422.0,,,,,,,98914.5,56453.223,53510.758,125312.96,131670.95,173531.78,17146.03,43134.074,53531.727,160876.61,0.0,0.0,74043.42,58538.895,32302.748,39445.375,103003.34,50352.297,187267.84,
4397,325.09203842956805,2.0451035,,,,,,,,,,,107442.664,41754.87,55113.335999999996,76393.89,111918.33,132675.44,12798.37,27028.327999999998,66420.5,0.0,0.0,0.0,224073.9,47408.062000000005,273883.34,41464.785,72016.664,57806.434,166753.1,
4399,148.06064531632842,2.0453,,,,,,,,,,,0.0,0.0,0.0,0.0,69810.13,50329.824,0.0,50756.64,0.0,56792.066,0.0,0.0,0.0,0.0,0.0,0.0,26965.545,0.0,27398.125,
4400,447.14985629947444,2.0456698,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15764.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4401,163.03908687303831,2.0457623,,,,422.0,,,,,,,3914398.0,2040586.5,1961432.5,4410648.5,5244545.0,6714319.0,838245.9,1796232.0,1989926.5,0.0,0.0,0.0,2798730.5,2200617.0,1326972.2,1495055.0,4096807.2,2377467.5,6933231.5,
4402,181.04966417288875,2.0457623,,,,422.0,,,,,,,4898723.5,2544477.0,2361622.8,6274427.0,6596518.0,9704068.0,629349.2,2146676.5,2642922.5,0.0,0.0,0.0,3442048.0,2942655.2,1460164.0,1964297.8,5523657.5,3222889.0,9736111.0,
4403,365.08451214495074,2.0458383999999996,,,,422.0,97.0,[M+Na]+,,3.0,4403;4407;4408,342.09526,224769.4,317653.53,218426.56,287668.97,521602.2,596333.6,77557.125,257216.58,266258.75,0.0,0.0,0.0,191950.83,261234.94,155216.7,253854.23,499905.0,292792.12,488165.03,
4407,343.10264143309837,2.0464077,,,,422.0,97.0,[M+H]+,,5.0,4403;4414;4387;4407;4408,342.09526,1082103.8,687801.7,656503.25,1668738.2,1810113.6,2550435.2,150843.16,608409.06,708215.6,0.0,0.0,0.0,875904.56,831827.4,378302.12,555469.7,1467187.6,662248.9,2422010.2,
4408,360.1291608591892,2.0464077,,,,422.0,97.0,[M+NH4]+,,4.0,4403;4387;4407;4408,342.09526,1837717.5,948858.5,862842.56,2142636.0,2346808.0,3254136.8,206176.73,837375.25,991431.2,0.0,0.0,0.0,1232479.1,1087929.8,513569.03,732934.6,2087975.1,1093060.0,3157245.5,
4410,388.16030318108216,2.0464759999999997,,,,422.0,,,,,,,188001.17,202337.25,154704.36,501340.7,543281.3,417734.38,49835.312000000005,159290.38,186675.39,0.0,0.0,0.0,414796.97,238371.78,153708.83,144614.02,339682.03,217359.0,567411.8,
4414,702.2240824807742,2.0473689999999998,,,,422.0,97.0,[2M+NH4]+,,2.0,4414;4407,342.09526,107892.09,33066.164,42123.996,138928.39,141650.75,178053.03,0.0,27016.566000000003,56369.835999999996,0.0,0.0,0.0,58897.99,78754.836,0.0,23032.03,117959.25,56358.2,160571.58,
4419,723.1528607771718,2.048569,,,,163.0,,,,,,,0.0,13967.716,0.0,21672.572,22357.808999999997,16157.23,0.0,20950.625,0.0,0.0,0.0,0.0,17830.502,10833.148000000001,0.0,10103.369,0.0,12282.68,0.0,
4421,147.07666463358498,2.048852,,,,191.0,98.0,[M+NH4]+,,2.0,4421;4443,129.04286000000002,0.0,0.0,15929.05,43901.582,69340.78,35455.84,0.0,46919.523,0.0,102281.7,0.0,0.0,14514.196000000002,0.0,53272.742,50819.41,19811.89,0.0,49989.965,
4433,231.17023971169942,2.0508182,,,,365.0,,,,,,,0.0,51677.734000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82160.72,0.0,
4436,496.18143558412424,2.0517863999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13282.778,0.0,0.0,0.0,0.0,0.0,0.0,31044.486,0.0,0.0,0.0,0.0,0.0,
4437,256.17561482239535,2.0521543,,,,282.0,99.0,[M+NH4]+,,2.0,4435;4437,238.14175,15369.166000000001,16450.55,0.0,0.0,0.0,0.0,22833.722999999998,20793.695,20125.94,0.0,10377.088,80693.41,23349.058999999997,10495.245,16704.762,0.0,0.0,0.0,10171.006,
4442,188.07095944615398,2.0530009999999996,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107672.57,0.0,0.0,5133.6353,0.0,0.0,0.0,0.0,0.0,0.0,
4443,130.05015003070332,2.0530603,,,,191.0,98.0,[M+H]+,,1.0,4421,129.04286000000002,34383.75,0.0,12972.567,54228.223,79107.98,44419.09,37429.824,57663.17,6552.29,88759.32,0.0,0.0,35232.58,0.0,72980.93,54104.547,22997.086,0.0,63429.977,
4447,132.04467586831555,2.05514,,,,,,,,,,,0.0,0.0,0.0,0.0,18983.4,8585.463,177528.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6992.935,0.0,0.0,0.0,
4448,284.2069271443896,2.0556877,,,,282.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13716.691,0.0,13088.698999999999,0.0,0.0,70353.32,13954.763,0.0,11973.805,0.0,0.0,0.0,0.0,
4449,388.0886384076082,2.0559545,,,,441.0,,,,,,,31490.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73172.836,71749.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58142.72,
4451,138.05505098826416,2.0568838,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445875.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4452,298.2012817196462,2.0568838,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165383.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4454,222.07651787377145,2.0570855,,,,,,,,,,,8852.7295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13355.671999999999,0.0,0.0,0.0,0.0,6672.593000000001,0.0,0.0,0.0,0.0,0.0,
4461,146.0814596251824,2.0603814,,,,,,,,,,,76188.15,0.0,53074.96,0.0,0.0,0.0,0.0,91229.94,0.0,21714.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68973.65,
4463,348.1762080500536,2.061509,,,,,,,,,,,0.0,24924.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44145.36,0.0,
4466,414.17584825848684,2.0642113999999996,,,,,,,,,,,0.0,0.0,0.0,49584.28,152546.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4467,285.0972383455808,2.0660925,,,,,,,,,,,43269.484000000004,0.0,33983.89,40392.58,57305.523,0.0,0.0,0.0,38844.555,27239.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17017.5,
4471,714.2252675761885,2.0672023,,,,,,,,,,,0.0,0.0,15415.178,15766.801000000001,9028.219000000001,0.0,0.0,0.0,0.0,13741.951000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4637.0547,
4472,318.15606145439705,2.0711763,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17889.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4474,522.1839105708821,2.0711763,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21318.472999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4480,147.04419714963913,2.0756292000000003,,,,,,,,,,,0.0,28285.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3699.9692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41401.273,0.0,
4485,312.21682988796493,2.0777254000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229799.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4488,146.07193279464522,2.0790508,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,35297.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4491,312.10859204707236,2.0790508,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,41801.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4493,357.1664952745692,2.0790508,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,95441.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4501,418.00938594316335,2.0824056,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22217.725,0.0,22642.908,0.0,0.0,0.0,0.0,
4503,341.08706835940427,2.0835383000000003,,,,354.0,,,,,,,46662.137,0.0,61604.992,38984.69,25829.577999999998,32734.006,24654.042999999998,82975.69,36871.035,17737.92,0.0,0.0,4754.169,38105.348,51395.094000000005,12313.761999999999,0.0,0.0,6202.159000000001,
4505,305.02705845926874,2.0848868,,,,76.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,52641.55,26032.463,0.0,0.0,0.0,0.0,0.0,0.0,45775.207,0.0,0.0,0.0,0.0,
4506,330.0820390396462,2.085016,,,,,,,,,,,0.0,22511.615,0.0,0.0,0.0,0.0,17717.668,10404.122,0.0,0.0,0.0,0.0,29501.02,0.0,36812.824,0.0,0.0,16977.213,0.0,
4508,326.08707298201074,2.0852983,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,55545.14,123997.85,0.0,0.0,0.0,0.0,46221.273,0.0,0.0,0.0,0.0,0.0,0.0,
4511,522.1821250454904,2.0854340000000002,,,,,,,,,,,15908.162,12447.476999999999,10466.052,43372.76,35810.977,15570.201000000001,0.0,0.0,14614.913,0.0,0.0,0.0,27528.297000000002,44267.06,0.0,0.0,9885.11,15434.723999999998,18813.602,
