row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1687161692_PMA_BK_ALC_01_20230619131304.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,
4162,138.05530295249778,1.9355026,,,,,,,,,,,388795.88,0,0,0,425148.84,523565.66,0,0,0,198271.02,0,0,0,0,0,0,0,0,218664.69,
4163,474.1734299037208,1.9367158,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,7391.3994,0,0,0,0,0,0,
4164,373.0771921471555,1.9370582,,,,159,94,[M+H]+,,3,4165;4125;4164,372.0702,42678.93,0,0,0,0,0,0,0,43470.3,118431.984,0,0,0,0,0,0,0,0,157186.88,
4165,390.1038485462732,1.9370582,,,,159,94,[M+NH4]+,,4,4176;4165;4164;4125,372.0702,49373.46,0,0,0,0,0,0,0,51313.27,135382.72,0,0,0,0,0,0,0,0,178290.34,
4168,181.04988122029815,1.9373509,,,,,,,,,,,0,0,0,0,0,0,0,28952.248,0,75688.09,0,0,0,35351.195,0,0,0,0,0,
4169,465.1037133204643,1.9373261,,,,,,,,,,,0,0,0,0,0,0,0,0,61741.426,74266.016,0,0,0,0,0,0,0,0,0,
4174,506.1881542154764,1.9382195,,,,,,,,,,,0,0,0,26491.145,11835.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4175,146.07165265443334,1.9382691,,,,18,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,44350.246,0,63477.85,0,0,0,0,
4176,355.06763201486297,1.9385937,,,,159,94,[M-H2O+H]+,,2,4165;4125,372.0702,7385.016,0,0,0,0,0,0,0,0,24845.2,0,0,0,0,0,0,0,0,30857.035,
4180,395.0586059660848,1.941433,,,,,,,,,,,11299.607,0,6657.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40262.277,
4185,508.20344271771086,1.9421346,,,,,,,,,,,0,0,0,0,8805.865,5777.8384,0,0,0,0,0,0,0,13211.7,0,0,0,7134.492,0,
4186,388.0884950335854,1.942238,,,,159,,,,,,,28904.338,0,0,0,0,0,0,0,0,58206.52,0,0,0,0,0,0,0,0,76400.92,
4190,343.10265815583597,1.9458083,,,,,,,,,,,0,0,0,15758.172,0,16179.692,20852.96,0,0,0,0,0,0,6846.7,0,0,0,0,0,
4191,286.1756638454501,1.9459178,,,,228,,,,,,,0,44713.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37984.832,0,
4193,702.226325039819,1.9477718,,,,,,,,,,,0,0,0,0,0,57893.875,0,0,0,66834.32,0,0,0,0,0,0,0,0,0,
4194,449.14210896630254,1.9480865,,,,,,,,,,,0,0,0,0,0,0,0,33779.582,0,0,0,0,0,0,0,0,0,0,0,
4196,358.1131033510983,1.9491507,,,,18,,,,,,,0,0,0,5133.347,0,0,0,0,0,0,0,0,13009.214,0,10667.869,0,0,9944.541,0,
4197,365.10638764291815,1.9505452,,,,,,,,,,,179090.25,0,0,0,250105.11,0,0,0,0,37218.586,0,0,0,0,0,0,0,0,0,
4200,714.2247041160404,1.9566988,,,,,,,,,,,0,0,12364.363,47620.973,22665.662,17015.082,0,0,0,0,0,0,0,0,0,0,0,0,13138.618,
4202,298.201355798341,1.9575427,,,,,,,,,,,0,0,0,0,0,0,0,775325.6,0,0,0,0,0,0,0,0,0,0,0,
4203,336.1571474281014,1.9575427,,,,,,,,,,,0,0,0,0,0,0,0,12108.535,0,0,0,0,0,0,0,0,0,0,0,
4207,294.0607257502658,1.9600555,,,,268,,,,,,,0,15237.401,0,0,0,0,21170.125,33028.023,0,0,0,0,4872.958,0,0,0,0,0,0,
4208,206.0446863047772,1.9614002,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18788.459,0,0,
4211,522.1817943117146,1.9644415,,,,,,,,,,,35592.48,41202.59,18834.145,41823.043,35272.547,36687.23,45202.062,0,15361.611,0,0,0,7068.8145,55774.81,0,0,37217.18,30986.467,32669.861,
4215,303.04904422116385,1.9686484,,,,,,,,,,,42817.047,0,0,0,0,0,0,0,7221.671,0,0,0,0,0,0,0,0,0,0,
4216,522.1834803830201,1.9689578,,,,,,,,,,,0,0,0,0,59735.51,0,0,0,0,31777.332,0,0,0,0,0,0,0,0,49929.33,
4218,430.1713124363351,1.9691784,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,204665.36,0,0,0,0,0,
4224,270.16998043991106,1.9730217,,,,,,,,,,,0,0,0,0,0,0,0,16825.533,0,0,0,0,0,0,0,0,0,0,0,
4226,591.1320896589156,1.9735767,,,,,,,,,,,0,0,0,0,0,0,0,0,33158.79,0,0,0,0,0,0,0,0,0,0,
4227,206.04490110950482,1.9741694,,,,,,,,,,,0,12606.8545,0,30351.508,16796.756,0,8282.558,0,0,0,0,0,0,0,8541.386,0,6269.208,0,0,
4229,518.1529371482138,1.9746062,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12083.474,0,0,0,0,0,0,0,0,0,
4230,789.2085185869204,1.975781,,,,440,,,,,,,275627.97,0,123133.766,0,0,0,0,0,104873.03,0,0,0,0,0,0,0,56121.31,99649.555,46402.547,
4233,327.04771367522363,1.9777844,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40430.207,0,0,0,
4234,315.04854973316964,1.9795638,,,,,,,,,,,0,0,0,0,717499.9,0,0,0,0,618072.6,0,0,0,0,0,0,0,0,904044.44,
4239,253.117982839148,1.9846833,,,,,,,,,,,0,13177.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22559.594,0,
4240,302.2072170898138,1.9846833,,,,,,,,,,,0,21480.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28707.531,0,
4241,480.20739171478124,1.9846833,,,,,,,,,,,0,10216.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200.906,0,
4242,325.09187722444324,1.9862132,,,,,,,,,,,0,0,0,0,61404.62,0,0,0,0,0,0,0,47384.004,0,0,14056.686,0,14603.788,0,
4243,218.08117771053392,1.9869576,,,,,,,,,,,0,0,0,0,0,0,15232.964,0,0,0,0,0,0,0,0,0,0,0,0,
4244,264.0865675004021,1.9869576,,,,,,,,,,,0,0,0,0,0,0,15043.092,0,0,0,0,0,0,0,0,0,0,0,0,
4245,550.1765193432504,1.9884001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,17418.018,0,9738.649,0,0,0,0,
4246,789.2098258800917,1.9886224,,,,,,,,,,,0,0,35824.32,0,0,0,0,0,0,149832.4,0,0,0,0,0,0,0,0,0,
4250,518.1507573797231,1.9900576,,,,,,,,,,,21661.451,0,25996.928,31054.553,33337.37,10098.617,9735.22,10510.568,4797.3745,0,0,0,57121.426,8996.464,22021.84,0,23603.371,13966.741,5978.116,
4251,303.0474745504176,1.9917617,,,,,,,,,,,0,191974.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230043.77,87377.07,0,
4254,465.10299855878804,1.9930198,,,,440,,,,,,,122596.25,0,0,0,0,0,0,0,8970.945,0,0,0,0,0,0,0,21924.738,45807.227,23644.346,
4255,299.07413856266146,1.993358,,,,,,,,,,,0,0,370885.47,181505.08,238156.11,0,0,0,0,334543.72,0,0,0,272023.94,0,0,260919.81,0,420849.5,
4258,248.1491460307666,1.9958571,,,,,,,,,,,0,26440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42314.156,0,
4261,315.0474876635223,1.9962376,,,,,,,,,,,0,26412.88,1119112.1,667769.4,0,0,0,0,0,0,0,0,0,906018.0,0,1177754.4,469129.28,32745.197,0,
4263,298.09812269485167,1.9964414,,,,,,,,,,,0,0,0,0,0,0,0,0,0,220390.14,0,0,0,0,0,0,0,0,0,
4265,184.03708882503494,1.9971803,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,15364.222,0,18905.467,0,0,0,0,
4266,591.1330817108937,1.9984665,,,,480,,,,,,,0,0,29048.672,10698.064,16810.924,0,0,0,19847.953,18172.53,0,0,0,23956.9,0,23337.959,0,0,29446.027,
4267,287.07341912893287,2.0013747,,,,,,,,,,,0,69558.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33734.93,0,
4276,198.1237474417168,2.004673,,,,,,,,,,,0,18116.195,0,114174.5,0,0,0,0,0,0,0,0,0,32409.672,0,23400.889,0,0,48197.477,
4277,229.15477104105022,2.005099,,,,,,,,,,,0,108428.484,0,25622.719,17411.965,0,17258.828,0,0,0,0,0,0,24671.184,9995.913,0,0,152051.4,0,
4279,522.1815830831712,2.0066047,,,,,,,,,,,0,0,0,76985.375,0,40755.914,6338.0747,0,0,0,0,0,0,0,0,0,0,12811.638,0,
4280,299.09926370560925,2.0086303,,,,,,,,,,,0,0,0,40030.08,0,0,0,0,16781.623,0,0,0,0,0,0,0,0,0,0,
4281,575.1584071836005,2.0086584,,,,,,,,,,,0,0,44032.312,12272.763,0,0,0,0,83002.98,0,0,0,0,24083.926,0,23731.0,0,0,55918.727,
4284,146.1652071341463,2.010499,,,,,,,,,,,0,0,0,0,0,115251.12,53515.234,85410.75,31000.941,0,0,0,38121.19,0,40605.387,341727.28,0,0,0,
4290,243.05293636851695,2.0145464,,,,,,,,,,,0,0,0,0,0,0,0,12496.524,0,0,0,0,0,0,0,0,0,0,0,
4291,338.1724441166066,2.0145464,,,,,,,,,,,0,0,0,0,0,0,0,37243.434,0,0,0,0,0,0,0,0,0,0,0,
4297,205.09808048441198,2.0177474,,,,,,,,,,,0,0,0,0,0,0,0,0,0,165916.9,0,0,0,0,0,0,0,0,0,
4300,547.1946408118272,2.0177474,,,,,,,,,,,0,0,0,0,0,0,0,0,0,85101.11,0,0,0,0,0,0,0,0,0,
4306,375.0921259730768,2.0215235,,,,,,,,,,,0,0,0,0,0,0,0,39483.293,0,0,0,0,0,0,0,68517.81,0,0,0,
4307,746.2348060650633,2.02246,,,,,,,,,,,0,0,0,0,19887.385,13416.291,0,0,0,0,0,0,0,22305.576,0,0,0,10684.751,0,
4308,298.0969684044517,2.0225844,,,,,,,,,,,106917.3,129286.0,147194.77,355084.12,246577.95,188839.05,222240.03,122007.33,144882.81,0,0,0,269424.1,97764.26,473188.94,178734.25,247661.9,123306.945,193182.88,
4309,150.0551090907123,2.0250094,,,,,,,,,,,0,0,0,0,0,0,430190.97,0,0,0,0,0,0,66881.61,0,0,0,0,0,
4312,130.08639719099756,2.0253568,,,,,,,,,,,0,0,0,0,0,0,0,418813.75,0,0,0,0,0,0,0,0,0,0,0,
4313,300.2169036371619,2.0253568,,,,,,,,,,,0,0,0,0,0,0,0,3256663.8,0,0,0,0,0,0,0,0,0,0,0,
4314,322.19863015370964,2.0253568,,,,,,,,,,,0,0,0,0,0,0,0,19651.824,0,0,0,0,0,0,0,0,0,0,0,
4316,541.1104860659111,2.0271864,,,,,,,,,,,0,0,0,16637.234,0,0,0,0,0,25008.418,0,0,0,0,0,0,0,0,0,
4324,163.03971686093368,2.02856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5823920.0,0,0,0,0,0,0,0,0,0,
4327,181.05034341698965,2.02856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8694078.0,0,0,0,0,0,0,0,0,0,
4331,325.0932771959307,2.02856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,159531.08,0,0,0,0,0,0,0,0,0,
4332,343.10390070556883,2.02856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2173162.8,0,0,0,0,0,0,0,0,0,
4334,360.13050850223203,2.02856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2849248.0,0,0,0,0,0,0,0,0,0,
4335,361.1338201530868,2.02856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,468518.53,0,0,0,0,0,0,0,0,0,
4336,365.08582026528353,2.02856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,421765.9,0,0,0,0,0,0,0,0,0,
4339,381.0598203959562,2.02856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,291940.2,0,0,0,0,0,0,0,0,0,
4340,388.161739805742,2.02856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,510672.97,0,0,0,0,0,0,0,0,0,
4344,707.1823220951924,2.02856,,,,,,,,,,,0,0,0,0,0,0,0,0,0,161742.78,0,0,0,0,0,0,0,0,0,
4345,132.04463778663919,2.0290656,,,,,,,,,,,0,0,0,24186.576,22951.09,0,151460.36,0,0,0,0,0,0,0,0,10384.214,0,0,0,
4347,530.3303168757117,2.0307112,,,,,,,,,,,0,46915.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4353,481.18226639367384,2.0337312,,,,,,,,,,,34355.574,0,83535.43,26733.932,43175.805,46573.18,0,0,18018.578,58158.824,0,0,0,15875.993,0,39734.582,36430.37,0,19956.354,
4358,312.1082780768916,2.035872,,,,,,,,,,,0,0,0,0,0,0,50336.312,0,0,0,0,0,0,0,0,0,0,0,0,
4359,329.13492905702077,2.035872,,,,,,,,,,,0,0,0,0,0,0,52008.914,0,0,0,0,0,0,0,0,0,0,0,0,
4360,334.0901989154481,2.035872,,,,,,,,,,,0,0,0,0,0,0,44189.387,0,0,0,0,0,0,0,0,0,0,0,0,
4362,357.1662892168106,2.035872,,,,,,,,,,,0,0,0,0,0,0,48693.234,0,0,0,0,0,0,0,0,0,0,0,0,
4368,188.07068313542283,2.0371253,,,,45,96,[M+H]+,,1,4369,187.06345,39488.887,158227.47,214038.97,133256.02,122982.48,105132.15,156949.03,418695.3,29426.389,0,0,0,19444.494,75672.305,38732.09,238228.48,224822.98,205792.17,44401.977,
4369,205.0973086620593,2.0371253,,,,45,96,[M+NH4]+,,2,4369;4368,187.06345,59892.465,235722.66,313258.25,191580.7,173912.0,174178.8,242281.2,631439.9,44126.652,0,0,0,39572.15,104110.05,61073.69,319624.34,325361.4,290563.53,60281.406,
4370,392.155392320574,2.0378435,,,,,,,,,,,3033.522,0,0,0,17650.025,0,0,0,0,0,0,0,0,0,0,44112.05,0,0,0,
4371,547.1920653657019,2.0379386,,,,,,,,,,,20417.7,62245.11,72410.59,86625.27,69887.86,71481.72,0,156188.58,0,0,0,0,0,26164.64,0,0,127210.59,86339.97,0,
4379,702.2269285313522,2.0395079,,,,,,,,,,,0,0,0,0,0,0,0,0,0,234513.58,0,0,0,0,0,0,0,0,0,
4385,846.2887638719499,2.0419679,,,,,,,,,,,53300.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72529.48,
4387,707.1795832054921,2.042317,,,,422,97,[2M+Na]+,,3,4387;4407;4408,342.09526,87410.7,80781.55,60327.24,159552.73,129679.27,122117.54,0,64250.36,75242.5,0,0,0,64541.086,67383.72,0,0,108949.445,64470.785,174700.88,
4390,145.02850416160476,2.0433323,,,,422,,,,,,,24350.283,9949.442,0,30611.744,31945.363,39388.996,0,8646.042,0,38916.297,0,0,20865.57,13341.202,0,7099.561,21218.898,11976.926,0,
4393,381.0583133138265,2.0443509,,,,163,,,,,,,137935.28,402382.72,195137.56,474394.1,560697.9,364681.0,0,476262.16,139922.56,0,0,0,417483.94,266326.28,315581.12,298819.75,315086.06,325537.34,412953.9,
4394,641.1687427638216,2.0444686,,,,,,,,,,,0,0,22899.627,24254.873,0,0,0,0,39152.117,0,0,0,0,0,0,0,8689.383,0,0,
4395,180.08693257026616,2.0446703,,,,422,,,,,,,45212.137,0,0,69335.68,92906.195,58540.348,0,45524.76,0,69800.15,0,0,81009.555,0,32822.78,31156.117,0,0,68837.125,
4396,135.04430734151947,2.0447557,,,,422,,,,,,,98914.5,56453.223,53510.758,125312.96,131670.95,173531.78,17146.03,43134.074,53531.727,160876.61,0,0,74043.42,58538.895,32302.748,39445.375,103003.34,50352.297,187267.84,
4397,325.09203842956805,2.0451035,,,,,,,,,,,107442.664,41754.87,55113.336,76393.89,111918.33,132675.44,12798.37,27028.328,66420.5,0,0,0,224073.9,47408.062,273883.34,41464.785,72016.664,57806.434,166753.1,
4399,148.06064531632845,2.0453,,,,,,,,,,,0,0,0,0,69810.13,50329.824,0,50756.64,0,56792.066,0,0,0,0,0,0,26965.545,0,27398.125,
4400,447.14985629947444,2.0456698,,,,,,,,,,,0,0,0,0,0,0,0,0,15764.419,0,0,0,0,0,0,0,0,0,0,
4401,163.0390868730383,2.0457623,,,,422,,,,,,,3914398.0,2040586.5,1961432.5,4410648.5,5244545.0,6714319.0,838245.9,1796232.0,1989926.5,0,0,0,2798730.5,2200617.0,1326972.2,1495055.0,4096807.2,2377467.5,6933231.5,
4402,181.04966417288873,2.0457623,,,,422,,,,,,,4898723.5,2544477.0,2361622.8,6274427.0,6596518.0,9704068.0,629349.2,2146676.5,2642922.5,0,0,0,3442048.0,2942655.2,1460164.0,1964297.8,5523657.5,3222889.0,9736111.0,
4403,365.08451214495074,2.0458384,,,,422,97,[M+Na]+,,3,4403;4407;4408,342.09526,224769.4,317653.53,218426.56,287668.97,521602.2,596333.6,77557.125,257216.58,266258.75,0,0,0,191950.83,261234.94,155216.7,253854.23,499905.0,292792.12,488165.03,
4407,343.10264143309837,2.0464077,,,,422,97,[M+H]+,,5,4403;4414;4387;4407;4408,342.09526,1082103.8,687801.7,656503.25,1668738.2,1810113.6,2550435.2,150843.16,608409.06,708215.6,0,0,0,875904.56,831827.4,378302.12,555469.7,1467187.6,662248.9,2422010.2,
4408,360.1291608591892,2.0464077,,,,422,97,[M+NH4]+,,4,4403;4387;4407;4408,342.09526,1837717.5,948858.5,862842.56,2142636.0,2346808.0,3254136.8,206176.73,837375.25,991431.2,0,0,0,1232479.1,1087929.8,513569.03,732934.6,2087975.1,1093060.0,3157245.5,
4410,388.1603031810821,2.046476,,,,422,,,,,,,188001.17,202337.25,154704.36,501340.7,543281.3,417734.38,49835.312,159290.38,186675.39,0,0,0,414796.97,238371.78,153708.83,144614.02,339682.03,217359.0,567411.8,
4414,702.2240824807743,2.047369,,,,422,97,[2M+NH4]+,,2,4414;4407,342.09526,107892.09,33066.164,42123.996,138928.39,141650.75,178053.03,0,27016.566,56369.836,0,0,0,58897.99,78754.836,0,23032.03,117959.25,56358.2,160571.58,
4419,723.1528607771717,2.048569,,,,163,,,,,,,0,13967.716,0,21672.572,22357.809,16157.23,0,20950.625,0,0,0,0,17830.502,10833.148,0,10103.369,0,12282.68,0,
4421,147.07666463358495,2.048852,,,,191,98,[M+NH4]+,,2,4421;4443,129.04286,0,0,15929.05,43901.582,69340.78,35455.84,0,46919.523,0,102281.7,0,0,14514.196,0,53272.742,50819.41,19811.89,0,49989.965,
4433,231.1702397116994,2.0508182,,,,365,,,,,,,0,51677.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82160.72,0,
4436,496.1814355841242,2.0517864,,,,,,,,,,,0,0,0,0,0,0,13282.778,0,0,0,0,0,0,31044.486,0,0,0,0,0,
4437,256.1756148223953,2.0521543,,,,282,99,[M+NH4]+,,2,4435;4437,238.14175,15369.166,16450.55,0,0,0,0,22833.723,20793.695,20125.94,0,10377.088,80693.41,23349.059,10495.245,16704.762,0,0,0,10171.006,
4442,188.070959446154,2.053001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,107672.57,0,0,5133.6353,0,0,0,0,0,0,
4443,130.05015003070332,2.0530603,,,,191,98,[M+H]+,,1,4421,129.04286,34383.75,0,12972.567,54228.223,79107.98,44419.09,37429.824,57663.17,6552.29,88759.32,0,0,35232.58,0,72980.93,54104.547,22997.086,0,63429.977,
4447,132.04467586831555,2.05514,,,,,,,,,,,0,0,0,0,18983.4,8585.463,177528.97,0,0,0,0,0,0,0,0,6992.935,0,0,0,
4448,284.2069271443896,2.0556877,,,,282,,,,,,,0,0,0,0,0,0,13716.691,0,13088.699,0,0,70353.32,13954.763,0,11973.805,0,0,0,0,
4449,388.0886384076082,2.0559545,,,,441,,,,,,,31490.932,0,0,0,0,0,0,0,73172.836,71749.7,0,0,0,0,0,0,0,0,58142.72,
4451,138.05505098826416,2.0568838,,,,,,,,,,,0,0,0,0,0,0,0,445875.34,0,0,0,0,0,0,0,0,0,0,0,
4452,298.2012817196462,2.0568838,,,,,,,,,,,0,0,0,0,0,0,0,165383.2,0,0,0,0,0,0,0,0,0,0,0,
4454,222.07651787377145,2.0570855,,,,,,,,,,,8852.7295,0,0,0,0,0,0,0,13355.672,0,0,0,0,6672.593,0,0,0,0,0,
4461,146.08145962518242,2.0603814,,,,,,,,,,,76188.15,0,53074.96,0,0,0,0,91229.94,0,21714.545,0,0,0,0,0,0,0,0,68973.65,
4463,348.17620805005356,2.061509,,,,,,,,,,,0,24924.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44145.36,0,
4466,414.1758482584869,2.0642114,,,,,,,,,,,0,0,0,49584.28,152546.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4467,285.0972383455808,2.0660925,,,,,,,,,,,43269.484,0,33983.89,40392.58,57305.523,0,0,0,38844.555,27239.51,0,0,0,0,0,0,0,0,17017.5,
4471,714.2252675761885,2.0672023,,,,,,,,,,,0,0,15415.178,15766.801,9028.219,0,0,0,0,13741.951,0,0,0,0,0,0,0,0,4637.0547,
4472,318.15606145439705,2.0711763,,,,,,,,,,,0,0,0,0,0,0,0,0,0,17889.148,0,0,0,0,0,0,0,0,0,
4474,522.183910570882,2.0711763,,,,,,,,,,,0,0,0,0,0,0,0,0,0,21318.473,0,0,0,0,0,0,0,0,0,
4480,147.04419714963913,2.0756292,,,,,,,,,,,0,28285.678,0,0,0,0,0,0,0,3699.9692,0,0,0,0,0,0,0,41401.273,0,
4485,312.21682988796493,2.0777254,,,,,,,,,,,0,0,0,0,0,0,0,229799.58,0,0,0,0,0,0,0,0,0,0,0,
4488,146.07193279464522,2.0790508,,,,,,,,,,,0,0,0,0,0,0,35297.508,0,0,0,0,0,0,0,0,0,0,0,0,
4491,312.1085920470724,2.0790508,,,,,,,,,,,0,0,0,0,0,0,41801.51,0,0,0,0,0,0,0,0,0,0,0,0,
4493,357.1664952745692,2.0790508,,,,,,,,,,,0,0,0,0,0,0,95441.88,0,0,0,0,0,0,0,0,0,0,0,0,
4501,418.00938594316335,2.0824056,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,22217.725,0,22642.908,0,0,0,0,
4503,341.0870683594043,2.0835383,,,,354,,,,,,,46662.137,0,61604.992,38984.69,25829.578,32734.006,24654.043,82975.69,36871.035,17737.92,0,0,4754.169,38105.348,51395.094,12313.762,0,0,6202.159,
4505,305.02705845926874,2.0848868,,,,76,,,,,,,0,0,0,0,0,0,52641.55,26032.463,0,0,0,0,0,0,45775.207,0,0,0,0,
4506,330.0820390396462,2.085016,,,,,,,,,,,0,22511.615,0,0,0,0,17717.668,10404.122,0,0,0,0,29501.02,0,36812.824,0,0,16977.213,0,
4508,326.08707298201074,2.0852983,,,,,,,,,,,0,0,0,0,0,0,55545.14,123997.85,0,0,0,0,46221.273,0,0,0,0,0,0,
4511,522.1821250454904,2.085434,,,,,,,,,,,15908.162,12447.477,10466.052,43372.76,35810.977,15570.201,0,0,14614.913,0,0,0,27528.297,44267.06,0,0,9885.11,15434.724,18813.602,
4512,281.0293605853594,2.086395,,,,76,101,[M+H]+,,1,4520,280.02209,0,0,0,0,0,0,60877.63,45282.984,0,0,0,0,43020.887,29889.871,39825.01,0,0,0,0,
4517,321.00102979970336,2.0882683,,,,,,,,,,,0,0,0,0,0,0,0,67777.03,0,0,0,0,63483.184,7092.95,92002.14,0,0,0,0,
4519,283.0452062046088,2.0885978,,,,76,103,[M+H]+,,1,4521,282.03801,0,0,0,0,0,0,45422.81,30261.04,0,0,0,0,58357.02,5703.3643,48743.98,0,0,0,0,
4520,298.0559129117797,2.0885978,,,,76,101,[M+NH4]+,,2,4520;4512,280.02209,0,0,0,0,0,0,204968.34,205787.6,0,0,0,0,118528.97,98099.22,110493.62,0,0,0,0,
4521,300.0719067997277,2.0885978,,,,76,103,[M+NH4]+,,2,4521;4519,282.03801,0,0,0,0,0,0,109168.07,80036.21,0,0,0,0,134402.11,14068.258,103597.586,0,0,0,0,
4527,265.10707538576963,2.0900223,,,,,,,,,,,0,22617.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28732.982,11826.363,0,
4528,301.1279592011908,2.0900223,,,,,,,,,,,0,32446.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46904.246,19815.967,0,
4532,299.0743298668738,2.091409,,,,,,,,,,,834874.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4534,323.11002404140737,2.093525,,,,,,,,,,,0,115527.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138511.06,49318.65,0,
4535,339.08429987365577,2.093525,,,,,,,,,,,0,261260.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165300.31,107524.35,0,
4536,346.18594219660434,2.093525,,,,,,,,,,,0,221867.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269639.12,130031.33,0,
4537,229.1548798951038,2.093694,,,,592,,,,,,,0,357252.66,0,0,0,25324.549,7721.39,0,0,0,0,0,0,0,0,31144.838,0,437291.6,0,
4539,318.1549426462765,2.0953374,,,,,,,,,,,0,1147717.1,0,19134.246,36698.176,34036.13,80829.96,0,0,0,0,0,0,21235.559,0,31755.531,1494130.6,657957.4,36630.418,
4541,773.2135751957638,2.0957334,,,,,,,,,,,152907.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31291.14,7998.1484,0,
4543,773.1773159477165,2.0957716,,,,,,,,,,,0,0,0,0,0,85814.81,0,0,0,0,0,0,0,0,0,0,0,0,0,
4545,308.1348003763031,2.0972905,,,,,,,,,,,42900.562,0,0,0,0,0,0,0,0,37127.664,0,0,0,0,0,0,0,0,0,
4550,237.1232451135544,2.1001306,,,,,,,,,,,0,23062.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26902.996,0,
4551,302.20735966800396,2.1001306,,,,,,,,,,,0,20678.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26292.39,0,
4553,322.15002934706763,2.1007538,,,,,,,,,,,2367726.8,0,0,0,0,0,0,0,0,0,0,0,0,2784283.8,0,0,0,0,0,
4557,193.04952769596946,2.103675,,,,,,,,,,,0,0,0,34065.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4558,211.06001583408857,2.103675,,,,,,,,,,,0,0,0,40576.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4561,267.13332194202195,2.104744,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26087.94,0,
4566,293.1614802011513,2.1060216,,,,,,,,,,,0,0,0,0,0,0,0,0,720432.6,0,0,0,0,0,0,0,0,0,0,
