row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,230605_ED_Blank_ALC_nr8cent.mzML Peak area,230605_ED_dbgi_001140_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001142_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001144_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001150_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001152_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001153_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001156_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001160_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001161_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001162_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001173_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001175_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001182_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001185_01_03_nr8cent.mzML Peak area,230605_ED_dbgi_001186_01_03_nr8cent.mzML Peak area,230605_ED_test_miels_dbgi_001188_01_03_nr8cent.mzML Peak area,230605_EDdbgi_001146_01_03_nr8cent.mzML Peak area,
140,360.12914268674064,2.464009,,,,,,,,,,,0,4076.7349,3072.0962,2679.1978,2916.2344,1705.6879,2902.9546,2264.3203,1855.8667,365.54233,2216.7935,922.50696,619.5718,1127.6025,1097.4321,235.64934,1334.6184,1237.4971,
141,190.05060735226328,2.4616532,,,,,,,,,,,0,5797.5796,9961.713,1993.5002,2663.88,9082.883,2122.1597,468.86035,952.61865,5690.559,4166.7817,1060.7915,5022.4814,0,1743.726,11138.247,3268.2803,18541.64,
142,353.9669951579247,2.4707832,,,,,,,,,,,0,0,167.71754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3717.392,
143,697.1608128668273,2.4692001,,,,,,,,,,,0,0,0,0,0,564.538,0,0,0,0,392.4672,169.81726,0,0,0,0,2102.194,0,
144,127.04001031301095,2.4780881,,,,30,,,,,,,0,0,223334.92,69538.55,0,572.15137,0,0,0,2709.6704,0,0,0,0,43647.08,15185.551,0,74181.85,
145,300.16024323782426,2.496311,,,,,,,,,,,0,0,0,0,6398.0083,6713.428,65564.695,0,0,0,0,0,0,0,0,0,0,0,
146,107.04990502167118,2.509115,,,,,,,,,,,0,1348.4637,0,0,2014.757,1045.751,2349.704,0,0,0,2057.0354,197.27466,180.24426,0,0,932.80615,1790.514,2450.1592,
147,151.039550869395,2.465125,,,,,,,,,,,0,0,561.9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4865.0234,
148,305.0270376837529,2.47845,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7725.3535,
149,377.99001073735184,2.4819334,,,,,,,,,,,0,0,193.18138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3634.3384,
150,444.2598804511533,2.4854167,,,,,,,,,,,0,0,154906.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,290.0110378498992,2.492339,,,,,,,,,,,0,0,0,643.9197,0,0,0,0,0,1740.7136,0,0,0,0,0,4884.772,0,0,
152,478.1711474859382,2.5145557,,,,,,,,,,,0,0,0,18713.297,0,0,0,0,0,758.5035,0,0,0,223.23593,0,0,0,0,
153,283.04173057877847,2.5237625,,,,,,,,,,,0,0,368.95547,167.36453,0,0,0,0,0,764.63556,0,0,0,0,0,2208.3235,0,0,
154,295.06040717431813,2.5300548,,,,,,,,,,,0,0,3063.5774,3493.6794,221.0161,0,271.48373,2033.6873,759.5543,6196.1074,0,0,2333.3184,1866.7168,0,13969.975,0,0,
155,313.0704726021246,2.5040998,,,,,,,,,,,0,0,0,174.18964,0,0,0,0,180.23041,1186.1603,0,0,0,0,0,3666.4033,0,0,
156,415.066343917891,2.50475,,,,,,,,,,,0,0,0,0,0,0,0,0,0,662.01794,0,0,0,0,0,2283.7896,0,0,
157,657.0044271218587,2.5070944,,,,,,,,,,,0,0,0,1252.274,0,0,0,0,0,3202.9272,0,0,0,0,0,4785.372,0,0,
158,335.1239004271712,2.4979415,,,,,,,,,,,0,1077.4104,2707.717,0,0,0,200.5874,0,0,0,0,0,0,0,0,343.87488,0,0,
159,376.9832664174254,2.49908,,,,,,,,,,,0,0,791.0692,3429.9368,0,0,0,0,0,4757.3726,0,0,0,0,0,6174.382,0,1924.4165,
160,393.05870670362054,2.5054042,,,,,,,,,,,0,1890.5641,0,0,2329.6387,1891.1178,2450.0386,0,0,0,2931.1099,1759.4333,0,0,0,0,4745.2485,309.49863,
161,323.0556186053466,2.5282362,,,,22,,,,,,,0,0,2953.1758,3843.237,829.3864,0,1099.6976,1356.9138,493.7634,7511.48,168.94757,0,1969.619,1337.4495,0,15613.736,0,0,
162,287.99521714013275,2.5321167,,,,,,,,,,,0,0,603.2247,2269.967,0,0,0,0,0,3570.543,0,0,0,0,0,2252.0273,0,0,
163,436.14274017958064,2.5138888,,,,,,,,,,,0,0,4126.6406,1317.6191,0,0,0,0,0,0,0,0,0,0,0,0,0,1356.949,
164,355.1026380822764,2.4913309,,,,24,3,[M+H]+,,1,169,354.09534,0,55064.145,1300.4475,632.6129,75690.81,47366.9,88294.66,0,0,2365.5244,76042.25,27037.59,1831.386,0,2039.1583,885.09174,72972.81,46311.5,
165,135.0447387610817,2.514929,,,,,,,,,,,0,18352.346,4895.5645,7932.5234,30491.805,17530.174,36357.645,3255.0415,1201.3851,3543.2783,27760.969,8135.854,5727.916,3150.235,1058.1152,23539.291,25533.332,22372.324,
166,559.1094995211731,2.5108416,,,,,,,,,,,0,6381.616,0,0,10161.638,4799.793,11121.895,0,0,0,6068.8203,1398.8182,0,0,0,0,5327.7354,5082.8574,
167,443.06129976112953,2.5181332,,,,22,,,,,,,0,0,1231.1517,2903.0093,0,0,0,0,0,6074.843,0,0,0,0,0,15620.35,0,0,
168,287.0557539855464,2.5423367,,,,,,,,,,,0,0,0,0,8967.606,21978.371,3037.302,7273.8535,42792.34,0,13680.814,1315.1798,0,5236.6797,0,0,14103.408,491.97314,
169,377.08454570718396,2.5101278,,,,24,3,[M+Na]+,,2,164;169,354.09534,0,6871.778,0,0,8562.998,7616.976,9626.914,0,0,0,11326.573,5034.022,0,0,386.44577,0,12233.104,3746.1057,
170,356.1058528170463,2.5021074,,,,,,,,,,,0,10283.567,0,0,13722.129,8514.031,16458.15,0,0,171.66702,14078.255,4939.6567,177.75677,0,396.38287,0,13605.8125,8355.003,
171,433.1351864824438,2.5155451,,,,30,,,,,,,0,0,505850.06,211363.92,0,0,172.10657,0,0,9080.75,0,0,0,0,37835.68,48615.4,0,221859.22,
172,615.977764864024,2.5208876,,,,22,,,,,,,0,0,1067.653,3899.357,0,0,0,0,0,7466.2095,0,0,0,0,0,10829.468,0,0,
173,353.0870724281871,2.5180712,,,,24,,,,,,,0,27042.957,460.91415,0,24563.244,17592.348,29007.176,0,0,0,21950.402,10321.34,1646.717,0,1665.7118,0,19423.14,21221.432,
174,289.0924011847917,2.5119069,,,,,,,,,,,0,0,14521.569,4269.9927,0,0,0,0,0,0,0,0,0,0,573.8759,220.59052,0,4140.7007,
175,307.1022371210972,2.51385,,,,,,,,,,,0,0,10860.341,2197.25,0,0,0,0,0,0,0,0,0,0,0,0,0,3319.359,
176,563.261762780689,2.5149958,,,,,,,,,,,0,0,0,0,3053.6033,0,0,690.1779,281.91882,0,0,0,0,269.96582,0,0,0,0,
177,282.13449593070004,2.5149417,,,,,,,,,,,0,0,0,0,4906.3027,0,0,3089.4602,2794.6265,0,0,0,0,1534.0088,0,0,0,0,
178,454.0192446525982,2.519885,,,,,,,,,,,0,4385.5146,0,0,3374.1365,1180.1357,3798.127,0,0,0,2278.5747,2744.1968,0,0,718.0873,0,2176.6694,2754.262,
179,408.0137116197025,2.5235758,,,,,,,,,,,0,3362.9556,0,0,947.14966,2294.2334,2263.9343,0,0,0,2155.0815,1972.4266,0,0,219.5426,0,1542.7281,2123.1597,
180,281.02989570043326,2.5347166,,,,27,,,,,,,0,0,12823.399,15336.177,0,0,0,0,0,12832.6045,0,0,4261.306,0,0,15446.009,0,0,
181,625.1767366418031,2.5345333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,40792.67,0,0,0,0,0,
182,253.16487679821861,2.5339777,,,,,,,,,,,226.99298,0,0,185.49069,0,0,0,0,0,0,170.63358,0,0,0,0,0,0,0,
183,237.04009741088262,2.5414834,,,,27,,,,,,,0,0,5774.967,7898.801,0,0,0,0,0,6699.044,0,0,1998.303,0,0,8246.113,0,0,
184,405.9857361070667,2.5474055,,,,,,,,,,,0,0,447.20526,0,0,0,0,2148.964,1780.0712,0,0,0,1327.7021,2038.0745,0,0,0,1352.3262,
185,757.2181349669457,2.5623598,,,,,,,,,,,0,0,212.94948,0,15402.761,0,15240.077,6257.456,1296.0198,0,435.84503,0,1122.8993,4699.3003,0,0,673.6481,1595.5483,
186,472.2547408809234,2.5517,,,,,,,,,,,0,0,11898.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
187,473.07119829867923,2.561494,,,,,,,,,,,0,0,2654.0635,797.0554,0,0,0,1823.4174,509.8421,3248.9949,0,0,1521.9083,1441.8628,963.905,6244.219,0,0,
188,319.9617227184023,2.5549223,,,,,,,,,,,0,0,386.58237,0,0,0,0,3102.6765,2790.8647,0,0,0,1988.0294,2108.398,0,0,0,3417.1594,
189,311.04016719773745,2.55095,,,,,,,,,,,0,0,9877.338,8602.524,0,194.97467,0,23299.93,13901.386,3419.4495,0,0,13779.818,15196.624,0,2962.624,0,11371.893,
190,147.04478057863173,2.5735493,,,,,,,,,,,0,3184.3408,10500.152,14490.163,32879.297,5323.776,49470.53,5548.29,13548.921,25711.324,4689.6167,2622.2305,8503.476,8148.5425,13925.583,25465.965,2660.0095,15029.99,
191,257.98525403069533,2.5367334,,,,,,,,,,,0,0,9870.26,8530.289,0,0,0,224.88599,204.08495,7837.7285,0,0,5339.326,0,0,11233.731,0,0,
192,625.1395139749264,2.5603426,,,,,,,,,,,0,877.3716,861.1665,0,65746.0,0,7736.6953,6177.7188,11803.233,0,23201.059,1913.8237,0,2969.733,0,0,21715.822,784.25525,
193,581.149472880761,2.5733366,,,,,,,,,,,0,0,0,0,0,0,356.98743,5245.329,0,0,81844.53,8621.375,0,0,0,0,83809.94,0,
194,121.06530754788264,2.5799334,,,,,,,,,,,0,0,0,0,0,0,0,1339.8416,0,0,0,0,0,2039.29,0,0,0,0,
195,408.17958312275783,2.5772076,,,,,,,,,,,0,1243.115,0,1418.3903,499.53024,0,1171.0569,5052.3286,0,1699.833,9323.188,0,176.38358,12054.071,235.1102,0,0,1309.6678,
196,305.98263466429813,2.586322,,,,,,,,,,,0,0,1528.6407,191.83125,6307.2974,0,6745.24,0,0,1286.3301,0,0,636.6229,225.12646,1072.934,606.2384,0,0,
197,406.16438034961806,2.5850196,,,,,,,,,,,0,19270.137,3813.3237,5499.5933,10994.765,541.0085,6644.839,36972.15,36456.15,22679.39,3859.0593,545.4593,0,12996.459,7103.296,3473.2144,15519.436,620.7142,
198,263.1396003505573,2.5907023,,,,,,,,,,,0,690.21545,0,530.9346,512.8039,0,609.0445,3684.14,184.02473,534.5371,413.84125,0,191.71657,5775.7017,735.9295,235.6152,215.56299,495.1682,
199,287.0813300823854,2.591113,,,,,,,,,,,1528.32,2013.0208,948.673,1728.948,1024.886,1050.0103,2113.289,886.7483,526.9131,2111.0244,837.4231,834.59973,1680.2645,938.7643,1800.6545,2189.7705,614.3551,1831.4005,
200,123.04470512829188,2.5555391,,,,,,,,,,,0,190.75957,396.6794,0,0,0,0,526.7162,350.4767,0,0,0,2551.409,654.5493,0,0,0,0,
201,146.08190580450207,2.5710626,,,,,,,,,,,0,0,127009.32,797.9236,0,0,0,0,0,367.65167,0,0,0,0,0,168.09937,0,0,
202,298.2024026290497,2.5962834,,,,,,,,,,,0,0,204478.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,330.97771103571944,2.6052933,,,,,,,,,,,0,0,728.3843,2502.3462,0,0,0,0,0,3573.613,0,0,182.7265,0,0,946.3509,0,0,
204,259.11215102092865,2.5865083,,,,,,,,,,,0,0,0,0,0,0,0,1249.6782,1123.1073,0,0,0,0,0,0,0,0,0,
205,344.1860274322847,2.6047666,,,,,,,,,,,0,0,0,0,0,2420.7708,0,4616.3096,188767.9,0,0,7440.6416,0,22787.18,0,0,652.56946,0,
206,359.0905364004178,2.5969,,,,,,,,,,,0,0,0,0,0,0,0,399.09393,0,0,0,0,0,6805.72,0,0,0,0,
207,388.25427191174794,2.6067512,,,,,,,,,,,1488.9569,1982.0493,1506.0516,1453.0388,1528.3362,1028.7217,1572.0988,949.1199,891.143,1119.6946,999.32007,900.58344,1095.356,833.9475,937.25085,1248.814,785.6323,1442.5981,
208,345.18894888102375,2.6034234,,,,,,,,,,,0,0,0,0,0,277.34503,0,805.7532,48360.02,0,0,1740.3881,0,5342.7383,0,0,0,0,
209,256.97788437164326,2.5547867,,,,,,,,,,,0,0,5842.5503,1322.4958,0,0,0,0,0,5131.748,0,0,684.9195,0,0,2016.9952,0,0,
210,611.1606159200825,2.5862737,,,,,,,,,,,0,0,975.2345,183.57773,8643.793,24546.092,17422.777,30642.908,59921.684,0,66907.04,27626.836,23349.639,19364.66,848.20496,0,96549.79,713.7966,
211,446.2753447040476,2.6367834,,,,,,,,,,,0,0,7541.9893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
212,458.27547336003596,2.6367834,,,,,,,,,,,0,0,107322.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,569.5755857959076,2.644089,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6240.9116,0,728.3604,0,0,0,3537.0454,0,
214,569.9099598073982,2.6395168,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5248.904,0,0,0,0,0,3075.1963,0,
215,133.10185771470745,2.6593966,,,,,,,,,,,0,0,1191.9727,2780.2747,0,0,0,0,566.0584,0,0,0,1641.3894,0,0,0,0,709.796,
216,173.1331745633844,2.6604955,,,,,,,,,,,0,0,1410.9523,8258.723,0,182.10304,191.49348,0,1537.4132,208.18217,419.14838,0,4353.232,0,500.77527,181.86519,0,2074.6929,
217,309.09695133815177,2.64465,,,,,,,,,,,0,0,0,0,0,3603.6133,0,0,0,0,0,0,0,0,0,0,0,0,
218,359.14914091147125,2.6526625,,,,,,,,,,,0,431.40622,0,0,0,0,0,0,0,419.0093,0,0,1890.9088,0,0,0,0,3710.4543,
219,161.0602837591551,2.6653762,,,,,,,,,,,0,888.6592,0,836.7099,172.08658,184.12021,958.5869,0,0,955.4526,491.28723,583.32776,5574.0693,225.73436,585.7537,701.6357,226.74442,6961.0894,
220,521.2018938702598,2.6528687,,,,,,,,,,,0,1858.6127,0,1129.1018,0,995.98566,0,0,0,2027.1976,477.08575,0,8576.97,0,0,685.9392,186.95793,13364.662,
221,431.7733639002864,2.6548,,,,,,,,,,,0,0,0,0,0,0,0,4552.702,0,0,0,0,0,6026.355,0,0,0,0,
222,540.2589444221891,2.6554668,,,,,,,,,,,0,0,0,0,0,0,0,786.7384,10203.096,0,0,0,0,2303.158,0,0,0,0,
223,149.0968143164914,2.7196333,,,,,,,,,,,0,3002.546,1106.3048,1962.565,2782.9583,3224.619,990.74915,184.76758,539.775,601.9129,0,515.72253,993.553,0,0,733.7564,0,1361.5592,
224,427.1356066455586,2.663646,,,,,,,,,,,0,1366.6963,0,1978.5757,2566.848,0,2060.6257,251.83307,0,1691.4279,0,0,0,0,243.8077,1487.1475,0,0,
225,191.1070509936542,2.6660228,,,,,,,,,,,0,3880.526,690.53436,9922.3125,6640.55,0,5104.494,750.15717,172.64429,3512.4038,0,0,0,176.03024,941.01556,4042.3247,0,0,
226,434.2388622077625,2.6663406,,,,,,,,,,,0,1248.5471,0,4501.113,2430.9102,0,900.945,186.2362,0,479.43396,0,0,0,0,0,585.35,0,0,
227,442.0927264900433,2.6676712,,,,21,,,,,,,0,10443.6045,876.58374,6601.3154,7569.2334,0,5898.847,921.2718,427.12906,3321.4753,0,0,0,227.7426,1843.9695,2503.3289,223.73401,0,
228,209.11751870002087,2.6674247,,,,21,,,,,,,0,19201.615,2592.7722,19702.324,13744.822,0,10334.497,3028.2278,471.97104,7297.7876,0,0,0,733.8552,1630.8191,9572.566,306.28314,237.01355,
229,411.16245831475504,2.6704745,,,,21,,,,,,,0,10345.894,541.87415,9961.612,9560.991,0,7962.5464,1398.1459,519.93616,3537.4902,211.71977,0,0,843.2544,1491.6466,4223.64,283.1234,0,
230,406.20716427791484,2.6631134,,,,,,,,,,,0,7721.5664,237.54465,9014.751,5907.5503,0,4158.7134,1167.3104,0,1986.619,0,0,0,0,812.20374,2161.3813,0,0,
231,343.17443398099533,2.649994,,,,,,,,,,,0,731.96826,1033.711,1003.2024,0,1890.3304,549.4825,246.07574,6000.323,538.4839,10093.626,7803.3174,0,970.42847,0,608.6859,20972.473,2739.6846,
232,342.17023377115055,2.6682014,,,,,,,,,,,0,2628.48,0,0,0,7517.1616,2205.4492,2396.2317,27180.09,0,47009.914,31953.61,0,6477.708,0,0,91502.78,902.1426,
233,905.2339895549671,2.6853666,,,,,,,,,,,0,0,0,0,0,0,0,3563.5444,0,0,27210.791,3925.9321,0,0,0,0,26903.205,0,
234,935.2449401674603,2.6718643,,,,,,,,,,,0,0,0,0,0,1680.0137,0,17431.973,14817.56,0,16833.914,7437.0664,0,20610.146,0,0,15648.249,0,
235,312.18086519083823,2.7035832,,,,,,,,,,,0,0,18470.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236,175.1486265698772,2.7141771,,,,,,,,,,,0,2171.334,1744.2932,18935.21,0,834.16266,176.37881,582.975,3477.739,1393.7009,1645.6794,2069.246,10172.267,780.5729,7705.247,735.1814,934.5583,18829.475,
237,787.1919904662363,2.7045417,,,,,,,,,,,0,0,0,0,17371.809,0,5518.8223,0,0,0,0,0,0,0,0,0,0,0,
238,207.06583663137548,2.7071104,,,,,,,,,,,0,201.53073,4430.9717,3765.9429,480.7621,2514.2122,8186.6553,1601.6909,5039.0244,2109.5608,1432.8013,2725.6235,627.1779,2178.4966,2671.3054,6685.001,2560.7812,0,
239,287.12822767977974,2.7136471,,,,,,,,,,,0,1318.4584,0,0,233.58879,571.5433,876.70276,239.9241,284.65643,0,1242.1447,1695.6982,3148.1917,763.8491,0,0,882.5635,1010.4509,
240,209.15406922141943,2.7151098,,,,,,,,,,,0,1334.8301,4208.2305,11906.674,7637.813,10526.326,12220.075,205.32349,8766.407,4680.478,2356.377,8564.71,6479.7783,2544.9636,4566.921,8288.114,1291.5493,43139.293,
241,313.14364337178966,2.713262,,,,,,,,,,,0,2459.912,0,0,827.8439,1315.0208,1616.5911,762.484,929.9543,0,2285.275,3271.726,7300.8784,1708.0214,233.61246,333.93628,1715.8636,2278.4973,
242,331.1542250712173,2.71237,,,,,,,,,,,0,5286.752,320.85138,404.33063,1488.0947,441.53833,3078.7588,1652.0011,1484.7527,0,4384.521,5514.1606,12216.495,3141.922,1057.6346,979.7035,3135.2832,4552.893,
243,177.0553969765778,2.7197225,,,,,,,,,,,0,4376.1143,9887.919,12474.48,32919.367,1617.1711,27423.422,21529.37,24011.434,19278.016,16087.207,30498.057,23203.23,21891.785,71258.49,41440.64,17012.852,35446.12,
244,326.06352225146605,2.7235696,,,,,,,,,,,0,0,917.7772,1247.6317,803.0841,0,374.39197,469.25006,2717.443,4015.4695,0,0,719.9928,227.98944,1128.4294,6485.2744,0,0,
245,314.1959735878588,2.7371166,,,,,,,,,,,0,0,7521.2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
246,189.1277764713681,2.7356312,,,,,,,,,,,0,3757.0566,12782.768,3629.1794,6163.9995,7792.6733,6481.092,2191.6863,3727.9292,1271.0614,3636.411,4793.233,2447.542,3533.3318,0,1183.9117,1994.505,9027.034,
247,432.2797544437459,2.7404594,,,,,,,,,,,1366.356,0,1164.9988,0,0,0,0,0,0,642.72974,542.31213,0,0,0,784.6085,700.83716,653.4739,0,
248,370.113618889356,2.7442083,,,,5,5,[M+NH4]+,,2,251;248,352.07979,0,5474.64,0,0,7674.985,3697.3228,8959.795,0,0,0,9637.94,4505.5693,0,0,0,0,7117.061,6183.8716,
249,271.09643246710885,2.748871,,,,,,,,,,,0,206.5433,2125.9,911.32526,0,0,0,750.3665,213.35526,0,0,0,1786.4424,0,215.0152,419.14597,0,0,
250,311.1279838872403,2.7679846,,,,,,,,,,,0,1953.6648,2695.2007,813.142,0,2714.995,355.73242,675.3897,224.9429,0,0,382.92255,2791.42,0,489.9139,357.58527,0,1858.0966,
251,375.06900235422546,2.7442083,,,,5,5,[M+Na]+,,2,248;251,352.07979,0,2040.9734,0,0,5332.1445,2767.9902,5828.5435,0,0,0,6740.2764,3297.8716,0,0,0,0,4937.8413,4087.0078,
252,341.13861635516844,2.7499013,,,,,,,,,,,0,9092.745,33178.332,13381.3545,520.30365,1238.2235,720.9558,12755.99,6698.8975,3908.6333,0,1637.8901,27524.104,5172.454,7336.7,5923.2124,0,3434.995,
253,175.07589754997508,2.7460895,,,,,,,,,,,0,183.3637,6104.6006,2149.4316,0,0,0,2186.6426,1021.3246,1029.6594,0,0,5280.2134,408.63873,821.03937,1203.3589,0,608.1647,
254,323.1277714076913,2.7491088,,,,,,,,,,,0,1876.0304,11530.874,4264.7812,0,933.43304,0,4147.18,2458.5552,1202.4192,0,385.5793,10522.595,1688.221,1976.8848,1966.7834,0,1190.1787,
255,325.1397244384731,2.752869,,,,,,,,,,,0,469.622,0,0,313.46957,201.7164,513.5553,807.4302,294.16193,1365.6106,1068.0485,265.26288,388.2242,477.33478,943.35876,1928.607,1376.6244,3743.4956,
256,331.08188508710276,2.7544,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,13760.6,0,0,0,0,0,
257,451.122718565823,2.7263367,,,,,,,,,,,0,0,0,0,0,211.98886,238.98491,0,0,0,0,210.08688,52058.473,0,0,0,173.54773,0,
258,595.1652962236831,2.7806027,,,,,,,,,,,0,0,0,0,0,0,36268.08,0,385.3213,0,84106.74,0,503.75415,0,0,0,90383.22,1588.6151,
259,191.1436188073007,2.755751,,,,,,,,,,,0,187.91472,2434.3086,6514.336,658.2269,1432.7322,2050.1677,0,3742.5435,2659.4375,1522.4192,5106.003,1586.8152,718.99695,4718.2495,3655.3179,956.76636,20691.232,
260,289.07113795796124,2.7255032,,,,,,,,,,,0,0,0,0,608.7357,1957.2616,1592.5542,0,970.1189,0,397.8306,1592.0813,662.08887,1414.7754,231.51308,0,1365.3694,0,
261,578.2227928039559,2.7756166,,,,,,,,,,,0,0,0,2909.9734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
262,193.15910304711602,2.8010805,,,,,,,,,,,0,0,234.77255,0,0,596.00085,0,0,0,2528.4426,0,0,0,0,276.60138,1326.1934,0,2611.6453,
263,149.09681190738206,2.7587168,,,,,,,,,,,0,509.65866,3243.2559,5579.683,5770.621,3819.0051,5283.8247,184.76758,539.775,218.58205,0,404.3398,1173.9999,794.8853,0,501.6765,0,1551.4366,
264,505.21794941271014,2.7778926,,,,,,,,,,,0,3633.4592,0,0,1130.9114,0,1739.2292,0,0,526.4889,847.0562,0,193.30238,0,0,215.54619,239.66689,5570.0664,
265,207.13860723184266,2.750362,,,,,,,,,,,0,4062.004,14918.396,9427.735,13749.042,13671.341,13662.186,2581.2124,4109.613,1046.5361,3024.8066,4137.951,4765.283,4101.461,652.2631,1069.3384,1598.8363,8950.899,
266,84.08156594738112,2.8039334,,,,,,,,,,,0,0,49640.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
267,130.08755328642152,2.8039334,,,,,,,,,,,0,0,482772.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
268,282.20846355979626,2.8039334,,,,,,,,,,,0,0,382350.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
269,179.03467629116136,2.7939792,,,,5,,,,,,,0,11790.915,1672.2646,1514.4036,20011.873,11709.545,26342.283,2579.3792,352.19385,3332.6226,21030.998,9481.041,2973.559,3436.0464,3574.08,2031.9973,12760.616,17396.297,
270,371.14910154346177,2.8112571,,,,,,,,,,,0,0,2654.454,578.5415,0,275.93488,420.14792,990.22876,410.38428,0,0,0,0,449.57712,0,0,0,0,
271,135.11764530829478,2.7549095,,,,,,,,,,,0,0,30768.031,1068.6648,1695.0518,1512.6119,1430.1537,0,403.01804,570.1746,0,190.7562,494.18286,184.82518,0,231.65857,0,796.3592,
272,522.2092592307768,2.8193443,,,,,,,,,,,0,1954.5121,259.4829,0,1006.2246,1465.3273,679.5566,0,476.65445,0,508.79364,1362.7078,783.1237,0,0,0,206.25949,418.26166,
273,647.1608292700806,2.82275,,,,,,,,,,,0,0,0,0,0,2906.8354,0,0,0,0,0,0,0,0,0,0,0,0,
274,611.1603237388346,2.8077958,,,,,,,,,,,0,0,687.0645,0,4368.415,243.22964,1488.9509,32443.434,987.3839,0,28651.055,27626.836,35350.457,51736.504,0,0,48875.55,11159.819,
275,625.1397751240455,2.8304167,,,,,,,,,,,0,0,0,0,59329.875,0,14977.521,9049.111,0,0,6459.786,10206.018,0,10631.342,0,0,9131.377,54810.684,
276,117.03427180177437,2.844546,,,,,,,,,,,0,558.3678,0,171.56021,1415.6113,4661.421,1174.852,1907.4733,703.4641,515.47473,180.43896,0,0,5581.4346,878.0403,716.6549,190.57672,0,
277,201.12412522775912,2.835475,,,,,,,,,,,0,0,0,0,0,0,0,841.9455,0,0,0,0,0,1590.141,0,0,0,0,
278,274.9883659972225,2.8324883,,,,,,,,,,,0,1301.9945,523.4763,1355.6213,1744.0829,617.3334,2035.7001,6456.6606,1473.5267,2935.085,1606.3965,846.40576,877.5251,10598.957,924.8722,2040.1226,590.5596,0,
279,332.2181021862558,2.8347223,,,,,,,,,,,0,0,0,0,0,0,0,765.76575,0,0,0,0,266.7353,1504.9454,0,0,0,0,
280,374.22873335923293,2.835475,,,,,,,,,,,0,0,0,0,0,0,0,2321.178,0,0,0,0,0,4403.8896,0,0,0,0,
281,406.87433636403296,2.8434248,,,,,,,,,,,0,0,0,4742.6304,0,0,0,0,0,0,0,0,0,0,653.87024,0,0,0,
282,449.10849972340435,2.8334475,,,,,,,,,,,0,0,0,737.817,1492.0886,1700.6553,13397.73,5993.8433,472.14987,0,33501.36,4123.6504,493149.12,9861.367,0,272.45898,40584.18,0,
283,314.1760841009317,2.847861,,,,,,,,,,,0,0,0,0,116326.84,866.1688,281515.94,0,0,0,0,0,0,0,0,0,0,0,
284,135.04465728255417,2.88575,,,,48,,,,,,,0,2208.1873,2969.3523,1853.8174,5430.2476,14138.435,2943.1729,9254.555,4874.918,3918.7844,1102.4232,407.87604,711.5005,14499.74,770.5518,4103.841,1150.5183,1262.2756,
285,165.05467547352606,2.8494983,,,,,,,,,,,0,2095.7458,878.34576,0,295.90756,434.98645,886.65125,0,0,356.05432,510.86285,0,0,0,0,710.8718,260.11676,5216.8384,
286,363.00359350253365,2.838747,,,,,,,,,,,0,2878.3208,1049.3158,0,1136.3353,585.1157,0,0,597.6194,0,0,0,0,0,0,0,0,5873.766,
287,757.2176772570053,2.8758647,,,,,,,,,,,0,0,2202.096,0,635.5481,0,8662.352,615.1914,0,0,1294.5615,0,80035.68,619.08984,0,0,1936.6748,0,
288,177.16423465436688,2.82633,,,,,,,,,,,0,1280.1371,0,0,0,0,249.19188,0,0,635.66516,0,0,0,0,0,1023.9531,0,223.39096,
