id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
2601_cdhrc_dbgi_alc_pos_sirius_3961	C18H33NO9	[M + H]+	Fatty acids	0.9383842349052429	Fatty acyl glycosides	0.5320626497268677	Fatty acyl glycosides of mono- and disaccharides	0.014009815640747547	Alkyl glycosides	0.7939332127571106	Alkyl glycosides	0.7939332127571106	Fatty acyl glycosides	0.9426738023757935	Fatty Acyls	0.9975985884666443	Lipids and lipid-like molecules	0.9990027546882629	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monoalkylamines; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; 1,2-aminoalcohols; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Amines; Primary amines; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
216_cdhrc_dbgi_alc_pos_sirius_4990	C9H20BNO6S	[M + H]+	Amino acids and Peptides	0.4685675799846649	Amino acid glycosides	0.7039673924446106	Glucosinolates	0.3088739812374115	Ketals	0.7352108955383301	Acetals	0.9600900411605835	Ethers	0.8494246006011963	Organooxygen compounds	0.9999997615814209	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Dioxolanes; Alcohols and polyols; Ethers; Organic acids and derivatives; Organooxygen compounds; Organometallic compounds; Boronic acid derivatives; 1,3-dioxolanes; Organometalloid compounds; Monosaccharides; Acetals; Oxanes; Dioxaborolanes; Organoboron compounds; Sulfenyl compounds; Organic anions; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organopnictogen compounds; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1083_cdhrc_dbgi_alc_pos_sirius_5002	C15H16O8	[M + H]+	Shikimates and Phenylpropanoids	0.9951318502426147	Phenylpropanoids (C6-C3)	0.9838969707489014	Cinnamic acids and derivatives	0.9825040698051453	Coumaric acids and derivatives	0.9974217414855957	Coumaric acids and derivatives	0.9974217414855957	Hydroxycinnamic acids and derivatives	0.9951894283294678	Cinnamic acids and derivatives	0.9943552017211914	Phenylpropanoids and polyketides	0.9843304753303528	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
1802_cdhrc_dbgi_alc_pos_sirius_3948	C16H16F2N6O4S	[M + H]+	Alkaloids	0.9492947459220886	Tryptophan alkaloids	0.2782823145389557	pteridine alkaloids	0.2012307494878769	Benzoic acid esters	0.7104278206825256	Benzoic acid esters	0.7104278206825256	Benzoic acids and derivatives	0.5950141549110413	Benzene and substituted derivatives	0.9476625919342041	Benzenoids	0.9984425902366638	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Triazoles; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acid esters; Benzoic acid esters; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities
26_cdhrc_dbgi_alc_pos_sirius_3481	C44H64N4O6	[M + K]+	Amino acids and Peptides	0.8672743439674377	Oligopeptides	0.7973889708518982	Lipopeptides	0.29193204641342163	Depsipeptides	0.5039103627204895			Depsipeptides	0.5039103627204895	Peptidomimetics	0.8006057143211365	Organic acids and derivatives	0.9997366070747375	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Depsipeptides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Acetylides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
367_cdhrc_dbgi_alc_pos_sirius_5458	C19H28N5O11P	[M + H]+	Carbohydrates	0.7405712604522705	Nucleosides	0.975496232509613	Purine nucleos(t)ides	0.8269410133361816	Alpha amino acids	0.5146087408065796	Amino acids and derivatives	0.9823511838912964	Amino acids, peptides, and analogues	0.9806713461875916	Carboxylic acids and derivatives	0.9992018342018127	Organic acids and derivatives	0.9999948740005493	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Phenols; Catechols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Diazines; Pentoses; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; 1,2-diols; Alkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
311_cdhrc_dbgi_alc_pos_sirius_2469	C34H45N3O13	[M + K]+	Alkaloids	0.7996261715888977	Tyrosine alkaloids	0.022079668939113617	Polyamines	0.16162408888339996	Hydroxycinnamic acids and derivatives	0.9574330449104309			Hydroxycinnamic acids and derivatives	0.9574330449104309	Cinnamic acids and derivatives	0.9528855681419373	Phenylpropanoids and polyketides	0.9941508173942566	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Styrenes; Alkyl aryl ethers; Phenols; Catechols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid amides; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
507_cdhrc_dbgi_alc_pos_sirius_4675	C23H31NO14	[M + H]+	Amino acids and Peptides	0.8482916951179504	Amino acid glycosides	0.9960950016975403	Cyanogenic glycosides	0.9983829259872437	Disaccharides	0.8165463805198669	Disaccharides	0.8165463805198669	Carbohydrates and carbohydrate conjugates	0.9996455907821655	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; Cyclitols and derivatives; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
263_cdhrc_dbgi_alc_pos_sirius_5224	C30H47N9O7	[M + Na]+	Amino acids and Peptides	0.7403558492660522	Small peptides	0.5319964289665222	Polyamines	0.47964146733283997	N-acyl-alpha amino acids and derivatives	0.9350144267082214	Amino acids and derivatives	0.9936956763267517	Amino acids, peptides, and analogues	0.9958176016807556	Carboxylic acids and derivatives	0.9836943745613098	Organic acids and derivatives	0.9973292350769043	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2230_cdhrc_dbgi_alc_pos_sirius_6010	C18H28N9O10P	[M + H]+	Carbohydrates	0.9058523774147034	Nucleosides	0.8405091166496277	Purine nucleos(t)ides	0.8653448820114136	Purine ribonucleoside monophosphates	0.9924615025520325	Purine ribonucleoside monophosphates	0.9924615025520325	Purine ribonucleotides	0.9854985475540161	Purine nucleotides	0.9664645791053772	Nucleosides, nucleotides, and analogues	0.9342670440673828	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Hydroxamic acids; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Monoalkylamines; Carboxylic acid amides; Aminopyrimidines and derivatives; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Secondary alcohols; Primary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; 1,3-aminoalcohols; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1707_cdhrc_dbgi_alc_pos_sirius_2490	C19H20O10	[M + Na]+	Terpenoids	0.21557945013046265	Phenolic acids (C6-C1)	0.28200215101242065	Simple phenolic acids	0.21082837879657745	Hexoses	0.7975002527236938	Monosaccharides	0.781233549118042	Carbohydrates and carbohydrate conjugates	0.721970796585083	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Benzoic acid esters; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
2515_cdhrc_dbgi_alc_pos_sirius_3429	C8H11NO	[M + H]+	Alkaloids	0.737722635269165	Tyrosine alkaloids	0.6727983355522156	Phenylethylamines	0.45572587847709656	Aniline and substituted anilines	0.8441184163093567			Aniline and substituted anilines	0.8441184163093567	Benzene and substituted derivatives	0.9846493601799011	Benzenoids	0.9625455141067505	Organic compounds; Phenols; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Monoalkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
166_cdhrc_dbgi_alc_pos_sirius_3511	C12H14N2O2	[M + H]+	Alkaloids	0.9820244312286377	Tryptophan alkaloids	0.8814284801483154	Simple indole alkaloids	0.9542478919029236	Serotonins	0.636237382888794	Serotonins	0.636237382888794	Tryptamines and derivatives	0.8106197118759155	Indoles and derivatives	0.9990205764770508	Organoheterocyclic compounds	0.9989227652549744	Organic compounds; Organoheterocyclic compounds; Pyrroles; Phenols; Tryptamines and derivatives; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Serotonins; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxyindoles; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
749_cdhrc_dbgi_alc_pos_sirius_3522	C24H36O4	[M + H]+	Terpenoids	0.8677622079849243	Meroterpenoids	0.6522042751312256	Prenyl quinone meroterpenoids	0.38118892908096313	Diterpenoids	0.7708020806312561			Diterpenoids	0.7708020806312561	Prenol lipids	0.6695979833602905	Lipids and lipid-like molecules	0.7723049521446228	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Phenols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Diterpenoids; Carbonyl compounds; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1943_cdhrc_dbgi_alc_pos_sirius_2871	C21H29NO11	[M + H]+	Amino acids and Peptides	0.9685910940170288	Amino acid glycosides	0.996150016784668	Cyanogenic glycosides	0.9901590943336487	Cyanogenic glycosides	0.9367157220840454	Glycosyl compounds	0.9879734516143799	Carbohydrates and carbohydrate conjugates	0.9998630285263062	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Cyanogenic glycosides; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2138_cdhrc_dbgi_alc_pos_sirius_2873	C13H27NO4	[M + H]+	Fatty acids	0.9428272843360901	Fatty Acids and Conjugates	0.7467226386070251	N-acyl amines	0.43153852224349976	Alpha amino acids	0.7442123293876648	Amino acids and derivatives	0.9889032244682312	Amino acids, peptides, and analogues	0.9883934855461121	Carboxylic acids and derivatives	0.9996809959411621	Organic acids and derivatives	0.9991627931594849	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1470_cdhrc_dbgi_alc_pos_sirius_2950	C44H79NO7	[M + H]+	Fatty acids	0.9878619909286499	Glycerolipids	0.5729336738586426	Triacylglycerols	0.6796888113021851	Alpha amino acids	0.5115265250205994	Amino acids and derivatives	0.6133511066436768	Amino acids, peptides, and analogues	0.6281415820121765	Carboxylic acids and derivatives	0.995233952999115	Organic acids and derivatives	0.997913658618927	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Alpha amino acids; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
702_cdhrc_dbgi_alc_pos_sirius_3055	C22H37BN2O5	[M + H]+	Amino acids and Peptides	0.3992201089859009	Small peptides	0.6667737364768982	Pinane monoterpenoids	0.4665416479110718	Alpha amino acids and derivatives	0.5958240628242493	Amino acids and derivatives	0.8262135982513428	Amino acids, peptides, and analogues	0.8263512253761292	Carboxylic acids and derivatives	0.9668840765953064	Organic acids and derivatives	0.9995582699775696	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Boronic acids; Organometallic compounds; Carboxylic acid amides; Boronic acid derivatives; Carboxylic acid derivatives; Organometalloid compounds; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organoboron compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organopnictogen compounds; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
801_cdhrc_dbgi_alc_pos_sirius_3086	C18H35NO2	[M + H]+	Fatty acids	0.990231454372406	Sphingolipids	0.996406614780426	Sphingoid bases	0.9912206530570984	1,2-aminoalcohols	0.9865314364433289	Alkanolamines	0.985005795955658	Amines	0.9999326467514038	Organonitrogen compounds	0.9999998807907104	Organic nitrogen compounds	0.9999992847442627	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
217_cdhrc_dbgi_alc_pos_sirius_3600	C27H43FO6	[M + H]+	Terpenoids	0.9156481623649597	Steroids	0.9521319270133972	Cholane steroids	0.31210169196128845	Hydroxy bile acids, alcohols and derivatives	0.9114044904708862	Hydroxy bile acids, alcohols and derivatives	0.9114044904708862	Bile acids, alcohols and derivatives	0.9217387437820435	Steroids and steroid derivatives	0.9049267768859863	Lipids and lipid-like molecules	0.9976487755775452	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Eicosanoids; Prostaglandins and related compounds; Alkyl fluorides; Monocarboxylic acids and derivatives; Oxosteroids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Organofluorides; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; Halogenated steroids; Alkyl halides; 3-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
466_cdhrc_dbgi_alc_pos_sirius_4242	C13H17NO6	[M + H]+	Alkaloids	0.7274612784385681	Mycosporine derivatives	0.2547532618045807	Pyridine alkaloids	0.24826082587242126	Hydroxypyridines	0.5987741351127625			Hydroxypyridines	0.5987741351127625	Pyridines and derivatives	0.8834200501441956	Organoheterocyclic compounds	0.9991388320922852	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Carboxylic acids; Aromatic alcohols; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Methylpyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2602_cdhrc_dbgi_alc_pos_sirius_622	C16H33NO8S2	[M + H]+	Amino acids and Peptides	0.9137412309646606	Amino acid glycosides	0.9967361092567444	Glucosinolates	0.9995301961898804	Hexoses	0.8201500773429871	Monosaccharides	0.9748176336288452	Carbohydrates and carbohydrate conjugates	0.9613792896270752	Organooxygen compounds	0.9999743700027466	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1229_cdhrc_dbgi_alc_pos_sirius_4718	C19H36O4	[M + H]+	Fatty acids	0.9539790749549866	Glycerolipids	0.2618085443973541	Monoacylglycerols	0.5155081152915955	Long-chain fatty alcohols	0.8667312264442444	Long-chain fatty alcohols	0.8667312264442444	Fatty alcohols	0.8345369696617126	Fatty Acyls	0.97222501039505	Lipids and lipid-like molecules	0.9765338897705078	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Long-chain fatty alcohols; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1084_cdhrc_dbgi_alc_pos_sirius_5380	C6H11NO3	[M + H]+	Amino acids and Peptides	0.9218127131462097	Small peptides	0.9300782084465027	Aminoacids	0.7094855904579163	Amino acids	0.588077187538147	Amino acids and derivatives	0.8145477175712585	Amino acids, peptides, and analogues	0.8147028088569641	Carboxylic acids and derivatives	0.9991703033447266	Organic acids and derivatives	0.9996418952941895	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
27_cdhrc_dbgi_alc_pos_sirius_6177	C26H25N3O12	[M + H]+	Alkaloids	0.4085325598716736	Nucleosides	0.8124082088470459	Pyrimidine nucleos(t)ides	0.6376595497131348	Glycosylamines	0.8075730800628662	Glycosyl compounds	0.9633516669273376	Carbohydrates and carbohydrate conjugates	0.9990687966346741	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Phenols; Lactams; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Diazines; Benzoic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Methoxybenzoic acids and derivatives; Benzenoids; Tetrahydrofurans; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
312_cdhrc_dbgi_alc_pos_sirius_3049	C19H32O2	[M + H]+	Fatty acids	0.9997943043708801	Fatty esters	0.3143783211708069	Unsaturated fatty acids	0.3840140998363495	Lineolic acids and derivatives	0.9280080199241638			Lineolic acids and derivatives	0.9280080199241638	Fatty Acyls	0.99997878074646	Lipids and lipid-like molecules	0.9999406337738037	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
