ConfidenceScore_sirius	CSI:FingerIDScore_sirius	ZodiacScore_sirius	SiriusScore_sirius	molecularFormula_sirius	adduct_sirius	InChIkey2D_sirius	InChI_sirius	name_sirius	smiles_sirius	xlogp_sirius	ionMass_sirius	id
0.3163929560649388	-51.71386286351857		42.48541889170862	C36H36O20	[M + H]+	MNQXYDTZVQQBJH	InChI=1S/C36H36O20/c37-11-22-26(45)29(48)31(50)35(53-22)56-34-30(49)27(46)23(12-51-24(44)6-2-13-1-4-16(39)18(41)7-13)54-36(34)55-33-28(47)25-20(43)9-15(38)10-21(25)52-32(33)14-3-5-17(40)19(42)8-14/h1-10,22-23,26-27,29-31,34-43,45-46,48-50H,11-12H2	Quercetin 3-(6''''-caffeoylsophoroside)	C1=CC(=C(C=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)OC6C(C(C(C(O6)CO)O)O)O)O)O)O)O	0.200000003	789.1875165275738	5758
0.3145684978839243	-183.12398334664505		108.46221193746396	C30H53NO9	[M + H]+	GVPDZXPAAWSLFA	InChI=1S/C30H53NO9/c1-12-22-29(7,36)14-16(2)23(32)17(3)15-30(8,37-11)26(19(5)24(33)20(6)27(35)39-22)40-28-25(34)21(31(9)10)13-18(4)38-28/h14,17-22,24-26,28,33-34,36H,12-13,15H2,1-11H3	(10E)-3-O-De(|A-L-cladinose)-10-dehydro-11-dehydroxy-6-O-methyl-erythromycin	CCC1C(C=C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)O)C)OC2C(C(CC(O2)C)N(C)C)O)(C)OC)C)C)(C)O	2.5	572.3793549902133	3652
0.3144169777285972	-31.92291744899173		63.61593154880028	C27H28O18	[M + H]+	KUHVZFKJXHIRDW	InChI=1S/C27H28O18/c28-6-13-15(32)17(34)20(37)27(43-13)44-23-16(33)14-11(31)4-8(41-26-21(38)18(35)19(36)24(45-26)25(39)40)5-12(14)42-22(23)7-1-2-9(29)10(30)3-7/h1-5,13,15,17-21,24,26-32,34-38H,6H2,(H,39,40)	Quercetin 3-glucoside-7-glucuronide	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O	-1.20000005	641.1345905988552	3742
0.3128580009362569	-110.14091837470404		62.36520605612503	C16H20N2O6	[M + H]+	ALKFYDQGZGCQKC	InChI=1S/C16H20N2O6/c1-10(19)17-13(9-11-5-3-2-4-6-11)15(22)18-12(16(23)24)7-8-14(20)21/h2-6,12-13H,7-9H2,1H3,(H,17,19)(H,18,22)(H,20,21)(H,23,24)	L-Glutamic acid, N-(N-acetyl-L-phenylalanyl)-	CC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCC(=O)O)C(=O)O	0.416292965	337.1391858997865	6789
0.3113961255533656	-419.498027532995		40.1980840772946	C28H49N5O19	[M + K]+	VKJIKBJKQNXESK	InChI=1S/C28H49N5O19/c1-15(35)32-21-17(37)12-28(26(42)43,50-19(21)13-31-49-10-6-45-5-9-48-30)51-20(14-34)23(39)24-22(33-16(2)36)18(38)11-27(52-24,25(40)41)46-7-3-44-4-8-47-29/h13,17-24,34,37-39H,3-12,14,29-30H2,1-2H3,(H,32,35)(H,33,36)(H,40,41)(H,42,43)		CC(=O)NC1C(CC(OC1C=NOCCOCCON)(C(=O)O)OC(CO)C(C2C(C(CC(O2)(C(=O)O)OCCOCCON)O)NC(=O)C)O)O	-10.6000004	798.2660000820973	1967
0.3112605870588975	-328.43613162633824		177.51857081087454	C40H59N3O9	[M + K]+	ULJASRBOWFVGAB	InChI=1S/C40H59N3O9/c1-23-22-39(7,48-20-14-17-29-15-12-11-13-16-29)35(51-37-33(45)30(42(9)10)21-24(2)49-37)26(4)32(44)27(5)36(46)50-28(6)40(8)34-25(3)31(23)41-18-19-43(34)38(47)52-40/h11-17,23-28,30,33-35,37,45H,18-22H2,1-10H3		CC1CC(C(C(O1)OC2C(C(=O)C(C(=O)OC(C3(C4C(C(=NCCN4C(=O)O3)C(CC2(C)OCC=CC5=CC=CC=C5)C)C)C)C)C)C)O)N(C)C	4.4000001	764.3872694790377	1065
0.3105129879325926	-149.06876460733085		63.853065747393806	C23H45NO8	[M + Na]+	WLYOAAIKVOFHBB	InChI=1S/C23H45NO8/c1-5-8-11-28-16-19-21(29-12-9-6-2)22(31-15-18(27)14-25)20(24-17(4)26)23(32-19)30-13-10-7-3/h18-23,25,27H,5-16H2,1-4H3,(H,24,26)		CCCCOCC1C(C(C(C(O1)OCCCC)NC(=O)C)OCC(CO)O)OCCCC	1.5	486.3058424674809	6703
0.3087068857584386	-221.68939037101288		90.98682961860756	C37H66F3NO4	[M + H]+	HCZNCLZATJYOHL	InChI=1S/C37H66F3NO4/c1-6-8-18-26-36(5,38)28-24-32(3)44-34(42)22-16-12-10-14-20-30-41-31-21-15-11-13-17-23-35(43)45-33(4)25-29-37(39,40)27-19-9-7-2/h24-25,28-29,32-33,41H,6-23,26-27,30-31H2,1-5H3		CCCCCC(C)(C=CC(C)OC(=O)CCCCCCCNCCCCCCCC(=O)OC(C)C=CC(CCCCC)(F)F)F	11.1000004	646.5048217773438	3509
0.308459239910023	-174.8209346551383		210.5256927669912	C32H59N5O10	[M + Na]+	SGBATOYVQGIVGJ	InChI=1S/C32H59N5O10/c1-15(2)11-21(35-31(46)27(17(5)6)37-32(47)28(18(7)8)36-30(45)20(10)38)23(39)13-25(41)33-19(9)29(44)34-22(12-16(3)4)24(40)14-26(42)43/h15-24,27-28,38-40H,11-14H2,1-10H3,(H,33,41)(H,34,44)(H,35,46)(H,36,45)(H,37,47)(H,42,43)	Lactoyl-Val-Val-Sta-Ala-Sta	CC(C)CC(C(CC(=O)O)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(C)O)O	1.5	696.4170304001398	1099
0.3084460377029028	-59.57561264695267		20.25966106771809	C36H43NO17	[M + Na]+	IMIAGCONYJPMDY	InChI=1S/C36H43NO17/c1-15-16(2)31(44)53-29-26(49-18(4)39)30(52-21(7)42)35(14-47-17(3)38)28(51-20(6)41)25(43)23-27(50-19(5)40)36(35,34(29,9)46)54-33(23,8)13-48-32(45)22-11-10-12-37-24(15)22/h10-12,15-16,23,26-30,46H,13-14H2,1-9H3	y-8,18,19,20-tetramethyl-, (8R,9R,10R,11S,12S,13R,14R,15S,18S,19S,20S,21S)-	CC1C(C(=O)OC2C(C(C3(C(C(=O)C4C(C3(C2(C)O)OC4(COC(=O)C5=C1N=CC=C5)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C	0.100000001	784.2433828505004	6568
0.3078063774817283	-133.59485097148868		201.98522152491287	C40H64O11	[M + Na]+	RFLKFQNYGNNJEY	InChI=1S/C40H64O11/c1-3-5-7-9-11-13-15-16-17-18-19-21-22-24-26-28-33(41)48-30-32(31-49-40-37(45)35(43)36(44)38(51-40)39(46)47)50-34(42)29-27-25-23-20-14-12-10-8-6-4-2/h5,7-8,10-11,13,16-17,19,21,32,35-38,40,43-45H,3-4,6,9,12,14-15,18,20,22-31H2,1-2H3,(H,46,47)		CCCC=CCCCCCCCC(=O)OC(COC1C(C(C(C(O1)C(=O)O)O)O)O)COC(=O)CCCCC=CCC=CCC=CCC=CCC	8.19999981	743.4337581417512	231
0.3076662977167878	-617.0221041297405		43.39191067869581	C26H36N7O8P	[M + Na]+	IRGUBVPFAZTLCI	InChI=1S/C26H36N7O8P/c1-14(2)39-23(35)15(3)32-42(37,41-17-8-6-5-7-9-17)38-12-18-20(34)26(4,36)24(40-18)33-13-28-19-21(29-16-10-11-16)30-25(27)31-22(19)33/h5-9,13-16,18,20,24,34,36H,10-12H2,1-4H3,(H,32,37)(H3,27,29,30,31)		CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=NC3=C(N=C(N=C32)N)NC4CC4)(C)O)O)OC5=CC=CC=C5	1.20000005	628.2247361382791	5600
0.307338222363638	-211.7200925427652		24.46795378053719	C24H32N4O2S4	[M + H]+	WSDDLZJTSWVYQW	InChI=1S/C24H32N4O2S4/c1-7-31-19-11-17(25-15(5)29)12-20(32-8-2)23(19)27-28-24-21(33-9-3)13-18(26-16(6)30)14-22(24)34-10-4/h11-14H,7-10H2,1-6H3,(H,25,29)(H,26,30)		CCSC1=CC(=CC(=C1N=NC2=C(C=C(C=C2SCC)NC(=O)C)SCC)SCC)NC(=O)C	5.5999999	537.150634765625	4128
0.3070379386457981	-11.072761676566447		67.26357430898068	C12H12O5	[M + H]+	RAYQKHLZHPFYEJ	InChI=1S/C12H12O5/c1-14-8-6-7-4-5-9(13)17-10(7)12(16-3)11(8)15-2/h4-6H,1-3H3	Spectrum_000635	COC1=C(C(=C2C(=C1)C=CC(=O)O2)OC)OC	1.79999995	237.0758062944429	6798
0.3062158836436078	-66.59524379041184		179.13395644196757	C18H26O10	[M + H]+	DOHBOZAWKYQAPC	InChI=1S/C18H26O10/c1-3-9-10(5-6-19)11(16(24)25-4-2)8-26-17(9)28-18-15(23)14(22)13(21)12(7-20)27-18/h3,6,8-10,12-15,17-18,20-23H,1,4-5,7H2,2H3		CCOC(=O)C1=COC(C(C1CC=O)C=C)OC2C(C(C(C(O2)CO)O)O)O	-1.29999995	403.1606995398183	776
0.3057291008771379	-99.95645407190398		56.58867353763429	C25H22O11	[M + H]+	XYNKWVHGMIUSPU	InChI=1S/C25H22O11/c26-15-5-1-13(9-17(15)28)3-7-21(30)34-19-11-25(33)12-20(23(19)36-24(25)32)35-22(31)8-4-14-2-6-16(27)18(29)10-14/h1-10,19-20,23,26-29,33H,11-12H2	[6-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-4-hydroxy-3-oxo-2-oxabicyclo[2.2.2]octan-7-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	C1C(C2C(CC1(C(=O)O2)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)OC(=O)C=CC4=CC(=C(C=C4)O)O	2.29999995	499.1235752027294	1669
0.3053189872221017	-35.379652575513774		45.11739996133769	C8H8O2	[M + H]+	WLJVXDMOQOGPHL	InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	a-Toluate	C1=CC=C(C=C1)CC(=O)O	1.48200095	137.05985825429357	5367
0.3050026255633544	-30.743245256648187		14.948613717547886	C16H28O6	[M + Na]+	FLXYFXDZJHWWGW	InChI=1S/C16H28O6/c1-5-16(4,8-6-7-10(2)3)22-15-14(20)13(19)12(18)11(9-17)21-15/h5,7,11-15,17-20H,1,6,8-9H2,2-4H3	2-(3,7-dimethylocta-1,6-dien-3-yloxy)-6-(hydroxymethyl)oxane-3,4,5-triol	CC(=CCCC(C)(C=C)OC1C(C(C(C(O1)CO)O)O)O)C	1.10000002	339.17795746537047	4187
0.3044843982254434	-213.5787123054178		19.80299712381455	C20H23N5O8	[M + Na]+	PAWXQJFDYFJIOH	InChI=1S/C20H23N5O8/c1-29-10-4-9(5-11(30-2)16(10)31-3)20(28)32-6-12-14(26)15(27)19(33-12)25-8-24-13-17(21)22-7-23-18(13)25/h4-5,7-8,12,14-15,19,26-27H,6H2,1-3H3,(H2,21,22,23)		COC1=CC(=CC(=C1OC)OC)C(=O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O	0.0555385724	484.14432935922326	5666
0.3031308795829527	-402.8478733377723		59.20081928604697	C27H44FNO4	[M + H]+	KQCQNYBAFIQLPA	InChI=1S/C27H44FNO4/c1-3-4-18-33-26-13-11-22(12-14-26)27(31)23(20-29-16-15-24(28)21-29)19-25(30)10-8-6-5-7-9-17-32-2/h11-14,23-24,27,31H,3-10,15-21H2,1-2H3		CCCCOC1=CC=C(C=C1)C(C(CC(=O)CCCCCCCOC)CN2CCC(C2)F)O	4.69999981	466.3342474724131	5470
0.3009659630246538	-441.1223693645746		67.50295927763709	C33H59N13O13	[M + H]+	OQNCZVDXXHYOPQ	InChI=1S/C33H59N13O13/c1-14(2)23(45-27(54)19(8-6-12-40-33(37)38)42-25(52)17(34)13-22(50)51)29(56)44-18(7-5-11-39-32(35)36)26(53)43-20(9-10-21(48)49)28(55)46-24(16(4)47)30(57)41-15(3)31(58)59/h14-20,23-24,47H,5-13,34H2,1-4H3,(H,41,57)(H,42,52)(H,43,53)(H,44,56)(H,45,54)(H,46,55)(H,48,49)(H,50,51)(H,58,59)(H4,35,36,39)(H4,37,38,40)		CC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N	-7.9000001	846.4420381747043	7180
0.3007257254556404	-36.90159135331288		288.2357484751259	C19H30O3	[M + H]+	HFHZCLLOCPKNMX	InChI=1S/C19H30O3/c1-3-4-5-6-7-9-12-15-18(20)16-13-10-8-11-14-17-19(21)22-2/h4-5,7,9,12,15H,3,6,8,10-11,13-14,16-17H2,1-2H3	10,12,15-Octadecatrienoic acid, 9-oxo-, methyl ester, (E,Z,Z)-	CCC=CCC=CC=CC(=O)CCCCCCCC(=O)OC	4.9000001	307.2266804273768	1927
0.3000052121980515	-316.55705857346567		13.255274409061876	C40H35N2O2P	[M + H]+	INYLUWAVYBLHBE	InChI=1S/C40H35N2O2P/c43-39(34-23-13-16-28-14-7-9-21-32(28)34)41-35-24-11-12-25-36(35)42-40(44)38-33-22-10-8-15-29(33)26-27-37(38)45(30-17-3-1-4-18-30)31-19-5-2-6-20-31/h1-10,13-23,26-27,35-36H,11-12,24-25H2,(H,41,43)(H,42,44)		C1CCC(C(C1)NC(=O)C2=CC=CC3=CC=CC=C32)NC(=O)C4=C(C=CC5=CC=CC=C54)P(C6=CC=CC=C6)C7=CC=CC=C7	8.69999981	607.2514152264803	6265
0.29960910429399	-27.67534453365276		42.587091848152966	C15H18O9	[M + H]+	QOPSZFXPZWQLOG	InChI=1S/C15H18O9/c16-6-10-12(20)13(21)14(22)15(24-10)23-9-5-7(1-3-8(9)17)2-4-11(18)19/h1-5,10,12-17,20-22H,6H2,(H,18,19)	Caffeic acid 3-glucoside	C1=CC(=C(C=C1C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O)O	-0.813954413	343.10281599942914	76
0.2991078419979915	-194.20896619242052		187.2097868833472	C17H27FO2	[M + H]+	TUHHNHMHSGZMKC	InChI=1S/C17H27FO2/c1-2-3-4-5-15-12-19-17(20-13-15)11-8-14-6-9-16(18)10-7-14/h2-3,9,14-15,17H,4-8,10-13H2,1H3	2-[2-(4-fluorocyclohex-3-en-1-yl)ethyl]-5-[(E)-pent-3-enyl]-1,3-dioxane	CC=CCCC1COC(OC1)CCC2CCC(=CC2)F	4.0999999	283.2063777187016	3504
0.2990724837589187	-56.06130561539343		170.75862281369004	C11H14O6	[M + H]+	QMBSLGFBNUKGRJ	InChI=1S/C11H14O6/c1-16-10(14)6-4-17-11(15)8-5(3-12)2-7(13)9(6)8/h2,4,7-9,11-13,15H,3H2,1H3	6Beta-Hydroxygenipin	COC(=O)C1=COC(C2C1C(C=C2CO)O)O	-1.89999998	243.0869140625	4212
0.2986380466759175	-200.80111866228023		122.03451231790318	C32H33BO6	[M + H]+	GCCZAKHAUAKZQL	InChI=1S/C32H32BO6/c1-34-24-15-10-16-25(35-2)30(24)33(22-21-23-13-8-7-9-14-23,31-26(36-3)17-11-18-27(31)37-4)32-28(38-5)19-12-20-29(32)39-6/h7-20H,1-6H3/q-1		[B-](C#CC1=CC=CC=C1)(C2=C(C=CC=C2OC)OC)(C3=C(C=CC=C3OC)OC)C4=C(C=CC=C4OC)OC	0.0	524.2492578316999	1191
0.2982989200031453	-161.82821495775485		55.434720082396375	C10H12FN5O5	[M + H]+	GNYDOLMQTIJBOP	InChI=1S/C10H12FN5O5/c11-9-13-3-6(14-10(12)15-7(3)20)16(9)8-5(19)4(18)2(1-17)21-8/h2,4-5,8,17-19H,1H2,(H3,12,14,15,20)	2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-8-fluoranyl-3H-purin-6-one	C(C1C(C(C(O1)N2C3=C(C(=O)NC(=N3)N)N=C2F)O)O)O	-2.00612497	302.08827737265074	9
0.2980265019409167	-57.809527928067965		32.80648677034023	C36H36O19	[M + H]+	VASHBWYFPVZWGX	InChI=1S/C36H36O19/c37-12-22-26(43)29(46)31(48)35(53-22)51-17-10-20(41)25-21(11-17)52-33(15-4-7-18(39)19(40)9-15)34(28(25)45)55-36-32(49)30(47)27(44)23(54-36)13-50-24(42)8-3-14-1-5-16(38)6-2-14/h1-11,22-23,26-27,29-32,35-41,43-44,46-49H,12-13H2	Quercetin 3-O-beta-(6''''-O-E-p-coumaroylglucoside)-7-O-beta-glucoside	C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O	0.300000012	773.1919391818766	4239
0.2977148561715358	-107.88528971801496		183.4086096392336	C33H66OS2	[M + H]+	JOEWKXJFFZLNGW	InChI=1S/C33H66OS2/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-35-33(34)36-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-32H2,1-2H3		CCCCCCCCCCCCCCCCSC(=O)SCCCCCCCCCCCCCCCC	17.1000004	543.4626636222913	2217
0.2976375251189967	-186.9493196627911		173.95160754660043	C47H68O10	[M + H]+	DGRYFBQJQQTZFN	InChI=1S/C47H68O10/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-25-27-29-31-33-35-42(49)54-38-40(39-55-47-46(53)45(52)44(51)41(37-48)57-47)56-43(50)36-34-32-30-28-26-23-16-14-12-10-8-6-4-2/h5-26,40-41,44-48,51-53H,3-4,27-39H2,1-2H3		CCC=CC=CC=CC=CCCCCCC(=O)OC(COC1C(C(C(C(O1)CO)O)O)O)COC(=O)CCCCCC=CC=CC=CC=CC=CC=CC=CCC	9.89999962	793.4868318376981	3526
0.2976313748072965	-6.167733760472874		55.131083744089	C25H24O12	[M + H]+	UFCLZKMFXSILNL	InChI=1S/C25H24O12/c26-15-5-1-13(9-17(15)28)3-7-21(31)36-20-12-25(35,24(33)34)11-19(30)23(20)37-22(32)8-4-14-2-6-16(27)18(29)10-14/h1-10,19-20,23,26-30,35H,11-12H2,(H,33,34)	Isochlorogenic acid C	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O	1.5	517.1341552734375	1987
0.2967577193338835	-76.47462737711443		140.77788217439536	C30H46O2	[M + H]+	VYZWWQXICOFCOH	InChI=1S/C30H46O2/c1-18-10-15-30-17-16-28(6)20(24(30)19(18)2)8-9-22-27(5)13-12-23(32-25(30)31)26(3,4)21(27)11-14-29(22,28)7/h8,18-19,21-24H,9-17H2,1-7H3		CC1CCC23CCC4(C(=CCC5C4(CCC6C5(CCC(C6(C)C)OC2=O)C)C)C3C1C)C	8.10000038	439.3569605514676	5831
0.2959443777486076	-138.48686990694836		176.21270731102916	C30H54O2P2	[M + H]+	ZJNJYNFKZNTXGF	InChI=1S/C30H54O2P2/c31-33(25-15-5-1-6-16-25,26-17-7-2-8-18-26)29-23-13-14-24-30(29)34(32,27-19-9-3-10-20-27)28-21-11-4-12-22-28/h25-30H,1-24H2		C1CCC(CC1)P(=O)(C2CCCCC2)C3CCCCC3P(=O)(C4CCCCC4)C5CCCCC5	7.0999999	509.3688932561869	1709
0.2959042590499078	-137.73948254941348		94.43393415649696	C18H33NO9	[M + Na]+	UNPZEFDVXZMGBP	InChI=1S/C18H33NO9/c1-26-14(23)8-6-4-2-3-5-7-9-27-18-15(19-13(22)11-21)17(25)16(24)12(10-20)28-18/h12,15-18,20-21,24-25H,2-11H2,1H3,(H,19,22)	methyl 9-[(2R,5R)-4,5-dihydroxy-3-[(2-hydroxyacetyl)amino]-6-(hydroxymethyl)oxan-2-yl]oxynonanoate	COC(=O)CCCCCCCCOC1C(C(C(C(O1)CO)O)O)NC(=O)CO	-0.200000003	430.2065124511719	5046
0.2958717874548586	-252.23391740831377		27.500689558092283	C26H51N9O6	[M + Na]+	KMMNWFOJVRMCMW	InChI=1S/C26H51N9O6/c1-15(2)12-17(14-21(36)35-41)23(38)34-20(13-16(3)4)25(40)33-19(9-7-11-31-26(29)30)24(39)32-18(22(28)37)8-5-6-10-27/h15-20,41H,5-14,27H2,1-4H3,(H2,28,37)(H,32,39)(H,33,40)(H,34,38)(H,35,36)(H4,29,30,31)		CC(C)CC(CC(=O)NO)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)N	-1.29999995	608.385183857934	681
0.295742446497374	-269.2114130527739		91.271289498251	C20H21N5O6S	[M + H]+	IRUJWRVLJAPULX	InChI=1S/C20H21N5O6S/c1-10(26)29-15-13(8-32-12-6-4-3-5-7-12)31-19(16(15)30-11(2)27)25-9-22-14-17(25)23-20(21)24-18(14)28/h3-7,9,13,15-16,19H,8H2,1-2H3,(H3,21,23,24,28)		CC(=O)OC1C(OC(C1OC(=O)C)N2C=NC3=C2N=C(NC3=O)N)CSC4=CC=CC=C4	1.08549619	460.1281297744613	6253
0.2957324669522035	-98.22991285969572		112.8197486033209	C31H32O9	[M + H]+	RLYUIZOZXWNZOU	InChI=1S/C31H32O9/c1-19-7-11-22(12-8-19)38-18-30(40-26-6-4-3-5-23(26)33)31(36)21-10-14-27(25(35)15-21)39-29(17-32)20-9-13-24(34)28(16-20)37-2/h3-16,29-36H,17-18H2,1-2H3		CC1=CC=C(C=C1)OCC(C(C2=CC(=C(C=C2)OC(CO)C3=CC(=C(C=C3)O)OC)O)O)OC4=CC=CC=C4O	4.5999999	549.2122135550803	1477
0.2951906803812643	-119.44117748856053		35.61488286620497	C10H23N5O2	[M + Na]+	XONZSRUDOGPTSI	InChI=1S/C10H23N5O2/c1-2-3-4-5-6-15(7-9(11)13-16)8-10(12)14-17/h16-17H,2-8H2,1H3,(H2,11,13)(H2,12,14)	2-[[(2Z)-2-amino-2-hydroxyiminoethyl]-hexylamino]-N''-hydroxyethanimidamide	CCCCCCN(CC(=NO)N)CC(=NO)N	1.0	268.1736145019531	992
0.294625095328563	-273.78718302327013		160.84637961152862	C26H37NO12	[M + H]+	JCHSEFFQOYHTAX	InChI=1S/C26H37NO12/c1-13-21(36-15(3)30)23(37-16(4)31)24(34-12-17-9-7-6-8-10-17)26(35-13)39-22-19(27-14(2)29)25(33-5)38-18(11-28)20(22)32/h6-10,13,18-26,28,32H,11-12H2,1-5H3,(H,27,29)		CC1C(C(C(C(O1)OC2C(C(OC(C2O)CO)OC)NC(=O)C)OCC3=CC=CC=C3)OC(=O)C)OC(=O)C	0.0	556.2383385783472	2149
0.2943898732346983	-30.26919400194216		44.58286360375549	C6H6O3	[M + H]+	NOEGNKMFWQHSLB	InChI=1S/C6H6O3/c7-3-5-1-2-6(4-8)9-5/h1-3,8H,4H2	Epitope ID:136033	C1=C(OC(=C1)C=O)CO	0.436229497	127.03912353515624	5397
0.2929663199267375	-50.0510396348851		34.70694510316439	C18H19NO4	[M + H]+	FRCCOVWVDLDBBG	InChI=1S/C18H19NO4/c1-13-7-9-15(10-8-13)23-12-17(20)19-16(18(21)22)11-14-5-3-2-4-6-14/h2-10,16H,11-12H2,1H3,(H,19,20)(H,21,22)	Oprea1_427909	CC1=CC=C(C=C1)OCC(=O)NC(CC2=CC=CC=C2)C(=O)O	3.20000005	314.13856938058586	2296
0.2923324910493395	-244.5922503527464		66.80469394955169	C24H21BO9	[M + H]+	IUHKKKCJWMESTB	InChI=1S/C24H21BO9/c1-29-22(26)16-4-10-19(11-5-16)32-25(33-20-12-6-17(7-13-20)23(27)30-2)34-21-14-8-18(9-15-21)24(28)31-3/h4-15H,1-3H3		B(OC1=CC=C(C=C1)C(=O)OC)(OC2=CC=C(C=C2)C(=O)OC)OC3=CC=C(C=C3)C(=O)OC	4.95484447	464.14011752637896	6001
0.2914931869728074	-352.521535685151		56.72083892000148	C41H41N3O8	[M + K]+	VTKCIFHIYDDDJZ	InChI=1S/C41H41N3O8/c1-41-31(16-9-24-21-33(50-2)36(45)34(22-24)51-3)28-14-15-29-35(30(28)23-32(41)38(47)44(40(41)49)26-7-5-4-6-8-26)39(48)43(37(29)46)27-12-10-25(11-13-27)42-17-19-52-20-18-42/h4-14,16,21-22,29-32,35,45H,15,17-20,23H2,1-3H3		CC12C(CC3C4C(CC=C3C1C=CC5=CC(=C(C(=C5)OC)O)OC)C(=O)N(C4=O)C6=CC=C(C=C6)N7CCOCC7)C(=O)N(C2=O)C8=CC=CC=C8	4.0	742.2556631543331	2469
0.2913493937178616	-189.0820378967433		43.0712226713374	C22H27NO6	[M + H]+	WUODBWUVXRIXAI	InChI=1S/C22H27NO6/c1-23-9-8-22-14-5-7-17(28-18(24)11-25-2)21(22)29-20-16(27-12-26-3)6-4-13(19(20)22)10-15(14)23/h4-7,14-15,17,21H,8-12H2,1-3H3	[(4R,4aR,7S,7aR,12bS)-9-(methoxymethoxy)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7-yl] 2-methoxyacetate	CN1CCC23C4C1CC5=C2C(=C(C=C5)OCOC)OC3C(C=C4)OC(=O)COC	2.21704173	402.1909531741029	4469
0.2913353182168307	-237.10228229499864		23.270820829415687	C32H56N10O13	[M + K]+	ZYZIENMRVZPYRW	InChI=1S/C32H56N10O13/c1-13(2)23(41-32(55)25(16(6)44)42-28(51)18(8-10-22(47)48)38-27(50)15(5)33)30(53)36-11-21(46)40-24(14(3)4)31(54)39-19(12-43)29(52)37-17(26(35)49)7-9-20(34)45/h13-19,23-25,43-44H,7-12,33H2,1-6H3,(H2,34,45)(H2,35,49)(H,36,53)(H,37,52)(H,38,50)(H,39,54)(H,40,46)(H,41,55)(H,42,51)(H,47,48)		CC(C)C(C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)N	-7.19999981	827.3683044234397	5452
0.2912324173212962	-193.347014252948		68.35109028000839	C25H31NO4P2	[M + H]+	ZGNGXDKGWNZFMH	InChI=1S/C25H31NO4P2/c1-3-5-20-29-31(27,22-14-9-7-10-15-22)24-18-13-19-25(26-24)32(28,30-21-6-4-2)23-16-11-8-12-17-23/h7-19H,3-6,20-21H2,1-2H3	2,6-bis[butoxy(phenyl)phosphoryl]pyridine	CCCCOP(=O)(C1=CC=CC=C1)C2=NC(=CC=C2)P(=O)(C3=CC=CC=C3)OCCCC	5.30000019	472.1812397669887	5456
0.2911313366289203	-7.965179630060655		353.74427232964047	C20H34O2	[M + H]+	JYYFMIOPGOFNPK	InChI=1S/C20H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h5-6,8-9,11-12H,3-4,7,10,13-19H2,1-2H3	Ethyl linolenate	CCC=CCC=CCC=CCCCCCCCC(=O)OCC	6.5999999	307.2634316989867	1415
