row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_BK00_neg.mzML Peak area,1685365277_ALC_dbgi_001185_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001152_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001162_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001161_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001175_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001153_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001182_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001146_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001142_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001144_01_01_neg.mzML Peak area,
221,607.0943587759203,2.2479982,,,,,,,,,,,0,0,0,0,126071.28,118247.1,0,151680.78,0,0,111741.72,
222,649.1435155555291,2.2488053,,,,,,,,,,,0,0,0,0,0,819.78186,1362987.6,0,0,8251.088,0,
223,239.05581060106238,2.25033,,,,,,,,,,,31.030178,0,120270.36,0,0,0,0,0,5582294.5,0,5083.1797,
224,951.1719990793288,2.2515552,,,,,,,,,,,0,0,0,0,0,0,0,126002.71,0,0,0,
225,639.1260799494149,2.2539318,,,,,,,,,,,0,0,0,723434.44,6584.468,0,0,731298.06,0,0,0,
226,191.05450314099173,2.2545776,,,,3,,,,,,,0,0,1325225.4,2178275.0,0,383882.28,2223186.8,0,1076693.9,0,0,
227,417.10420178374386,2.2560863,,,,,,,,,,,0,46986.684,0,0,0,0,0,0,0,0,77129.6,
228,639.1795513840738,2.2563016,,,,,,,,,,,0,0,0,0,0,0,0,0,0,120450.484,0,
229,375.09477166603557,2.2560863,,,,,,,,,,,0,132845.3,0,0,0,0,0,0,0,0,2528.9048,
230,715.1803352970807,2.2565427,,,,,,,,,,,0,43329.637,0,0,0,0,0,0,0,0,0,
231,747.1636135493272,2.2565427,,,,,,,,,,,0,54373.87,0,0,0,0,0,0,0,0,0,
232,355.0928033959885,2.257334,,,,,,,,,,,0,0,0,0,0,0,746686.44,0,0,0,0,
233,706.1745833782037,2.257334,,,,,,,,,,,0,0,0,0,0,0,346586.03,0,0,0,0,
234,729.1639459874777,2.2568178,,,,,,,,,,,0,0,0,0,0,0,116867.305,0,0,1071.9529,0,
235,841.2427281128558,2.257334,,,,,,,,,,,0,0,0,0,0,0,105217.85,0,0,0,0,
236,637.1445296692848,2.2594056,,,,,,,,,,,0,0,0,0,147582.7,4336.699,177821.31,0,2717366.2,0,2843.9644,
237,289.07304857794446,2.2604914,,,,,,,,,,,319.60077,0,188.9689,0,0,404895.5,0,0,0,0,0,
238,408.95025600682646,2.2629483,,,,,,,,,,,0,0,756.59094,0,0,125233.625,0,21360.266,0,0,0,
239,665.1370425747635,2.2658055,,,,,,,,,,,0,445.96378,180673.2,1830.9834,0,8463.773,0,0,567007.94,141361.62,0,
240,487.1472018005226,2.2666128,,,,,,,,,,,0,0,0,0,0,0,0,0,706425.4,0,0,
241,352.0777014583973,2.2667549,,,,,,,,,,,0,0,0,0,0,0,196852.38,0,0,0,0,
242,873.2329185624075,2.2675154,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,50746.004,
243,343.1036789019389,2.268218,,,,,,,,,,,0,0,0,0,0,0,0,0,0,67008.39,0,
244,453.01322844743606,2.2690327,,,,3,,,,,,,0,0,295773.06,497846.56,0,0,447602.6,0,0,0,1492.0586,
245,487.11067456818176,2.2732935,,,,3,,,,,,,0,0,36643.188,136709.81,0,0,564218.94,0,0,0,0,
246,937.1897382334163,2.2719698,,,,,,,,,,,0,0,0,0,0,0,0,100595.51,0,0,0,
247,225.04048555478042,2.273265,,,,,,,,,,,0,57796.895,0,0,0,444.33374,0,0,836.4507,0,67710.3,
248,354.0916869864597,2.2745817,,,,,,,,,,,1152.6853,0,0,5127100.5,1223.5836,10591.494,0,2004.1333,899743.6,0,16673.61,
249,635.1295915058953,2.2740598,,,,,,,,,,,0,0,27151.818,0,0,1241.0815,0,0,1133028.4,0,0,
250,695.1875809957638,2.2732334,,,,,,,,,,,0,0,257990.67,0,0,261.37476,0,0,0,0,0,
251,705.1731943180807,2.275831,,,,3,,,,,,,0,0,440396.44,652765.9,0,0,1030954.25,0,102918.48,0,0,
252,1061.2805403333127,2.2763042,,,,3,,,,,,,0,0,0,70184.96,0,0,60775.133,0,0,0,0,
253,365.1461971956525,2.278516,,,,,,,,,,,0,0,0,0,0,0,0,0,0,133651.55,0,
254,353.0892815356807,2.2799418,,,,3,,,,,,,23932.805,1063114.9,1.8057564E7,3.108659E7,0,3144916.5,3.4641204E7,9949.892,1.8851888E7,2359910.5,271822.66,
255,629.1747823271218,2.2854757,,,,,,,,,,,0,0,414996.4,297186.9,0,0,0,0,24015.67,0,0,
256,451.0613921183233,2.2853029,,,,,,,,,,,0,0,25581.252,74826.164,0,0,0,0,5048.172,0,0,
257,707.1900053950792,2.287618,,,,3,,,,,,,0,0,5057883.5,1.3288447E7,0,76308.55,1.2524408E7,0,2924140.8,0,0,
258,342.1192542230088,2.288791,,,,,,,,,,,0,0,0,0,0,0,0,0,0,66126.89,0,
259,491.0842390661052,2.2889056,,,,,,,,,,,0,208638.88,0,0,649370.0,0,9909.263,0,0,308393.38,0,
260,487.05518560770537,2.2898092,,,,,,,,,,,0,463029.8,0,0,0,0,0,0,0,0,1863.845,
261,697.1266917061888,2.2921717,,,,,,,,,,,0,0,0,0,0,0,0,65026.113,0,0,0,
262,351.07399721986224,2.2937903,,,,,,,,,,,910.46936,71115.63,669489.44,0,0,105936.38,1273378.6,0,0,0,0,
263,633.111389755916,2.2953753,,,,,,,,,,,0,0,0,0,0,128899.64,0,0,0,181229.62,0,
264,421.0748866511242,2.3035657,,,,,,,,,,,0,0,137943.95,260146.58,0,0,289508.0,0,159552.55,0,0,
265,741.1892240006475,2.3069952,,,,,,,,,,,0,0,0,189092.44,0,0,0,0,0,0,0,
266,489.0694925728755,2.3073688,,,,,,,,,,,0,0,0,0,239786.23,0,0,0,0,0,0,
267,529.1584107274375,2.3097541,,,,61,,,,,,,0,835.8002,0,2320680.2,368.19064,0,1559548.0,0,1088904.2,3992.0908,0,
268,637.161507657438,2.3131354,,,,,,,,,,,0,0,316573.4,141392.94,0,0,0,170438.23,0,0,0,
269,175.06009889201363,2.314638,,,,61,,,,,,,97.561714,631825.0,402952.94,7791351.5,2116069.8,161342.34,3890832.2,488031.16,5902149.5,2410435.0,1629287.4,
270,933.2468327559993,2.3141057,,,,,,,,,,,0,0,2145774.0,0,0,0,0,4695.9004,0,0,0,
271,311.0783704683456,2.3162603,,,,,,,,,,,0,64089.625,0,0,0,0,0,0,0,81163.84,0,
272,369.14091105009646,2.3179355,,,,,,,,,,,0,0,0,0,35132.17,0,0,0,0,0,0,
273,517.1558229400356,2.3193035,,,,,,,,,,,0,0,0,256227.53,108064.164,0,95614.92,8002.9033,0,56051.06,8672.891,
274,329.05199451455013,2.3242025,,,,,,,,,,,0,0,4475.4927,0,0,0,177836.89,144449.8,0,151517.66,0,
275,771.2011548755794,2.3227112,,,,,,,,,,,0,0,0,81461.234,0,55252.883,420.53427,295558.25,323896.88,0,0,
276,474.11146986858904,2.3306923,,,,,,,,,,,0,0,365924.78,904790.06,0,0,0,608602.56,0,0,0,
277,449.20387944590556,2.3334026,,,,,,,,,,,0,4972.611,141799.94,0,0,185733.98,0,64841.07,0,1426.9504,352628.94,
278,595.2617371141644,2.3345206,,,,,,,,,,,0,40555.527,0,0,0,822.17505,0,0,0,0,0,
279,537.1975998374157,2.3394966,,,,,,,,,,,0,0,0,13858.176,5546.07,50954.656,0,76658.17,244635.05,0,0,
280,399.09375760086965,2.340728,,,,,,,,,,,0,0,0,0,0,0,0,0,0,36564.645,0,
281,663.1215877665026,2.3441863,,,,,,,,,,,0,0,0,0,0,117518.87,0,0,0,0,0,
282,707.1836267042878,2.3487697,,,,,,,,,,,0,0,23693.691,83880.85,0,0,0,0,0,0,0,
283,356.12086286894754,2.3540275,,,,43,,,,,,,0,0,0,0,0,678.06287,0,0,0,66160.74,50057.23,
284,1035.2290626474978,2.3579316,,,,,,,,,,,0,0,34808.77,0,0,0,0,0,0,0,0,
285,583.2038351040904,2.3634007,,,,,,,,,,,0,0,0,0,0,0,0,0,0,37411.51,0,
286,359.07840757669214,2.370409,,,,,,,,,,,0,0,0,468.65546,0,38529.46,0,1528038.5,0,0,0,
287,504.2455472484236,2.3740194,,,,,,,,,,,0,0,0,0,0,0,0,0,0,54447.87,0,
288,361.02112645449233,2.3740475,,,,,,,,,,,0,0,0,0,40037.633,0,0,0,0,0,0,
289,325.0940720978864,2.3748198,,,,,,,,,,,0,788312.8,1071154.9,928446.5,723560.8,409848.5,0,246403.94,567569.7,1450528.8,512268.2,
290,285.06183841099255,2.3744588,,,,,,,,,,,0,0,0,0,0,0,0,0,0,186.36752,85792.14,
291,388.0887219740306,2.3755727,,,,,,,,,,,0,0,0,0,0,0,0,0,307.99017,0,34206.77,
292,737.192173307783,2.374898,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,132228.08,
293,293.12502953986933,2.3777158,,,,43,,,,,,,0,372637.66,0,84940.26,186557.45,423254.8,292853.44,267586.7,201922.0,991706.4,581710.6,
294,429.1043345777274,2.3784027,,,,,,,,,,,0,0,59507.27,14939.576,0,0,0,2200.4775,8015.382,0,0,
295,599.1637944006005,2.37865,,,,,,,,,,,0,1033.055,35632.02,0,0,0,0,0,897.3719,0,0,
296,289.09296579246393,2.386294,,,,,,,,,,,0,0,0,0,0,0,0,63911.676,0,0,0,
297,385.0788203880252,2.3855069,,,,,,,,,,,0,0,0,0,0,0,3112.2356,2758158.5,1018.65894,0,0,
298,597.2764614906717,2.387815,,,,,,,,,,,0,0,0,0,0,22425.934,0,0,0,0,0,
299,949.244370180229,2.3884983,,,,,,,,,,,0,0,0,1955132.6,0,0,0,2544935.2,0,0,0,
300,369.08422223005067,2.3892217,,,,,,,,,,,0,259.6975,0,253982.0,0,282.04938,0,0,2563.088,0,0,
301,400.05271212061916,2.3924267,,,,,,,,,,,0,0,0,0,0,0,12112.272,0,0,105669.94,297324.44,
302,691.154145224092,2.3959374,,,,,,,,,,,0,0,0,0,0,0,71902.79,0,8208.297,0,0,
303,461.1680114004163,2.3966715,,,,,,,,,,,0,0,0,0,138975.62,0,0,2260.868,0,0,0,
304,415.12516031114876,2.3982737,,,,,,,,,,,0,60065.47,72785.58,16222.887,58750.484,0,87405.97,137165.0,52215.04,0,56419.332,
305,340.10494091816304,2.3980894,,,,,,,,,,,0,64775.668,0,0,0,0,67139.79,1340.6782,0,0,14949.393,
306,294.09884377193345,2.4037178,,,,,,,,,,,0,23752.607,0,7039.8633,0,0,0,512.986,0,0,0,
307,383.06341399635147,2.4033892,,,,,,,,,,,0,69607.52,164655.39,175730.67,127686.47,98923.875,109139.29,244587.84,104062.01,0,64208.402,
308,373.0346880901942,2.4045453,,,,,,,,,,,0,10696.147,71344.93,0,45999.72,82983.33,87802.19,158957.17,190667.22,0,0,
309,323.1360340861457,2.404782,,,,,,,,,,,129.17172,100139.5,317634.94,385138.84,455991.34,373707.16,157003.86,490149.22,349873.0,373285.25,462833.1,
310,502.22990017777727,2.4067068,,,,,,,,,,,0,0,0,0,0,0,0,0,0,33990.715,0,
311,661.1984966261061,2.408506,,,,,,,,,,,0,0,0,3470.0852,0,0,0,30327.395,4798.5127,0,3511.5874,
312,492.13688202131215,2.4073336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,294.9682,107379.164,
313,622.1564899948053,2.4107862,,,,,,,,,,,0,0,0,98566.29,0,0,0,0,0,0,0,
314,211.06088233410188,2.4188097,,,,,,,,,,,0,0,0,0,0,2611.9456,2060.294,0,0,0,72344.484,
315,311.07769182031245,2.420115,,,,,,,,,,,0,0,8931.814,307464.4,13823.931,0,0,7524.084,0,0,2127.4414,
316,161.08039454226179,2.4227662,,,,,,,,,,,0,544206.56,0,290326.78,0,1693.9084,0,0,0,149655.36,44754.1,
317,443.1210493771917,2.423983,,,,,,,,,,,0,0,49097.977,0,0,0,0,0,0,0,0,
318,239.05611607951042,2.425529,,,,,,,,,,,0,590463.8,980.1221,230252.4,0,0,1070294.9,0,0,0,0,
319,949.2308445501443,2.4301243,,,,,,,,,,,0,0,0,207270.31,0,0,0,131141.88,0,0,0,
320,579.1397639242014,2.4295242,,,,,,,,,,,0,0,0,885197.94,0,0,195.4825,0,122.339676,0,0,
321,623.1325913982461,2.4311132,,,,,,,,,,,0,0,116.93289,494480.53,0,0,39759.64,0,0,0,0,
322,625.133634096982,2.4294558,,,,,,,,,,,0,0,0,24071.44,0,0,0,0,0,358.72906,0,
323,289.11994754691517,2.4406445,,,,,,,,,,,0,0,0,0,0,0,0,0,89.927925,41156.29,0,
324,466.11374853885536,2.4434655,,,,,,,,,,,0,0,357137.56,1912271.2,0,0,0,454971.9,0,0,0,
325,278.95999101744434,2.4503453,,,,,,,,,,,0,0,0,0,0,0,5243.6914,161468.19,0,0,1085.117,
326,459.10727230403234,2.4513593,,,,,,,,,,,0,0,0,587690.94,0,0,0,0,296.0177,0,0,
327,919.2282398318188,2.450715,,,,,,,,,,,0,0,0,657670.25,0,0,0,0,0,0,0,
328,178.0577289212787,2.4530418,,,,,,,,,,,0,0,0,0,0,83150.695,0,0,0,0,0,
329,177.05447728665158,2.4539454,,,,52,,,,,,,0,0,8836.681,345.88904,931092.8,1086264.9,0,0,0,1089423.0,246349.5,
330,265.0353908879427,2.45416,,,,52,,,,,,,0,0,7172.305,0,697061.3,881859.1,0,0,252.96457,760726.9,184821.47,
331,941.2350603848637,2.4567497,,,,,,,,,,,0,0,147674.36,0,0,0,0,0,0,0,0,
332,247.02197230904994,2.4599051,,,,,,,,,,,0,1330.0134,466.2588,1521.5814,0,0,0,108443.52,0,0,1869.2227,
333,357.0612939942571,2.4603565,,,,,,,,,,,0,110.85036,0,669.6019,1265.8202,0,0,97235.6,0,0,0,
334,366.06760113535336,2.4596975,,,,,,,,,,,0,0,0,0,0,0,0,121327.91,0,0,0,
335,367.064709528933,2.461193,,,,,,,,,,,0,0,0,0,0,0,0,616895.3,170.27863,0,0,
336,411.98815961577964,2.4596975,,,,,,,,,,,0,0,0,0,0,0,0,113291.88,0,0,0,
337,494.1156373230887,2.4601066,,,,,,,,,,,0,0,0,0,0,0,0,0,0,576806.0,0,
338,531.0439444688683,2.4601066,,,,,,,,,,,0,0,0,0,0,0,0,0,0,397204.66,0,
339,697.1652219632524,2.4601066,,,,,,,,,,,0,0,0,0,0,0,0,0,0,196649.36,0,
340,713.1584505483765,2.4601066,,,,,,,,,,,0,0,0,0,0,0,0,0,0,132379.33,0,
341,755.2064466123776,2.4614663,,,,,,,,,,,0,1227.6902,0,3959.691,0,10741.336,208360.53,86627.25,11886.511,0,4017.44,
342,179.03442544311204,2.4607418,,,,42,,,,,,,0,1323660.4,0,2659098.8,3967150.0,0,3116120.2,5.2455524E7,0,0,787433.0,
343,933.2351583854781,2.4629788,,,,,,,,,,,0,0,450607.3,0,0,0,0,411358.06,0,0,0,
344,371.09973273348385,2.4624786,,,,,,,,,,,0,1000.77905,110264.15,77394.32,0,0,0,0,0,96215.445,0,
345,609.1501078149207,2.4624605,,,,,,,,,,,0,0,151962.84,2231378.0,462.9148,0,98533.3,0,0,0,0,
346,326.06043146847486,2.4653914,,,,42,,,,,,,0,0,0,0,0,106983.42,483113.56,1601469.4,0,216989.16,371080.3,
347,463.1838392893889,2.4653382,,,,,,,,,,,0,0,6891.9956,0,26779.303,7066.2715,39602.195,0,2344.8003,0,0,
348,617.1745627240948,2.4657435,,,,,,,,,,,0,0,153101.58,0,0,2175.7827,0,0,0,0,0,
349,325.0577686818821,2.4688,,,,42,,,,,,,0,1611649.6,0,111762.375,3053377.2,0,3742083.2,1.3799745E7,1486230.5,1862968.4,3146087.0,
350,655.1542033728254,2.4714274,,,,,,,,,,,0,0,0,171374.62,0,0,0,0,0,0,0,
351,424.9810201509585,2.4715843,,,,,,,,,,,0,0,0,0,38774.63,0,0,0,0,0,0,
352,863.2545651628042,2.4717891,,,,56,,,,,,,0,731.021,0,0,0,0,0,0,148960.78,5840484.5,84159.73,
353,457.1365376216683,2.4718134,,,,,,,,,,,0,67196.34,0,0,64605.008,0,0,8428.325,462.5172,0,417071.0,
354,497.1311989441043,2.472779,,,,,,,,,,,0,772.64307,0,0,0,31206.451,0,0,0,0,0,
355,431.1215030827378,2.4761324,,,,56,,,,,,,0,558849.75,0,0,22514.422,0,0,0,3394244.8,1.6542611E7,3087374.8,
356,277.9525055826416,2.4761481,,,,,,,,,,,0,0,0,0,68688.945,0,0,163578.17,0,0,0,
357,527.2345074633589,2.4824824,,,,,,,,,,,0,45896.562,0,0,5152.876,0,0,0,0,0,0,
358,309.11956011235486,2.4820457,,,,,,,,,,,0,0,89763.84,3532.8567,0,152793.22,0,0,0,9269.679,0,
359,297.06265975976305,2.4840004,,,,,,,,,,,0,0,0,0,0,1261795.1,454877.22,0,0,0,0,
360,373.1142589762893,2.4894924,,,,,,,,,,,26.317947,0,0,0,0,0,0,0,0,197112.47,0,
361,759.2363031336711,2.4929566,,,,,,,,,,,0,0,0,0,0,0,0,0,200.41505,54617.137,0,
362,365.14703886973166,2.4921384,,,,,,,,,,,0,0,0,75136.44,0,0,0,12263.856,0,568.1466,481.20673,
363,522.1471807952472,2.4923608,,,,,,,,,,,0,0,271.33655,0,1239.1362,0,0,0,0,0,41437.367,
364,407.09977220238414,2.4959269,,,,,,,,,,,0,0,0,0,0,62384.902,0,0,0,0,0,
365,459.1524255766193,2.4987621,,,,,,,,,,,0,0,2094.3938,0,161774.7,318.4269,0,0,0,0,138342.64,
366,429.14079167230744,2.5009813,,,,,,,,,,,0,0,0,0,170091.05,0,0,0,0,0,270598.7,
367,488.2523046670084,2.5014396,,,,,,,,,,,0,0,0,0,0,0,0,0,0,324909.44,0,
368,489.11558331717725,2.5023541,,,,,,,,,,,0,0,0,64024.48,0,0,0,13849.991,0,0,0,
369,355.0677489137924,2.504176,,,,,,,,,,,0,2385.2273,0,44374.336,6678.064,644.8612,0,14548.098,780.8324,0,336576.6,
370,476.1576883156836,2.503695,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,124654.734,
371,437.1099126471283,2.5055912,,,,,,,,,,,0,24549.434,0,0,0,6275.9043,0,0,419049.2,0,0,
372,308.07807407858957,2.5126944,,,,,,,,,,,0,0,0,13780.776,0,0,0,38921.04,0,0,0,
373,499.1081017539452,2.5154839,,,,,,,,,,,0,0,0,0,52128.055,0,0,0,0,167801.97,102307.31,
374,818.2104830954988,2.5157971,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,68870.81,
375,379.16202720001473,2.5231528,,,,,,,,,,,0,0,0,0,0,0,0,646.21155,0,106902.055,0,
376,352.10504592963736,2.527047,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,250537.16,
377,236.05619657970578,2.52783,,,,,,,,,,,0,61548.855,0,0,0,0,540.89124,0,0,0,3380.655,
378,547.1395519107116,2.5348818,,,,,,,,,,,0,0,0,12268.725,0,0,0,236922.19,0,0,0,
379,1095.2924273732524,2.534541,,,,,,,,,,,0,0,0,0,0,0,0,34696.39,0,0,0,
380,391.08120353109877,2.539457,,,,,,,,,,,0,4964.632,0,0,0,8423.825,21653.795,0,29347.45,0,0,
381,461.132306435852,2.539457,,,,,,,,,,,0,301876.78,0,0,0,1307.0154,11104.348,0,2965.9,0,0,
382,729.2654326624012,2.539644,,,,,,,,,,,0,0,0,0,431.65982,41663.727,0,0,123946.18,0,0,
383,448.1111681292516,2.5437145,,,,,,,,,,,0,0,0,0,127811.04,0,0,0,0,0,610988.9,
384,253.07126492991975,2.5434487,,,,,,,,,,,0,0,0,199.01907,0,0,0,641758.94,177.48013,0,0,
385,917.2399403747428,2.5474367,,,,,,,,,,,0,0,39568.723,0,0,0,0,0,0,0,0,
386,421.09089085104426,2.5498214,,,,,,,,,,,0,0,0,0,85886.234,0,0,0,0,0,0,
387,484.0325394350132,2.5502152,,,,,,,,,,,0,0,0,0,55739.19,0,392.5935,0,654.9292,0,0,
388,771.2368337741813,2.5498214,,,,,,,,,,,0,0,0,0,41530.074,0,0,0,0,0,0,
389,917.2595132328044,2.5510535,,,,,,,,,,,0,0,0,0,0,27533.799,0,0,0,0,0,
390,342.1934491999143,2.5553434,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1938177.9,0,
391,235.04562313373384,2.5599728,,,,,,,,,,,148.1841,634.0148,0,0,0,567.3002,0,0,0,551.75916,62572.758,
392,395.06406060591536,2.5587842,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,344673.66,
393,396.0660906030576,2.5587842,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,49997.086,
394,397.07888462030166,2.5587842,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,753174.3,
395,479.08588873151007,2.5589573,,,,,,,,,,,0,0,31347.906,0,0,0,0,0,0,0,0,
396,385.1157189798065,2.5595818,,,,,,,,,,,0,78653.414,96443.21,0,3413751.8,10919.799,273754.75,45359.273,0,126724.734,1995352.6,
397,355.10482246914074,2.5602975,,,,,,,,,,,0,778240.8,0,648935.1,80265.32,645295.2,1215211.0,260855.64,1379836.9,0,100068.96,
398,553.1930940994724,2.5612235,,,,,,,,,,,0,0,0,0,0,0,0,0,55460.977,0,0,
399,315.109560142208,2.5620317,,,,,,,,,,,143.89291,12468.889,0,19357.271,39290.594,0,0,0,276606.22,0,8033.58,
400,305.0710374341877,2.5647223,,,,,,,,,,,142.27838,0,0,106230.77,0,86743.58,27819.676,0,424902.66,2326239.2,0,
401,592.2409497646636,2.5662932,,,,,,,,,,,0,0,0,0,0,0,0,0,0,29275.254,0,
402,485.17915642005744,2.5685687,,,,,,,,,,,0,0,4295.6074,0,0,0,0,17961.92,0,0,0,
403,451.21982614134356,2.5685072,,,,,,,,,,,0,0,46191.836,0,0,0,0,0,0,0,25801.23,
404,447.15311650516674,2.5730188,,,,,,,,,,,0,456081.53,81388.1,204571.72,241097.89,84988.984,0,0,88308.1,0,0,
405,933.2473144638229,2.573541,,,,,,,,,,,0,0,0,1379217.5,0,0,0,2444649.5,0,0,0,
406,365.18292651002326,2.5728865,,,,,,,,,,,0,58568.656,6608.3584,0,40334.664,0,0,0,0,87266.125,0,
407,407.080610643398,2.5765555,,,,,,,,,,,0,159932.11,0,0,0,0,0,0,0,137472.75,0,
408,340.1778126130778,2.5768557,,,,,,,,,,,0,0,0,0,0,0,0,0,0,89624.83,0,
409,903.2303488872701,2.5773623,,,,,,,,,,,0,0,0,937830.25,0,0,0,0,0,0,0,
410,316.1885965735506,2.5778093,,,,,,,,,,,0,0,0,0,0,0,0,32265.209,0,0,0,
411,317.0597843699506,2.581239,,,,,,,,,,,0,0,0,0,64775.023,0,67268.54,0,0,103266.51,0,
412,637.1388555261626,2.582515,,,,,,,,,,,0,0,0,0,0,0,0,0,11153.375,0,0,
413,388.5674324816941,2.5832357,,,,,,,,,,,0,0,0,0,82503.02,0,0,0,0,0,0,
414,449.1109566223039,2.5848129,,,,,,,,,,,0,222.56958,26507.365,0,0,2555225.2,123624.35,0,0,0,0,
415,451.10870915026646,2.5868766,,,,,,,,,,,0,0,0,2030513.8,0,0,0,0,0,0,0,
416,581.2463905823348,2.5871599,,,,,,,,,,,0,0,0,0,0,0,0,0,0,52249.715,0,
417,375.0708426388285,2.5919926,,,,,,,,,,,0,0,35677.203,0,0,0,0,0,0,0,0,
418,390.0043584899515,2.5915208,,,,,,,,,,,0,0,77753.375,0,0,0,0,0,0,0,271.18555,
419,621.1490810343711,2.5902903,,,,,,,,,,,0,0,0,1454.392,0,0,195992.36,0,222250.72,0,0,
420,535.110240624259,2.5941753,,,,32,,,,,,,0,0,0,0,0,0,101730.3,0,650082.3,46147.6,0,
421,305.1070283355982,2.5947406,,,,,,,,,,,0,0,0,0,0,87166.484,0,0,0,0,0,
422,583.2057592161236,2.598018,,,,,,,,,,,0,0,0,10128.608,48098.375,233786.7,0,1933.213,519953.78,0,0,
423,181.04927325771226,2.5980203,,,,32,,,,,,,0,1676.2123,86576.84,10184.538,0,9109.648,0,0,948351.7,203307.36,6487.8994,
424,267.0512125344247,2.598697,,,,,,,,,,,0,258508.52,60825.344,148314.45,220949.0,1006470.3,2628335.0,986246.0,294798.97,337692.72,1347904.4,
425,450.16363199662646,2.6004748,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3498.5483,410364.2,
426,455.1542751691772,2.6010435,,,,,,,,,,,0,0,0,0,0,0,0,1616.0027,0,0,96084.81,
427,775.3405831223196,2.6014736,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,77112.28,
428,223.06091896586864,2.6022527,,,,32,,,,,,,0,0,217762.61,0,3135.9963,0,0,472.5296,2338601.2,549582.25,13455.838,
429,605.153575020691,2.6054063,,,,,,,,,,,0,0,0,3510.0356,0,0,293120.88,0,0,0,0,
430,163.03854011276678,2.6050417,,,,,,,,,,,264.96207,0,0,10220.525,0,0,13319.73,0,616181.2,0,10198.973,
431,366.9775042777246,2.6054912,,,,,,,,,,,0,0,6428.445,2571.124,601.0684,0,0,0,178250.62,0,0,
432,495.1159354376332,2.6089888,,,,,,,,,,,0,0,0,0,0,62506.098,0,0,0,286.94687,0,
433,745.1610985870651,2.607553,,,,,,,,,,,0,0,0,0,0,92233.805,0,0,0,0,0,
434,899.2270008830266,2.607553,,,,,,,,,,,0,0,0,0,0,27289.9,0,0,0,0,0,
435,691.1920598350678,2.607937,,,,,,,,,,,0,0,0,79096.1,0,0,0,0,0,0,0,
436,311.0784423507167,2.6107378,,,,,,,,,,,0,0,47832.82,1379.6155,0,0,445305.72,203.7279,233980.2,0,0,
437,319.1409553104203,2.6123602,,,,,,,,,,,0,7857.381,522.5883,0,0,0,0,147663.45,1667.9299,0,2429.6025,
438,385.16526016452093,2.612136,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,65788.12,
439,396.1958160348857,2.612136,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,356061.4,
440,412.18265792081655,2.612136,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,316715.53,
441,329.0887528864048,2.612465,,,,,,,,,,,0,327598.44,93507.87,447975.97,0,163669.22,28365.23,92542.69,378182.38,0,758.09106,
442,395.19351284993724,2.6120157,,,,,,,,,,,0,158255.5,0,0,293052.4,0,0,0,0,1247.1643,2457877.2,
443,392.02171285901875,2.6144009,,,,,,,,,,,0,0,5130.5117,0,626.92535,0,107219.98,0,2973.7007,0,0,
444,415.08902757995276,2.612586,,,,,,,,,,,0,0,0,0,0,0,111194.73,0,0,0,0,
445,785.1805637257971,2.612586,,,,,,,,,,,0,0,0,0,0,0,117439.22,0,0,0,0,
446,327.10935097609126,2.613337,,,,,,,,,,,25.254644,0,0,0,0,0,12005.4375,0,500085.8,1969.1383,2684.6865,
447,605.1159825261293,2.613449,,,,,,,,,,,0,0,1175.803,0,0,0,0,204.76788,50620.383,0,0,
448,387.1673920093321,2.6150334,,,,,,,,,,,0,576472.44,0,0,1287295.8,0,1258508.9,227623.89,56278.09,351210.72,3775198.8,
449,337.09428894392425,2.6173682,,,,,,,,,,,314.95856,588034.3,186109.4,0,6205.796,742497.3,7302094.5,0,71538.63,0,0,
450,408.10075817867266,2.6201115,,,,,,,,,,,0,0,0,940.7003,0,0,0,98356.03,0,0,0,
451,337.05844063772173,2.6234777,,,,5,,,,,,,19.551609,30922.43,0,0,60912.54,0,0,68640.94,10451.364,0,3510.8508,
