row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,Unnamed: 52
5867,210.1124035894211,1.6040098999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,195910.58,764290.9,1217799.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356939.56,0.0,0.0,0.0,0.0,0.0,263353.8,0.0,132145.11,0.0,0.0,464665.16,315680.1,0.0,0.0,0.0,123685.375,0.0,0.0,476666.22,0.0,0.0,
5869,447.23373787223886,1.6043319,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,166846.8,100611.39,25573.352000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144664.02,0.0,0.0,0.0,0.0,0.0,61742.555,0.0,58864.477,0.0,0.0,75217.01,37669.414,0.0,0.0,28828.178,0.0,0.0,45757.64,0.0,0.0,29511.482000000004,
5872,305.09991211582053,1.6058733,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,16395.008,30616.0,13582.488000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9815.729,0.0,0.0,0.0,0.0,10111.752,55755.305,0.0,34133.152,41912.22,0.0,43074.86,41244.582,0.0,0.0,0.0,27487.9,0.0,30824.752,10971.78,0.0,0.0,
5880,312.20146560945176,1.609505,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11798.765,0.0,0.0,0.0,0.0,0.0,20160.096,0.0,0.0,10923.916000000001,0.0,0.0,0.0,0.0,0.0,7009.7666,9415.676,0.0,0.0,0.0,0.0,22428.697,
5883,291.08406864593786,1.6106102,,,,,,,,,,,0.0,0.0,0.0,62090.6,143621.81,23810.18,33755.535,30317.332000000002,0.0,0.0,0.0,0.0,0.0,58465.73,0.0,0.0,0.0,8234.023000000001,0.0,0.0,0.0,0.0,51084.258,0.0,0.0,58499.395,0.0,0.0,143877.61,35327.184,66606.53,0.0,113196.64,0.0,0.0,86529.01,32001.107000000004,0.0,105406.984,
5884,347.1000436979548,1.6106061,,,,665.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13671.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22121.862999999998,96598.02,0.0,0.0,0.0,0.0,0.0,17076.933999999997,0.0,0.0,
5887,309.1444307492812,1.6127707,,,,665.0,,,,,,,0.0,0.0,0.0,0.0,0.0,16203.1455,19868.13,51594.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16803.678,0.0,0.0,0.0,0.0,0.0,10418.939,0.0,0.0,0.0,0.0,0.0,44095.67,94349.375,0.0,0.0,0.0,0.0,0.0,64357.473,0.0,0.0,
5889,298.18577762167183,1.6129163999999998,,,,895.0,,,,,,,0.0,0.0,0.0,0.0,0.0,6854.276999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8459.735999999999,0.0,0.0,0.0,0.0,0.0,24813.867000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9035.915,105232.25,0.0,0.0,0.0,0.0,23231.852000000003,
5890,371.07419611436194,1.6132169,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15753.911,
5898,423.0896714984733,1.6158309,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44347.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5905,253.99727841413292,1.6167141999999999,,,,,,,,,,,81108.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5906,237.0869030997174,1.6168983000000001,,,,,,,,,,,20643.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21475.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12287.431999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22118.283,0.0,
5907,384.1291864694757,1.617137,,,,386.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32665.629,182624.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21759.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19745.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5914,389.08393322114824,1.6178794,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30701.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5916,298.1497573825611,1.6181893,,,,,,,,,,,0.0,0.0,0.0,0.0,11073.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11095.997,0.0,0.0,0.0,0.0,0.0,22355.558999999997,8614.940999999999,0.0,25760.46,0.0,0.0,0.0,0.0,0.0,11911.68,8804.804,0.0,0.0,0.0,0.0,8291.511999999999,
5917,213.07587598941222,1.6187103,,,,880.0,,,,,,,0.0,0.0,0.0,0.0,45843.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49004.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5920,452.17567248539495,1.6194401000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17164.73,0.0,0.0,0.0,0.0,0.0,
5924,404.112379820905,1.6201041999999999,,,,,,,,,,,0.0,59985.97,134248.95,0.0,0.0,0.0,0.0,0.0,25351.422000000002,85003.32,46309.664000000004,0.0,0.0,0.0,105659.18,94041.4,0.0,0.0,83332.71,0.0,52822.613,26344.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120149.266,0.0,0.0,70548.73,0.0,0.0,0.0,0.0,
5928,270.1698350981163,1.6215756000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15223.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77963.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5929,368.1550745471565,1.621591,,,,827.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140059.34,0.0,0.0,0.0,0.0,19882.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437245.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5931,226.1437720203717,1.6216928,,,,,,,,,,,17788.492,0.0,0.0,0.0,0.0,0.0,25825.318,179830.48,32839.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68874.66,0.0,0.0,0.0,0.0,0.0,0.0,133828.42,0.0,0.0,0.0,0.0,0.0,238069.17,0.0,0.0,
5932,498.1367283010138,1.6228154,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23360.5,0.0,0.0,16801.242,0.0,0.0,0.0,
5936,390.1755717318985,1.6237715,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,111817.09,44566.703,30974.617000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54845.57,0.0,0.0,0.0,0.0,0.0,55070.16,0.0,46482.867,0.0,0.0,0.0,43330.445,0.0,0.0,0.0,0.0,0.0,36428.734,0.0,0.0,0.0,
5938,431.0950773762976,1.6244009,,,,1041.0,119.0,[M+K]+,,2.0,5938;5673,392.13191,0.0,0.0,0.0,0.0,90585.75,0.0,0.0,4037.2356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41378.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75077.97,0.0,0.0,0.0,0.0,0.0,26521.492000000002,0.0,0.0,
5941,208.09670884695137,1.6252360000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76106.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5942,303.13381211259394,1.6252360000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103246.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5943,282.15482529380796,1.6255304,,,,242.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149189.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132723.78,0.0,0.0,0.0,12589.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5944,295.1288945602182,1.6255516,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,13850.211000000001,112806.055,54624.515999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170645.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18099.498,27414.307,0.0,0.0,0.0,0.0,0.0,0.0,19079.318,0.0,0.0,
5950,275.10988802960514,1.6273836000000002,,,,895.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157936.73,0.0,0.0,0.0,0.0,10037.205,
5951,316.17544279052373,1.6274986999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19677.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40618.926,0.0,0.0,9691.619,0.0,0.0,44951.61,0.0,0.0,
5952,224.0917752785697,1.627795,,,,386.0,,,,,,,0.0,0.0,0.0,0.0,0.0,18030.07,116932.72,151472.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43351.152,0.0,0.0,0.0,0.0,0.0,44094.926,0.0,11608.565,0.0,0.0,35258.844,25543.012000000002,28046.727000000003,0.0,0.0,10490.313,0.0,0.0,30588.857000000004,0.0,0.0,
5955,147.06526875969632,1.6283516000000002,,,,105.0,,,,,,,0.0,47528.16,161189.8,0.0,0.0,0.0,0.0,0.0,0.0,162874.7,18979.828,0.0,0.0,0.0,90169.19,41096.2,0.0,0.0,177619.22,0.0,16873.02,27351.468999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13854.962,0.0,0.0,94949.34,0.0,0.0,0.0,0.0,
5960,303.08416708082143,1.6312895,,,,,,,,,,,0.0,0.0,0.0,30365.229,100823.2,0.0,0.0,18261.943,0.0,0.0,0.0,63391.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44016.277,37588.605,0.0,0.0,0.0,25961.525,30759.572,0.0,60906.777,0.0,0.0,0.0,0.0,0.0,67488.586,
5961,291.10779919946634,1.6323907,,,,105.0,126.0,[M-H2O+H]+,,3.0,6053;6005;5999,308.11089,0.0,13820.681,62917.305,0.0,0.0,0.0,0.0,0.0,0.0,62746.633,6436.9130000000005,0.0,0.0,0.0,33469.676,0.0,0.0,0.0,63327.164000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33481.395,0.0,0.0,0.0,0.0,
5962,390.1157241666146,1.6325961000000002,,,,,,,,,,,0.0,0.0,0.0,0.0,13900.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5967,584.1369589815298,1.6332306,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6530.689,0.0,0.0,0.0,
5968,460.18061895783796,1.6333786,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,17122.45,7946.6733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7815.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11176.08,0.0,20054.629,9610.276,8940.145,0.0,0.0,31665.11,0.0,0.0,29734.916,0.0,0.0,37326.613,
5970,343.1051451057669,1.6336533000000002,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36106.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5972,289.09184085343406,1.634157,,,,345.0,124.0,[M+H]+,,2.0,6006;6021,288.08457999999996,78495.48,105355.79,88335.32,279706.22,0.0,0.0,0.0,0.0,0.0,38188.133,0.0,55393.305,34068.293,0.0,46298.227,0.0,0.0,0.0,75915.26,0.0,0.0,0.0,0.0,0.0,53166.125,0.0,78764.984,0.0,0.0,0.0,0.0,2395419.2,0.0,0.0,18243.172,0.0,0.0,0.0,0.0,
5974,607.1849962830063,1.6348314,,,,105.0,,,,,,,0.0,0.0,54002.824,0.0,0.0,0.0,0.0,0.0,0.0,50707.0,0.0,0.0,0.0,0.0,27217.342,6449.22,0.0,0.0,60040.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27291.836,0.0,0.0,0.0,0.0,
5980,325.1391211712903,1.6364368999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19898.547,30767.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21286.031000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30136.541,0.0,0.0,0.0,0.0,0.0,0.0,
5982,207.0051038064869,1.6377378,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45241.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33411.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5985,546.1818082550797,1.6378016000000002,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10839.913999999999,0.0,0.0,9682.779,0.0,0.0,0.0,
5986,127.03919472964272,1.6379201,,,,345.0,124.0,[M-2H2O+2H]+2,,3.0,5986;6006;6021,288.08457999999996,54675.44,0.0,0.0,73801.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46060.164000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5988,378.1393836480488,1.6390563999999999,,,,,,,,,,,0.0,12012.701000000001,0.0,0.0,11795.3545,0.0,0.0,0.0,15494.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7666.7519999999995,0.0,0.0,53004.793,0.0,0.0,0.0,5100.1494,0.0,0.0,0.0,0.0,13272.962,0.0,0.0,0.0,0.0,0.0,0.0,
5998,750.2672911302518,1.6404305000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30703.237999999998,0.0,0.0,0.0,0.0,0.0,17114.468999999997,0.0,0.0,0.0,0.0,0.0,13612.636999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47214.5,0.0,0.0,0.0,0.0,
5999,347.07395191314725,1.6405546999999998,,,,105.0,126.0,[M+K]+,,5.0,6053;5961;5978;6005;5999,308.11089,0.0,382579.2,1011036.0,0.0,0.0,0.0,0.0,0.0,9673.6045,703146.8,339519.56,0.0,22748.516,0.0,563057.4,538277.6,0.0,0.0,972878.5,0.0,228223.08,285001.16,0.0,14549.143,0.0,0.0,0.0,74622.26,0.0,0.0,0.0,180952.11,0.0,13546.238000000001,619650.2,0.0,0.0,0.0,68900.98,
6000,129.01845742287892,1.6406830000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154136.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6001,159.02887081697057,1.6406830000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114341.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6004,354.17595131098847,1.6410049999999998,,,,105.0,,,,,,,0.0,108677.05,216183.64,0.0,0.0,0.0,0.0,0.0,0.0,192614.27,82731.016,0.0,0.0,0.0,181352.23,108145.23,0.0,0.0,343022.25,0.0,74869.086,67927.49,0.0,0.0,0.0,0.0,0.0,5769.630999999999,0.0,0.0,0.0,35979.414,0.0,0.0,169605.08,0.0,0.0,0.0,10192.214,
6005,331.0999574459512,1.6419528,,,,105.0,126.0,[M+Na]+,,5.0,6053;5961;5978;6005;5999,308.11089,0.0,63001.426,268635.97,0.0,0.0,0.0,0.0,0.0,0.0,233977.27,33375.445,0.0,0.0,0.0,136028.33,65387.023,0.0,0.0,289066.03,0.0,59538.258,34148.39,0.0,5392.5103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15620.253999999999,0.0,8520.126,127769.38,0.0,0.0,0.0,0.0,
6006,327.047546688006,1.6423618999999998,,,,345.0,124.0,[M+K]+,,4.0,5986;6006;6021;5972,288.08457999999996,11327.545,40785.684,0.0,300478.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23183.621,9391.985999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10470.1,36274.867,0.0,0.0,0.0,0.0,1920174.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6009,411.03171807514815,1.6432209,,,,487.0,130.0,[M+K]+,,3.0,6009;6007;6008,372.06851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33729.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31080.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6012,587.1583845172272,1.6440803,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47045.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6013,599.1583123149385,1.6440803,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70416.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6014,603.1322826647054,1.6440803,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44083.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6015,615.1321085655476,1.6440803,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24481.202999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6017,306.0739827868553,1.6446720000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41053.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6018,354.1028051879532,1.6454265,,,,332.0,132.0,[M+NH4]+,,2.0,6029;6018,336.06915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68651.234,0.0,0.0,0.0,0.0,25716.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6021,311.0736235038532,1.6460046999999998,,,,345.0,124.0,[M+Na]+,,4.0,5986;6006;5972;6021,288.08457999999996,0.0,0.0,0.0,25324.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16447.65,0.0,0.0,0.0,0.0,333731.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6023,867.2132370346287,1.6464063000000002,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29099.597999999998,
6028,393.042462151708,1.6472826,,,,332.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401527.12,0.0,0.0,0.0,0.0,136611.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74506.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6034,252.1594015637117,1.6484389,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26451.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79495.11,0.0,0.0,0.0,0.0,0.0,83868.945,0.0,0.0,
6035,342.1185653901997,1.6486057,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,43363.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50333.37,0.0,0.0,0.0,0.0,0.0,18822.682,0.0,0.0,0.0,0.0,0.0,0.0,12250.419,0.0,35866.707,0.0,0.0,0.0,0.0,0.0,0.0,
