row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,Unnamed: 25
513,377.08485934673996,2.2849214,,,,4.0,35.0,[M+Na]+,,3.0,502;512;513,354.0956,142193.61,291525.06,2538.0889,0.0,18451.645,361163.84,360.82614,192753.77,0.0,0.0,275509.3,0.0,
514,362.14527987137774,2.2892215,,,,,,,,,,,0.0,0.0,8015.576999999999,32316.031000000003,0.0,608.8843,0.0,0.0,0.0,173.91702,4960.973,0.0,
515,743.2049731016164,2.2865021,,,,,,,,,,,0.0,156608.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58837.42,0.0,
516,510.124728906503,2.2893925,,,,,,,,,,,0.0,0.0,1453.499,13834.703000000001,344.49554,0.0,84706.06,0.0,0.0,7800.2695,0.0,0.0,
517,369.16617619292936,2.2917886000000003,,,,,,,,,,,0.0,0.0,0.0,90128.07,0.0,0.0,0.0,28844.417999999998,0.0,0.0,0.0,0.0,
518,208.09709154362437,2.296627,,,,,,,,,,,0.0,0.0,24204.117000000002,0.0,5587.6157,0.0,0.0,0.0,0.0,82.09179,0.0,1577.3811,
519,508.10914284261185,2.2986426,,,,,,,,,,,0.0,0.0,1000.42395,7750.215,0.0,2112.4666,44063.31,0.0,0.0,10342.248,0.0,0.0,
520,597.1469918472693,2.297247,,,,,,,,,,,0.0,256684.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363305.2,0.0,
521,506.0938088412928,2.2982468999999996,,,,,,,,,,,0.0,0.0,709.2432,6102.3687,164.16682,0.0,8954.942,0.0,0.0,70302.125,0.0,0.0,
522,633.1439193675178,2.3028316,,,,,,,,,,,0.0,15360.767,0.0,23944.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
523,935.2451775680856,2.3090577000000003,,,,,,,,,,,475829.47,0.0,0.0,0.0,0.0,0.0,84.31654,0.0,0.0,0.0,0.0,0.0,
524,149.0744998067166,2.3091720000000002,,,,60.0,,,,,,,0.0,0.0,9832.871,3366.4072,4037.5366,0.0,8424.443000000001,1278.3639,0.0,2236.8342,1177.7198,2249.276,
525,279.13769500364145,2.3098445,,,,60.0,,,,,,,890.8374,1712.2146,11500.44,4616.08,4554.987,0.0,10051.704,0.0,0.0,2921.7790000000005,0.0,0.0,
526,465.1037091114282,2.3178782000000004,,,,,,,,,,,502336.94,80582.64,0.0,0.0,0.0,0.0,0.0,183.39827,0.0,0.0,149730.81,0.0,
527,293.1496179498698,2.3196695,,,,,,,,,,,1367.0197,161.62918,35434.664,2504.6345,5362.0103,0.0,29686.754,4539.333,0.0,1875.3502,0.0,0.0,
528,360.1295116419707,2.3286035,,,,,,,,,,,143331.19,0.0,344930.78,0.0,82613.49,0.0,67744.67,189938.03,0.0,103558.125,0.0,104978.16,
529,197.08085045030472,2.3289254,,,,,,,,,,,5923.9204,0.0,0.0,18950.617,0.0,0.0,812.5514,0.0,65.11901999999999,1937.4674,2572.4888,1516.4915,
530,450.270494431034,2.3301046000000003,,,,167.0,,,,,,,17966.77,0.0,31463.93,629.42224,0.0,0.0,0.0,0.0,0.0,0.0,1843.7847,0.0,
531,568.2979333266935,2.3329058,,,,,,,,,,,0.0,26400.945,0.0,0.0,377.55322,0.0,0.0,0.0,0.0,16548.627,18486.951,0.0,
532,365.1385921532454,2.3344502,,,,,,,,,,,0.0,0.0,0.0,0.0,219.31857000000002,0.0,7024.0044,0.0,0.0,0.0,0.0,0.0,
533,450.19789120398315,2.3326375,,,,,,,,,,,533.7404,0.0,0.0,0.0,0.0,266.37674,9009.6455,0.0,0.0,0.0,0.0,0.0,
534,422.23888911417015,2.3342009999999997,,,,167.0,,,,,,,106364.28,0.0,88956.375,0.0,58535.043,0.0,3444.0332,0.0,0.0,0.0,0.0,16545.172,
535,951.2417363420236,2.33513,,,,67.0,,,,,,,674828.56,511217.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495573.25,519823.16,
536,225.148692508313,2.3397942000000005,,,,,,,,,,,0.0,0.0,29019.336,906.94965,0.0,0.0,1479.9160000000002,5826.328,9.303692,534.9919,0.0,4967.5967,
537,427.19451178852006,2.3405786,,,,,,,,,,,0.0,0.0,12034.621000000001,0.0,0.0,356.85944,617.55457,1691.8411,0.0,410.75708,0.0,2443.2960000000003,
538,556.2397814756562,2.3397092999999995,,,,,,,,,,,6542.073,18933.477,4342.504,49881.246,0.0,0.0,3501.0798,95542.3,0.0,5487.23,10752.993,30583.28,
539,476.14088694947804,2.3396332,,,,,,,,,,,10417.107,0.0,241.06527999999997,0.0,0.0,0.0,61.59105,1645.8379,0.0,0.0,577.0715299999999,7801.2734,
540,494.16642292657133,2.3499784,,,,,,,,,,,9445.97,0.0,13035.195,0.0,0.0,13486.128,0.0,0.0,0.0,0.0,0.0,0.0,
541,718.2926934656501,2.3530943,,,,,,,,,,,1267.6433,0.0,497.57855,1600.7922,4087.0327,0.0,137.50778,18605.146,0.0,0.0,0.0,0.0,
542,1037.2429894098616,2.355028,,,,,,,,,,,13534.783000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
543,295.1391633567088,2.3644495,,,,,,,,,,,1509.7656,0.0,19138.148,14160.891000000001,9312.855,0.0,5081.617,2429.1238,0.0,6912.3745,1518.5259,5677.3574,
544,317.12094411284784,2.3644495,,,,,,,,,,,2489.265,0.0,28466.246,19472.281000000003,13051.228000000001,0.0,6733.4653,3898.0825,0.0,10869.346000000001,2751.8135,11588.653999999999,
545,518.1504238710963,2.363497,,,,,,,,,,,0.0,0.0,20651.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
546,340.1967655390962,2.3644279999999998,,,,152.0,,,,,,,1770.9023,0.0,40467.074,26561.246,33019.895,0.0,12857.965,4088.1009999999997,0.0,0.0,2151.4179999999997,23445.3,
547,404.1185987583474,2.3648279999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.40747000000005,59411.496,
548,365.06386874612315,2.3702523999999996,,,,,,,,,,,20175.718999999997,15525.742,0.0,0.0,14716.95,26362.737999999998,0.0,17879.484,0.0,28047.772999999997,0.0,0.0,
549,344.13436469197785,2.3728073,,,,,,,,,,,376778.16,244903.48,232812.47,487378.62,144800.08,177886.9,296382.5,204586.55,342.94162,281619.8,246211.89,100047.41,
550,312.16538332294067,2.3743572,,,,152.0,,,,,,,0.0,0.0,125127.01,225071.47,104471.3,98004.375,33973.125,0.0,10.270698,81059.3,0.0,0.0,
551,349.08950999534864,2.374107,,,,,,,,,,,23601.285,0.0,12870.213,33276.22,12195.1875,0.0,21571.516,24716.162,28.647696999999997,25878.512000000002,0.0,0.0,
552,399.17664612160314,2.3745484,,,,136.0,37.0,[M+H]+,,1.0,553,398.16897,0.0,0.0,0.0,170568.42,0.0,0.0,0.0,39721.086,0.0,0.0,0.0,0.0,
553,421.15779349922684,2.3756180000000002,,,,136.0,37.0,[M+Na]+,,2.0,552;553,398.16897,0.0,0.0,0.0,53851.15,0.0,147.77512,0.0,16556.938000000002,0.0,0.0,0.0,142.9032,
554,328.21201986548766,2.3747293999999997,,,,,,,,,,,0.0,0.0,0.0,14923.401000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
555,437.13220427039437,2.3745484,,,,,,,,,,,0.0,0.0,0.0,29378.615,0.0,0.0,0.0,2736.5684,0.0,0.0,0.0,0.0,
556,444.2341357140541,2.3745484,,,,,,,,,,,0.0,0.0,0.0,29818.68,0.0,0.0,0.0,3517.3823,0.0,0.0,0.0,0.0,
557,372.16559987989126,2.3757436000000003,,,,,,,,,,,23813.832000000002,0.0,31012.517999999996,60346.105,37365.727,0.0,77239.33,29863.389,8.506863000000001,0.0,17622.076,11773.231000000002,
558,450.1548700385252,2.3768895,,,,67.0,,,,,,,0.0,27262.042999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38154.46,
559,328.223204346978,2.3769963,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115235.64,
560,391.2006972173562,2.3769963,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85567.69,
561,618.2035655839088,2.3765886000000003,,,,,,,,,,,18161.178,0.0,0.0,0.0,288.72794,0.0,0.0,0.0,0.0,0.0,1868.5817,0.0,
562,375.1256028848389,2.3878713,,,,,,,,,,,0.0,394.01547,0.0,0.0,0.0,9799.255,0.0,0.0,0.0,0.0,0.0,0.0,
563,374.227689494689,2.3885527,,,,,,,,,,,0.0,0.0,0.0,0.0,257.09274,0.0,0.0,0.0,0.0,0.0,0.0,26021.327999999998,
564,973.2218730051213,2.386726,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7404.916,18472.078,
565,255.12254701105456,2.3881822,,,,,,,,,,,146.7503,0.0,1988.5481,880.4647,1304.2939999999999,0.0,6363.0176,861.79224,22.922388,144.18393999999998,364.04486,1126.2646,
566,399.16563126700464,2.3879707000000003,,,,,,,,,,,235.94106000000002,0.0,3007.4526,0.0,2484.562,0.0,12545.65,0.0,0.0,0.0,0.0,1774.3683,
567,434.2025430257915,2.387099,,,,,,,,,,,1293.7559,0.0,17139.492,8324.045,11761.09,0.0,61036.5,7016.0703,0.0,0.0,1877.3331,9892.009,
568,439.1577939316879,2.3873136,,,,,,,,,,,1631.9105,0.0,15715.608999999999,7047.439,12864.485,0.0,56752.914000000004,8600.91,0.0,0.0,0.0,5868.67,
569,455.1314864862778,2.3874247000000004,,,,,,,,,,,0.0,0.0,1703.5728,0.0,2485.8267,273.69196,22921.195,1485.7068,0.0,0.0,0.0,1374.2618,
570,462.23335266658853,2.387099,,,,,,,,,,,168.0564,0.0,6767.2188,2977.4995,5068.58,0.0,25717.451,2447.0793,0.0,0.0,296.47626,1643.8381,
571,449.10823823509173,2.3945529999999997,,,,,,,,,,,330881.84,120980.88,0.0,0.0,0.0,0.0,0.0,178.65608,0.0,0.0,0.0,0.0,
572,255.0867164870264,2.3995423,,,,,,,,,,,4048.4094,0.0,203.50644,0.0,0.0,18804.375,0.0,0.0,0.0,1680.2515,0.0,0.0,
573,417.1384189238836,2.4003806,,,,,,,,,,,2602.751,0.0,0.0,0.0,0.0,12281.153999999999,0.0,0.0,0.0,467.09833,0.0,0.0,
574,325.14927700143113,2.3997664,,,,,,,,,,,0.0,9121.573,9930.174,11473.6045,9001.761999999999,3472.2173,0.0,0.0,0.0,1470.9231,11131.968,0.0,
575,134.0602505945248,2.4031453,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,441.85367,0.0,23.511173,22349.85,4942.081,0.0,
576,370.2074753669883,2.4043374,,,,47.0,,,,,,,0.0,15032.833999999999,23176.998,0.0,11384.376,0.0,59860.504,14040.098,0.0,1317.0258,24829.887000000002,18627.406000000003,
577,342.1762639697634,2.403763,,,,47.0,38.0,[M+H]+,,2.0,577;579,341.16915,72935.234,74778.32,88920.62,94397.46,51438.75,47924.176,117229.4,81274.016,0.0,23577.754,101617.66,71055.49,
578,347.13152370848616,2.4050583999999997,,,,47.0,,,,,,,18540.014,16384.912,20229.23,0.0,21777.472999999998,0.0,24206.92,21404.686,0.0,2990.487,28916.535,24092.68,
579,363.10592036433815,2.4055214,,,,47.0,38.0,[M-NH3+K]+,,2.0,577;579,341.16915,0.0,0.0,2908.4126,0.0,0.0,0.0,14301.918,4856.9756,0.0,932.43115,9475.628,0.0,
580,163.09670489603747,2.4035408,,,,47.0,,,,,,,0.0,0.0,9338.123,0.0,8286.953000000001,0.0,11542.858999999999,7768.0327,7.510992,1907.471,9837.581,0.0,
581,389.1586671591191,2.4042692000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9096.825,0.0,0.0,181.79861,0.0,0.0,
582,581.1510561147966,2.4176397,,,,,,,,,,,0.0,351408.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384463.88,0.0,
583,175.14840578845798,2.4191203,,,,,,,,,,,963.82666,0.0,817.13153,34886.76,656.71906,0.0,151.53445,4496.9805,0.0,3452.2107,0.0,0.0,
584,625.1403133142628,2.4188587999999998,,,,,,,,,,,0.0,154864.89,0.0,3105.4653,0.0,389081.6,0.0,0.0,0.0,0.0,166418.58,0.0,
585,458.23856530948905,2.4188855,,,,,,,,,,,0.0,0.0,0.0,642788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
586,480.22038204345665,2.4188855,,,,,,,,,,,0.0,0.0,0.0,17433.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
587,647.122013439082,2.420675,,,,,,,,,,,0.0,0.0,0.0,352.8537,0.0,19180.061999999998,0.0,0.0,0.0,0.0,0.0,422.38275,
588,720.3080483067853,2.4334284999999998,,,,,,,,,,,8529.690999999999,0.0,67.12709,11597.92,0.0,9595.539,0.0,1988.6389,0.0,592.8932,3833.3994,3475.5544,
589,943.2122215715848,2.4326406000000005,,,,,,,,,,,0.0,8502.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
590,295.1657218830555,2.4365327000000003,,,,,,,,,,,79.237305,0.0,440.31732,0.0,0.0,495.44943,291.8792,0.0,12.540737,77.12836999999999,0.0,38452.516,
591,921.2303537042379,2.440811,,,,,,,,,,,0.0,216640.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253910.17,1010.0811,
592,478.1923057351619,2.4395576,,,,,,,,,,,0.0,0.0,213356.9,350884.9,0.0,0.0,25282.932,0.0,0.0,58468.727,0.0,0.0,
593,287.05515759939726,2.4456015,,,,,,,,,,,38295.742,106466.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117254.88,10216.117,
594,534.1612726654378,2.4465380000000003,,,,,,,,,,,0.0,0.0,11137.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
595,625.1776985117581,2.4475252999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,68306.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
596,335.1240932288375,2.4530625,,,,,,,,,,,244.95202999999998,0.0,344.90857,11521.94,0.0,0.0,0.0,0.0,0.0,340.2992,0.0,0.0,
597,367.15011708878836,2.454259,,,,,,,,,,,0.0,0.0,0.0,51625.39,0.0,178.2727,93.15104000000001,1033.4185,0.0,96.63887,0.0,84.28171999999999,
598,427.1577492749525,2.4538903,,,,,,,,,,,1051.4478,0.0,4518.777,6283.3965,0.0,0.0,692.9571,1129.678,0.0,512.15607,2181.2976,6437.7919999999995,
599,257.1382173314914,2.4569794999999996,,,,,,,,,,,0.0,0.0,0.0,3662.8804,0.0,15690.73,0.0,0.0,0.0,0.0,0.0,1362.4707,
600,779.2003129576848,2.4568060000000003,,,,,,,,,,,0.0,0.0,62.935913,0.0,555.57666,10166.778,0.0,457.7601,0.0,45.162094,0.0,1382.9426,
601,611.1612492759855,2.4542832000000003,,,,166.0,,,,,,,90462.695,814409.06,789.2887599999999,4017.0173,578.8356,0.0,423.06726,1986.1548,0.0,2342.2505,1144875.4,38984.566,
602,456.1504168003563,2.4569335,,,,166.0,,,,,,,0.0,22168.742000000002,0.0,0.0,472.79803,1973.1991,0.0,23802.725,0.0,0.0,36220.684,0.0,
603,757.2192806056102,2.4585790000000003,,,,,,,,,,,676.1366,7774.249,1483.4722,0.0,4173.0293,132836.17,0.0,7595.5615,0.0,561.8639,16058.966999999999,12714.965,
604,636.2143705318975,2.4601697999999996,,,,,,,,,,,12854.26,0.0,0.0,0.0,714.1458,0.0,0.0,0.0,0.0,0.0,7893.238,0.0,
605,441.17368596973887,2.460963,,,,134.0,,,,,,,0.0,24291.873,3852.1128,0.0,10010.289,75442.61,17938.121,1421.3755,0.0,43916.926,9953.95,20741.543,
606,464.2493946371808,2.4636056,,,,134.0,,,,,,,0.0,0.0,1961.5435,0.0,0.0,25677.305,11206.223999999998,0.0,0.0,15045.431,1821.4253,1066.5879,
607,436.2181445062374,2.4665735,,,,,,,,,,,0.0,0.0,5172.5625,0.0,0.0,0.0,8777.317,1361.3147,0.0,20215.51,5815.45,0.0,
608,476.1766783464225,2.4683995,,,,,,,,,,,0.0,0.0,128119.55,0.0,0.0,0.0,22360.762000000002,0.0,0.0,24141.68,0.0,2856.9849,
609,484.18184071187187,2.467118,,,,,,,,,,,5967.0537,0.0,0.0,0.0,6196.9316,4146.142,0.0,11053.625,0.0,3102.1843,20766.494,0.0,
610,263.1396082423344,2.4691259999999997,,,,,,,,,,,454.73224000000005,0.0,0.0,0.0,0.0,827.70746,0.0,0.0,0.0,0.0,0.0,117936.945,
611,349.053626136136,2.467664,,,,,,,,,,,0.0,0.0,1781.0088,0.0,2808.5967,4411.3667,0.0,0.0,0.0,0.0,0.0,17753.54,
612,548.2758172125604,2.4695895,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16738.63,
613,471.0902154443541,2.470103,,,,56.0,41.0,[M+K]+,,3.0,619;613;622,432.12698,0.0,0.0,81898.875,505312.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
614,127.0341889526582,2.4753067000000004,,,,,,,,,,,0.0,0.0,4117.055,31008.827999999998,0.0,0.0,0.0,3510.4436,0.0,0.0,0.0,0.0,
615,434.1377615683361,2.4752294999999997,,,,,,,,,,,0.0,0.0,397172.34,4168437.8,0.0,0.0,4252.883,404687.62,0.0,0.0,0.0,0.0,
616,435.13963013521624,2.4752294999999997,,,,,,,,,,,0.0,0.0,88559.98,914137.25,0.0,0.0,880.3028,83665.78,0.0,0.0,0.0,0.0,
617,865.2610301514392,2.4753067000000004,,,,,,,,,,,0.0,0.0,1877.0773,54999.41,0.0,0.0,0.0,2050.1548,0.0,0.0,0.0,0.0,
618,882.2904154025869,2.4753067000000004,,,,,,,,,,,0.0,0.0,570.7578,15618.47,0.0,0.0,0.0,397.75287000000003,0.0,0.0,0.0,0.0,
619,455.11616973140906,2.4738529,,,,56.0,41.0,[M+Na]+,,3.0,613;619;622,432.12698,0.0,0.0,895246.94,1624711.8,0.0,0.0,17003.521,887298.4,0.0,201615.47,0.0,0.0,
620,127.03912257458744,2.4752332999999997,,,,56.0,,,,,,,0.0,0.0,112396.99,783643.06,2324.6184,3365.888,2545.5503,122889.266,28.631615000000004,15723.82,0.0,2105.5706,
621,436.14225941987326,2.4777846,,,,56.0,,,,,,,0.0,0.0,16281.562,120508.75,0.0,0.0,50.636955,17765.832,0.0,1879.4656,0.0,0.0,
622,433.1342187643432,2.476116,,,,56.0,41.0,[M+H]+,,3.0,613;619;622,432.12698,0.0,0.0,2836526.5,20984674.0,0.0,152.5358,30114.299,3091531.2,0.0,408542.9,0.0,0.0,
623,887.2427326443383,2.476931,,,,,,,,,,,0.0,0.0,42002.17,0.0,0.0,0.0,0.0,47227.598,0.0,2524.9067,0.0,0.0,
624,487.05276586577537,2.4764478,,,,,,,,,,,0.0,0.0,9553.52,0.0,0.0,0.0,57.646730000000005,6334.1,0.0,1547.2441,0.0,0.0,
625,343.13712946241486,2.4773467,,,,,,,,,,,0.0,32815.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
626,957.2272712926928,2.473468,,,,,,,,,,,0.0,22944.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0233,
627,505.2262430729942,2.4788627999999995,,,,,,,,,,,0.0,0.0,0.0,0.0,313.32626,401.70435,2993.8413,0.0,0.0,29081.127,0.0,0.0,
628,368.1794133421354,2.4836416,,,,,,,,,,,0.0,0.0,0.0,0.0,284.15862999999996,0.0,0.0,0.0,0.0,0.0,0.0,11610.561000000002,
629,391.2565030228655,2.480077,,,,,,,,,,,0.0,0.0,0.0,0.0,1423.3518,0.0,0.0,0.0,11.125717,0.0,0.0,10607.943000000001,
630,456.0946596087167,2.4819259999999996,,,,,,,,,,,9459.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.16515,
631,578.2090241598103,2.487375,,,,,,,,,,,0.0,0.0,10229.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
632,586.2138914547584,2.487375,,,,,,,,,,,0.0,0.0,32130.218999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
633,461.1658032193725,2.4943638,,,,,,,,,,,0.0,0.0,13791.983999999999,0.0,0.0,0.0,12287.954,0.0,0.0,0.0,0.0,0.0,
634,952.2712995709734,2.4947037999999995,,,,29.0,42.0,[M+NH4]+,,2.0,634;661,934.23773,0.0,53214.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54197.49,13818.402,
635,483.1474642571652,2.4943638,,,,,,,,,,,0.0,0.0,5739.4580000000005,0.0,0.0,0.0,19139.236,0.0,0.0,0.0,0.0,0.0,
636,167.07036840410876,2.5088446,,,,,,,,,,,0.0,0.0,0.0,164624.84,0.0,0.0,337.9414,353.03128,17.43617,0.0,0.0,0.0,
637,482.21551093388376,2.5099244,,,,,,,,,,,0.0,0.0,0.0,19751.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
638,321.05808358825067,2.5119781000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,8375.664,0.0,33.7455,0.0,0.0,0.0,0.0,0.0,
639,177.05484044922318,2.5128927000000005,,,,,,,,,,,0.0,97909.78,35278.406,0.0,111766.54,157419.88,75489.914,148522.94,29.97348,0.0,85710.88,0.0,
640,478.1694462638649,2.519128,,,,,,,,,,,0.0,0.0,53173.52,0.0,0.0,0.0,229.37701,0.0,0.0,0.0,0.0,0.0,
641,444.259775619574,2.5167305,,,,,,,,,,,0.0,0.0,0.0,2653260.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
642,447.2678208375646,2.5167305,,,,,,,,,,,0.0,0.0,0.0,15116.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
643,466.24155690179686,2.5167305,,,,,,,,,,,0.0,0.0,0.0,53781.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
644,415.1511689931543,2.5242577,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10998.185,
645,300.1597711808318,2.5245533,,,,,,,,,,,138019.25,0.0,0.0,0.0,0.0,106517.49,0.0,0.0,0.0,0.0,0.0,0.0,
646,238.07128076993388,2.5252645,,,,,,,,,,,0.0,0.0,455.62942999999996,0.0,314.69067,0.0,154.01785,0.0,0.0,10364.881,0.0,0.0,
647,219.1228382774645,2.5264094,,,,,,,,,,,0.0,0.0,0.0,7372.0273,0.0,51.914184999999996,245.32376000000002,434.51538,16.870720000000002,0.0,0.0,0.0,
648,398.2023245747886,2.5273979,,,,,,,,,,,0.0,0.0,1283.8713,30804.46,1560.8367,481.61005,1049.0439999999999,2004.7625,0.0,0.0,0.0,0.0,
649,434.16642896233833,2.5365505,,,,,,,,,,,0.0,0.0,0.0,0.0,1344.7317,27836.492000000002,0.0,0.0,0.0,148068.72,4772.0264,0.0,
650,270.19143585910933,2.537456,,,,,,,,,,,0.0,0.0,2555.52,3101.9509999999996,1656.7969,972.3324,2898.1997,0.0,9910.364,1534.0404,2768.1804,0.0,
651,398.10858060912943,2.538027,,,,,,,,,,,0.0,0.0,76013.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
652,415.13415497980685,2.538334,,,,,,,,,,,0.0,0.0,21035.623,254.0745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
653,420.09052776682023,2.538027,,,,,,,,,,,0.0,0.0,36400.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
654,443.1663049606746,2.538027,,,,,,,,,,,0.0,0.0,14214.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
655,455.0949189491212,2.5378351,,,,,,,,,,,0.0,0.0,0.0,0.0,135.84598,0.0,0.0,0.0,0.0,25362.584,687.7754,0.0,
656,462.1977280427352,2.5380366000000003,,,,,,,,,,,0.0,0.0,0.0,445.8739,765.8905,0.0,0.0,0.0,0.0,44374.08,1255.0054,0.0,
657,409.1114762720266,2.539307,,,,75.0,45.0,[M+Na]+,,3.0,701;657;668,386.12175,0.0,0.0,113512.94,0.0,31059.242000000002,0.0,189233.62,0.0,0.0,371.39727999999997,0.0,7344.722,
658,702.2974619049953,2.5397882000000003,,,,,,,,,,,0.0,0.0,0.0,21564.77,42556.844000000005,0.0,2447.015,66072.37,0.0,965.5436,0.0,0.0,
659,302.14978349841005,2.5402217,,,,,,,,,,,2329.5112,0.0,7053.146,552.89355,2356.9612,0.0,14382.851999999999,1316.5203,0.0,588.6847,0.0,0.0,
660,425.0849705496016,2.5411432,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,67136.71,0.0,0.0,0.0,0.0,0.0,
661,935.2452570592807,2.5414832,,,,29.0,42.0,[M+H]+,,2.0,634;661,934.23773,0.0,384989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407424.16,368899.72,
662,357.1188169327661,2.5410478,,,,,,,,,,,566.18494,0.0,0.0,847.68335,4628.9004,0.0,928.3762,14829.491000000002,0.0,1894.5796,0.0,1678.6342,
663,707.2529448468242,2.5419497000000004,,,,,,,,,,,437.29717999999997,0.0,0.0,3691.1265,10996.761999999999,251.49751,650.2518299999999,21574.88,0.0,583.5419999999999,0.0,2192.183,
664,363.1586004476678,2.5438101000000004,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43944.918,
665,385.1405669592432,2.5438101000000004,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52083.39,
666,319.15026315836553,2.542886,,,,,,,,,,,6551.159000000001,0.0,0.0,0.0,0.0,0.0,3032.881,6405.7754,0.0,0.0,0.0,2831.45,
667,919.2509680135232,2.5445830000000003,,,,,,,,,,,14994.636999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
668,387.12904494086257,2.5449154,,,,75.0,45.0,[M+H]+,,3.0,657;701;668,386.12175,309.18802,0.0,61307.93,0.0,0.0,0.0,110061.33,0.0,0.0,0.0,0.0,0.0,
669,425.1422818154922,2.5465812999999997,,,,108.0,43.0,[M+Na]+,,2.0,670;669,402.1531,13586.141000000001,24833.222999999998,0.0,1442.9025,0.0,7519.6655,0.0,0.0,0.0,52136.74,19261.945,0.0,
670,420.1869545323556,2.5483458,,,,108.0,43.0,[M+NH4]+,,2.0,670;669,402.1531,67942.71,116894.22,15958.544,21076.158,10638.034,48398.7,165814.95,0.0,0.0,249178.31,81297.94,0.0,
671,448.218215760821,2.5499423,,,,,,,,,,,0.0,0.0,3735.4944,2157.9214,3430.6220000000003,0.0,0.0,3088.8901,0.0,62742.05,11362.781,0.0,
