row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,Unnamed: 52
1478,382.2069429464151,2.562234,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102576.84,0.0,206869.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50893.254,0.0,73685.39,
1479,336.1649633233685,2.5631351,,,,,,,,,,,0.0,0.0,0.0,116556.43,0.0,0.0,121532.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1480,225.07597818518428,2.5637667,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,29426.506,0.0,0.0,17095.338,0.0,11214.99,0.0,0.0,0.0,68249.4,0.0,0.0,33020.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.2246,0.0,0.0,22674.492000000002,0.0,0.0,0.0,18363.584,0.0,17085.91,0.0,0.0,14231.825,0.0,
1481,402.17616990225184,2.5638669999999997,,,,98.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9191.247,0.0,38070.31,0.0,72828.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52639.984000000004,0.0,0.0,0.0,0.0,0.0,0.0,274499.1,0.0,0.0,0.0,0.0,0.0,0.0,
1482,800.241773518621,2.5644827,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24904.093999999997,0.0,0.0,
1483,424.2541581505509,2.5652485,,,,,,,,,,,0.0,12415.247,0.0,0.0,0.0,0.0,0.0,0.0,11333.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1484,207.06541585207125,2.5652874,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38548.137,0.0,12813.858,19553.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10729.239,31655.576,10421.649,0.0,0.0,8843.301,0.0,
1485,935.2453832641366,2.5660331000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299011.75,0.0,0.0,0.0,0.0,0.0,0.0,304872.47,0.0,0.0,0.0,384989.0,0.0,0.0,0.0,0.0,0.0,0.0,127035.61,0.0,0.0,0.0,0.0,0.0,407424.16,0.0,0.0,368899.72,0.0,
1486,393.16534962445985,2.5662184,,,,,,,,,,,0.0,0.0,0.0,114720.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1487,448.16361677987436,2.5672932,,,,184.0,,,,,,,0.0,0.0,38056040.0,0.0,0.0,0.0,1464191.6,0.0,0.0,527673.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50230500.0,2131408.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12536285.0,0.0,0.0,0.0,0.0,0.0,241162.0,49206616.0,0.0,0.0,
1488,425.1421511812362,2.5674808,,,,,,,,,,,13069.491000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13586.141000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24833.222999999998,166310.73,0.0,0.0,0.0,0.0,0.0,20163.92,0.0,0.0,52570.55,52136.74,8055.3735,19261.945,0.0,0.0,0.0,46891.38,
1489,420.18658613633926,2.5685592,,,,,,,,,,,59253.59,0.0,734521.1,0.0,1077640.8,21076.158,825691.75,0.0,67942.71,1616504.9,0.0,0.0,48398.7,0.0,28138.977000000003,605581.1,165814.95,0.0,793180.6,1112603.1,895396.56,116894.22,1540999.2,0.0,0.0,0.0,0.0,0.0,82062.336,415514.88,0.0,666657.2,249178.31,69493.58,81297.94,1051040.8,437994.56,0.0,796064.2,
1490,390.17604669421655,2.5686731,,,,,,,,,,,0.0,0.0,139393.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138652.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101782.98,0.0,0.0,
1491,298.2014676762596,2.5710845,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7638548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1492,300.20666892444325,2.5710845,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,132580.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1493,595.3954984785627,2.5710845,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,121137.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1494,301.16349831620283,2.571639,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26177.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1495,391.0428140733628,2.5737576,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11008.793,0.0,0.0,0.0,31359.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28677.947,0.0,0.0,0.0,0.0,0.0,0.0,12037.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1496,318.202684477678,2.5751512,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20193.408,0.0,
1497,780.1546256327651,2.5751912999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11243.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1498,165.05459005118956,2.5761192000000004,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39189.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1499,353.086395356051,2.5763984,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41634.703,118517.98,0.0,0.0,0.0,0.0,99451.25,0.0,133583.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16791.047,0.0,0.0,0.0,0.0,0.0,71866.91,
1500,193.0708531112812,2.5764592,,,,159.0,,,,,,,0.0,0.0,0.0,110845.15,105449.81,0.0,0.0,0.0,13165.385,0.0,0.0,0.0,26781.237999999998,0.0,35625.562000000005,160261.69,0.0,0.0,45183.86,52995.312000000005,114939.59,25912.186,118733.45,0.0,0.0,0.0,0.0,87487.61,0.0,0.0,0.0,123947.59,0.0,0.0,0.0,0.0,0.0,0.0,111522.07,
1501,291.0863635436712,2.576538,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119888.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1747664.5,
1502,372.12917004588724,2.5770369,,,,159.0,,,,,,,174486.75,0.0,567320.4,1465800.1,1470364.5,20886.139,768968.5,271453.53,210227.31,577793.2,0.0,0.0,436076.5,26272.088,587169.5,2456639.0,0.0,0.0,555724.4,751593.3,1781039.8,390641.53,1795962.4,0.0,0.0,0.0,0.0,1313961.6,180234.1,866834.8,0.0,1847585.6,0.0,0.0,315652.28,1993188.8,759649.75,0.0,1770751.5,
1503,506.1508963415125,2.5773542000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1774150.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306037.12,0.0,0.0,736667.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1504,370.1134686342997,2.5776665000000003,,,,159.0,,,,,,,138118.2,0.0,477805.53,1100014.5,1108791.4,0.0,629601.9,0.0,152437.0,575368.94,0.0,0.0,301523.72,0.0,426718.3,1329800.4,0.0,0.0,426805.66,541357.2,1164701.2,349278.53,1460397.6,0.0,0.0,0.0,0.0,946148.56,139718.22,693375.06,0.0,972595.3,0.0,0.0,264961.7,1315160.8,551788.6,0.0,866076.94,
1505,290.1594811813706,2.5782675999999998,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568099.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477969.03,0.0,410409.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1506,398.1447522689923,2.5786078,,,,,,,,,,,66709.44,0.0,0.0,158457.81,0.0,0.0,211065.03,106675.43,77247.96,153890.05,0.0,0.0,258624.19,0.0,334772.88,171913.97,0.0,0.0,0.0,145761.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169430.16,76414.38,0.0,0.0,0.0,0.0,0.0,0.0,425151.66,0.0,0.0,0.0,
1507,922.2626029081767,2.5788584,,,,183.0,105.0,[M+NH4]+,,2.0,1633;1507,904.22871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41038.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41924.75,0.0,0.0,0.0,0.0,
1508,324.1086168391624,2.5792122,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42823.73,0.0,0.0,0.0,
1509,373.13309845355695,2.5792122,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332320.88,0.0,0.0,0.0,
1510,179.03356783537328,2.5795555,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55335.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1511,401.16352821219596,2.5795555,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67245.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1512,375.0687387512404,2.579846,,,,,,,,,,,34539.98,0.0,0.0,122562.07,0.0,0.0,0.0,0.0,38151.887,0.0,0.0,0.0,78611.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82737.586,223606.89,0.0,0.0,0.0,0.0,147136.05,39845.06,0.0,0.0,99622.53,0.0,0.0,56208.46,0.0,0.0,0.0,0.0,
1513,131.04941291063423,2.5802934,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73264.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1514,305.0640835284475,2.5805842999999995,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67533.65,0.0,0.0,0.0,0.0,0.0,0.0,514785.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1515,927.2175792413092,2.5808560000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19672.518,0.0,0.0,0.0,0.0,
1516,387.1625874806255,2.5810362999999996,,,,,,,,,,,0.0,0.0,0.0,0.0,87930.555,0.0,160787.53,0.0,0.0,263819.66,0.0,0.0,0.0,0.0,0.0,205299.05,0.0,0.0,0.0,159551.23,123763.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149987.3,0.0,0.0,0.0,
1517,482.21940386086936,2.5810752,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,19751.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19463.664,0.0,0.0,
1518,371.1165723095794,2.5815382000000002,,,,,,,,,,,0.0,0.0,0.0,0.0,197496.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229852.9,0.0,0.0,0.0,0.0,0.0,0.0,257843.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1519,153.1273959336312,2.581773,,,,8.0,,,,,,,0.0,440218.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50281.008,0.0,1579963.8,0.0,0.0,51592.773,0.0,0.0,166202.8,0.0,0.0,0.0,0.0,0.0,0.0,859761.44,0.0,0.0,0.0,270518.28,0.0,20928.385,0.0,0.0,0.0,0.0,0.0,0.0,
1520,743.2033740068655,2.5845275,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14573.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26248.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1521,406.1663803961022,2.587407,,,,,,,,,,,74348.055,0.0,0.0,2132492.0,0.0,0.0,0.0,0.0,0.0,0.0,97409.99,69300.67,0.0,0.0,0.0,0.0,93280.234,106192.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624867.2,0.0,0.0,0.0,0.0,0.0,0.0,50685.004,0.0,0.0,0.0,0.0,
1522,492.208858134896,2.5901644,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26151.213,0.0,0.0,0.0,
1523,561.1953162864056,2.5903264999999998,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38939.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1524,375.1986768627821,2.5915880000000002,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86784.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19348.775,0.0,
1525,485.2586957565903,2.5921855,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133871.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1526,554.281845093062,2.5927908,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,24922.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1527,432.18686589815337,2.5928473,,,,70.0,,,,,,,0.0,108655.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19844.44,0.0,0.0,0.0,0.0,191722.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261840.17,0.0,0.0,0.0,10011.968,0.0,
1528,423.17944533534126,2.5929377000000002,,,,,,,,,,,0.0,0.0,0.0,0.0,64641.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84003.625,35312.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23662.373,0.0,0.0,0.0,0.0,0.0,
1529,445.16128489845266,2.5933583,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45023.42,0.0,0.0,0.0,0.0,0.0,0.0,18436.593999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24864.854,0.0,0.0,0.0,0.0,0.0,
1530,277.10448752071943,2.594268,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21449.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1531,308.1491004542778,2.5947162999999995,,,,,,,,,,,0.0,0.0,0.0,218119.12,0.0,0.0,214646.8,0.0,0.0,82643.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114315.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61584.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1532,521.2029420050782,2.594894,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28297.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20384.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1533,230.11774616159218,2.596126,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62515.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1534,286.09247836019216,2.596126,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,101347.21,0.0,298036.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1535,209.1171882797041,2.5969956,,,,,,,,,,,75027.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58265.63,0.0,0.0,0.0,0.0,0.0,50684.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1536,627.1561609074065,2.5972047000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17163.482,0.0,0.0,0.0,0.0,845804.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1537,377.0637423010345,2.5981229999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34466.387,0.0,0.0,0.0,0.0,0.0,0.0,13768.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1538,291.04787721003544,2.5994616,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38858.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1539,511.17866568974154,2.600323,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,89758.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163737.9,0.0,50872.402,0.0,392839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1540,161.0709270577541,2.6005857000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17847.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1541,285.12335413290816,2.6005857000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78706.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1542,542.260102477846,2.6005857000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26410.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1543,411.16253198746233,2.6012527999999997,,,,10.0,,,,,,,629027.25,627953.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108910.945,397253.9,0.0,334135.4,0.0,226817.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232305.28,0.0,0.0,0.0,0.0,0.0,
