row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,
552,935.2100710461937,2.245504,,,,,,,,,,,305057.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
553,353.08747236045747,2.248433,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10197.066,0,0,0,0,0,0,
554,401.1638305947082,2.2496996,,,,160,,,,,,,0,0,0,0,217630.81,0,273976.66,0,0,0,0,0,0,0,0,0,0,0,
555,310.0922327064339,2.251172,,,,,,,,,,,0,19940.973,14005.847,0,0,0,0,0,0,0,0,0,0,0,0,25729.676,0,0,
556,506.1876712424694,2.2512949,,,,,,,,,,,0,0,0,406194.3,294647.75,0,120815.45,0,0,0,0,0,0,0,0,0,0,0,
557,375.0925661570012,2.253269,,,,27,35,[M+H]+,,3,557;558;560,374.08524,0,1624869.1,114675.734,146328.56,0,0,0,0,0,6423.665,0,0,11213.873,0,1804734.9,69546.3,0,0,
558,397.07458873595687,2.2540069,,,,27,35,[M+Na]+,,3,557;558;560,374.08524,0,152954.66,12297.7705,0,0,0,0,0,0,0,0,0,0,0,429328.0,0,0,0,
559,627.1562955158332,2.2550352,,,,,,,,,,,0,65893.56,7387.3877,593640.9,17676.799,127703.85,0,288607.2,91599.164,5984.0894,298595.72,0,10275.293,255466.34,0,0,411056.38,0,
560,413.04821026100535,2.255099,,,,27,35,[M+K]+,,3,557;558;560,374.08524,0,89840.266,0,0,0,0,0,0,0,0,0,0,0,0,203930.19,0,0,0,
561,726.2250339234345,2.257109,,,,160,36,[2M+NH4]+,,2,561;567,354.09568,17235.06,0,0,0,40989.332,0,55545.246,0,0,0,48860.152,0,0,0,0,0,51990.57,0,
562,393.0589291439902,2.2572722,,,,160,36,[M+K]+,,2,562;567,354.09568,0,0,0,0,229069.61,0,246714.83,0,0,0,139048.27,0,0,0,0,0,144471.61,0,
563,559.110188378225,2.2621336,,,,,,,,,,,0,0,0,0,39383.0,0,0,0,0,0,46705.254,0,0,0,0,0,45071.035,0,
564,731.180516996172,2.2625673,,,,,,,,,,,0,0,0,0,0,36483.105,0,0,0,0,0,36870.684,0,0,0,0,0,0,
565,400.1608170680779,2.263588,,,,160,,,,,,,476118.72,65943.77,0,551756.8,1108719.2,384346.1,1376898.9,0,0,0,1059826.6,261072.2,0,0,0,0,1064922.2,0,
566,606.2042228802537,2.266162,,,,,,,,,,,0,0,0,0,0,38819.754,0,0,0,0,0,0,0,0,0,0,0,0,
567,355.1029580707539,2.272175,,,,160,36,[M+H]+,,4,561;573;562;567,354.09568,5716635.5,577168.75,79117.74,5314037.0,9935696.0,4734328.5,1.1679487E7,0,0,36330.242,1.0489675E7,3114384.5,257921.1,0,202769.95,0,1.0180989E7,0,
568,846.2671178138702,2.2740347,,,,,,,,,,,0,0,22225.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
569,595.1866402036358,2.2752428,,,,,,,,,,,0,199460.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
570,617.1684993912093,2.2752428,,,,,,,,,,,0,52525.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
571,640.2444858012008,2.2752428,,,,,,,,,,,0,49390.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
572,420.15017772284546,2.2808745,,,,27,,,,,,,0,136193.9,0,0,0,0,0,0,0,0,0,0,0,0,132142.69,8987.046,0,0,
573,377.0848821902911,2.2812223,,,,160,36,[M+Na]+,,2,573;567,354.09568,237560.14,0,0,192753.77,361163.84,142193.61,391385.97,0,0,0,291525.06,157633.77,18451.645,0,0,0,275509.3,0,
574,465.10350206492063,2.2827134,,,,,,,,,,,0,0,0,0,0,502336.94,0,0,333451.0,0,80582.64,0,0,0,0,0,149730.81,0,
575,362.1443847416158,2.2862864,,,,,,,,,,,0,32316.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
576,743.2049731016164,2.2865021,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,156608.53,0,0,0,0,0,58837.42,0,
577,773.21454446436,2.2876067,,,,,,,,,,,0,37620.633,10514.219,155065.2,86749.875,169356.84,52453.875,28079.191,0,0,33542.188,31507.254,31858.117,0,0,0,39898.383,0,
578,510.12487635438436,2.290042,,,,,,,,,,,0,0,0,0,0,0,0,0,0,84706.06,0,0,0,0,0,165035.28,0,0,
579,283.1755101446702,2.2905762,,,,,,,,,,,31035.941,0,0,0,0,0,0,0,0,0,0,9314.804,0,0,0,25066.174,0,0,
580,369.1661761929294,2.2917886,,,,,,,,,,,0,90128.07,0,28844.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
581,208.096978121977,2.2946951,,,,,,,,,,,0,0,24204.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
582,223.05996778431194,2.2964823,,,,,,,,,,,0,0,0,0,0,0,0,10665.926,0,0,0,0,0,0,0,0,0,0,
583,508.10932986931704,2.29722,,,,,,,,,,,0,0,0,0,0,0,0,0,0,44063.31,0,0,0,0,0,0,0,0,
584,597.1469918472692,2.297247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,256684.48,0,0,0,0,0,363305.2,0,
585,506.0938123109007,2.297601,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70302.125,0,0,0,
586,935.2473131439835,2.3096013,,,,,,,,,,,0,0,0,0,0,475829.47,0,0,0,0,0,0,0,0,0,0,0,0,
587,149.07446033952252,2.3113031,,,,167,,,,,,,0,0,9832.871,0,0,0,0,0,0,8424.443,0,0,0,0,0,17500.23,0,0,
588,279.1374959205764,2.3113031,,,,167,,,,,,,0,0,11500.44,0,0,0,0,0,0,10051.704,0,0,0,0,0,19457.953,0,0,
589,356.1495416263283,2.3160558,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,61527.605,0,0,0,0,0,0,
590,168.13836643760132,2.3174362,,,,,,,,,,,0,0,0,0,0,0,0,34146.824,0,0,0,0,0,0,0,0,0,0,
591,293.1496666373896,2.3225,,,,,,,,,,,0,0,35434.664,0,0,0,0,0,0,29686.754,0,0,0,0,0,30110.785,0,0,
592,568.2975784383195,2.328163,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,26400.945,30876.586,0,0,16548.627,0,18486.951,0,
593,951.2416723593753,2.328162,,,,,,,,,,,38787.562,0,0,0,0,674828.56,0,441979.5,0,0,511217.22,370484.62,0,519823.16,0,0,495573.25,0,
594,186.14898840382614,2.3286989,,,,,,,,,,,0,0,0,0,0,0,0,31002.11,0,0,0,0,0,0,0,0,0,0,
595,561.194244893493,2.3286989,,,,,,,,,,,0,0,0,0,0,0,0,11991.506,0,0,0,0,0,0,0,0,0,0,
596,360.1289514913767,2.3291845,,,,,,,,,,,0,0,344930.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
597,450.2702068261385,2.3298302,,,,,,,,,,,0,0,31463.93,0,0,17966.77,0,14498.61,0,0,0,0,0,0,0,0,0,0,
598,197.0806947564457,2.3300943,,,,,,,,,,,0,18950.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
599,165.054940037934,2.33135,,,,,,,,,,,0,0,0,0,0,0,192070.7,0,0,0,0,0,0,0,0,0,0,0,
600,166.05825639760096,2.33135,,,,,,,,,,,0,0,0,0,0,0,17540.87,0,0,0,0,0,0,0,0,0,0,0,
601,422.23880237108983,2.3313406,,,,,,,,,,,0,0,88956.375,0,0,106364.28,0,30767.334,56447.08,0,0,0,58535.043,16545.172,0,0,0,0,
602,327.10795058856513,2.33135,,,,,,,,,,,0,0,0,0,0,0,41412.605,0,0,0,0,0,0,0,0,0,0,0,
603,416.1551577695924,2.3324256,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36813.56,0,0,
604,418.2073080280304,2.3324256,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12482.785,0,0,
605,556.23959093364,2.333817,,,,,,,,,,,0,49881.246,0,0,0,0,21425.223,45522.332,24422.59,0,18933.477,0,0,30583.28,0,0,10752.993,0,
606,365.1390312303189,2.333872,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7024.0044,0,0,0,0,0,0,0,0,
607,450.1978349802186,2.333872,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9009.6455,0,0,0,0,0,0,0,0,
608,225.14856754814625,2.3402677,,,,,,,,,,,0,0,29019.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
609,427.19405923520947,2.3402677,,,,,,,,,,,0,0,12034.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
610,476.14018443102844,2.3416176,,,,,,,,,,,0,0,0,0,0,10417.107,0,0,0,0,0,0,0,7801.2734,0,0,0,0,
611,494.16642292657144,2.3499784,,,,,,,,,,,0,0,13035.195,0,13486.128,9445.97,0,0,0,0,0,0,0,0,0,0,0,0,
612,633.1436317160701,2.3510866,,,,,,,,,,,0,23944.264,0,0,0,0,0,0,14140.995,0,15360.767,0,0,0,0,0,0,0,
613,718.2927842375464,2.3519278,,,,,,,,,,,0,0,0,18605.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
614,1037.2429894098616,2.355028,,,,,,,,,,,0,0,0,0,0,13534.783,0,0,0,0,0,0,0,0,0,0,0,0,
615,349.0897465362227,2.3581076,,,,,,,,,,,0,0,0,24716.162,0,0,137680.27,0,0,0,0,19961.564,0,0,0,0,0,0,
616,295.1390339127276,2.360505,,,,198,,,,,,,0,0,19138.148,0,0,0,0,9891.665,0,0,0,0,0,0,0,26744.285,0,0,
617,317.1206416588611,2.3616588,,,,,,,,,,,0,0,28466.246,0,0,0,0,0,29626.48,0,0,0,0,0,0,32983.766,0,0,
618,180.10201471024644,2.3623865,,,,,,,,,,,12038.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
619,340.19676911815503,2.36273,,,,198,,,,,,,0,0,40467.074,0,0,0,0,24955.371,0,12857.965,0,0,33019.895,23445.3,0,64760.23,0,0,
620,518.1504238710963,2.363497,,,,,,,,,,,0,0,20651.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
621,333.09470571054874,2.364609,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19884.273,0,0,
622,404.1186672432573,2.3658776,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,59411.496,0,0,0,0,
623,476.22866518083026,2.3662398,,,,,,,,,,,0,0,0,0,0,0,45033.2,0,0,0,0,0,0,0,0,0,0,0,
624,344.1343281561359,2.3712006,,,,,,,,,,,222321.25,487378.62,232812.47,204586.55,177886.9,376778.16,470683.7,0,194750.58,296382.5,244903.48,174103.1,144800.08,100047.41,281619.8,239658.44,246211.89,0,
625,365.06363502429326,2.372258,,,,,,,,,,,15105.4375,0,0,17879.484,26362.738,20175.719,0,0,22791.86,0,15525.742,0,14716.95,0,0,33853.965,0,0,
626,372.1655474894017,2.3723338,,,,,,,,,,,33222.652,0,0,29863.389,0,0,167867.55,14509.032,0,77239.33,0,0,37365.727,0,0,0,0,0,
627,399.17664612160314,2.3745484,,,,49,38,[M+H]+,,1,628,398.16923,0,170568.42,0,39721.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
628,421.1583146595865,2.3745484,,,,49,38,[M+Na]+,,2,628;627,398.16923,0,53851.15,0,16556.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
629,328.2120198654877,2.3747294,,,,,,,,,,,0,14923.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
630,437.1322225534117,2.3747294,,,,,,,,,,,0,29378.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
631,444.2341717318299,2.3747294,,,,,,,,,,,0,29818.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
632,391.20116864522856,2.3763754,,,,,,,,,,,0,0,0,0,0,0,0,79134.36,0,0,0,0,0,85567.69,0,0,0,0,
633,450.15487003852513,2.3768895,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,27262.043,0,0,38154.46,0,0,0,0,
634,328.223204346978,2.3769963,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,115235.64,0,0,0,0,
635,312.165456440771,2.3772519,,,,,,,,,,,0,225071.47,125127.01,0,98004.375,0,83549.3,0,0,33973.125,0,0,104471.3,0,81059.3,122909.84,0,0,
636,618.203023327738,2.3808465,,,,,,,,,,,15083.609,0,0,0,0,18161.178,0,0,0,0,0,0,0,0,0,0,0,0,
637,919.2126599795151,2.3844883,,,,,,,,,,,20389.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
638,375.1263278399903,2.3876245,,,,,,,,,,,0,0,0,0,9799.255,0,0,0,0,0,0,0,0,0,0,0,0,0,
639,434.20214702444605,2.387733,,,,114,39,[M+NH4]+,,2,639;646,416.16839,0,0,0,0,0,0,0,0,0,61036.5,0,0,0,0,0,38673.598,0,0,
640,462.2332629925679,2.387733,,,,114,,,,,,,0,0,0,0,0,0,0,0,0,25717.451,0,0,0,0,0,18161.486,0,0,
641,374.22839904041695,2.3878546,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,26021.328,0,0,0,0,
642,973.2212846879559,2.3878546,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,18472.078,0,0,0,0,
643,255.12256056289226,2.3885405,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6363.0176,0,0,0,0,0,0,0,0,
644,399.16502658348503,2.3885405,,,,,,,,,,,0,0,0,0,0,0,0,0,0,12545.65,0,0,0,0,0,0,0,0,
645,455.13136182027523,2.3885405,,,,,,,,,,,0,0,0,0,0,0,0,0,0,22921.195,0,0,0,0,0,0,0,0,
646,439.1576806314245,2.3904104,,,,114,39,[M+Na]+,,2,639;646,416.16839,10845.861,0,0,0,0,0,0,0,0,56752.914,0,0,0,0,0,28787.518,0,0,
647,449.1079448197718,2.3978436,,,,,,,,,,,0,0,0,0,0,330881.84,0,81912.914,273633.7,0,120980.88,0,0,0,0,0,0,0,
648,255.08655874828082,2.3988454,,,,,,,,,,,0,0,0,0,18804.375,0,0,0,0,0,0,0,0,0,0,0,0,0,
649,417.13919896386744,2.3988454,,,,,,,,,,,0,0,0,0,12281.154,0,0,0,0,0,0,0,0,0,0,0,0,0,
650,370.20752368350037,2.401491,,,,,,,,,,,0,0,23176.998,14040.098,0,0,0,30686.691,14202.992,59860.504,15032.834,0,0,18627.406,0,0,24829.887,0,
651,325.14937456264886,2.4018266,,,,,,,,,,,13803.747,11473.6045,9930.174,0,0,0,0,14191.814,0,0,9121.573,0,9001.762,0,0,0,11131.968,0,
652,342.1762576284949,2.401865,,,,,,,,,,,129861.125,94397.46,88920.62,81274.016,47924.176,72935.234,46321.816,117322.8,74555.84,117229.4,74778.32,63158.21,0,71055.49,23577.754,71342.97,101617.66,0,
653,347.13154947675037,2.4026043,,,,,,,,,,,31371.293,0,20229.23,21404.686,0,18540.014,0,44190.652,0,24206.92,16384.912,13557.743,21777.473,24092.68,0,0,28916.535,0,
654,134.06029713811137,2.4026504,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22349.85,0,0,0,
655,363.10581161455775,2.4043822,,,,85,,,,,,,0,0,0,0,0,0,0,0,0,14301.918,0,0,0,0,0,0,9475.628,0,
656,163.0965940770979,2.4051037,,,,85,,,,,,,0,0,9338.123,7768.0327,0,0,0,0,0,11542.859,0,0,8286.953,0,0,0,9837.581,0,
657,389.15791049011324,2.405888,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9096.825,0,0,0,0,0,0,0,0,
658,581.1510561147966,2.4176397,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,351408.28,0,0,0,0,0,384463.88,0,
659,175.1481904767904,2.4188855,,,,,,,,,,,0,34886.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
660,458.23856530948905,2.4188855,,,,,,,,,,,0,642788.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
661,480.2203820434567,2.4188855,,,,,,,,,,,0,17433.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
662,625.1403797822722,2.4194982,,,,,,,,,,,0,0,0,0,389081.6,0,0,0,64195.355,0,154864.89,0,0,0,0,0,166418.58,0,
663,647.1221574846476,2.4212701,,,,,,,,,,,0,0,0,0,19180.062,0,0,0,0,0,0,0,0,0,0,0,0,0,
664,720.3078935573468,2.4279368,,,,,,,,,,,14671.072,11597.92,0,0,9595.539,8529.691,10713.488,0,0,0,0,25020.3,0,0,0,0,0,0,
665,295.16542160036414,2.4306293,,,,,,,,,,,0,0,0,0,0,0,0,27879.11,0,0,0,0,0,38452.516,0,0,0,0,
666,943.2122215715848,2.4326406,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8502.935,0,0,0,0,0,0,0,
667,478.19230573516194,2.4395576,,,,,,,,,,,0,350884.9,213356.9,0,0,0,0,0,0,25282.932,0,0,0,0,58468.727,0,0,0,
668,921.2304346995775,2.440106,,,,,,,,,,,0,0,0,0,0,0,0,80225.46,0,0,216640.08,351574.62,0,0,0,0,253910.17,0,
669,534.1612726654378,2.446538,,,,,,,,,,,0,0,11137.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
670,625.1776985117581,2.4475253,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,68306.21,0,0,0,0,0,
671,464.24937069552624,2.4518347,,,,192,,,,,,,13815.124,0,0,0,25677.305,0,14832.776,0,0,11206.224,0,0,0,0,15045.431,58471.06,0,0,
672,335.1234477574005,2.4526103,,,,,,,,,,,0,11521.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
673,367.15009628808235,2.4526103,,,,,,,,,,,0,51625.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
674,427.15779404263264,2.4532638,,,,,,,,,,,0,0,4518.777,0,0,0,0,0,0,0,0,0,0,6437.792,0,0,0,0,
675,611.161595798385,2.4536672,,,,,,,,,,,0,0,0,0,0,90462.695,0,0,226967.4,0,814409.06,0,0,0,0,0,1144875.4,0,
676,757.2187069961624,2.4540937,,,,,,,,,,,0,0,0,7595.5615,132836.17,0,83898.18,0,0,0,0,0,0,0,0,0,16058.967,0,
677,779.2000089345927,2.4549596,,,,,,,,,,,0,0,0,0,10166.778,0,0,0,0,0,0,0,0,0,0,0,0,0,
678,287.0551790466607,2.4553108,,,,,,,,,,,0,0,0,0,0,38295.742,0,0,29975.049,0,106466.08,0,0,10216.117,0,0,117254.88,0,
679,456.15031377465556,2.4575222,,,,,,,,,,,0,0,0,23802.725,0,0,0,0,0,0,22168.742,0,0,0,0,0,36220.684,0,
680,441.1737006637437,2.4579935,,,,,,,,,,,0,0,0,0,75442.61,0,43226.105,40371.734,11475.506,17938.121,24291.873,14115.438,10010.289,20741.543,43916.926,0,0,0,
681,257.1383217430878,2.4613798,,,,192,,,,,,,0,0,0,0,15690.73,0,0,0,0,0,0,0,0,0,0,20251.72,0,0,
682,436.21842155163097,2.464704,,,,,,,,,,,0,0,0,0,0,0,0,12020.207,0,0,0,0,0,0,20215.51,0,0,0,
683,310.18611383187954,2.465207,,,,,,,,,,,0,0,0,0,0,0,0,0,8572.406,0,0,0,0,0,0,0,0,0,
684,344.0980829117362,2.465207,,,,,,,,,,,0,0,0,0,0,0,0,0,44422.18,0,0,0,0,0,0,0,0,0,
685,548.2757872033947,2.465774,,,,,,,,,,,0,0,0,0,0,0,0,15760.566,0,0,0,0,0,16738.63,0,0,0,0,
686,417.2378360828081,2.465837,,,,,,,,,,,0,0,0,0,0,0,20444.71,0,0,0,0,0,0,0,0,0,0,0,
687,636.214010382298,2.4671345,,,,,,,,,,,15952.459,0,0,0,0,12854.26,0,0,0,0,0,0,0,0,0,0,0,0,
688,350.21752278828035,2.4678,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18378.465,0,0,
689,476.17682526829617,2.467952,,,,,,,,,,,0,0,128119.55,0,0,0,0,0,0,22360.762,0,0,0,0,24141.68,34838.152,0,0,
690,462.19746096443316,2.4683478,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44374.08,11954.346,0,0,
691,484.1830488769375,2.4686105,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6196.9316,0,0,0,0,0,
692,263.13966190334725,2.4695895,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,117936.945,0,0,0,0,
693,349.0537257929554,2.4695895,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,17753.54,0,0,0,0,
694,471.09036945224085,2.4730651,,,,91,42,[M+K]+,,3,705;694;701,432.12718,0,505312.25,81898.875,0,0,0,0,0,0,0,0,0,0,0,0,18689.453,0,0,
695,434.1122845136358,2.4733937,,,,,,,,,,,0,0,0,0,0,0,0,6717.9297,0,0,0,0,0,0,0,0,0,0,
696,127.03427065495836,2.473437,,,,,,,,,,,0,31008.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
697,434.13767436356727,2.473437,,,,,,,,,,,0,4168437.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
698,435.13950577891734,2.473437,,,,,,,,,,,0,914137.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
699,865.2604555593491,2.473437,,,,,,,,,,,0,54999.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
700,882.2908018718227,2.473437,,,,,,,,,,,0,15618.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
701,455.11625617148405,2.4747093,,,,91,42,[M+Na]+,,3,705;694;701,432.12718,0,1624711.8,895246.94,887298.4,0,0,0,0,0,17003.521,0,0,0,0,201615.47,98610.2,0,0,
702,127.03888913520807,2.4753067,,,,91,41,[M-H2O+H]+,,3,702;694;701,144.04231,0,783643.06,112396.99,122889.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
703,436.1423003070483,2.4753067,,,,91,,,,,,,0,120508.75,16281.562,17765.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
704,887.2427548175774,2.4762416,,,,,,,,,,,0,0,42002.17,47227.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
705,433.13455830856395,2.4763696,,,,91,42,[M+H]+,,3,705;694;701,432.12718,0,2.0984674E7,2836526.5,3091531.2,0,0,0,0,0,30114.299,0,0,0,0,408542.9,241715.53,0,0,
706,487.05322504573826,2.4767313,,,,,,,,,,,0,0,9553.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
707,368.1799114625362,2.4771528,,,,136,,,,,,,0,0,0,0,0,0,0,11641.005,0,0,0,0,0,11610.561,0,0,0,0,
708,391.2561496158063,2.4771528,,,,136,,,,,,,0,0,0,0,0,0,0,11719.74,0,0,0,0,0,10607.943,0,0,0,0,
709,343.13712946241486,2.4773467,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,32815.766,0,0,0,0,0,0,0,
710,505.2254777059514,2.47831,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29081.127,0,0,0,
711,957.2269319074313,2.4826653,,,,,,,,,,,0,0,0,0,0,0,0,0,24761.043,0,22944.93,0,0,0,0,0,0,0,
712,456.0946637202396,2.4829395,,,,,,,,,,,0,0,0,0,0,9459.665,0,0,0,0,0,0,0,0,0,0,0,0,
713,578.2090241598103,2.487375,,,,,,,,,,,0,0,10229.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
714,586.2138914547584,2.487375,,,,,,,,,,,0,0,32130.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
715,483.1477582092538,2.4927769,,,,,,,,,,,0,0,0,0,0,0,0,0,0,19139.236,0,0,0,0,0,22425.781,0,0,
716,461.1659145514039,2.4929645,,,,,,,,,,,0,0,13791.984,0,0,0,0,0,0,12287.954,0,0,0,0,0,13837.889,0,0,
717,952.271396537955,2.496549,,,,,,,,,,,0,0,0,0,0,0,0,26401.88,65654.91,0,53214.895,0,0,13818.402,0,0,54197.49,0,
718,265.15469405243607,2.5044851,,,,,,,,,,,0,0,0,0,0,0,0,21505.732,0,0,0,0,0,0,0,0,0,0,
719,300.1595409711634,2.5049813,,,,,,,,,,,0,0,0,0,106517.49,138019.25,1080082.4,0,0,0,0,0,0,0,0,0,0,0,
720,177.0548015324036,2.5088441,,,,,,,,,,,24432.38,0,35278.406,148522.94,157419.88,0,0,0,142131.6,75489.914,97909.78,160401.34,111766.54,0,0,188336.72,85710.88,0,
721,398.2022305315202,2.5092628,,,,,,,,,,,369733.78,30804.46,0,0,0,0,12457.286,0,0,0,0,0,0,0,0,0,0,0,
722,167.07043911770216,2.5099244,,,,,,,,,,,0,164624.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
723,482.21551093388376,2.5099244,,,,,,,,,,,0,19751.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
724,321.05821429564213,2.51275,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8375.664,0,0,0,0,0,
725,478.1698974575059,2.5161834,,,,,,,,,,,0,0,53173.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
726,444.25977561957393,2.5167305,,,,,,,,,,,0,2653260.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
727,447.2678208375646,2.5167305,,,,,,,,,,,0,15116.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
728,466.2415569017969,2.5167305,,,,,,,,,,,0,53781.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
729,395.0741348828013,2.5191658,,,,,,,,,,,0,0,0,0,0,0,19822.98,0,0,0,0,0,0,0,0,0,0,0,
730,415.1511689931543,2.5242577,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,10998.185,0,0,0,0,
731,448.18198294875725,2.524564,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9369.793,0,0,
732,238.07117130617715,2.527033,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10364.881,0,0,0,
733,219.12285636025075,2.5276785,,,,,,,,,,,0,7372.0273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
734,434.1661951284932,2.530111,,,,13,,,,,,,0,0,0,0,27836.492,0,13688.872,0,0,0,0,0,0,0,148068.72,0,0,0,
735,357.11836418961786,2.533458,,,,,,,,,,,0,0,0,14829.491,0,0,0,0,0,0,0,15724.531,0,0,0,0,0,0,
