id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
224_clematis_10_species_crop2-10min_231127_orbi_siri_227	C27H24N4O11	[M + H]+	C27H24N4O11	Carbohydrates	0.6473032832145691	Nucleosides	0.848850429058075	Purine nucleos(t)ides	0.9134894013404846	Flavonoid O-glycosides	0.6120522022247314	Flavonoid O-glycosides	0.6120522022247314	Flavonoid glycosides	0.19747506082057953	Flavonoids	0.4785338342189789	Phenylpropanoids and polyketides	0.17671898007392883	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Purines and purine derivatives; Hypoxanthines; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Benzoyl derivatives; Organooxygen compounds; Azoles; Purine nucleosides; Pyranones and derivatives; Purinones; Diazines; Monosaccharides; Flavonoid O-glycosides; Acetals; Secondary alcohols; Imidazopyrimidines; Oxolanes; Oxanes; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Benzenoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	227
225_clematis_10_species_crop2-10min_231127_orbi_siri_228	C27H28O17	[M + H]+	C27H28O17	Shikimates and Phenylpropanoids	0.999922513961792	Flavonoids	0.999873161315918	Flavonols	0.6233451962471008	Flavonoid-7-O-glucuronides	0.6488346457481384	Flavonoid O-glycosides	0.9977138042449951	Flavonoid glycosides	0.9982499480247498	Flavonoids	0.9973562955856323	Phenylpropanoids and polyketides	0.9998797178268433	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Sugar acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Glucuronides; Hydroxy acids and derivatives; Pyranones and derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; O-glucuronides; Flavonoid O-glucuronides; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Flavonoid-7-O-glycosides; Flavonoid-7-O-glucuronides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	228
226_clematis_10_species_crop2-10min_231127_orbi_siri_229	C13H18	[M + H]+	C13H18	Terpenoids	0.9748787879943848	Monoterpenoids	0.3875877559185028	Apocarotenoids(ε-)	0.10198144614696503	Prenol lipids	0.513206958770752					Prenol lipids	0.513206958770752	Lipids and lipid-like molecules	0.4600531756877899	Organic compounds; Prenol lipids; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities	229
227_clematis_10_species_crop2-10min_231127_orbi_siri_230	C19H38N3O6P	[M + Na]+	C19H38N3O6P	Fatty acids	0.5459838509559631	Small peptides	0.2185955047607422	N-acyl amines	0.11677119135856628	Alpha amino acids and derivatives	0.8118977546691895	Amino acids and derivatives	0.9607182145118713	Amino acids, peptides, and analogues	0.9575868248939514	Carboxylic acids and derivatives	0.947508692741394	Organic acids and derivatives	0.9977688789367676	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carbonyl compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230
228_clematis_10_species_crop2-10min_231127_orbi_siri_231	C22H35NO9	[M + Na]+	C22H35NO9	Alkaloids	0.8139934539794922	Ornithine alkaloids	0.4373670518398285	Pyrrolidine alkaloids	0.22608014941215515	Hexoses	0.9829974174499512	Monosaccharides	0.8826165795326233	Carbohydrates and carbohydrate conjugates	0.9990111589431763	Organooxygen compounds	0.9999996423721313	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Cyclic ketones; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	231
229_clematis_10_species_crop2-10min_231127_orbi_siri_232	C32H49NO17	[M + H]+	C32H49NO17	Alkaloids	0.8856459259986877	Tyrosine alkaloids	0.8129673004150391	Isoquinoline alkaloids	0.4887489974498749	O-glycosyl compounds	0.9948036074638367	Glycosyl compounds	0.9930838346481323	Carbohydrates and carbohydrate conjugates	0.9988875985145569	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Piperidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Amines; Alkanolamines; Aralkylamines; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	232
232_clematis_10_species_crop2-10min_231127_orbi_siri_235	C15H22N2O4	[M + H]+	C15H22N2O4	Amino acids and Peptides	0.9994087219238281	Small peptides	0.9999779462814331	Dipeptides	0.999940037727356	Dipeptides	0.9999991655349731	Peptides	0.9996168613433838	Amino acids, peptides, and analogues	0.9999994039535522	Carboxylic acids and derivatives	0.9999955892562866	Organic acids and derivatives	0.9999996423721313	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid salts; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Organic zwitterions; Aralkylamines; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Dipeptides; Chemical entities	235
233_clematis_10_species_crop2-10min_231127_orbi_siri_236	C26H27F3N4O9	[M + H]+	C26H27F3N4O9	Alkaloids	0.5493418574333191	Nicotinic acid alkaloids	0.19264116883277893	Pyridine alkaloids	0.20416602492332458	Alpha amino acids and derivatives	0.5979323387145996	Amino acids and derivatives	0.9397890567779541	Amino acids, peptides, and analogues	0.936756432056427	Carboxylic acids and derivatives	0.9702014327049255	Organic acids and derivatives	0.9909024834632874	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Alkyl halides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	236
234_clematis_10_species_crop2-10min_231127_orbi_siri_237	C19H28N5O11P	[M + H]+	C19H28N5O11P	Carbohydrates	0.9315535426139832	Nucleosides	0.9765974879264832	Purine nucleos(t)ides	0.9920204281806946	Purine ribonucleoside monophosphates	0.8740047812461853	Purine ribonucleoside monophosphates	0.8740047812461853	Purine ribonucleotides	0.15827061235904694	Purine nucleotides	0.17932286858558655	Nucleosides, nucleotides, and analogues	0.638545036315918	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Phenols; Catechols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Aminopyrimidines and derivatives; Benzenediols; Diazines; Pentoses; Monosaccharides; Purine ribonucleoside monophosphates; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Pentose phosphates; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; 1,2-diols; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	237
235_clematis_10_species_crop2-10min_231127_orbi_siri_238	C20H31NO12	[M + H]+	C20H31NO12	Amino acids and Peptides	0.6018158793449402	Small peptides	0.12627503275871277	Aminoacids	0.18621422350406647	Saccharolipids	0.999049723148346					Saccharolipids	0.999049723148346	Lipids and lipid-like molecules	0.9888226985931396	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	238
236_clematis_10_species_crop2-10min_231127_orbi_siri_239	C28H32O16	[M + H]+	C28H32O16	Shikimates and Phenylpropanoids	0.9977511763572693	Flavonoids	0.9159368872642517	Flavones	0.9959068298339844	Flavonoid C-glycosides	0.9938660264015198	Flavonoid C-glycosides	0.9938660264015198	Flavonoid glycosides	0.987955629825592	Flavonoids	0.9769105911254883	Phenylpropanoids and polyketides	0.9019657373428345	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Dialkyl ethers; Disaccharides; Flavones; Acetals; Secondary alcohols; Flavonoid C-glycosides; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3'-O-methylated flavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	239
237_clematis_10_species_crop2-10min_231127_orbi_siri_240	C33H40O20	[M + H]+	C33H40O20	Shikimates and Phenylpropanoids	0.9999868869781494	Flavonoids	0.9998714923858643	Flavonols	0.9953302145004272	Flavonoid-3-O-glycosides	0.9985899329185486	Flavonoid O-glycosides	0.9995412826538086	Flavonoid glycosides	0.999521017074585	Flavonoids	0.9994958639144897	Phenylpropanoids and polyketides	0.9999675750732422	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Flavonoid-7-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	240
238_clematis_10_species_crop2-10min_231127_orbi_siri_241	C27H30O16	[M + H]+	C27H30O16	Shikimates and Phenylpropanoids	0.9999924898147583	Flavonoids	0.9999796152114868	Flavonols	0.9976264834403992	Flavonoid-3-O-glycosides	0.994978129863739	Flavonoid O-glycosides	0.99955815076828	Flavonoid glycosides	0.9996896982192993	Flavonoids	0.999882698059082	Phenylpropanoids and polyketides	0.9999037981033325	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Benzenediols; Monosaccharides; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	241
239_clematis_10_species_crop2-10min_231127_orbi_siri_242	C11H24N2O6S	[M + Na]+	C11H24N2O6S	Amino acids and Peptides	0.8042662739753723	Small peptides	0.9752326607704163	Dipeptides	0.28814372420310974	N-acyl-alpha amino acids and derivatives	0.7962247729301453	Amino acids and derivatives	0.7971925139427185	Amino acids, peptides, and analogues	0.805966854095459	Carboxylic acids and derivatives	0.9857547283172607	Organic acids and derivatives	0.9998656511306763	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Sulfonyls; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Alkanesulfonic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Serine and derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	242
240_clematis_10_species_crop2-10min_231127_orbi_siri_243	C17H22N2O7	[M + H]+	C17H22N2O7	Alkaloids	0.9761556386947632	Nicotinic acid alkaloids	0.4939608871936798	Pyridine alkaloids	0.5368742346763611	Pyridinecarboxylic acids and derivatives	0.6177757978439331			Pyridinecarboxylic acids and derivatives	0.6177757978439331	Pyridines and derivatives	0.9556659460067749	Organoheterocyclic compounds	0.7766979336738586	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyridines and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Dihydropyridines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Pyridinecarboxylic acids and derivatives; Tertiary alcohols; Carbonyl compounds; Hydropyridines; Methyl esters; Fatty acid methyl esters; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	243
241_clematis_10_species_crop2-10min_231127_orbi_siri_244	C16H22N6O8	[M + H]+	C16H22N6O8	Carbohydrates	0.9477885365486145	Nucleosides	0.9258913397789001	Purine nucleos(t)ides	0.777475118637085	Purine nucleosides	0.9999362230300903					Purine nucleosides	0.9999362230300903	Nucleosides, nucleotides, and analogues	0.9988102912902832	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Azoles; Purine nucleosides; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Tetrahydrofurans; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	244
242_clematis_10_species_crop2-10min_231127_orbi_siri_245	C19H30O10	[M + Na]+	C19H30O10	Shikimates and Phenylpropanoids	0.3284197747707367	Monoterpenoids	0.4233085513114929	Menthane monoterpenoids	0.5154976844787598	Fatty acyl glycosides of mono- and disaccharides	0.6116631031036377	Fatty acyl glycosides of mono- and disaccharides	0.6116631031036377	Fatty acyl glycosides	0.6361137628555298	Fatty Acyls	0.42365607619285583	Lipids and lipid-like molecules	0.47332093119621277	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Phenylpropanes; Fatty acyl glycosides of mono- and disaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	245
244_clematis_10_species_crop2-10min_231127_orbi_siri_247	C21H37NO10	[M + H]+	C21H37NO10	Polyketides	0.5436791181564331	Linear polyketides	0.028420111164450645	Open-chain polyketides	0.034340064972639084	Hexoses	0.8300087451934814	Monosaccharides	0.9028006792068481	Carbohydrates and carbohydrate conjugates	0.9918571710586548	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hexoses; Monosaccharides; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Alkanolamines; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	247
247_clematis_10_species_crop2-10min_231127_orbi_siri_250	C20H29NO12	[M + H]+	C20H29NO12	Amino acids and Peptides	0.862460732460022	Amino acid glycosides	0.9361708760261536	Cyanogenic glycosides	0.8544266819953918	Cyanogenic glycosides	0.8089001774787903	Glycosyl compounds	0.9979678988456726	Carbohydrates and carbohydrate conjugates	0.9974433183670044	Organooxygen compounds	0.9999990463256836	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Disaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Oxolanes; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Cyanogenic glycosides; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	250
248_clematis_10_species_crop2-10min_231127_orbi_siri_251	C22H29NO11	[M + H]+	C22H29NO11	Shikimates and Phenylpropanoids	0.9594578146934509	Phenylpropanoids (C6-C3)	0.8169277310371399	Cinnamic acids and derivatives	0.7018687725067139	Coumaric acids and derivatives	0.9141746163368225	Coumaric acids and derivatives	0.9141746163368225	Hydroxycinnamic acids and derivatives	0.9766298532485962	Cinnamic acids and derivatives	0.9947468638420105	Phenylpropanoids and polyketides	0.9977961778640747	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	251
249_clematis_10_species_crop2-10min_231127_orbi_siri_252	C14H18N2O3	[M + H]+	C14H18N2O3	Amino acids and Peptides	0.9977988600730896	Small peptides	0.9995158910751343	Dipeptides	0.9996277093887329	Dipeptides	0.996000349521637	Peptides	0.9995713829994202	Amino acids, peptides, and analogues	0.9999924898147583	Carboxylic acids and derivatives	0.9999990463256836	Organic acids and derivatives	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Aralkylamines; Organic oxides; Azacyclic compounds; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	252
250_clematis_10_species_crop2-10min_231127_orbi_siri_253	C14H14O9	[M + Na]+	C14H14O9	Shikimates and Phenylpropanoids	0.9981101751327515	Phenylpropanoids (C6-C3)	0.9979348182678223	Cinnamic acids and derivatives	0.9974422454833984	Coumaric acids and derivatives	0.9989364743232727	Coumaric acids and derivatives	0.9989364743232727	Hydroxycinnamic acids and derivatives	0.9974002838134766	Cinnamic acids and derivatives	0.9916412830352783	Phenylpropanoids and polyketides	0.9978625178337097	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Lactones; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Alpha hydroxy acids and derivatives; Hydroxycinnamic acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Tricarboxylic acids and derivatives; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	253
