id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
281_clematis_10_species_crop2-10min_231127_orbi_siri_284	C22H37NO8	[M + Na]+	C22H37NO8	Polyketides	0.3576267659664154	Linear polyketides	0.11758141219615936	Erythromycins	0.3782660961151123	Alpha amino acids and derivatives	0.6136995553970337	Amino acids and derivatives	0.9162919521331787	Amino acids, peptides, and analogues	0.9122602343559265	Carboxylic acids and derivatives	0.9885603785514832	Organic acids and derivatives	0.9946563243865967	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Amino fatty acids; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Trialkylamines; Amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284
282_clematis_10_species_crop2-10min_231127_orbi_siri_285	C18H21NO3	[M + H]+	C18H21NO3	Alkaloids	0.9988081455230713	Tyrosine alkaloids	0.9944267272949219	Isoquinoline alkaloids	0.9191610217094421	Benzylisoquinolines	0.999980092048645			Benzylisoquinolines	0.999980092048645	Isoquinolines and derivatives	0.9981233477592468	Organoheterocyclic compounds	0.9989892840385437	Organic compounds; Organoheterocyclic compounds; Benzylisoquinolines; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Isoquinolines and derivatives; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	285
284_clematis_10_species_crop2-10min_231127_orbi_siri_287	C24H24O5	[M + Na]+	C24H24O5	Shikimates and Phenylpropanoids	0.9865195751190186	Coumarins	0.5072841048240662	Simple coumarins	0.5162738561630249	Lignans, neolignans and related compounds	0.5505578517913818							Lignans, neolignans and related compounds	0.5505578517913818	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Ethers; Benzodioxoles; Organooxygen compounds; Lignans, neolignans and related compounds; Acetals; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	287
286_clematis_10_species_crop2-10min_231127_orbi_siri_289	C11H18NO2	[M + Na]+	C11H18NO2	Terpenoids	0.582285463809967	Peptide alkaloids	0.4439212679862976	Simple amide alkaloids	0.493230402469635	Primary carboxylic acid amides	0.8098048567771912	Carboxylic acid amides	0.860340416431427	Carboxylic acid derivatives	0.9700627326965332	Carboxylic acids and derivatives	0.9781736731529236	Organic acids and derivatives	0.9879807829856873	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	289
287_clematis_10_species_crop2-10min_231127_orbi_siri_290	C16H31NO10	[M + H]+	C16H31NO10	Amino acids and Peptides	0.7168031334877014	Fatty acyl glycosides	0.5823667645454407	Fatty acyl glycosides of mono- and disaccharides	0.08447934687137604	Amino acids	0.6072141528129578	Amino acids and derivatives	0.41878876090049744	Amino acids, peptides, and analogues	0.4273233115673065	Carboxylic acids and derivatives	0.7251396179199219	Organic acids and derivatives	0.9244745373725891	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Amino fatty acids; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Medium-chain fatty acids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	290
288_clematis_10_species_crop2-10min_231127_orbi_siri_291	C18H27NO11	[M + H]+	C18H27NO11	Amino acids and Peptides	0.6990919709205627	Amino acid glycosides	0.9198135137557983	Cyanogenic glycosides	0.8399247527122498	Cyanogenic glycosides	0.9647966623306274	Glycosyl compounds	0.999687671661377	Carbohydrates and carbohydrate conjugates	0.9998871088027954	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Nitriles; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Cyanogenic glycosides; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	291
290_clematis_10_species_crop2-10min_231127_orbi_siri_293	C17H19NO10	[M + H]+	C17H19NO10	Alkaloids	0.6602615118026733	Amino acid glycosides	0.49378323554992676	Simple oxindole alkaloids	0.4753072261810303	Indole-3-acetic acid derivatives	0.5697507858276367	Indole-3-acetic acid derivatives	0.5697507858276367	Indolyl carboxylic acids and derivatives	0.9234063029289246	Indoles and derivatives	0.9994916915893555	Organoheterocyclic compounds	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Indole-3-acetic acid derivatives; Indolyl carboxylic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Substituted pyrroles; Polyols; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	293
292_clematis_10_species_crop2-10min_231127_orbi_siri_295	C17H19NO10	[M + Na]+	C17H19NO10	Amino acids and Peptides	0.7518748044967651	Amino acid glycosides	0.9128015637397766	Cyanogenic glycosides	0.7264752388000488	Cyanogenic glycosides	0.6258903741836548	Glycosyl compounds	0.9793670773506165	Carbohydrates and carbohydrate conjugates	0.9999730587005615	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; 1,3-dicarbonyl compounds; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Cyanogenic glycosides; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	295
293_clematis_10_species_crop2-10min_231127_orbi_siri_296	C19H26N2O10	[M + H]+	C19H26N2O10	Alkaloids	0.39886000752449036	Small peptides	0.059660594910383224	Simple oxindole alkaloids	0.14056411385536194	Benzenoids	0.5548880696296692							Benzenoids	0.5548880696296692	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Polyols; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	296
295_clematis_10_species_crop2-10min_231127_orbi_siri_298	C20H31NO11	[M + H]+	C20H31NO11	Amino acids and Peptides	0.8209857940673828	Amino acid glycosides	0.9606735110282898	Cyanogenic glycosides	0.9417077302932739	Cyanogenic glycosides	0.9723033905029297	Glycosyl compounds	0.9990027546882629	Carbohydrates and carbohydrate conjugates	0.9996415376663208	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Nitriles; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Cyanogenic glycosides; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	298
296_clematis_10_species_crop2-10min_231127_orbi_siri_299	C32H47NO16	[M + H]+	C32H47NO16	Alkaloids	0.9985257983207703	Tyrosine alkaloids	0.9885546565055847	Terpenoid tetrahydroisoquinoline alkaloids	0.5607724189758301	Terpene glycosides	0.9767963886260986			Terpene glycosides	0.9767963886260986	Prenol lipids	0.6367486119270325	Lipids and lipid-like molecules	0.6595699787139893	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Aromatic monoterpenoids; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Dialkylamines; Polyols; Phenol ethers; Benzenoids; Amines; Tetrahydroisoquinolines; Methyl esters; Vinylogous esters; Acetamides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	299
298_clematis_10_species_crop2-10min_231127_orbi_siri_301	C16H27N3O7S	[M + H]+	C16H27N3O7S	Amino acids and Peptides	0.9961073994636536	Small peptides	0.9993048906326294	Dipeptides	0.997511625289917	Gamma-glutamyl peptides	0.967285692691803	Peptides	0.999915599822998	Amino acids, peptides, and analogues	0.9999792575836182	Carboxylic acids and derivatives	0.9999606609344482	Organic acids and derivatives	0.9999980926513672	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Gamma-glutamyl peptides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	301
300_clematis_10_species_crop2-10min_231127_orbi_siri_303	C13H21FO10	[M + H]+	C13H21FO10	Terpenoids	0.4639395475387573	Monoterpenoids	0.1919228732585907	Iridoids monoterpenoids	0.22424061596393585	Hexoses	0.8907517194747925	Monosaccharides	0.8492334485054016	Carbohydrates and carbohydrate conjugates	0.9986918568611145	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy acids and derivatives; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hexoses; Organofluorides; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Halohydrins; Alkyl halides; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	303
302_clematis_10_species_crop2-10min_231127_orbi_siri_305	C18H29NO10	[M + H]+	C18H29NO10	Shikimates and Phenylpropanoids	0.669875979423523	Phenylethanoids (C6-C2)	0.741165280342102	Phenylethanoids	0.7151705622673035	Cyanogenic glycosides	0.7800124287605286	Glycosyl compounds	0.9994496703147888	Carbohydrates and carbohydrate conjugates	0.9999699592590332	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Cyanogenic glycosides; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	305
303_clematis_10_species_crop2-10min_231127_orbi_siri_306	C15H26N2O6S	[M + H]+	C15H26N2O6S	Fatty acids	0.37130045890808105	Fatty amides	0.6692204475402832	N-acyl amines	0.7944409251213074	Beta amino acids and derivatives	0.9986144304275513	Amino acids and derivatives	0.9867623448371887	Amino acids, peptides, and analogues	0.9906189441680908	Carboxylic acids and derivatives	0.9860333800315857	Organic acids and derivatives	0.9998854398727417	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Thioesters; Alkylthiols; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Beta amino acids and derivatives; Thiols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	306
304_clematis_10_species_crop2-10min_231127_orbi_siri_307	C23H22O4	[M + Na]+	C23H22O4	Terpenoids	0.7282853722572327	Diterpenoids	0.3663266897201538	Podocarpane diterpenoids	0.06039443984627724	Naphthalenecarboxylic acids and derivatives	0.5635436773300171			Naphthalenecarboxylic acids and derivatives	0.5635436773300171	Naphthalenes	0.6811254024505615	Benzenoids	0.998370349407196	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Benzopyrans; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Naphthalenecarboxylic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	307
307_clematis_10_species_crop2-10min_231127_orbi_siri_310	C17H22O10	[M + H]+	C17H22O10	Shikimates and Phenylpropanoids	0.9996916055679321	Phenylpropanoids (C6-C3)	0.9860235452651978	Cinnamic acids and derivatives	0.982833743095398	Coumaric acids and derivatives	0.9997406601905823	Coumaric acids and derivatives	0.9997406601905823	Hydroxycinnamic acids and derivatives	0.9998514652252197	Cinnamic acids and derivatives	0.9997730851173401	Phenylpropanoids and polyketides	0.9998254179954529	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	310
310_clematis_10_species_crop2-10min_231127_orbi_siri_313	C19H25N3O7S	[M + H]+	C19H25N3O7S	Amino acids and Peptides	0.9283899068832397	Small peptides	0.8783987760543823	Tripeptides	0.6967739462852478	Peptides	0.5671903491020203	Peptides	0.5671903491020203	Amino acids, peptides, and analogues	0.9538875222206116	Carboxylic acids and derivatives	0.9584522843360901	Organic acids and derivatives	0.9923323392868042	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Thiocarboxylic acids and derivatives; Organic nitro compounds; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Sulfenyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	313
311_clematis_10_species_crop2-10min_231127_orbi_siri_314	C10H10O4	[M + H]+	C10H10O4	Shikimates and Phenylpropanoids	0.9993664622306824	Phenylpropanoids (C6-C3)	0.9998809099197388	Cinnamic acids and derivatives	0.9999483823776245	Coumaric acids and derivatives	0.9689911603927612	Coumaric acids and derivatives	0.9689911603927612	Hydroxycinnamic acids and derivatives	0.9872419834136963	Cinnamic acids and derivatives	0.9862019419670105	Phenylpropanoids and polyketides	0.9970346689224243	Organic compounds; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	314
312_clematis_10_species_crop2-10min_231127_orbi_siri_315	C14H18O9	[M + H]+	C14H18O9	Polyketides	0.16953280568122864	Cyclic polyketides	0.4329849183559418	2-pyrone derivatives	0.9536620378494263	O-glycosyl compounds	0.7553374171257019	Glycosyl compounds	0.8659219145774841	Carbohydrates and carbohydrate conjugates	0.9978506565093994	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	315
314_clematis_10_species_crop2-10min_231127_orbi_siri_317	C10H17N4O8P	[M + H]+	C10H17N4O8P	Carbohydrates	0.9982376098632812	Nucleosides	0.9986957907676697	Pyrimidine nucleos(t)ides	0.9530640840530396	Purine ribonucleoside monophosphates	0.7470113635063171	Purine ribonucleoside monophosphates	0.7470113635063171	Purine ribonucleotides	0.13966050744056702	Purine nucleotides	0.04106146842241287	Nucleosides, nucleotides, and analogues	0.8461524248123169	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Monosaccharide phosphates; Purine ribonucleoside monophosphates; Secondary alcohols; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Pentose phosphates; Polyols; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	317
317_clematis_10_species_crop2-10min_231127_orbi_siri_320	C17H15N5O5	[M + H]+	C17H15N5O5	Shikimates and Phenylpropanoids	0.3965638279914856	Coumarins	0.39734044671058655	Simple coumarins	0.2897857129573822	Alkyl aryl ethers	0.6791436672210693	Alkyl aryl ethers	0.6791436672210693	Ethers	0.5788578987121582	Organooxygen compounds	0.9998164772987366	Organic oxygen compounds	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320
318_clematis_10_species_crop2-10min_231127_orbi_siri_321	C19H37NO9	[M + H]+	C19H37NO9	Fatty acids	0.24186350405216217	Small peptides	0.08283116668462753	Sphingoid bases	0.03224131464958191	Aminoglycosides	0.7286932468414307	Aminosaccharides	0.6904346942901611	Carbohydrates and carbohydrate conjugates	0.9993667006492615	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Organooxygen compounds; Monoalkylamines; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Amines; Primary amines; Alkanolamines; Aminosaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	321
321_clematis_10_species_crop2-10min_231127_orbi_siri_324	C11H12O5	[M + H]+	C11H12O5	Shikimates and Phenylpropanoids	0.9842345118522644	Phenylpropanoids (C6-C3)	0.6618707180023193	Cinnamic acids and derivatives	0.6502568125724792	Coumaric acids and derivatives	0.5043619871139526	Coumaric acids and derivatives	0.5043619871139526	Hydroxycinnamic acids and derivatives	0.5635423064231873	Cinnamic acids and derivatives	0.34868308901786804	Phenylpropanoids and polyketides	0.5959254503250122	Organic compounds; Styrenes; Lactones; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acids; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	324
322_clematis_10_species_crop2-10min_231127_orbi_siri_325	C4H11B2N2O2P	[M + Na]+	C4H11B2N2O2P	Amino acids and Peptides	0.8123366832733154	Small peptides	0.8370960354804993	Aminoacids	0.8213062286376953	Organoheterocyclic compounds	0.6921654939651489							Organoheterocyclic compounds	0.6921654939651489	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organometallic compounds; Monoalkylamines; Organometalloid compounds; Amines; Primary amines; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	325
323_clematis_10_species_crop2-10min_231127_orbi_siri_326	C16H27NO4	[M + H]+	C16H27NO4	Polyketides	0.542044997215271	Linear polyketides	0.5781174898147583	Open-chain polyketides	0.3782294988632202	Amino acids and derivatives	0.8594976663589478	Amino acids and derivatives	0.8594976663589478	Amino acids, peptides, and analogues	0.8520815968513489	Carboxylic acids and derivatives	0.9962584972381592	Organic acids and derivatives	0.9982047080993652	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	326
