row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,Unnamed: 31
794,521.2027233552318,2.5936835,,,,,,,,,,,2102.4795,0.0,28297.674,0.0,0.0,0.0,0.0,0.0,0.0,20384.215,0.0,63.033843999999995,0.0,0.0,0.0,140.19513,0.0,591.46655,
795,286.09228954320537,2.594888,,,,,,,,,,,0.0,0.0,298036.28,0.0,0.0,0.0,0.0,101347.21,0.0,0.0,0.0,252.68387,0.0,0.0,0.0,0.0,0.0,0.0,
796,396.25944831468763,2.5980507999999998,,,,31.0,,,,,,,0.0,0.0,0.0,0.0,388635.56,0.0,3698.673,0.0,0.0,0.0,0.0,0.0,63831.355,0.0,830.82336,0.0,0.0,0.0,
797,377.06351727465034,2.5988615000000004,,,,120.0,,,,,,,0.0,0.0,0.0,0.0,0.0,3570.433,34466.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13768.822,0.0,0.0,0.0,
798,291.04797241530184,2.5977511000000004,,,,,,,,,,,0.0,0.0,38858.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.78134,0.0,0.0,0.0,286.68387,36.310093,0.0,0.0,
799,384.16553665272363,2.6025999,,,,120.0,,,,,,,0.0,0.0,0.0,0.0,0.0,44577.04,367018.7,25377.347999999998,0.0,4432.6597,0.0,7070.87,154.45424,75.76663,137558.33,0.0,0.0,72519.95,
800,411.16259155663965,2.6013954,,,,104.0,,,,,,,0.0,57014.36,0.0,629027.25,627953.44,397253.9,334135.4,0.0,0.0,0.0,232305.28,53608.176,226817.78,19722.574,0.0,24645.132999999998,0.0,18807.855,
801,434.2386107807564,2.6015770000000003,,,,104.0,,,,,,,0.0,26690.105,0.0,347936.22,435887.88,394657.38,310526.97,0.0,0.0,1174.4180000000001,350709.8,32174.397999999997,253422.67,6973.043000000001,0.0,9569.764000000001,0.0,12231.403999999999,
802,404.1553732764934,2.6025452999999996,,,,127.0,58.0,[M+NH4]+,,3.0,748;802;753,386.12178,0.0,0.0,0.0,0.0,156044.61,0.0,27307.017999999996,28566.49,0.0,0.0,231155.34,537.8325,296681.4,16836.055,0.0,992.65515,0.0,0.0,
803,339.1076029749205,2.6040813999999997,,,,120.0,,,,,,,74085.37,0.0,0.0,357564.66,0.0,386604.88,1845965.2,142290.27,0.0,15098.635,7611.1953,44506.344000000005,0.0,611.2958,731468.5,0.0,0.0,691801.6,
804,451.1242593824532,2.6037220000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,2175.2085,0.0,0.0,0.0,0.0,577609.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
805,473.10650732170024,2.6035762000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34325.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
806,427.136476511517,2.6040822999999995,,,,,,,,,,,1226.5002,0.0,0.0,0.0,46287.203,0.0,0.0,0.0,0.0,157.15143999999998,86862.08,15639.313999999998,92018.52,0.0,0.0,6453.6990000000005,0.0,3699.6763,
807,153.1274956872593,2.6032755,,,,31.0,,,,,,,350.28763,0.0,0.0,0.0,440218.6,0.0,0.0,0.0,0.0,3054.2368,0.0,20928.385,51592.773,0.0,0.0,0.0,18.826221,0.0,
808,492.2438673820285,2.6054103,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,268.62732,1027.5344,0.0,0.0,12327.999,1118.525,0.0,0.0,0.0,390.35666000000003,0.0,0.0,
809,735.2101397070738,2.6067805,,,,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9560.105,0.0,0.0,49300.1,0.0,0.0,0.0,0.0,0.0,0.0,
810,469.1681730358292,2.6070662000000002,,,,,,,,,,,0.0,1393.1973,836.6708,0.0,30397.928,0.0,0.0,2166.0366,0.0,0.0,31748.584,7141.8076,25334.83,0.0,0.0,1832.1628,0.0,0.0,
811,787.193084057226,2.609763,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,104798.36,33674.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
812,302.1234289376495,2.6104442999999997,,,,,,,,,,,0.0,6087.4844,27597.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0603,8773.354,0.0,14193.931,0.0,0.0,
813,338.1806611377871,2.6102521,,,,,,,,,,,0.0,2990.9004,601.7462,0.0,0.0,297.77814,0.0,0.0,0.0,0.0,138.48033,0.0,1638.8071,232.11787,0.0,29320.857000000004,0.0,464.10785,
814,307.07894587799626,2.6115060000000003,,,,,,,,,,,0.0,8755.175,15615.838,0.0,0.0,0.0,0.0,0.0,0.0,20773.42,0.0,0.0,576.5242,24878.45,0.0,16733.918,0.0,12117.618999999999,
815,330.1546211288372,2.6124623,,,,,,,,,,,0.0,3056.6108,40029.1,2599.481,0.0,0.0,0.0,0.0,0.0,28872.53,0.0,15004.053,467.36096,0.0,0.0,4752.9404,0.0,15409.955,
816,135.11691563216007,2.617063,,,,,,,,,,,0.0,141.57022,0.0,0.0,119060.3,0.0,0.0,0.0,136.55588,0.0,4875.041,3698.0073,8462.225,0.0,0.0,0.0,13.392509,0.0,
817,315.1800972504476,2.6148583999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,58038.855,0.0,0.0,0.0,0.0,0.0,2761.2742,1919.0742,4632.044,0.0,0.0,0.0,0.0,0.0,
818,285.0970962786816,2.6145382,,,,,,,,,,,2887.4517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6682.403,310.6606,13602.951000000001,200.32469,0.0,0.0,2581.8438,0.0,8427.608,
819,409.2435739269856,2.6185324,,,,,,,,,,,12135.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
820,431.2268167761232,2.6187767999999996,,,,,,,,,,,14896.085,0.0,0.0,0.0,0.0,182.59521,0.0,0.0,90.337296,0.0,0.0,160.52011000000002,0.0,0.0,0.0,107.41363500000001,0.0,0.0,
821,346.14982570663057,2.6211178,,,,,,,,,,,1425.6396,0.0,158251.25,7266.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.1385,0.0,0.0,
822,351.105033781872,2.6222205,,,,,,,,,,,411.90502999999995,0.0,50663.91,343.76526,214.54247999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.39156000000001,362.12805,0.0,190.12578,0.0,0.0,
823,370.1709367489422,2.6224422,,,,,,,,,,,0.0,194.97206,0.0,1242527.5,0.0,0.0,0.0,0.0,0.0,1689.454,0.0,0.0,0.0,0.0,0.0,322.32583999999997,0.0,0.0,
824,375.12563922788684,2.6196706,,,,,,,,,,,0.0,0.0,0.0,546404.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.75433,0.0,113.89786000000001,0.0,0.0,
825,209.11704542052559,2.6249127,,,,,,,,,,,0.0,0.0,0.0,75027.47,0.0,58265.63,0.0,0.0,0.0,321.8716,0.0,2478.4082,0.0,1021.0515,0.0,0.0,47.427002,835.51636,
826,289.0706803225848,2.6316588,,,,,,,,,,,0.0,295.96207000000004,168.60297,0.0,0.0,21587.05,30687.752,0.0,0.0,0.0,0.0,0.0,0.0,199.4562,0.0,0.0,0.0,0.0,
827,234.14882962640712,2.6330737999999996,,,,,,,,,,,0.0,21008.574,0.0,0.0,49740.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.03104,0.0,0.0,30547.077999999998,0.0,0.0,
828,375.1989963163031,2.6327762999999997,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741.0574,0.0,19348.775,0.0,0.0,
829,508.2384763528157,2.6333387000000004,,,,,,,,,,,0.0,0.0,0.0,56622.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
830,727.2638109907635,2.6331375,,,,,,,,,,,0.0,0.0,0.0,24347.132999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.67709,0.0,0.0,
831,791.2028545491046,2.633445,,,,,,,,,,,0.0,0.0,0.0,0.0,14563.296999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
832,196.0969023562823,2.6340463,,,,,,,,,,,0.0,0.0,314.1701,0.0,2432.2097,0.0,0.0,0.0,0.0,0.0,2701.9590000000003,9196.157,2343.3984,146.971,0.0,0.0,0.0,0.0,
833,464.21262778824655,2.6359993999999998,,,,,,,,,,,0.0,0.0,13386.579,0.0,12423.375,0.0,0.0,0.0,0.0,0.0,14257.945,102.023926,0.0,0.0,0.0,0.0,0.0,0.0,
834,422.23845823068086,2.6375446,,,,,,,,,,,0.0,0.0,91102.07,261939.03,0.0,0.0,0.0,28172.662,0.0,0.0,5696.5396,0.0,3927.1716,0.0,60205.63,0.0,0.0,33032.684,
835,595.1666581156474,2.638208,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414289.16,0.0,0.0,472070.66,
836,272.1129408512358,2.6468747,,,,,,,,,,,0.0,0.0,0.0,0.0,19940.268,0.0,0.0,0.0,0.0,0.0,5909.597,3980.5396,2316.5554,909.0096,0.0,14885.325,0.0,0.0,
837,325.13962466055136,2.6485991,,,,,,,,,,,0.0,8427.61,27366.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14001.24,0.0,14064.418,0.0,0.0,0.0,0.0,0.0,
838,312.1797393389767,2.6499338,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282916.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
839,155.1429910153384,2.6520917,,,,,,,,,,,277.07812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.118996,0.0,0.0,0.0,12149.392,0.0,0.0,
840,340.1597716570178,2.6617866,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,255.57367000000002,17097.887,0.0,664.49744,1389.1577,0.0,492.61963,0.0,0.0,0.0,0.0,0.0,
841,343.17472009109804,2.6607146,,,,,,,,,,,1201.1772,0.0,0.0,0.0,0.0,0.0,0.0,15120.157,129588.15,0.0,1002.1650400000001,0.0,0.0,96792.15,0.0,0.0,0.0,0.0,
842,388.1975563176706,2.6615715,,,,,,,,,,,0.0,14309.122,0.0,0.0,3936.2595,0.0,0.0,216.81384,246.98882999999998,3584.9124,0.0,55967.395,0.0,0.0,0.0,0.0,0.0,0.0,
843,905.2359061472407,2.6642183999999998,,,,154.0,65.0,[M+H]+,,2.0,784;843,904.22861,0.0,56059.855,0.0,0.0,0.0,0.0,0.0,0.0,53040.27,0.0,0.0,0.0,0.0,0.0,366541.38,0.0,0.0,387017.38,
844,365.121751098466,2.6645474,,,,,,,,,,,0.0,3126.039,396.6145,130.82852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29069.772999999997,0.0,0.0,0.0,1717.8812,0.0,410.6684,
845,471.184029215745,2.6628096,,,,,,,,,,,0.0,1282.8569,363.8081,0.0,0.0,0.0,0.0,2296.716,92.13626,0.0,3683.397,23737.838,979.30176,0.0,0.0,782.7231400000001,0.0,0.0,
846,344.1862556032503,2.6651142000000005,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,335.72736000000003,0.0,114260.09,0.0,0.0,0.0,0.0,4642689.0,0.0,337899.7,0.0,3618.9827,
847,291.17382110728914,2.6659632,,,,,,,,,,,0.0,25460.877,46154.637,31705.672000000002,0.0,52335.51,49971.187999999995,0.0,0.0,17931.875,0.0,0.0,4801.154,8965.035,16513.058999999997,20941.574,0.0,23831.379,
848,353.1963264471006,2.6696372000000004,,,,,,,,,,,62.11727,0.0,2854.4038,0.0,24942.94,0.0,0.0,0.0,0.0,7353.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
849,173.13283851901127,2.6697957999999997,,,,5.0,,,,,,,0.0,0.0,0.0,0.0,87324.4,0.0,0.0,0.0,0.0,34301.895,0.0,0.0,0.0,0.0,2036.9932,0.0,0.0,0.0,
850,193.15850391066502,2.6689425,,,,,,,,,,,0.0,0.0,0.0,0.0,1493.4744,0.0,0.0,0.0,0.0,52318.582,0.0,0.0,0.0,0.0,0.0,0.0,9.287596,0.0,
851,408.22076673917616,2.6714217999999996,,,,,,,,,,,0.0,0.0,0.0,0.0,369.86453,0.0,0.0,527.6523,0.0,0.0,15318.496000000001,0.0,20064.611,0.0,0.0,12360.771999999999,0.0,0.0,
852,337.09197426846674,2.6722040000000002,,,,101.0,66.0,[M+H]+,,2.0,853;852,336.08471000000003,74258.945,20591.691000000003,17197.19,175216.64,0.0,0.0,122814.28,0.0,0.0,14024.751,141246.16,0.0,74406.68,0.0,76877.99,27375.107000000004,0.0,82802.375,
853,359.07394035972123,2.6736124,,,,101.0,66.0,[M+Na]+,,2.0,853;852,336.08471000000003,0.0,1721.3965,0.0,18737.977,0.0,0.0,0.0,0.0,0.0,1174.0048,19490.33,0.0,11031.162,0.0,0.0,1923.0416,0.0,3838.6235,
854,177.05466945696202,2.6745558,,,,,,,,,,,0.0,0.0,4169.8535,0.0,0.0,2848.0142,0.0,0.0,0.0,0.0,2766.4312,467883.62,0.0,0.0,0.0,0.0,29.258067999999998,7752.7354,
855,319.04270379941875,2.6785014,,,,,,,,,,,14708.437,0.0,6625.311,0.0,0.0,13943.94,0.0,0.0,0.0,0.0,0.0,0.0,24250.701,0.0,0.0,0.0,0.0,1004.36115,
856,409.1835695692502,2.6795092,,,,40.0,67.0,[M+Na]+,,3.0,856;887;890,386.19424,0.0,0.0,0.0,495.68402000000003,0.0,79163.6,78626.28,39909.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
857,268.17568904746616,2.6798398,,,,,,,,,,,1956.4371,0.0,376.77783,0.0,1586.6184,650.0246,0.0,0.0,0.0,0.0,0.0,0.0,2821.9844,0.0,0.0,0.0,5056.657,0.0,
858,297.0608451264545,2.6809514,,,,,,,,,,,3619.6895,0.0,3023.8672,0.0,3896.6787,3815.183,0.0,0.0,0.0,7231.496999999999,15288.675,0.0,9172.875,14597.853000000001,0.0,14574.586000000001,0.0,0.0,
859,500.17684244622774,2.6839560000000002,,,,,,,,,,,2365.5835,0.0,0.0,9529.8545,0.0,11508.49,0.0,0.0,0.0,12254.658000000001,3414.2334,0.0,0.0,0.0,0.0,2618.8896,0.0,0.0,
860,361.1653086932222,2.6859387999999997,,,,,,,,,,,0.0,2375.6143,0.0,0.0,0.0,0.0,0.0,462.66177000000005,7938.906,20196.46,922.2394,0.0,0.0,1828.0667,0.0,4769.0557,0.0,4166.369000000001,
861,458.2735401255452,2.6850502,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217434.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
862,641.1327251954053,2.6850502,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
863,304.16491405307664,2.6888666000000003,,,,,,,,,,,0.0,48647.473,0.0,0.0,0.0,126.58823999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
864,337.18736637572965,2.6892676,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1762.7020000000002,16102.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
865,404.22777122009285,2.6918015,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131493.5,0.0,0.0,0.0,14618.266000000001,0.0,0.0,0.0,0.0,0.0,0.0,
866,227.1643212151543,2.6931942,,,,,,,,,,,0.0,1063.6483,26972.963,0.0,57746.73,8673.22,0.0,0.0,0.0,9540.732,6325.4805,0.0,14307.553,0.0,0.0,0.0,21.802322,0.0,
867,578.2230911942781,2.6919885,,,,,,,,,,,0.0,0.0,0.0,0.0,17480.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.33553999999998,0.0,0.0,0.0,0.0,0.0,
868,505.21819363123296,2.6966243,,,,,,,,,,,0.0,86.43198000000001,0.0,0.0,0.0,15626.822,18564.234,0.0,1106.2329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2148.06,
869,552.3016062179852,2.6973476,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28333.66,0.0,0.0,0.0,0.0,626.9255400000001,0.0,0.0,0.0,2439.1,
870,627.1566753581349,2.6951134,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845804.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
871,446.2732830460183,2.6956525,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119901.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
872,656.1424329944685,2.6956525,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20054.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
873,611.160922601906,2.6998742,,,,,,,,,,,1695.7288,119647.57,0.0,110.76499,0.0,0.0,0.0,0.0,95338.96,0.0,0.0,0.0,0.0,1352.2961,0.0,165744.9,0.0,0.0,
874,360.1662652061935,2.7000406000000003,,,,,,,,,,,14442.083999999999,23208.94,0.0,0.0,311.375,120230.96,19711.183999999997,0.0,0.0,0.0,6018.18,132850.95,8549.488000000001,0.0,0.0,18444.951,0.0,0.0,
875,639.1203128772993,2.7003589,,,,,,,,,,,0.0,0.0,87643.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
876,434.2751935721893,2.700577,,,,5.0,,,,,,,27306.04,4561.8833,0.0,0.0,362857.34,83758.17,134437.72,0.0,0.0,208762.12,83357.31,128809.55,82408.586,74241.97,0.0,10172.306999999999,0.0,0.0,
877,640.151083320707,2.6997993,,,,,,,,,,,0.0,1397.2957,0.0,0.0,0.0,19707.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.3811,
878,225.14862069055354,2.7021408,,,,,,,,,,,35514.375,0.0,47714.03,56082.84,0.0,31381.11,31841.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46371.687999999995,0.0,30.069183000000002,16559.373,
879,342.1704613879723,2.700967,,,,,,,,,,,112509.64,5864.943,0.0,0.0,0.0,0.0,0.0,0.0,476098.66,0.0,0.0,0.0,0.0,412709.88,772096.06,70204.92,15.156623999999999,1668013.5,
880,406.24386561797564,2.7026749,,,,5.0,,,,,,,87626.87,0.0,311683.94,7320.96,549894.5,59211.703,0.0,0.0,0.0,185847.9,71629.71,140768.94,74014.45,134411.7,0.0,0.0,0.0,0.0,
881,186.14896650258675,2.7032866,,,,,,,,,,,2048.7593,0.0,2204.7654,0.0,860.50854,694.3427,0.0,501.84198,0.0,0.0,0.0,116.17083999999998,574.6635,24741.836,0.0,37596.105,89.07183,0.0,
882,314.08693468402544,2.7064058999999996,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87619.805,0.0,48721.1,30979.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
883,391.09983694239446,2.7066793,,,,,,,,,,,0.0,0.0,0.0,114210.914,0.0,0.0,27119.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
884,149.09613338497203,2.7135944,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,9190.016,15189.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.1760000000002,0.0,14.61413,0.0,
885,654.1666126159222,2.7094498,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1141.2202,0.0,0.0,0.0,0.0,9394.894,0.0,12427.348,0.0,0.0,0.0,0.0,0.0,
886,637.1048690540779,2.711492,,,,,,,,,,,0.0,0.0,11662.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
887,369.1906724725814,2.7126675,,,,40.0,67.0,[M-H2O+H]+,,2.0,856;890,386.19424,0.0,0.0,0.0,0.0,0.0,15561.388,16758.23,0.0,0.0,0.0,0.0,0.0,0.0,1638.4509,2094.757,0.0,0.0,1325.7195,
888,459.1837974526383,2.7144942000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,3520.616,298.79785,0.0,0.0,0.0,0.0,11400.177,0.0,8253.940999999999,0.0,0.0,0.0,0.0,174.09058000000002,
889,234.17015429708977,2.7118053,,,,,,,,,,,1591.6792,2667.2515,3719.5029999999997,0.0,3299.0806,3643.5947,0.0,0.0,0.0,0.0,7482.3345,6863.326,0.0,0.0,0.0,0.0,42.887558,0.0,
890,425.15755083909835,2.7157626,,,,40.0,67.0,[M+K]+,,3.0,856;887;890,386.19424,0.0,3115.9941,9635.989,0.0,0.0,18509.188000000002,17147.967,0.0,0.0,0.0,851.8594400000001,0.0,0.0,0.0,2900.4292,0.0,0.0,1567.1357,
891,189.12748253469087,2.716114,,,,,,,,,,,30861.61,28193.28,96601.836,45468.937999999995,13846.965,43936.835999999996,0.0,70431.51,0.0,11409.697,7988.7480000000005,0.0,13039.149,31567.463,51518.21,41609.715,0.0,34960.555,
892,432.25938891451887,2.7173483,,,,40.0,,,,,,,0.0,18576.777,92030.266,0.0,0.0,203224.69,188071.86,82439.79,0.0,46208.816,12793.692,0.0,12612.8545,18871.836,29078.346,32452.82,12.431821000000001,16226.108,
893,411.19914613103987,2.7170312,,,,5.0,,,,,,,0.0,0.0,0.0,0.0,198623.88,0.0,0.0,0.0,0.0,0.0,0.0,105333.3,50250.984000000004,0.0,0.0,0.0,0.0,0.0,
894,314.19511618766114,2.717696,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101465.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
895,207.13815942858866,2.7184908,,,,40.0,,,,,,,201832.8,21230.477000000003,116389.516,58649.582,0.0,213026.89,204686.0,0.0,0.0,37416.207,12624.073,8506.972,13233.653,0.0,46627.38,63875.367,50.620117,28648.26,
896,387.2015369257103,2.7188662999999997,,,,40.0,,,,,,,105733.09,10706.838,58247.765999999996,0.0,73266.195,106110.8,105595.76,0.0,0.0,17950.746,2476.1875,2731.4966,2306.2632,8393.963,0.0,13029.162,26.802621999999996,3270.4495,
897,259.2017480042033,2.7201555,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12745.083999999999,0.0,0.0,0.0,0.0,
898,470.16634761051284,2.720789,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13260.153,0.0,359.3111,0.0,494.64355,
899,472.1821093979152,2.7184215,,,,,,,,,,,0.0,963.59644,0.0,0.0,0.0,0.0,0.0,0.0,490.92014000000006,0.0,0.0,0.0,0.0,57568.06,0.0,2740.6824,0.0,3845.8838,
900,427.1239667123055,2.721518,,,,100.0,69.0,[M+H]+,,1.0,902,426.11641,2105494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283114.9,0.0,11546.625,0.0,15791.315,
901,442.1342134786309,2.7220995,,,,100.0,,,,,,,141174.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23230.957000000002,0.0,0.0,0.0,678.37427,
902,444.14995497212135,2.721683,,,,100.0,69.0,[M+NH4]+,,2.0,900;902,426.11641,569229.56,0.0,0.0,171.4909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85233.34,0.0,3167.4990000000003,0.0,0.0,
903,870.2665588718687,2.72193,,,,,,,,,,,99408.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2221.4414,0.0,0.0,0.0,0.0,
904,803.1646181421025,2.729587,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564501.94,0.0,0.0,0.0,0.0,0.0,1198.833,0.0,0.0,0.0,0.0,
905,374.1812420825081,2.7279475,,,,,,,,,,,0.0,14479.968,43374.03,0.0,0.0,0.0,0.0,0.0,0.0,13585.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
906,461.10573399813705,2.7283053,,,,,,,,,,,122909.11,0.0,13979.653999999999,0.0,0.0,73037.78,0.0,0.0,20280.933999999997,0.0,0.0,0.0,0.0,9823.76,21632.132999999998,0.0,0.0,25149.064,
907,625.1398721764137,2.7309723,,,,,,,,,,,0.0,47084.715,151884.19,0.0,0.0,0.0,65964.336,52824.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55491.655999999995,0.0,0.0,
908,389.2173575975737,2.732375,,,,,,,,,,,0.0,0.0,0.0,0.0,21655.33,0.0,17502.035,0.0,8960.192,0.0,18421.558999999997,0.0,16148.341,0.0,0.0,0.0,0.0,0.0,
909,436.25404192539634,2.7342186,,,,,,,,,,,0.0,642.88904,0.0,0.0,0.0,3868.797,0.0,0.0,0.0,0.0,6567.1006,0.0,4364.2446,409.24102999999997,175.67976000000002,0.0,0.0,0.0,
910,397.1134501117968,2.7330408,,,,,,,,,,,0.0,0.0,0.0,22444.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.841866,0.0,0.0,0.0,0.0,0.0,0.0,
911,414.13965221813453,2.7345297000000004,,,,,,,,,,,274.96338,0.0,0.0,23514.487999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
912,419.0957704439711,2.7329013,,,,,,,,,,,0.0,0.0,0.0,27590.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.6513,0.0,0.0,56.526745,0.0,0.0,0.0,
913,245.18605747552692,2.7351096,,,,,,,,,,,424.13315,45105.777,0.0,0.0,1985.6129999999998,1364.4758,0.0,0.0,318.71945,10084.548,0.0,0.0,0.0,0.0,168.81075,0.0,0.0,556.1037,
914,413.17839160739237,2.7376025,,,,,,,,,,,0.0,1197.9915,0.0,5452.979,0.0,5122.25,0.0,0.0,454.44205,531.9227,2930.6196,596.0989400000001,8260.719000000001,0.0,0.0,0.0,0.0,317.73422,
