ATTRIBUTE_genus	ATTRIBUTE_localisation	ATTRIBUTE_species	Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSGROUP:BK	GNPSGROUP:Clematis	GNPSGROUP:Clematis alpina	GNPSGROUP:Clematis chinensis	GNPSGROUP:Clematis flammula	GNPSGROUP:Clematis heracleifolia	GNPSGROUP:Clematis koreana	GNPSGROUP:Clematis recta	GNPSGROUP:Clematis tangutica	GNPSGROUP:Clematis terniflora	GNPSGROUP:Clematis vitalba	GNPSGROUP:Clematis viticella	GNPSGROUP:Euonymus	GNPSGROUP:Euonymus alatus	GNPSGROUP:Euonymus europaeus	GNPSGROUP:Euonymus fortunei	GNPSGROUP:Lonicera	GNPSGROUP:Lonicera alpigena	GNPSGROUP:Lonicera caerulea	GNPSGROUP:Lonicera caprifolium	GNPSGROUP:Lonicera caucasica	GNPSGROUP:Lonicera etrusca	GNPSGROUP:Lonicera implexa	GNPSGROUP:Lonicera japonica	GNPSGROUP:Lonicera kamtschatica	GNPSGROUP:Lonicera nigra	GNPSGROUP:Lonicera periclymenum	GNPSGROUP:Lonicera tatarica	GNPSGROUP:Lonicera xylosteum	GNPSGROUP:jbn	GNPSGROUP:jbuf	GNPSGROUP:nan	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
Euonymus,Clematis	jbuf,jbn	Clematis tangutica,Clematis alpina,Euonymus alatus,Clematis recta,Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	499137.4847058823	1867070.6333333333	0.0	0.0	0.0	0.0	484748.1666666667	284684.44	572598.2	0.0	0.0	52445.3625	104890.725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160229.18555555554	305841.7552631579	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"258","main.cluster index_upperinput":"258"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=254&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.7845	0.7845	0	N/A	N/A	8695118.69	6	258	254	 	6	312.1286	1	312.1286	8695118.69
Euonymus	jbn	Euonymus alatus	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57993.4875	115986.975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12887.441666666668	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"259","main.cluster index_upperinput":"259"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.7851	0.7851	0	N/A	N/A	231973.95	1	259	39	 	1	303.1051	1	303.1051	231973.95
Clematis	jbn	Clematis recta,Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17308.375882352942	0.0	0.0	0.0	0.0	0.0	57065.37333333333	0.0	61523.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16346.799444444445	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"260","main.cluster index_upperinput":"260"}	This Node is a Singleton	N/A	N/A	N/A	 	0.7852	0.7852	0	N/A	N/A	294242.39	2	260	-1	 	2	317.0841	1	317.0841	294242.39
Clematis	jbuf,jbn	Clematis recta,Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30754.275294117648	0.0	0.0	0.0	0.0	0.0	140178.65666666668	0.0	51143.355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22767.578333333335	5947.698421052632	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"261","main.cluster index_upperinput":"261"}	This Node is a Singleton	N/A	N/A	N/A	 	0.7861	0.7861	0	N/A	N/A	522822.68000000005	3	261	-1	 	3	340.1604	1	340.1604	522822.68000000005
Lonicera	jbuf,jbn	Lonicera kamtschatica,Lonicera xylosteum,Lonicera caucasica	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38192.708125	0.0	0.0	0.0	211981.55	0.0	0.0	0.0	269651.75	0.0	0.0	0.0	43150.01	18968.42111111111	14192.197368421053	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"262","main.cluster index_upperinput":"262"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=76&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.7861	0.7861	0	N/A	N/A	611083.33	3	262	76	 	3	557.1195	1	557.1195	611083.33
Clematis	jbuf,jbn	Clematis vitalba	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24697.51235294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209928.855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12279.24888888889	10464.801578947368	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"263","main.cluster index_upperinput":"263"}	This Node is a Singleton	N/A	N/A	N/A	 	0.7879	0.7879	0	N/A	N/A	419857.71	2	263	-1	 	2	185.0082	1	185.0082	419857.71
Clematis	jbn	Clematis alpina	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34363.92647058824	194728.91666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32454.819444444445	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"264","main.cluster index_upperinput":"264"}	This Node is a Singleton	N/A	N/A	N/A	 	0.7893	0.7893	0	N/A	N/A	584186.75	1	264	-1	 	1	1079.3208	2	540.1604	584186.75
Clematis	jbn	Clematis vitalba	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7149.114117647059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60767.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6751.941111111111	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"265","main.cluster index_upperinput":"265"}	This Node is a Singleton	N/A	N/A	N/A	 	0.7923	0.7923	0	N/A	N/A	121534.94	1	265	-1	 	1	260.9200	1	260.9200	121534.94
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81695.17058823528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1388817.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73095.67894736842	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"266","main.cluster index_upperinput":"266"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=191&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	InChI=1S/C19H26O11/c1-8(20)9-2-4-10(5-3-9)29-19-17(26)15(24)14(23)12(30-19)7-28-18-16(25)13(22)11(21)6-27-18/h2-5,11-19,21-26H,6-7H2,1H3/t11-,12-,13+,14-,15+,16-,17-,18+,19-/m1/s1	bungeiside C	0.718008	 	0.7936	0.7936	0	N/A	CCMSLIB00004694820	4142942.1	2	266	191	 	2	448.1815	1	448.1815	4142942.1
Euonymus	jbn	Euonymus alatus	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68148.025	136296.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15144.005555555554	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"267","main.cluster index_upperinput":"267"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1404&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.7957	0.7957	0	N/A	N/A	272592.1	1	267	1404	 	1	298.1498	1	298.1498	272592.1
Lonicera,Euonymus,Clematis	jbuf,jbn	Lonicera kamtschatica,Lonicera caprifolium,Lonicera etrusca,Euonymus europaeus,Lonicera caerulea,Lonicera periclymenum,Clematis chinensis,Lonicera nigra,Lonicera tatarica,Lonicera implexa,Euonymus fortunei,Lonicera xylosteum,Euonymus alatus,Lonicera japonica,Clematis recta,Clematis terniflora,Lonicera caucasica,Clematis koreana	10.0	[M+NH4]+	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95048.08411764706	0.0	238430.78	0.0	0.0	217317.19	257320.30000000002	0.0	74838.89	0.0	0.0	347954.49	433446.41000000003	341694.25	183230.89	446099.401875	0.0	318047.16	361178.44	765983.06	358726.485	391781.84	478523.97	680361.25	580149.93	267001.2	454599.9	514120.26	292692.60555555555	256671.52210526317	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"268","main.cluster index_upperinput":"268"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=197&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.7967	0.7967	0	N/A	N/A	10145225.820000002	26	268	197	192.02705	26	210.0608	1	210.0608	10145225.820000002
Euonymus	jbuf,jbn	Euonymus alatus	 	 	267.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164616.58250000002	329233.16500000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21727.140555555558	14072.515789473684	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"269","main.cluster index_upperinput":"269"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1404&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.7973	0.7973	0	N/A	N/A	658466.3300000001	2	269	1404	 	2	281.1231	1	281.1231	658466.3300000001
Euonymus	jbuf,jbn	Euonymus alatus	 	 	267.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94591.89499999999	189183.78999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9841.603333333333	10590.458947368421	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"270","main.cluster index_upperinput":"270"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1044&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.7973	0.7973	0	N/A	N/A	378367.57999999996	2	270	1044	 	2	326.1809	1	326.1809	378367.57999999996
Lonicera	jbn	Lonicera caucasica	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11617.545625	0.0	0.0	0.0	185880.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10326.707222222223	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"271","main.cluster index_upperinput":"271"}	This Node is a Singleton	N/A	N/A	N/A	 	0.7986	0.7986	0	N/A	N/A	185880.73	1	271	-1	 	1	573.1053	2	287.0527	185880.73
 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"272","main.cluster index_upperinput":"272"}	This Node is a Singleton	N/A	N/A	N/A	 	0.8009	0.8009	0	N/A	N/A	751743.0	1	272	-1	 	1	303.1338	1	303.1338	751743.0
Lonicera	jbuf,jbn	Lonicera nigra,Lonicera implexa	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19167.835	0.0	0.0	0.0	0.0	0.0	209671.83	0.0	0.0	48506.765	0.0	0.0	0.0	11648.435	5105.975263157895	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"273","main.cluster index_upperinput":"273"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=598&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	"InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1"	ACETYL-CARNITINE	0.9300729999999999	 	0.8019	0.8019	0	CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	CCMSLIB00006678577	306685.36	2	273	598	 	2	204.1230	1	204.1230	306685.36
Lonicera	jbuf	Lonicera caerulea	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12877.336875	0.0	206037.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10844.073157894738	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"274","main.cluster index_upperinput":"274"}	This Node is a Singleton	N/A	N/A	N/A	 	0.8035	0.8035	0	N/A	N/A	206037.39	1	274	-1	 	1	286.1494	1	286.1494	206037.39
Lonicera	jbuf	Lonicera caerulea	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7680.585	0.0	122889.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6467.861052631579	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"275","main.cluster index_upperinput":"275"}	This Node is a Singleton	N/A	N/A	N/A	 	0.8035	0.8035	0	N/A	N/A	122889.36	1	275	-1	 	1	291.1047	1	291.1047	122889.36
Lonicera	jbuf,jbn	Lonicera implexa,Lonicera xylosteum,Lonicera japonica	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50271.43525	0.0	0.0	0.0	0.0	0.0	128523.734	295318.53	0.0	0.0	0.0	0.0	126833.56666666667	20256.748	23143.236842105263	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"276","main.cluster index_upperinput":"276"}	This Node is a Singleton	N/A	N/A	N/A	 	0.8050	0.8050	0	N/A	N/A	804342.964	4	276	-1	 	4	242.9908	1	242.9908	804342.964
Lonicera	jbuf,jbn	Lonicera alpigena,Lonicera kamtschatica,Lonicera etrusca,Lonicera nigra,Lonicera tatarica,Lonicera implexa,Lonicera xylosteum,Lonicera japonica	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156206.2928125	220810.4	0.0	0.0	0.0	92057.185	186178.48	277032.44	128507.28	102283.01749999999	0.0	139988.9	386034.26	73075.97916666667	62312.26631578947	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"277","main.cluster index_upperinput":"277"}	This Node is a Singleton	N/A	N/A	N/A	 	0.8050	0.8050	0	N/A	N/A	2499300.685	12	277	-1	 	12	222.0608	1	222.0608	2499300.685
Lonicera	jbuf,jbn	Lonicera etrusca,Lonicera periclymenum,Lonicera caucasica	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42062.658125	0.0	0.0	0.0	218481.34	104452.25	0.0	0.0	0.0	0.0	245616.69	0.0	0.0	23743.65777777778	12927.194210526315	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"278","main.cluster index_upperinput":"278"}	This Node is a Singleton	N/A	N/A	N/A	 	0.8087	0.8087	0	N/A	N/A	673002.53	3	278	-1	 	3	300.1078	1	300.1078	673002.53
 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"279","main.cluster index_upperinput":"279"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=282&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.8104	0.8104	0	N/A	N/A	380466.56	1	279	282	 	1	155.0835	1	155.0835	380466.56
 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"280","main.cluster index_upperinput":"280"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=776&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.8104	0.8104	0	N/A	N/A	745015.9	1	280	776	 	1	307.1649	1	307.1649	745015.9
Clematis	jbn	Clematis vitalba	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9637.71705882353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81920.595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9102.288333333334	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"281","main.cluster index_upperinput":"281"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=249&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.8124	0.8124	0	N/A	N/A	163841.19	1	281	249	 	1	256.1027	1	256.1027	163841.19
Clematis	jbuf,jbn	Clematis alpina	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113453.79411764706	642904.8333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20528.683333333334	82063.06315789474	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"282","main.cluster index_upperinput":"282"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=191&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.8124	0.8124	0	N/A	N/A	1928714.5000000002	3	282	191	 	3	418.1701	1	418.1701	1928714.5000000002
Lonicera,Euonymus,Clematis	jbuf,jbn	Lonicera alpigena,Lonicera kamtschatica,Lonicera caprifolium,Lonicera etrusca,Clematis heracleifolia,Euonymus europaeus,Clematis flammula,Lonicera periclymenum,Clematis tangutica,Clematis alpina,Clematis viticella,Clematis chinensis,Clematis vitalba,Lonicera tatarica,Lonicera implexa,Euonymus fortunei,Lonicera xylosteum,Euonymus alatus,Clematis recta,Clematis terniflora,Lonicera caucasica,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	636160.0994117646	467975.8333333333	930732.57	760394.25	717306.0	581544.7	890197.7166666667	773705.4	555286.0	280463.875	374285.8	599737.1525000001	442139.78	1328682.6	185986.45	661389.436875	1683158.8	0.0	476083.03	318793.5	733397.75	544307.06	0.0	1008002.9	0.0	1558575.9	938434.1	862693.4	645199.9533333334	641173.7963157895	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"283","main.cluster index_upperinput":"283"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=38&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1"	GLUTATHIONE REDUCED	0.964556	 	0.8125	0.8125	0	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O	CCMSLIB00005464443	24250849.69	31	283	38	 	31	308.0911	1	308.0911	24250849.69
Lonicera	jbuf	Lonicera nigra	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9550.020625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76400.165	0.0	0.0	0.0	0.0	8042.122631578946	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"284","main.cluster index_upperinput":"284"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=98&task=e9bcaeea27bd468fa980daae8e4b9d7e&show=true	N/A	N/A	N/A	 	0.8130	0.8130	0	N/A	N/A	152800.33	1	284	98	 	1	295.1288	1	295.1288	152800.33
Lonicera	jbuf	Lonicera caerulea	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7134.586875	0.0	114153.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6008.073157894737	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"285","main.cluster index_upperinput":"285"}	This Node is a Singleton	N/A	N/A	N/A	 	0.8144	0.8144	0	N/A	N/A	114153.39	1	285	-1	 	1	269.1227	1	269.1227	114153.39
Lonicera	jbn	Lonicera nigra	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7155.70875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57245.67	0.0	0.0	0.0	6360.63	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e9bcaeea27bd468fa980daae8e4b9d7e&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"286","main.cluster index_upperinput":"286"}	This Node is a Singleton	N/A	N/A	N/A	 	0.8145	0.8145	0	N/A	N/A	114491.34	1	286	-1	 	1	175.0240	1	175.0240	114491.34
